流域,行政区划,河名,库名,时间,库水位(米),日变幅(米),screen_index,crawl_time_local,report_date,row_order_in_screen
珠江,广东,西枝江,白盆珠,04-19 08:00,64.93,-0.02,0,2026-04-18 20:31:00,2026-04-19,0
珠江,广东,二渡河,上板桥,04-19 08:00,265.24,0.03,0,2026-04-18 20:31:00,2026-04-19,1
珠江,广东,东江,七水库,04-19 08:00,78.55,-0.03,0,2026-04-18 20:31:00,2026-04-19,2
珠江,广东,东江,红花湖,04-19 08:00,53.21,0.01,0,2026-04-18 20:31:00,2026-04-19,3
珠江,广东,黄沙水,同沙,04-19 08:00,15.61,-0.01,0,2026-04-18 20:31:00,2026-04-19,4
珠江,广东,横岭水,鸡心石,04-19 08:00,49.45,,0,2026-04-18 20:31:00,2026-04-19,5
珠江,广东,里波水,联和,04-19 08:00,46.16,-0.01,0,2026-04-18 20:31:00,2026-04-19,6
珠江,广东,增江,天堂山,04-19 08:00,137.15,-0.12,0,2026-04-18 20:31:00,2026-04-19,7
流溪河,广东,流溪河,流溪河,04-19 08:00,225.23,0.02,0,2026-04-18 20:31:00,2026-04-19,8
流溪河,广东,天湖水库水,天湖,04-19 08:00,229.0,-0.02,0,2026-04-18 20:31:00,2026-04-19,9
流溪河,广东,沙坑,和龙,04-19 08:00,34.4,-0.01,0,2026-04-18 20:31:00,2026-04-19,10
流溪河,广东,流溪河,黄龙带,04-19 08:00,160.74,-0.07,0,2026-04-18 20:31:00,2026-04-19,11
珠江,广东,西乡水,铁岗,04-19 08:00,22.2,,0,2026-04-18 20:31:00,2026-04-19,12
珠江,广东,南头河,西沥,01-21 08:00,27.34,,0,2026-04-18 20:31:00,2026-04-19,13
珠江,广东,深圳水,深圳,04-19 08:00,27.13,0.07,0,2026-04-18 20:31:00,2026-04-19,14
珠江,广东,新洲河,梅林,04-19 08:00,49.55,,0,2026-04-18 20:31:00,2026-04-19,15
珠江,广东,龙岗河,松子坑,04-19 08:00,58.68,-0.14,0,2026-04-18 20:31:00,2026-04-19,16
珠江,广东,镇海水,镇海,04-19 08:00,22.84,-0.01,1,2026-04-18 20:31:00,2026-04-19,0
珠江,广东,大镜山溪,大镜山,04-19 08:00,16.49,-0.05,1,2026-04-18 20:31:00,2026-04-19,1
韩江,广东,五华河,益塘,04-19 08:00,145.07,-0.12,1,2026-04-18 20:31:00,2026-04-19,2
韩江,广东,和山河,和山岩,04-19 08:00,151.83,0.03,1,2026-04-18 20:31:00,2026-04-19,3
韩江,福建,汀江,棉花滩水库,04-19 08:00,158.35,-0.47,1,2026-04-18 20:31:00,2026-04-19,4
韩江,广东,程江,梅西,04-19 08:00,164.09,0.09,1,2026-04-18 20:31:00,2026-04-19,5
韩江,广东,凤凰溪,凤溪,04-19 08:00,407.99,-0.02,1,2026-04-18 20:31:00,2026-04-19,6
粤东沿海诸河,广东,五经富水,龙颈（上）,04-19 08:00,88.75,0.01,1,2026-04-18 20:31:00,2026-04-19,7
粤东沿海诸河,广东,五经富水,龙颈（下）,04-19 08:00,53.24,0.03,1,2026-04-18 20:31:00,2026-04-19,8
粤东沿海诸河,广东,小龙溪,小龙溪,04-19 08:00,52.61,-0.09,1,2026-04-18 20:31:00,2026-04-19,9
粤东沿海诸河,广东,龙溪水,龙溪二级,04-19 08:00,58.46,-0.16,1,2026-04-18 20:31:00,2026-04-19,10
粤东沿海诸河,广东,锣鼓水,红场,04-19 08:00,241.39,-0.2,1,2026-04-18 20:31:00,2026-04-19,11
粤东沿海诸河,广东,金溪河,上金溪,04-19 08:00,85.58,-0.09,1,2026-04-18 20:31:00,2026-04-19,12
粤东沿海诸河,广东,三坑溪,上三坑,04-19 08:00,152.95,0.03,1,2026-04-18 20:31:00,2026-04-19,13
粤东沿海诸河,广东,练江,白沙溪,04-19 08:00,365.0,-0.1,1,2026-04-18 20:31:00,2026-04-19,14
粤东沿海诸河,广东,雷岭河,蜈蚣岭,04-19 08:00,45.44,-0.06,1,2026-04-18 20:31:00,2026-04-19,15
粤东沿海诸河,广东,黄江,朝面山,04-19 08:00,194.24,-0.25,1,2026-04-18 20:31:00,2026-04-19,16
粤东沿海诸河,广东,练江,秋风岭,04-19 08:00,34.81,0.04,2,2026-04-18 20:31:00,2026-04-19,0
粤东沿海诸河,广东,龙江,龙潭,04-19 08:00,63.35,-0.05,2,2026-04-18 20:31:00,2026-04-19,1
粤东沿海诸河,广东,罗溪,石榴潭,04-19 08:00,33.68,-0.04,2,2026-04-18 20:31:00,2026-04-19,2
粤东沿海诸河,广东,黄江,公平,04-19 08:00,12.71,0.01,2,2026-04-18 20:31:00,2026-04-19,3
粤东沿海诸河,广东,大液河,黄山洞,04-19 08:00,45.12,-0.04,2,2026-04-18 20:31:00,2026-04-19,4
粤东沿海诸河,广东,新西河,新西河,04-19 08:00,34.05,-0.03,2,2026-04-18 20:31:00,2026-04-19,5
珠江,广东,大隆洞河,大隆洞,04-19 08:00,24.84,-0.01,2,2026-04-18 20:31:00,2026-04-19,6
鉴江,广东,小水河,高城,04-19 08:00,130.28,,2,2026-04-18 20:31:00,2026-04-19,7
鉴江,广东,六雅河,尚文,04-19 08:00,103.06,0.01,2,2026-04-18 20:31:00,2026-04-19,8
鉴江,广东,庙背水,罗坑,04-19 08:00,107.83,-0.01,2,2026-04-18 20:31:00,2026-04-19,9
粤西沿海诸河,广东,东运河,西湖,04-19 08:00,12.99,0.01,2,2026-04-18 20:31:00,2026-04-19,10
粤西沿海诸河,广东,龙门河,龙门,04-19 08:00,54.23,0.01,2,2026-04-18 20:31:00,2026-04-19,11
粤西沿海诸河,广东,大水桥河,大水桥,04-19 08:00,55.36,-0.03,2,2026-04-18 20:31:00,2026-04-19,12
粤西沿海诸河,广东,九洲江,鹤地水库(大坝),04-19 08:00,36.27,-0.01,2,2026-04-18 20:31:00,2026-04-19,13
粤西沿海诸河,广东,武陵河,武陵,04-19 08:00,35.26,-0.04,2,2026-04-18 20:31:00,2026-04-19,14
粤西沿海诸河,广东,沙铲河,仙人域,04-19 08:00,35.24,0.07,2,2026-04-18 20:31:00,2026-04-19,15
珠江,广东,漠阳江,北河,04-19 08:00,84.18,0.01,2,2026-04-18 20:31:00,2026-04-19,16
珠江,广东,儒洞河,陂底,04-19 08:00,35.76,-0.05,3,2026-04-18 20:31:00,2026-04-19,0
南渡江,海南,南渡江,松涛水库 （南丰）,04-19 08:00,184.59,-0.05,3,2026-04-18 20:31:00,2026-04-19,1
万泉河,海南,万泉河,牛路岭水库,04-18 08:00,94.8,-0.45,3,2026-04-18 20:31:00,2026-04-19,2
太阳河,海南,太阳河,万宁水库（大坝）,04-19 08:00,19.15,,3,2026-04-18 20:31:00,2026-04-19,3
藤桥河,海南,藤桥西河,赤田水库,04-19 08:00,20.96,-0.05,3,2026-04-18 20:31:00,2026-04-19,4
三亚河,海南,三亚河,福万水库,04-19 08:00,118.95,-0.01,3,2026-04-18 20:31:00,2026-04-19,5
三亚河,海南,三亚河,半岭水库,04-19 08:00,47.73,-0.07,3,2026-04-18 20:31:00,2026-04-19,6
三亚河,海南,三亚河,水源池水库,04-19 08:00,39.79,0.14,3,2026-04-18 20:31:00,2026-04-19,7
宁远河,海南,宁远河,抱古水库,04-19 08:00,45.69,-0.02,3,2026-04-18 20:31:00,2026-04-19,8
望楼河,海南,望楼河,长茅水库,04-19 08:00,153.71,-0.03,3,2026-04-18 20:31:00,2026-04-19,9
罗带河,海南,罗带河,高坡岭水库,04-18 08:00,27.59,-0.04,3,2026-04-18 20:31:00,2026-04-19,10
昌化江,海南,昌化江,大广坝水库,04-19 08:00,123.7,-0.09,3,2026-04-18 20:31:00,2026-04-19,11
昌化江,海南,石碌河,石碌水库,04-19 08:00,121.28,-0.07,3,2026-04-18 20:31:00,2026-04-19,12
淮河,山东,北沙河,马河水库,04-11 08:00,107.15,,3,2026-04-18 20:31:00,2026-04-19,13
淮河,山东,西河,周村水库,04-11 08:00,123.63,,3,2026-04-18 20:31:00,2026-04-19,14
淮河,河南,汝河,宿鸭湖,04-19 08:00,52.15,0.01,3,2026-04-18 20:31:00,2026-04-19,15
内陆河,甘肃,大堵马河,瓦房城水库,04-19 08:00,2385.02,-0.21,3,2026-04-18 20:31:00,2026-04-19,16
海河,河南,沧河,塔岗,04-16 08:00,175.33,,4,2026-04-18 20:31:00,2026-04-19,0
海河,河南,安阳河,彰武,04-16 08:00,128.07,,4,2026-04-18 20:31:00,2026-04-19,1
黄河,青海,大南川河,大南川,04-11 08:00,2621.55,,4,2026-04-18 20:31:00,2026-04-19,2
松花江流域,吉林,松花江吉林段,白山,04-19 08:00,403.78,0.17,4,2026-04-18 20:31:00,2026-04-19,3
黑龙江流域,黑龙江,嫩江,尼尔基坝上,04-19 08:00,213.12,0.07,4,2026-04-18 20:31:00,2026-04-19,4
黑龙江流域,内蒙古,洮儿河,察尔森上,04-19 08:00,358.73,0.01,4,2026-04-18 20:31:00,2026-04-19,5
嫩江,吉林,洮儿河,月亮湖,04-11 08:00,130.95,,4,2026-04-18 20:31:00,2026-04-19,6
辽河,吉林,东辽河,二龙山,04-15 08:00,220.69,,4,2026-04-18 20:31:00,2026-04-19,7
辽河,辽宁,柴河,柴河水库,04-19 08:00,103.83,-0.02,4,2026-04-18 20:31:00,2026-04-19,8
辽河,辽宁,柳河,闹德海,04-19 08:00,181.45,0.07,4,2026-04-18 20:31:00,2026-04-19,9
辽河,辽宁,太子河,观音阁水库,04-19 08:00,251.58,-0.04,4,2026-04-18 20:31:00,2026-04-19,10
海河流域,海委,滦河,潘家口,04-19 08:00,222.12,-0.03,4,2026-04-18 20:31:00,2026-04-19,11
海河,河北,青龙河,桃林口水库,04-19 08:00,136.03,-0.12,4,2026-04-18 20:31:00,2026-04-19,12
海河,河北,白洋淀,新安,07-10 08:00,8.41,0.01,4,2026-04-18 20:31:00,2026-04-19,13
海河,河北,白洋淀,端村,07-10 08:00,8.23,-0.01,4,2026-04-18 20:31:00,2026-04-19,14
海河,河北,白洋淀,王家寨,07-10 08:00,7.25,-0.01,4,2026-04-18 20:31:00,2026-04-19,15
海河,河北,白洋淀,十方院（白）（堰上）,04-19 08:00,8.41,0.01,5,2026-04-18 20:31:00,2026-04-19,0
海河,河北,滹沱河,岗南水库(坝上）,04-19 08:00,196.04,-0.01,5,2026-04-18 20:31:00,2026-04-19,1
海河,河北,滹沱河,黄壁庄水库（坝上）,04-19 08:00,112.12,-0.22,5,2026-04-18 20:31:00,2026-04-19,2
黄河,河南,黄河,小浪底水库,04-19 08:00,261.02,-0.09,5,2026-04-18 20:31:00,2026-04-19,3
淮河,安徽,淠东干渠,安丰塘,04-19 08:00,29.09,,5,2026-04-18 20:31:00,2026-04-19,4
淮河,河南,浉河,南湾,04-19 08:00,98.55,-0.01,5,2026-04-18 20:31:00,2026-04-19,5
淮河,河南,汝河,板桥,04-19 08:00,110.9,-0.01,5,2026-04-18 20:31:00,2026-04-19,6
淮河,河南,灌河,鲇鱼山,04-19 08:00,102.22,0.01,5,2026-04-18 20:31:00,2026-04-19,7
淮河,河南,沙河,昭平台,04-19 08:00,164.99,0.01,5,2026-04-18 20:31:00,2026-04-19,8
河南,沙河,白,山,04-19 08:00,100.0,,5,2026-04-18 20:31:00,2026-04-19,9
淮河,江苏,骆马湖,骆马湖水库,04-19 08:00,23.03,-0.02,5,2026-04-18 20:31:00,2026-04-19,10
淮河,江苏,新沭河,石梁河水库,04-19 08:00,23.93,-0.01,5,2026-04-18 20:31:00,2026-04-19,11
