reservoir_id,reservoir_name,date,observation_time,"Reservoir Water Level (RWL, m)","Water Level Deviation (24hr, m)","Normal High Water Level (NHWL, m)",Deviation from NHWL (m),Rule Curve Elevation (m),Deviation from Rule Curve (m),Gate Opening (gates),Gate Opening (meters),Inflow (cms),Outflow (cms)
PH_PAGASA_ambuklao,Ambuklao Dam,2021-09-26,06:00 am,751.43,,752.00,-0.57,745.00,6.43,,,,
PH_PAGASA_angat,Angat Dam,2021-09-26,06:00 am,200.93,,210.00,-9.07,185.49,15.44,,,,
PH_PAGASA_binga,Binga Dam,2021-09-26,06:00 am,574.24,,575.00,-0.76,565.00,9.24,,,,
PH_PAGASA_caliraya,Caliraya Dam,2021-09-26,06:00 am,286.88,,0.00,0.00,0.00,0.00,,,,
PH_PAGASA_ipo,Ipo Dam,2021-09-26,06:00 am,99.52,,101.00,-1.48,0.00,0.00,,,,
PH_PAGASA_la_mesa,La Mesa Dam,2021-09-26,06:00 am,78.76,,80.15,-1.39,0.00,0.00,,,,
PH_PAGASA_magat,Magat,2021-09-26,06:00 am,185.80,,190.00,-4.20,185.53,0.27,,,,
PH_PAGASA_pantabangan,Pantabangan Dam,2021-09-26,06:00 am,201.53,,218.50,-14.47,215.62,-14.09,,,,
PH_PAGASA_san_roque,San Roque Dam,2021-09-26,06:00 am,267.03,,280.00,-12.97,266.52,0.51,,,,
