reservoir_id,reservoir_name,date,observation_time,"Reservoir Water Level (RWL, m)","Water Level Deviation (24hr, m)","Normal High Water Level (NHWL, m)",Deviation from NHWL (m),Rule Curve Elevation (m),Deviation from Rule Curve (m),Gate Opening (gates),Gate Opening (meters),Inflow (cms),Outflow (cms)
PH_PAGASA_ambuklao,Ambuklao Dam,2024-11-17,08:00 AM,750.42,-1.34,752.00,-1.58,752.00,-1.58,4,2.00,,327.53
PH_PAGASA_angat,Angat Dam,2024-11-17,08:00 AM,200.89,-0.16,210.00,-9.11,202.06,-1.17,,,,
PH_PAGASA_binga,Binga Dam,2024-11-17,08:00 AM,572.29,-1.64,575.00,-2.71,575.00,-2.71,4,2.00,,260.66
PH_PAGASA_caliraya,Caliraya Dam,2024-11-17,08:00 AM,286.47,-0.03,0.00,0.00,0.00,0.00,,,,
PH_PAGASA_ipo,Ipo Dam,2024-11-17,08:00 AM,100.02,-0.14,101.10,-1.08,0.00,0.00,,,,
PH_PAGASA_la_mesa,La Mesa Dam,2024-11-17,08:00 AM,79.36,-0.18,80.15,-0.79,0.00,0.00,,,,
PH_PAGASA_magat,Magat Dam,2024-11-17,08:00 AM,181.93,-1.76,193.00,-11.07,190.27,-8.34,2,3.00,,742.83
PH_PAGASA_pantabangan,Pantabangan Dam,2024-11-17,08:00 AM,210.57,0.08,221.00,-10.43,220.01,-9.44,,,,
PH_PAGASA_san_roque,San Roque Dam,2024-11-17,08:00 AM,277.17,-1.12,280.00,-2.83,278.45,-1.28,2,3.00,,348.42
