reservoir_id,reservoir_name,date,observation_time,"Reservoir Water Level (RWL, m)","Water Level Deviation (24hr, m)","Normal High Water Level (NHWL, m)",Deviation from NHWL (m),Rule Curve Elevation (m),Deviation from Rule Curve (m),Gate Opening (gates),Gate Opening (meters),Inflow (cms),Outflow (cms)
PH_PAGASA_ambuklao,Ambuklao Dam,2024-01-26,06:00 AM,751.58,0.07,752.00,-0.42,752.00,-0.42,,,,
PH_PAGASA_angat,Angat Dam,2024-01-26,06:00 AM,211.97,-0.10,212.00,-0.03,203.61,8.36,,,,
PH_PAGASA_binga,Binga Dam,2024-01-26,06:00 AM,573.96,0.13,575.00,-1.04,574.00,-0.04,,,,
PH_PAGASA_caliraya,Caliraya Dam,2024-01-26,06:00 AM,286.94,-0.15,0.00,0.00,0.00,0.00,,,,
PH_PAGASA_ipo,Ipo Dam,2024-01-26,06:00 AM,98.23,0.21,101.00,-2.77,0.00,0.00,,,,
PH_PAGASA_la_mesa,La Mesa Dam,2024-01-26,06:00 AM,79.14,-0.08,80.15,-1.01,0.00,0.00,,,,
PH_PAGASA_magat,Magat Dam,2024-01-26,06:00 AM,186.19,-0.19,193.00,-6.81,190.07,-3.88,,,,
PH_PAGASA_pantabangan,Pantabangan Dam,2024-01-26,06:00 AM,194.63,-0.23,221.00,-26.37,214.06,-19.43,,,,
PH_PAGASA_san_roque,San Roque Dam,2024-01-26,06:00 AM,253.13,-0.38,280.00,-26.87,266.35,-13.22,,,,
