reservoir_id,reservoir_name,date,observation_time,"Reservoir Water Level (RWL, m)","Water Level Deviation (24hr, m)","Normal High Water Level (NHWL, m)",Deviation from NHWL (m),Rule Curve Elevation (m),Deviation from Rule Curve (m),Gate Opening (gates),Gate Opening (meters),Inflow (cms),Outflow (cms)
PH_PAGASA_ambuklao,Ambuklao Dam,2024-04-17,06:00 AM,740.02,0.02,752.00,-11.98,748.03,-8.01,,,,
PH_PAGASA_angat,Angat Dam,2024-04-17,06:00 AM,193.29,-0.35,212.00,-18.71,188.13,5.16,,,,
PH_PAGASA_binga,Binga Dam,2024-04-17,06:00 AM,566.15,-0.33,575.00,-8.85,568.90,-2.75,,,,
PH_PAGASA_caliraya,Caliraya Dam,2024-04-17,06:00 AM,286.64,-0.36,0.00,0.00,0.00,0.00,,,,
PH_PAGASA_ipo,Ipo Dam,2024-04-17,06:00 AM,99.78,-0.02,101.00,-1.22,0.00,0.00,,,,
PH_PAGASA_la_mesa,La Mesa Dam,2024-04-17,06:00 AM,75.68,-0.01,80.15,-4.47,0.00,0.00,,,,
PH_PAGASA_magat,Magat Dam,2024-04-17,06:00 AM,177.25,0.04,193.00,-15.75,178.50,-1.25,,,,
PH_PAGASA_pantabangan,Pantabangan Dam,2024-04-17,06:00 AM,173.57,-0.07,221.00,-47.43,205.18,-31.61,,,,
PH_PAGASA_san_roque,San Roque Dam,2024-04-17,06:00 AM,232.61,-0.52,280.00,-47.39,241.03,-8.42,,,,
