reservoir_id,reservoir_name,date,observation_time,"Reservoir Water Level (RWL, m)","Water Level Deviation (24hr, m)","Normal High Water Level (NHWL, m)",Deviation from NHWL (m),Rule Curve Elevation (m),Deviation from Rule Curve (m),Gate Opening (gates),Gate Opening (meters),Inflow (cms),Outflow (cms)
PH_PAGASA_ambuklao,Ambuklao Dam,2022-08-02,06:00 AM,744.56,1.03,752.00,-7.44,745.00,-0.44,,,,
PH_PAGASA_angat,Angat Dam,2022-08-02,06:00 AM,177.67,-0.03,210.00,-32.33,180.23,-2.56,,,,
PH_PAGASA_binga,Binga Dam,2022-08-02,06:00 AM,573.85,-0.08,575.00,-1.15,565.00,8.85,,,,
PH_PAGASA_caliraya,Caliraya Dam,2022-08-02,06:00 AM,287.00,-0.98,0.00,0.00,0.00,0.00,,,,
PH_PAGASA_ipo,Ipo Dam,2022-08-02,06:00 AM,100.67,0.53,101.00,-0.33,0.00,0.00,,,,
PH_PAGASA_la_mesa,La Mesa Dam,2022-08-02,06:00 AM,79.36,0.12,80.15,-0.79,0.00,0.00,,,,
PH_PAGASA_magat,Magat,2022-08-02,06:00 AM,187.53,0.97,190.00,-2.47,178.95,8.58,,,,
PH_PAGASA_pantabangan,Pantabangan Dam,2022-08-02,06:00 AM,181.11,0.20,216.00,-34.89,208.85,-27.74,,,,
PH_PAGASA_san_roque,San Roque Dam,2022-08-02,06:00 AM,233.79,-0.32,280.00,-46.21,239.18,-5.39,,,,
