流域,行政区划,河名,库名,时间,库水位(米),日变幅(米),screen_index,crawl_time_local,report_date,row_order_in_screen
珠江,广东,西枝江,白盆珠,06-06 08:00,67.17,,0,2026-06-06 14:36:04,2026-06-06,0
珠江,广东,二渡河,上板桥,06-06 08:00,266.23,0.05,0,2026-06-06 14:36:04,2026-06-06,1
珠江,广东,东江,七水库,06-06 08:00,79.92,-0.02,0,2026-06-06 14:36:04,2026-06-06,2
珠江,广东,东江,红花湖,06-06 08:00,53.34,,0,2026-06-06 14:36:04,2026-06-06,3
珠江,广东,黄沙水,同沙,06-06 08:00,15.55,0.04,0,2026-06-06 14:36:04,2026-06-06,4
珠江,广东,横岭水,鸡心石,06-06 08:00,46.7,,0,2026-06-06 14:36:04,2026-06-06,5
珠江,广东,稿树下水,稿树下,06-06 08:00,56.78,-0.02,0,2026-06-06 14:36:04,2026-06-06,6
珠江,广东,里波水,联和,06-06 08:00,48.77,-0.02,0,2026-06-06 14:36:04,2026-06-06,7
珠江,广东,增江,天堂山,06-06 08:00,134.95,0.03,0,2026-06-06 14:36:04,2026-06-06,8
流溪河,广东,流溪河,流溪河,06-06 08:00,224.1,-0.11,0,2026-06-06 14:36:04,2026-06-06,9
流溪河,广东,天湖水库水,天湖,06-06 08:00,229.68,0.02,0,2026-06-06 14:36:04,2026-06-06,10
流溪河,广东,沙坑,和龙,06-06 08:00,34.73,-0.01,0,2026-06-06 14:36:04,2026-06-06,11
珠江,广东,沙河,显岗,06-06 08:00,20.45,-0.05,0,2026-06-06 14:36:04,2026-06-06,12
流溪河,广东,流溪河,黄龙带,06-06 08:00,161.78,0.15,0,2026-06-06 14:36:04,2026-06-06,13
珠江,广东,茅洲河,罗田,05-21 08:00,30.95,0.1,0,2026-06-06 14:36:04,2026-06-06,14
珠江,广东,西乡水,铁岗,05-21 08:00,23.05,0.23,0,2026-06-06 14:36:04,2026-06-06,15
珠江,广东,南头河,西沥,01-21 08:00,27.34,,0,2026-06-06 14:36:04,2026-06-06,16
珠江,广东,深圳水,深圳,06-06 08:00,27.55,0.18,0,2026-06-06 14:36:04,2026-06-06,17
珠江,广东,新洲河,梅林,06-06 08:00,49.68,-0.01,0,2026-06-06 14:36:04,2026-06-06,18
珠江,广东,龙岗河,松子坑,06-06 08:00,58.65,0.05,0,2026-06-06 14:36:04,2026-06-06,19
珠江,广东,莲塘水,宝鸭仔,06-06 08:00,32.09,-0.02,0,2026-06-06 14:36:04,2026-06-06,20
珠江,广东,沙坪水,四堡,06-06 08:00,64.59,-0.03,0,2026-06-06 14:36:04,2026-06-06,21
珠江,广东,小隐涌,长江,06-06 08:00,23.88,-0.02,0,2026-06-06 14:36:04,2026-06-06,22
珠江,广东,潭江,锦江,06-06 08:00,90.45,-0.15,0,2026-06-06 14:36:04,2026-06-06,23
珠江,广东,鹤洲水,大沙河,06-06 08:00,32.1,-0.04,0,2026-06-06 14:36:04,2026-06-06,24
珠江,广东,镇海水,镇海,06-06 08:00,23.95,-0.07,1,2026-06-06 14:36:04,2026-06-06,0
珠江,广东,大镜山溪,大镜山,06-06 08:00,16.4,-0.01,1,2026-06-06 14:36:04,2026-06-06,1
韩江,广东,五华河,益塘,06-06 08:00,145.76,,1,2026-06-06 14:36:04,2026-06-06,2
韩江,广东,和山河,和山岩,06-06 08:00,151.67,,1,2026-06-06 14:36:04,2026-06-06,3
韩江,福建,汀江,棉花滩水库,06-06 08:00,163.34,-0.04,1,2026-06-06 14:36:04,2026-06-06,4
韩江,广东,汀江,青溪,06-06 08:00,70.37,-0.36,1,2026-06-06 14:36:04,2026-06-06,5
韩江,广东,程江,梅西,06-06 08:00,163.72,-0.1,1,2026-06-06 14:36:04,2026-06-06,6
韩江,广东,凤凰溪,凤溪,06-06 08:00,412.92,-0.3,1,2026-06-06 14:36:04,2026-06-06,7
粤东沿海诸河,广东,五经富水,龙颈（上）,06-06 08:00,87.56,-0.08,1,2026-06-06 14:36:04,2026-06-06,8
粤东沿海诸河,广东,五经富水,龙颈(下),06-06 08:00,53.33,0.08,1,2026-06-06 14:36:04,2026-06-06,9
粤东沿海诸河,广东,小龙溪,小龙溪,06-06 08:00,50.39,−0.06,1,2026-06-06 14:36:04,2026-06-06,10
粤东沿海诸河,广东,龙溪水,龙溪一级,06-06 08:00,172.05,-0.07,1,2026-06-06 14:36:04,2026-06-06,11
粤东沿海诸河,广东,龙溪水,龙溪二级,06-06 08:00,55.39,-0.04,1,2026-06-06 14:36:04,2026-06-06,12
粤东沿海诸河,广东,锣鼓水,红场,06-06 08:00,243.11,0.19,1,2026-06-06 14:36:04,2026-06-06,13
粤东沿海诸河,广东,金溪河,上金溪,06-06 08:00,83.98,-0.1,1,2026-06-06 14:36:04,2026-06-06,14
粤东沿海诸河,广东,三坑溪,上三坑,06-06 08:00,158.9,0.2,1,2026-06-06 14:36:04,2026-06-06,15
粤东沿海诸河,广东,练江,白沙溪,06-06 08:00,364.78,,1,2026-06-06 14:36:04,2026-06-06,16
粤东沿海诸河,广东,雷岭河,镇北,06-06 08:00,44.04,0.05,1,2026-06-06 14:36:04,2026-06-06,17
粤东沿海诸河,广东,雷岭河,蜈蚣岭,06-06 08:00,44.57,0.02,1,2026-06-06 14:36:04,2026-06-06,18
粤东沿海诸河,广东,黄江,朝面山,06-06 08:00,200.39,-0.06,1,2026-06-06 14:36:04,2026-06-06,19
粤东沿海诸河,广东,横江水,横江,06-06 08:00,64.39,-0.02,1,2026-06-06 14:36:04,2026-06-06,20
粤东沿海诸河,广东,练江,汤坑,06-06 08:00,44.55,0.05,1,2026-06-06 14:36:04,2026-06-06,21
粤东沿海诸河,广东,练江,秋风岭,06-06 08:00,32.86,-0.08,1,2026-06-06 14:36:04,2026-06-06,22
粤东沿海诸河,广东,龙江,龙潭,06-06 08:00,64.43,-0.08,1,2026-06-06 14:36:04,2026-06-06,23
粤东沿海诸河,广东,罗溪,石榴潭,06-06 08:00,34.0,0.03,1,2026-06-06 14:36:04,2026-06-06,24
粤东沿海诸河,广东,黄江,公平,06-06 08:00,13.74,0.01,2,2026-06-06 14:36:04,2026-06-06,0
粤东沿海诸河,广东,大液河,黄山洞,06-06 08:00,48.96,0.01,2,2026-06-06 14:36:04,2026-06-06,1
粤东沿海诸河,广东,新西河,新西河,06-06 08:00,34.39,-0.02,2,2026-06-06 14:36:04,2026-06-06,2
珠江,广东,大隆洞河,大隆洞,06-06 08:00,28.43,-0.05,2,2026-06-06 14:36:04,2026-06-06,3
鉴江,广东,小水河,高城,06-06 08:00,130.19,-0.1,2,2026-06-06 14:36:04,2026-06-06,4
鉴江,广东,六雅河,尚文,06-06 08:00,104.74,-0.05,2,2026-06-06 14:36:04,2026-06-06,5
鉴江,广东,大井河,良德水库（大坝）,06-06 08:00,82.24,-0.04,2,2026-06-06 14:36:04,2026-06-06,6
鉴江,广东,庙背水,罗坑,06-06 08:00,109.33,-0.07,2,2026-06-06 14:36:04,2026-06-06,7
鉴江,广东,袂花江,黄沙,06-06 08:00,113.21,-0.09,2,2026-06-06 14:36:04,2026-06-06,8
粤西沿海诸河,广东,东运河,西湖,06-06 08:00,12.25,,2,2026-06-06 14:36:04,2026-06-06,9
粤西沿海诸河,广东,龙门河,龙门,06-06 08:00,53.54,,2,2026-06-06 14:36:04,2026-06-06,10
粤西沿海诸河,广东,大水桥河,大水桥,06-06 08:00,54.65,-0.01,2,2026-06-06 14:36:04,2026-06-06,11
粤西沿海诸河,广东,九洲江,鹤地水库(大坝）,06-06 08:00,35.56,-0.04,2,2026-06-06 14:36:04,2026-06-06,12
粤西沿海诸河,广东,武陵河,武陵,06-06 08:00,34.54,-0.01,2,2026-06-06 14:36:04,2026-06-06,13
粤西沿海诸河,广东,沙铲河,岭背下,06-06 08:00,39.57,,2,2026-06-06 14:36:04,2026-06-06,14
粤西沿海诸河,广东,沙铲河,仙人域,06-06 08:00,34.94,0.03,2,2026-06-06 14:36:04,2026-06-06,15
珠江,广东,漠阳江,北河,06-06 08:00,84.48,-0.04,2,2026-06-06 14:36:04,2026-06-06,16
珠江,广东,那龙河,东湖,06-06 08:00,28.0,0.01,2,2026-06-06 14:36:04,2026-06-06,17
珠江,广东,洋边河,茅垌,06-06 08:00,27.41,,2,2026-06-06 14:36:04,2026-06-06,18
珠江,广东,儒洞河,陂底,06-06 08:00,37.35,0.03,2,2026-06-06 14:36:04,2026-06-06,19
南渡江,海南,南渡江,松涛水库 (南丰),06-06 08:00,182.34,-0.15,2,2026-06-06 14:36:04,2026-06-06,20
万泉河,海南,万泉河,牛路岭水库,06-06 08:00,93.33,-0.21,2,2026-06-06 14:36:04,2026-06-06,21
太阳河,海南,太阳河,万宁水库 (大坝）,06-06 08:00,20.51,-0.13,2,2026-06-06 14:36:04,2026-06-06,22
藤桥河,海南,藤桥西河,赤田水库,06-06 08:00,20.23,-0.01,2,2026-06-06 14:36:04,2026-06-06,23
