流域,行政区划,河名,库名,时间,库水位(米),日变幅(米),row_order_in_screen,report_date,crawl_time_local,screen_index
珠江,广东,西枝江,白盆珠,04-30 08:00,65.49,0.07,0,2026-04-30,2026-04-30 15:34:39,0
珠江,广东,二渡河,上板桥,04-30 08:00,264.63,0.11,1,2026-04-30,2026-04-30 15:34:39,0
珠江,广东,东江,七水库,04-30 08:00,78.81,0.02,2,2026-04-30,2026-04-30 15:34:39,0
珠江,广东,东江,红花湖,04-30 08:00,53.23,-0.01,3,2026-04-30,2026-04-30 15:34:39,0
珠江,广东,黄沙水,同沙,04-30 08:00,16.01,-0.03,4,2026-04-30,2026-04-30 15:34:39,0
珠江,广东,横岭水,鸡心石,04-30 08:00,48.5,-0.3,5,2026-04-30,2026-04-30 15:34:39,0
珠江,广东,稿树下水,稿树下,04-30 08:00,57.12,0.03,6,2026-04-30,2026-04-30 15:34:39,0
珠江,广东,里波水,联和,04-30 08:00,46.2,0.01,7,2026-04-30,2026-04-30 15:34:39,0
珠江,广东,增江,天堂山,04-30 08:00,136,-0.08,8,2026-04-30,2026-04-30 15:34:39,0
流溪河,广东,流溪河,流溪河,04-30 08:00,223.76,-0.19,9,2026-04-30,2026-04-30 15:34:39,0
流溪河,广东,天湖水库水,天湖,04-30 08:00,228.91,0.01,10,2026-04-30,2026-04-30 15:34:39,0
流溪河,广东,沙坑,和龙,04-30 08:00,34.38,-0.01,11,2026-04-30,2026-04-30 15:34:39,0
珠江,广东,沙河,显岗,04-30 08:00,20.7,-0.01,12,2026-04-30,2026-04-30 15:34:39,0
流溪河,广东,流溪河,黄龙带,04-30 08:00,159.91,-0.08,13,2026-04-30,2026-04-30 15:34:39,0
珠江,广东,茅洲河,罗田,04-30 08:00,29.73,0.53,14,2026-04-30,2026-04-30 15:34:39,0
珠江,广东,西乡水,铁岗,04-30 08:00,22.33,0.03,15,2026-04-30,2026-04-30 15:34:39,0
珠江,广东,南头河,西沥,01-21 08:00,27.34,,16,2026-04-30,2026-04-30 15:34:39,0
珠江,广东,深圳水,深圳,04-30 08:00,27.28,0.05,17,2026-04-30,2026-04-30 15:34:39,0
珠江,广东,新洲河,梅林,04-30 08:00,49.58,-0.01,18,2026-04-30,2026-04-30 15:34:39,0
珠江,广东,龙岗河,松子坑,04-30 08:00,58.3,0.04,19,2026-04-30,2026-04-30 15:34:39,0
珠江,广东,莲塘水,宝鸭仔,04-30 08:00,30.34,,20,2026-04-30,2026-04-30 15:34:39,0
珠江,广东,沙坪水,四堡,04-30 08:00,63.82,-0.01,21,2026-04-30,2026-04-30 15:34:39,0
珠江,广东,小隐涌,长江,04-30 08:00,22.5,,22,2026-04-30,2026-04-30 15:34:39,0
珠江,广东,潭江,锦江,04-30 08:00,84.47,0.05,23,2026-04-30,2026-04-30 15:34:39,0
珠江,广东,鹤洲水,大沙河,04-30 08:00,30.23,0.01,24,2026-04-30,2026-04-30 15:34:39,0
珠江,广东,镇海水,镇海,04-30 08:00,22.99,,0,2026-04-30,2026-04-30 15:34:39,1
珠江,广东,大镜山溪,大镜山,04-30 08:00,16.17,-0.01,1,2026-04-30,2026-04-30 15:34:39,1
韩江,广东,五华河,益塘,04-30 08:00,145.26,0.05,2,2026-04-30,2026-04-30 15:34:39,1
韩江,广东,和山河,和山岩,04-30 08:00,151.43,-0.04,3,2026-04-30,2026-04-30 15:34:39,1
韩江,福建,汀江,棉花滩水库,04-30 08:00,155.59,0.01,4,2026-04-30,2026-04-30 15:34:39,1
韩江,广东,汀江,青溪,04-30 08:00,71.86,-0.01,5,2026-04-30,2026-04-30 15:34:39,1
韩江,广东,程江,梅西,04-30 08:00,164.59,0.12,6,2026-04-30,2026-04-30 15:34:39,1
韩江,广东,凤凰溪,凤溪,04-30 08:00,408.18,0.42,7,2026-04-30,2026-04-30 15:34:39,1
粤东沿海诸河,广东,五经富水,龙颈（上）,04-30 08:00,88.67,-0.01,8,2026-04-30,2026-04-30 15:34:39,1
粤东沿海诸河,广东,五经富水,龙颈(下),04-30 08:00,53.43,-0.13,9,2026-04-30,2026-04-30 15:34:39,1
粤东沿海诸河,广东,小龙溪,小龙溪,04-30 08:00,51.9,-0.04,10,2026-04-30,2026-04-30 15:34:39,1
粤东沿海诸河,广东,龙溪水,龙溪一级,04-30 08:00,171.39,0.04,11,2026-04-30,2026-04-30 15:34:39,1
粤东沿海诸河,广东,龙溪水,龙溪二级,04-30 08:00,56.79,-0.17,12,2026-04-30,2026-04-30 15:34:39,1
粤东沿海诸河,广东,锣鼓水,红场,04-30 08:00,240.39,0.03,13,2026-04-30,2026-04-30 15:34:39,1
粤东沿海诸河,广东,金溪河,上金溪,04-30 08:00,84.72,-0.09,14,2026-04-30,2026-04-30 15:34:39,1
