reservoir_id,reservoir_name,date,Storage Rate (%),Storage Volume (千m^3),Inflow (m^3/s),Outflow (m^3/s)
JP_OPENGOV_agikawa,阿木川ダム,2025-04-11,67.6,29745,,
JP_OPENGOV_aha,安波ダム,2025-04-11,71.7,10229,,
JP_OPENGOV_aimata-5090,相俣ダム,2025-04-11,70.1,14035,,
JP_OPENGOV_asaseishikawa,浅瀬石川ダム,2025-04-11,75.8,25997,,
JP_OPENGOV_chouankuchi,長安口ダム,2025-04-11,71.2,24120,,
JP_OPENGOV_chuubetsu-5190,忠別ダム,2025-04-11,17.2,10484,,
JP_OPENGOV_dono,殿ダム,2025-04-11,100,5579,,
JP_OPENGOV_egawa,江川ダム,2025-04-11,73.5,17632,,
JP_OPENGOV_fujiwara-5030,藤原ダム,2025-04-11,98.2,30455,,
JP_OPENGOV_fukuchi,福地ダム,2025-04-11,87.1,38868,,
JP_OPENGOV_funkawa,普久川ダム,2025-04-11,19.6,201,,
JP_OPENGOV_futase,二瀬ダム,2025-04-11,16.6,3182,,
JP_OPENGOV_gassan,月山ダム,2025-04-11,98.8,36993,,
JP_OPENGOV_gosho,御所ダム,2025-04-11,52.6,17298,,
JP_OPENGOV_hachitsuba,八ッ場ダム,2025-04-11,97.6,87847,,
JP_OPENGOV_haizuka,灰塚ダム,2025-04-11,100,9813,,
JP_OPENGOV_haji,土師ダム,2025-04-11,33.9,11490,,
JP_OPENGOV_haneji,羽地ダム,2025-04-11,86.6,14030,,
JP_OPENGOV_hasu,蓮ダム,2025-04-11,45.9,13022,,
JP_OPENGOV_hattahara,八田原ダム,2025-04-11,97.4,22289,,
JP_OPENGOV_hennoki,辺野喜ダム,2025-04-11,65.8,1418,,
JP_OPENGOV_hinachidamu-kikou,比奈知ダム(機構),2025-04-11,78.4,11992,,
JP_OPENGOV_hiyoshidamu-kikou,日吉ダム(機構),2025-04-11,94.1,33865,,
JP_OPENGOV_ichikodamu-kikou,一庫ダム(機構),2025-04-11,69.4,18612,,
JP_OPENGOV_ikari,五十里ダム,2025-04-11,93.8,28000,,
JP_OPENGOV_isawa,胆沢ダム,2025-04-11,100,87466,,
JP_OPENGOV_ishitekawa,石手川ダム,2025-04-11,100,6328,,
JP_OPENGOV_iwaonai,岩尾内ダム,2025-04-11,28.2,27364,,
JP_OPENGOV_iwaya,岩屋ダム,2025-04-11,36.9,55387,,
JP_OPENGOV_iyasaka,弥栄ダム,2025-04-11,94.3,45284,,
JP_OPENGOV_izarigawa,漁川ダム,2025-04-11,62.2,2365,,
JP_OPENGOV_jouzankei,定山渓ダム,2025-04-11,26.6,15284,,
JP_OPENGOV_kamafusa,釜房ダム,2025-04-11,92.1,35943,,
JP_OPENGOV_kanatake,金武ダム,2025-04-11,62.5,3664,,
JP_OPENGOV_kanayama,金山ダム,2025-04-11,19.8,25806,,
JP_OPENGOV_kanna,漢那ダム,2025-04-11,82,5347,,
JP_OPENGOV_kanokawa,鹿野川ダム,2025-04-11,56.2,16696,,
JP_OPENGOV_kasekawa,嘉瀬川ダム,2025-04-11,75,37890,,
JP_OPENGOV_kawaji,川治ダム,2025-04-11,78.5,59672,,
JP_OPENGOV_kawamata,川俣ダム,2025-04-11,97.4,71210,,
JP_OPENGOV_koshibu,小渋ダム,2025-04-11,42.5,10162,,
JP_OPENGOV_kouzandamu-kikou,高山ダム(機構),2025-04-11,87.6,43092,,
JP_OPENGOV_kuzuryuu,九頭竜ダム,2025-04-11,56.7,107710,,
JP_OPENGOV_kyuuragi,厳木ダム,2025-04-11,96.1,3979,,
JP_OPENGOV_makio,牧尾ダム,2025-04-11,27.5,18706,,
JP_OPENGOV_manakawa,真名川ダム,2025-04-11,92.7,45676,,
JP_OPENGOV_maruyama,丸山ダム,2025-04-11,78.9,12616,,
JP_OPENGOV_matsubara,松原ダム,2025-04-11,65.1,29423,,
JP_OPENGOV_midorikawa,緑川ダム,2025-04-11,27.9,6990,,
JP_OPENGOV_miharu,三春ダム,2025-04-11,90.6,17937,,
JP_OPENGOV_mikunikawa,三国川ダム,2025-04-11,92.6,15535,,
JP_OPENGOV_misokawa,味噌川ダム,2025-04-11,93.5,51410,,
JP_OPENGOV_miwa,美和ダム,2025-04-11,97.1,17520,,
JP_OPENGOV_miyakese,宮ヶ瀬ダム,2025-04-11,72,131781,,
JP_OPENGOV_muroudamu-kikou,室生ダム(機構),2025-04-11,89.7,11933,,
JP_OPENGOV_nagashima,長島ダム,2025-04-11,66.5,30920,,
JP_OPENGOV_nakasujikawa,中筋川ダム,2025-04-11,55.8,2207,,
JP_OPENGOV_naramata,奈良俣ダム,2025-04-11,69.6,59172,,
JP_OPENGOV_naruko,鳴子ダム,2025-04-11,80.4,26548,,
JP_OPENGOV_nibutani,二風谷ダム,2025-04-11,42.8,3481,,
JP_OPENGOV_nomura,野村ダム,2025-04-11,93.4,11388,,
JP_OPENGOV_nukui,温井ダム,2025-04-11,91,43701,,
JP_OPENGOV_nunomedamu-kikou,布目ダム(機構),2025-04-11,66,8381,,
JP_OPENGOV_ohara,尾原ダム,2025-04-11,98.3,31139,,
JP_OPENGOV_ooishi,大石ダム,2025-04-11,96,14368,,
JP_OPENGOV_ookawa,大川ダム,2025-04-11,77,19926,,
JP_OPENGOV_oomachi,大町ダム,2025-04-11,13.2,3188,,
JP_OPENGOV_ootaki,大滝ダム,2025-04-11,65.2,46296,,
JP_OPENGOV_oowatari,大渡ダム,2025-04-11,92,31270,,
JP_OPENGOV_ooyasu,大保ダム,2025-04-11,71.4,12394,,
JP_OPENGOV_ooyuki,大雪ダム,2025-04-11,1.4,796,,
JP_OPENGOV_ozatokawa,小里川ダム,2025-04-11,38.4,1201,,
JP_OPENGOV_pirika,美利河ダム,2025-04-11,30,2744,,
JP_OPENGOV_rumoi,留萌ダム,2025-04-11,100,12431,,
JP_OPENGOV_ryuumon,竜門ダム,2025-04-11,78,26114,,
JP_OPENGOV_sagae,寒河江ダム,2025-04-11,20.3,18285,,
JP_OPENGOV_sameura,早明浦ダム,2025-04-11,76.1,148400,,
JP_OPENGOV_sanru,サンルダム,2025-04-11,45.3,6846,,
JP_OPENGOV_saruya,猿谷ダム,2025-04-11,36.4,6305,,
JP_OPENGOV_satsunaikawa,札内川ダム,2025-04-11,26.5,6988,,
JP_OPENGOV_shichigashuku,七ヶ宿ダム,2025-04-11,100,65431,,
JP_OPENGOV_shijuushita,四十四田ダム,2025-04-11,79.6,23658,,
JP_OPENGOV_shikanoko,鹿ノ子ダム,2025-04-11,41.7,8552,,
JP_OPENGOV_shimachikawa,島地川ダム,2025-04-11,100,12394,,
JP_OPENGOV_shimokubo,下久保ダム,2025-04-11,68.1,81697,,
JP_OPENGOV_shimouke-0060,下筌ダム,2025-04-11,58.3,29755,,
JP_OPENGOV_shinguu,新宮ダム,2025-04-11,39.9,2910,,
JP_OPENGOV_shinkatsurazawa,新桂沢ダム,2025-04-11,79.7,89863,,
JP_OPENGOV_shinkawa,新川ダム,2025-04-11,17.7,124,,
JP_OPENGOV_shintoyone,新豊根ダム,2025-04-11,29.3,11890,,
JP_OPENGOV_shirakawa,白川ダム,2025-04-11,84.3,28229,,
JP_OPENGOV_shizuken,志津見ダム,2025-04-11,100,6274,,
JP_OPENGOV_shourenteradamu-kikou,青蓮寺ダム(機構),2025-04-11,75.3,14376,,
JP_OPENGOV_sonohara-5130,薗原ダム,2025-04-11,92.2,12191,,
JP_OPENGOV_soumoku,草木ダム,2025-04-11,97.3,49153,,
JP_OPENGOV_sugasawa,菅沢ダム,2025-04-11,87.6,12436,,
JP_OPENGOV_surikamikawa,摺上川ダム,2025-04-11,100,107727,,
JP_OPENGOV_takisato,滝里ダム,2025-04-11,50,15743,,
JP_OPENGOV_takizawa,滝沢ダム,2025-04-11,63.3,36722,,
JP_OPENGOV_tamagawa,玉川ダム,2025-04-11,65.6,122108,,
JP_OPENGOV_tase,田瀬ダム,2025-04-11,6.4,6145,,
JP_OPENGOV_tedorigawa,手取川ダム,2025-04-11,43.2,79616,,
JP_OPENGOV_tenkese,天ヶ瀬ダム,2025-04-11,74,14124,,
JP_OPENGOV_terauchi,寺内ダム,2025-04-11,49.5,4073,,
JP_OPENGOV_tokachi,十勝ダム,2025-04-11,4.1,3047,,
JP_OPENGOV_tokuyama,徳山ダム,2025-04-11,78.1,286306,,
JP_OPENGOV_tomata,苫田ダム,2025-04-11,100,28291,,
JP_OPENGOV_tomisato,富郷ダム,2025-04-11,32.5,14171,,
JP_OPENGOV_toyohirakyou,豊平峡ダム,2025-04-11,8.4,3129,,
JP_OPENGOV_tsuruta,鶴田ダム,2025-04-11,38.1,38055,,
JP_OPENGOV_unazuki,宇奈月ダム,2025-04-11,93.7,4924,,
JP_OPENGOV_urayama,浦山ダム,2025-04-11,69.6,38951,,
JP_OPENGOV_ure,宇連ダム,2025-04-11,34.9,9909,,
JP_OPENGOV_wataraseyuusuichi,渡良瀬遊水地,2025-04-11,44.6,11776,,
JP_OPENGOV_yabakei,耶馬溪ダム,2025-04-11,94.3,9245,,
JP_OPENGOV_yagisawa,矢木沢ダム,2025-04-11,23,26616,,
JP_OPENGOV_yanase,柳瀬ダム,2025-04-11,66.8,8149,,
JP_OPENGOV_yokosekawa,横瀬川ダム,2025-04-11,46.2,1590,,
JP_OPENGOV_yokoyama,横山ダム,2025-04-11,45.6,13796,,
JP_OPENGOV_yuda,湯田ダム,2025-04-11,90.9,67437,,
JP_OPENGOV_yunishikawa,湯西川ダム,2025-04-11,88.6,63770,,
JP_OPENGOV_yuubarishuuparo,夕張シューパロダム,2025-04-11,79.3,249496,,
