reservoir_id,reservoir_name,date,Storage Rate (%),Storage Volume (千m^3),Inflow (m^3/s),Outflow (m^3/s)
JP_OPENGOV_agikawa,阿木川ダム,2025-09-04,55.3,24331,,
JP_OPENGOV_aha,安波ダム,2025-09-04,98.5,14060,,
JP_OPENGOV_aimata-5090,相俣ダム,2025-09-04,25.2,2661,,
JP_OPENGOV_asaseishikawa,浅瀬石川ダム,2025-09-04,100,15772,,
JP_OPENGOV_chouankuchi,長安口ダム,2025-09-04,47.5,16053,,
JP_OPENGOV_chuubetsu-5190,忠別ダム,2025-09-04,76,46252,,
JP_OPENGOV_dono,殿ダム,2025-09-04,60.9,3273,,
JP_OPENGOV_egawa,江川ダム,2025-09-04,79.5,19077,,
JP_OPENGOV_fujiwara-5030,藤原ダム,2025-09-04,100,13690,,
JP_OPENGOV_fukuchi,福地ダム,2025-09-04,95.4,42608,,
JP_OPENGOV_funkawa,普久川ダム,2025-09-04,61.4,628,,
JP_OPENGOV_futase,二瀬ダム,2025-09-04,1.9,359,,
JP_OPENGOV_gassan,月山ダム,2025-09-04,99,17810,,
JP_OPENGOV_gosho,御所ダム,2025-09-04,31.2,1446,,
JP_OPENGOV_hachitsuba,八ッ場ダム,2025-09-04,14.1,3520,,
JP_OPENGOV_haizuka,灰塚ダム,2025-09-04,89.8,8716,,
JP_OPENGOV_haji,土師ダム,2025-09-04,89.4,8811,,
JP_OPENGOV_haneji,羽地ダム,2025-09-04,95.1,15405,,
JP_OPENGOV_hasu,蓮ダム,2025-09-04,24.6,3051,,
JP_OPENGOV_hattahara,八田原ダム,2025-09-04,81.5,18631,,
JP_OPENGOV_hennoki,辺野喜ダム,2025-09-04,83.3,1796,,
JP_OPENGOV_hinachidamu-kikou,比奈知ダム(機構),2025-09-04,57.1,5366,,
JP_OPENGOV_hiyoshidamu-kikou,日吉ダム(機構),2025-09-04,89.1,14250,,
JP_OPENGOV_ichikodamu-kikou,一庫ダム(機構),2025-09-04,98.3,13080,,
JP_OPENGOV_ikari,五十里ダム,2025-09-04,63.9,4439,,
JP_OPENGOV_isawa,胆沢ダム,2025-09-04,1.3,987,,
