reservoir_id,reservoir_name,date,Storage Rate (%),Storage Volume (千m^3),Inflow (m^3/s),Outflow (m^3/s)
JP_OPENGOV_agikawa,阿木川ダム,2022-07-18,61.6,27095,,
JP_OPENGOV_aha,安波ダム,2022-07-18,100,12620,,
JP_OPENGOV_aimata-5090,相俣ダム,2022-07-18,100,10700,,
JP_OPENGOV_asaseishikawa,浅瀬石川ダム,2022-07-18,78.9,12551,,
JP_OPENGOV_chouankuchi,長安口ダム,2022-07-18,80.4,27235,,
JP_OPENGOV_chuubetsu-5190,忠別ダム,2022-07-18,86.2,53816,,
JP_OPENGOV_dono,殿ダム,2022-07-18,66.1,3555,,
JP_OPENGOV_egawa,江川ダム,2022-07-18,66.8,16034,,
JP_OPENGOV_fujiwara-5030,藤原ダム,2022-07-18,88.2,12963,,
JP_OPENGOV_fukuchi,福地ダム,2022-07-18,99.9,44654,,
JP_OPENGOV_funkawa,普久川ダム,2022-07-18,100,963,,
JP_OPENGOV_futase,二瀬ダム,2022-07-18,98.3,9527,,
JP_OPENGOV_gassan,月山ダム,2022-07-18,90,16257,,
JP_OPENGOV_gosho,御所ダム,2022-07-18,87.2,3997,,
JP_OPENGOV_hachitsuba,八ッ場ダム,2022-07-18,100,26363,,
JP_OPENGOV_haizuka,灰塚ダム,2022-07-18,71.8,6971,,
JP_OPENGOV_haji,土師ダム,2022-07-18,79.5,7841,,
JP_OPENGOV_haneji,羽地ダム,2022-07-18,100,15659,,
JP_OPENGOV_hasu,蓮ダム,2022-07-18,78.2,9703,,
JP_OPENGOV_hattahara,八田原ダム,2022-07-18,67.1,15346,,
JP_OPENGOV_hennoki,辺野喜ダム,2022-07-18,95.2,1524,,
JP_OPENGOV_hinachidamu-kikou,比奈知ダム(機構),2022-07-18,96.4,9060,,
JP_OPENGOV_hiyoshidamu-kikou,日吉ダム(機構),2022-07-18,95.1,15211,,
JP_OPENGOV_ichikodamu-kikou,一庫ダム(機構),2022-07-18,86.1,11447,,
JP_OPENGOV_ikari,五十里ダム,2022-07-18,68.8,8346,,
JP_OPENGOV_isawa,胆沢ダム,2022-07-18,97.4,73998,,
JP_OPENGOV_ishitekawa,石手川ダム,2022-07-18,73.8,4648,,
JP_OPENGOV_iwaonai,岩尾内ダム,2022-07-18,77.6,37061,,
JP_OPENGOV_iwaya,岩屋ダム,2022-07-18,62.4,93652,,
JP_OPENGOV_iyasaka,弥栄ダム,2022-07-18,76.7,36808,,
JP_OPENGOV_izarigawa,漁川ダム,2022-07-18,86.2,1897,,
JP_OPENGOV_jouzankei,定山渓ダム,2022-07-18,99.7,57263,,
JP_OPENGOV_kamafusa,釜房ダム,2022-07-18,100,21236,,
JP_OPENGOV_kanatake,金武ダム,2022-07-18,100,5377,,
JP_OPENGOV_kanayama,金山ダム,2022-07-18,84,64139,,
JP_OPENGOV_kanna,漢那ダム,2022-07-18,100,6666,,
JP_OPENGOV_kanokawa,鹿野川ダム,2022-07-18,68.9,12467,,
JP_OPENGOV_kasekawa,嘉瀬川ダム,2022-07-18,25.7,12981,,
JP_OPENGOV_kawaji,川治ダム,2022-07-18,94.6,37844,,
JP_OPENGOV_kawamata,川俣ダム,2022-07-18,83.8,44369,,
JP_OPENGOV_koshibu,小渋ダム,2022-07-18,61.9,864,,
JP_OPENGOV_kouzandamu-kikou,高山ダム(機構),2022-07-18,88.8,12260,,
JP_OPENGOV_kuzuryuu,九頭竜ダム,2022-07-18,56.5,107316,,
JP_OPENGOV_kyuuragi,厳木ダム,2022-07-18,95.8,3398,,
JP_OPENGOV_makio,牧尾ダム,2022-07-18,76.6,52090,,
JP_OPENGOV_manakawa,真名川ダム,2022-07-18,59.2,10149,,
JP_OPENGOV_maruyama,丸山ダム,2022-07-18,76.2,11591,,
JP_OPENGOV_matsubara,松原ダム,2022-07-18,33.6,325,,
JP_OPENGOV_midorikawa,緑川ダム,2022-07-18,56.4,8456,,
JP_OPENGOV_miharu,三春ダム,2022-07-18,95.5,7650,,
JP_OPENGOV_mikunikawa,三国川ダム,2022-07-18,92.8,1684,,
