reservoir_id,reservoir_name,date,Storage Rate (%),Storage Volume (千m^3),Inflow (m^3/s),Outflow (m^3/s)
JP_OPENGOV_agikawa,阿木川ダム,2026-06-28,61.8,27201,10.35,8.92
JP_OPENGOV_aha,安波ダム,2026-06-28,100,14308,0.99,3.05
JP_OPENGOV_aimata-5090,相俣ダム,2026-06-28,51.2,10244,9.5,9.49
JP_OPENGOV_asaseishikawa,浅瀬石川ダム,2026-06-28,52.7,18111,10.1,14
JP_OPENGOV_chouankuchi,長安口ダム,2026-06-28,79,26773,233.79,191.14
JP_OPENGOV_chuubetsu-5190,忠別ダム,2026-06-28,81,49346,31.68,31.68
JP_OPENGOV_dono,殿ダム,2026-06-28,96.3,5177,1.61,2.69
JP_OPENGOV_egawa,江川ダム,2026-06-28,60.3,14467,6.54,0.21
JP_OPENGOV_fujiwara-5030,藤原ダム,2026-06-28,65.2,20205,1.36,0
JP_OPENGOV_fukuchi,福地ダム,2026-06-28,99.9,44593,0,3.27
JP_OPENGOV_funkawa,普久川ダム,2026-06-28,100,1042,0.56,0.59
JP_OPENGOV_futase,二瀬ダム,2026-06-28,55.8,10661,9.76,0
JP_OPENGOV_gassan,月山ダム,2026-06-28,100,18491,6.19,7.67
JP_OPENGOV_gosho,御所ダム,2026-06-28,50.2,16489,37.38,58.65
JP_OPENGOV_hachitsuba,八ッ場ダム,2026-06-28,33.2,29843,39.69,46.39
JP_OPENGOV_haizuka,灰塚ダム,2026-06-28,100,12785,17.86,46.7
JP_OPENGOV_haji,土師ダム,2026-06-28,100,11560,46.56,46.5
JP_OPENGOV_haneji,羽地ダム,2026-06-28,97.1,15723,1.02,0.5
JP_OPENGOV_hasu,蓮ダム,2026-06-28,77.7,9632,19.63,19.82
JP_OPENGOV_hattahara,八田原ダム,2026-06-28,99.9,22860,35.96,45.17
JP_OPENGOV_hennoki,辺野喜ダム,2026-06-28,100,2208,0.5,0.63
JP_OPENGOV_hinachidamu-kikou,比奈知ダム(機構),2026-06-28,100,9662,18.68,12.07
JP_OPENGOV_hiyoshidamu-kikou,日吉ダム(機構),2026-06-28,100,17135,39.65,31
JP_OPENGOV_ichikodamu-kikou,一庫ダム(機構),2026-06-28,100,14225,15.58,7.03
JP_OPENGOV_ikari,五十里ダム,2026-06-28,56.3,9292,5.14,9.61
JP_OPENGOV_isawa,胆沢ダム,2026-06-28,85.8,72516,16.31,16.29
JP_OPENGOV_ishitekawa,石手川ダム,2026-06-28,99.6,6277,15.41,14.53
JP_OPENGOV_iwaonai,岩尾内ダム,2026-06-28,59.1,50973,3.59,18.08
JP_OPENGOV_iwaya,岩屋ダム,2026-06-28,87.1,87082,61.22,80.49
JP_OPENGOV_iyasaka,弥栄ダム,2026-06-28,94.8,45490,72.67,70.44
JP_OPENGOV_izarigawa,漁川ダム,2026-06-28,41.8,1590,3.97,3.73
JP_OPENGOV_jouzankei,定山渓ダム,2026-06-28,98.8,56667,1.71,0.5
JP_OPENGOV_kamafusa,釜房ダム,2026-06-28,54.8,23065,13.48,28.26
JP_OPENGOV_kanatake,金武ダム,2026-06-28,100,5899,0.7,0.84
JP_OPENGOV_kanayama,金山ダム,2026-06-28,76.5,79065,18.21,0
JP_OPENGOV_kanna,漢那ダム,2026-06-28,96.4,6286,0.31,0.21
JP_OPENGOV_kanokawa,鹿野川ダム,2026-06-28,68.7,12441,61.95,50.92
JP_OPENGOV_kasekawa,嘉瀬川ダム,2026-06-28,56.3,28434,8.43,1.38
JP_OPENGOV_kawaji,川治ダム,2026-06-28,66,30025,1.51,1.51
JP_OPENGOV_kawamata,川俣ダム,2026-06-28,57.3,30352,9.88,0.44
JP_OPENGOV_koshibu,小渋ダム,2026-06-28,100,1218,68.57,75.9
