reservoir_id,reservoir_name,date,Storage Rate (%),Storage Volume (千m^3),Inflow (m^3/s),Outflow (m^3/s)
JP_OPENGOV_agikawa,阿木川ダム,2024-08-22,52.8,23213,,
JP_OPENGOV_aha,安波ダム,2024-08-22,86.7,12377,,
JP_OPENGOV_aimata-5090,相俣ダム,2024-08-22,84.1,8889,,
JP_OPENGOV_asaseishikawa,浅瀬石川ダム,2024-08-22,75.8,11788,,
JP_OPENGOV_chouankuchi,長安口ダム,2024-08-22,68.8,23288,,
JP_OPENGOV_chuubetsu-5190,忠別ダム,2024-08-22,44.5,27690,,
JP_OPENGOV_dono,殿ダム,2024-08-22,99.1,5330,,
JP_OPENGOV_egawa,江川ダム,2024-08-22,76,18246,,
JP_OPENGOV_fujiwara-5030,藤原ダム,2024-08-22,100,13686,,
JP_OPENGOV_fukuchi,福地ダム,2024-08-22,93.9,41904,,
JP_OPENGOV_funkawa,普久川ダム,2024-08-22,25.9,265,,
JP_OPENGOV_futase,二瀬ダム,2024-08-22,83.8,882,,
JP_OPENGOV_gassan,月山ダム,2024-08-22,92,16579,,
JP_OPENGOV_gosho,御所ダム,2024-08-22,76.7,3515,,
JP_OPENGOV_hachitsuba,八ッ場ダム,2024-08-22,100,25828,,
JP_OPENGOV_haizuka,灰塚ダム,2024-08-22,88.8,8615,,
JP_OPENGOV_haji,土師ダム,2024-08-22,77.1,7602,,
JP_OPENGOV_haneji,羽地ダム,2024-08-22,95.5,15464,,
JP_OPENGOV_hasu,蓮ダム,2024-08-22,63.4,7856,,
JP_OPENGOV_hattahara,八田原ダム,2024-08-22,94.7,21642,,
JP_OPENGOV_hennoki,辺野喜ダム,2024-08-22,68.3,1474,,
JP_OPENGOV_hinachidamu-kikou,比奈知ダム(機構),2024-08-22,93,8739,,
JP_OPENGOV_hiyoshidamu-kikou,日吉ダム(機構),2024-08-22,72.8,11648,,
JP_OPENGOV_ichikodamu-kikou,一庫ダム(機構),2024-08-22,82.2,10931,,
JP_OPENGOV_ikari,五十里ダム,2024-08-22,37.8,2628,,
JP_OPENGOV_isawa,胆沢ダム,2024-08-22,85,64643,,
JP_OPENGOV_ishitekawa,石手川ダム,2024-08-22,89.7,5649,,
JP_OPENGOV_iwaonai,岩尾内ダム,2024-08-22,31.2,14895,,
JP_OPENGOV_iwaya,岩屋ダム,2024-08-22,50.7,75995,,
JP_OPENGOV_iyasaka,弥栄ダム,2024-08-22,95.3,45728,,
JP_OPENGOV_izarigawa,漁川ダム,2024-08-22,42,924,,
JP_OPENGOV_jouzankei,定山渓ダム,2024-08-22,90.9,52195,,
JP_OPENGOV_kamafusa,釜房ダム,2024-08-22,90.7,18979,,
JP_OPENGOV_kanatake,金武ダム,2024-08-22,90.1,5286,,
JP_OPENGOV_kanayama,金山ダム,2024-08-22,32.1,24476,,
JP_OPENGOV_kanna,漢那ダム,2024-08-22,96.4,6286,,
JP_OPENGOV_kanokawa,鹿野川ダム,2024-08-22,82.9,15014,,
JP_OPENGOV_kasekawa,嘉瀬川ダム,2024-08-22,70,35331,,
JP_OPENGOV_kawaji,川治ダム,2024-08-22,62.9,25148,,
JP_OPENGOV_kawamata,川俣ダム,2024-08-22,59.9,29105,,
JP_OPENGOV_koshibu,小渋ダム,2024-08-22,6.1,784,,
JP_OPENGOV_kouzandamu-kikou,高山ダム(機構),2024-08-22,81.3,11215,,
JP_OPENGOV_kuzuryuu,九頭竜ダム,2024-08-22,46.4,88172,,
JP_OPENGOV_kyuuragi,厳木ダム,2024-08-22,96,4560,,
JP_OPENGOV_makio,牧尾ダム,2024-08-22,56.3,38272,,
JP_OPENGOV_manakawa,真名川ダム,2024-08-22,61.9,3888,,
JP_OPENGOV_maruyama,丸山ダム,2024-08-22,72.9,11370,,
JP_OPENGOV_matsubara,松原ダム,2024-08-22,33.1,12599,,
JP_OPENGOV_midorikawa,緑川ダム,2024-08-22,90.6,6474,,
JP_OPENGOV_miharu,三春ダム,2024-08-22,100,8564,,
JP_OPENGOV_mikunikawa,三国川ダム,2024-08-22,93.4,1695,,
JP_OPENGOV_misokawa,味噌川ダム,2024-08-22,75.8,41684,,
JP_OPENGOV_miwa,美和ダム,2024-08-22,80,4060,,
JP_OPENGOV_miyakese,宮ヶ瀬ダム,2024-08-22,97,133657,,
JP_OPENGOV_muroudamu-kikou,室生ダム(機構),2024-08-22,82.5,6720,,
JP_OPENGOV_nagashima,長島ダム,2024-08-22,95.9,18947,,
JP_OPENGOV_nakasujikawa,中筋川ダム,2024-08-22,94.2,3247,,
JP_OPENGOV_naramata,奈良俣ダム,2024-08-22,91.6,68189,,
JP_OPENGOV_naruko,鳴子ダム,2024-08-22,64.4,10298,,
JP_OPENGOV_nibutani,二風谷ダム,2024-08-22,2.1,172,,
JP_OPENGOV_nomura,野村ダム,2024-08-22,92.5,8772,,
JP_OPENGOV_nukui,温井ダム,2024-08-22,97.5,37044,,
JP_OPENGOV_nunomedamu-kikou,布目ダム(機構),2024-08-22,96.2,8655,,
JP_OPENGOV_ohara,尾原ダム,2024-08-22,51.4,9152,,
JP_OPENGOV_ooishi,大石ダム,2024-08-22,70.1,136,,
JP_OPENGOV_ookawa,大川ダム,2024-08-22,65.9,10009,,
JP_OPENGOV_oomachi,大町ダム,2024-08-22,94.6,7451,,
JP_OPENGOV_ootaki,大滝ダム,2024-08-22,85.7,12853,,
JP_OPENGOV_oowatari,大渡ダム,2024-08-22,100,13635,,
JP_OPENGOV_ooyasu,大保ダム,2024-08-22,89.2,15495,,
JP_OPENGOV_ooyuki,大雪ダム,2024-08-22,5.7,1385,,
JP_OPENGOV_ozatokawa,小里川ダム,2024-08-22,0.8,26,,
JP_OPENGOV_pirika,美利河ダム,2024-08-22,76.9,1674,,
JP_OPENGOV_rumoi,留萌ダム,2024-08-22,51,5253,,
JP_OPENGOV_ryuumon,竜門ダム,2024-08-22,69.9,23422,,
JP_OPENGOV_sagae,寒河江ダム,2024-08-22,80.8,46167,,
JP_OPENGOV_sameura,早明浦ダム,2024-08-22,60.5,108710,,
JP_OPENGOV_sanru,サンルダム,2024-08-22,100,15605,,
JP_OPENGOV_saruya,猿谷ダム,2024-08-22,61.2,10599,,
JP_OPENGOV_satsunaikawa,札内川ダム,2024-08-22,78.6,12956,,
JP_OPENGOV_shichigashuku,七ヶ宿ダム,2024-08-22,76.7,49449,,
JP_OPENGOV_shijuushita,四十四田ダム,2024-08-22,79,847,,
JP_OPENGOV_shikanoko,鹿ノ子ダム,2024-08-22,75.8,7764,,
JP_OPENGOV_shimachikawa,島地川ダム,2024-08-22,98.1,12168,,
JP_OPENGOV_shimokubo,下久保ダム,2024-08-22,62.8,53511,,
JP_OPENGOV_shimouke-0060,下筌ダム,2024-08-22,51.2,14810,,
JP_OPENGOV_shinguu,新宮ダム,2024-08-22,51.3,3742,,
JP_OPENGOV_shinkatsurazawa,新桂沢ダム,2024-08-22,26.2,29587,,
JP_OPENGOV_shinkawa,新川ダム,2024-08-22,17.8,124,,
JP_OPENGOV_shintoyone,新豊根ダム,2024-08-22,60.5,20660,,
JP_OPENGOV_shirakawa,白川ダム,2024-08-22,82,8116,,
JP_OPENGOV_shizuken,志津見ダム,2024-08-22,91.2,5673,,
JP_OPENGOV_shourenteradamu-kikou,青蓮寺ダム(機構),2024-08-22,93.8,14450,,
JP_OPENGOV_sonohara-5130,薗原ダム,2024-08-22,71.2,2135,,
JP_OPENGOV_soumoku,草木ダム,2024-08-22,100,31118,,
JP_OPENGOV_sugasawa,菅沢ダム,2024-08-22,37.1,3592,,
JP_OPENGOV_surikamikawa,摺上川ダム,2024-08-22,69.2,69226,,
JP_OPENGOV_takisato,滝里ダム,2024-08-22,33.5,10570,,
JP_OPENGOV_takizawa,滝沢ダム,2024-08-22,100,25075,,
JP_OPENGOV_tamagawa,玉川ダム,2024-08-22,93.9,110841,,
JP_OPENGOV_tase,田瀬ダム,2024-08-22,75.1,9112,,
JP_OPENGOV_tedorigawa,手取川ダム,2024-08-22,54.3,91830,,
JP_OPENGOV_tenkese,天ヶ瀬ダム,2024-08-22,63.4,5945,,
JP_OPENGOV_terauchi,寺内ダム,2024-08-22,35,3153,,
JP_OPENGOV_tokachi,十勝ダム,2024-08-22,24.6,1460,,
JP_OPENGOV_tokuyama,徳山ダム,2024-08-22,59.6,218339,,
JP_OPENGOV_tomata,苫田ダム,2024-08-22,95.1,26648,,
JP_OPENGOV_tomisato,富郷ダム,2024-08-22,71.7,31271,,
JP_OPENGOV_toyohirakyou,豊平峡ダム,2024-08-22,70.2,11698,,
