reservoir_id,reservoir_name,date,Storage Rate (%),Storage Volume (千m^3),Inflow (m^3/s),Outflow (m^3/s)
JP_OPENGOV_agikawa,阿木川ダム,2026-09-20,61.9,27237,4.3,3.81
JP_OPENGOV_aha,安波ダム,2026-09-20,99.8,14251,0.89,0.23
JP_OPENGOV_aimata-5090,相俣ダム,2026-09-20,89.1,9419,7.83,9.72
JP_OPENGOV_asaseishikawa,浅瀬石川ダム,2026-09-20,100,15741,7.75,7.73
JP_OPENGOV_chouankuchi,長安口ダム,2026-09-20,80.8,27366,36,39.5
JP_OPENGOV_chuubetsu-5190,忠別ダム,2026-09-20,37.8,23036,6.2,11.48
JP_OPENGOV_dono,殿ダム,2026-09-20,55.6,2993,1.02,0.61
JP_OPENGOV_egawa,江川ダム,2026-09-20,15,3596,0.34,2.1
JP_OPENGOV_fujiwara-5030,藤原ダム,2026-09-20,100,13178,24.42,27.39
JP_OPENGOV_fukuchi,福地ダム,2026-09-20,99.9,44593,3.25,3.26
JP_OPENGOV_funkawa,普久川ダム,2026-09-20,100,1036,0.45,0.41
JP_OPENGOV_futase,二瀬ダム,2026-09-20,15.5,633,11.51,13.42
JP_OPENGOV_gassan,月山ダム,2026-09-20,92.6,16606,11.07,5
JP_OPENGOV_gosho,御所ダム,2026-09-20,3.9,183,31.22,31.22
JP_OPENGOV_hachitsuba,八ッ場ダム,2026-09-20,97,24239,28.52,37.65
JP_OPENGOV_haizuka,灰塚ダム,2026-09-20,54.2,5261,0.89,1.36
JP_OPENGOV_haji,土師ダム,2026-09-20,42.4,4178,2.68,2.68
JP_OPENGOV_haneji,羽地ダム,2026-09-20,100,16289,1.34,1.46
JP_OPENGOV_hasu,蓮ダム,2026-09-20,74.7,9265,5.57,3.97
JP_OPENGOV_hattahara,八田原ダム,2026-09-20,90.3,20656,1.33,1.33
JP_OPENGOV_hennoki,辺野喜ダム,2026-09-20,100,2197,0.42,0.54
JP_OPENGOV_hinachidamu-kikou,比奈知ダム(機構),2026-09-20,97.2,9135,2.33,1.96
JP_OPENGOV_hiyoshidamu-kikou,日吉ダム(機構),2026-09-20,100,18199,9.66,6.91
JP_OPENGOV_ichikodamu-kikou,一庫ダム(機構),2026-09-20,100,13754,2.2,1.36
JP_OPENGOV_ikari,五十里ダム,2026-09-20,75.7,8476,11,15.44
JP_OPENGOV_isawa,胆沢ダム,2026-09-20,99.7,75732,15.77,15.81
JP_OPENGOV_ishitekawa,石手川ダム,2026-09-20,87.6,5522,0.11,0.59
JP_OPENGOV_iwaonai,岩尾内ダム,2026-09-20,5,2378,1.9,3.2
JP_OPENGOV_iwaya,岩屋ダム,2026-09-20,88.1,88142,44.57,0
JP_OPENGOV_iyasaka,弥栄ダム,2026-09-20,68.6,32927,2.16,5.84
JP_OPENGOV_izarigawa,漁川ダム,2026-09-20,28.6,629,2.98,3
JP_OPENGOV_jouzankei,定山渓ダム,2026-09-20,91.3,52411,0.71,0.56
JP_OPENGOV_kamafusa,釜房ダム,2026-09-20,96.5,19749,12.75,14
JP_OPENGOV_kanatake,金武ダム,2026-09-20,100,5870,0.26,0.34
JP_OPENGOV_kanayama,金山ダム,2026-09-20,60.4,46008,12.12,0.3
JP_OPENGOV_kanna,漢那ダム,2026-09-20,99.9,6516,0,0.23
JP_OPENGOV_kanokawa,鹿野川ダム,2026-09-20,63.2,11446,6.2,6.19
JP_OPENGOV_kasekawa,嘉瀬川ダム,2026-09-20,36.4,18401,3.12,4.23
JP_OPENGOV_kawaji,川治ダム,2026-09-20,89.4,35767,21.76,25.06
JP_OPENGOV_kawamata,川俣ダム,2026-09-20,91,44195,11.28,17.21
JP_OPENGOV_koshibu,小渋ダム,2026-09-20,97.9,12476,14.7,15.77
JP_OPENGOV_kouzandamu-kikou,高山ダム(機構),2026-09-20,90.2,12448,8.27,7.07
JP_OPENGOV_kuzuryuu,九頭竜ダム,2026-09-20,38.3,72714,14.8,0.01
JP_OPENGOV_kyuuragi,厳木ダム,2026-09-20,97,4818,0.27,0.13
JP_OPENGOV_makio,牧尾ダム,2026-09-20,87.8,59714,26.38,38.93
JP_OPENGOV_manakawa,真名川ダム,2026-09-20,82.4,5172,3.5,3.5
JP_OPENGOV_maruyama,丸山ダム,2026-09-20,78.2,12540,241.44,261
JP_OPENGOV_matsubara,松原ダム,2026-09-20,13.8,5310,11.04,13.28
JP_OPENGOV_midorikawa,緑川ダム,2026-09-20,84.5,5960,17.64,0
JP_OPENGOV_miharu,三春ダム,2026-09-20,96.6,7734,3.17,6.08
JP_OPENGOV_mikunikawa,三国川ダム,2026-09-20,100,1877,5.3,5.42
JP_OPENGOV_misokawa,味噌川ダム,2026-09-20,99,42585,5.99,5.99
JP_OPENGOV_miwa,美和ダム,2026-09-20,66.3,3364,23.83,29.68
