reservoir_id,reservoir_name,date,Storage Rate (%),Storage Volume (千m^3),Inflow (m^3/s),Outflow (m^3/s)
JP_OPENGOV_agikawa,阿木川ダム,2025-10-26,66.6,29311,,
JP_OPENGOV_aha,安波ダム,2025-10-26,71.1,10155,,
JP_OPENGOV_aimata-5090,相俣ダム,2025-10-26,62.3,12474,,
JP_OPENGOV_asaseishikawa,浅瀬石川ダム,2025-10-26,17,5817,,
JP_OPENGOV_chouankuchi,長安口ダム,2025-10-26,50.2,16969,,
JP_OPENGOV_chuubetsu-5190,忠別ダム,2025-10-26,53.3,32421,,
JP_OPENGOV_dono,殿ダム,2025-10-26,97.2,5226,,
JP_OPENGOV_egawa,江川ダム,2025-10-26,77.8,18674,,
JP_OPENGOV_fujiwara-5030,藤原ダム,2025-10-26,82.6,25627,,
JP_OPENGOV_fukuchi,福地ダム,2025-10-26,81.4,36350,,
JP_OPENGOV_funkawa,普久川ダム,2025-10-26,19.4,199,,
JP_OPENGOV_futase,二瀬ダム,2025-10-26,2.8,544,,
JP_OPENGOV_gassan,月山ダム,2025-10-26,88.9,33281,,
JP_OPENGOV_gosho,御所ダム,2025-10-26,1.6,530,,
JP_OPENGOV_hachitsuba,八ッ場ダム,2025-10-26,31.4,28236,,
JP_OPENGOV_haizuka,灰塚ダム,2025-10-26,100,9705,,
JP_OPENGOV_haji,土師ダム,2025-10-26,28.1,9548,,
JP_OPENGOV_haneji,羽地ダム,2025-10-26,87.3,14144,,
JP_OPENGOV_hasu,蓮ダム,2025-10-26,67.1,8320,,
JP_OPENGOV_hattahara,八田原ダム,2025-10-26,96.8,22143,,
JP_OPENGOV_hennoki,辺野喜ダム,2025-10-26,62.4,1346,,
JP_OPENGOV_hinachidamu-kikou,比奈知ダム(機構),2025-10-26,40.9,6265,,
JP_OPENGOV_hiyoshidamu-kikou,日吉ダム(機構),2025-10-26,58.6,21109,,
JP_OPENGOV_ichikodamu-kikou,一庫ダム(機構),2025-10-26,54.6,14638,,
JP_OPENGOV_ikari,五十里ダム,2025-10-26,7,2098,,
JP_OPENGOV_isawa,胆沢ダム,2025-10-26,35.1,29682,,
JP_OPENGOV_ishitekawa,石手川ダム,2025-10-26,88.6,5584,,
JP_OPENGOV_iwaonai,岩尾内ダム,2025-10-26,46.6,40381,,
JP_OPENGOV_iwaya,岩屋ダム,2025-10-26,49.9,74800,,
JP_OPENGOV_iyasaka,弥栄ダム,2025-10-26,94.3,45252,,
JP_OPENGOV_izarigawa,漁川ダム,2025-10-26,9.6,366,,
JP_OPENGOV_jouzankei,定山渓ダム,2025-10-26,82.3,47199,,
JP_OPENGOV_kamafusa,釜房ダム,2025-10-26,48.5,21768,,
JP_OPENGOV_kanatake,金武ダム,2025-10-26,89.3,5236,,
JP_OPENGOV_kanayama,金山ダム,2025-10-26,74,76449,,
JP_OPENGOV_kanna,漢那ダム,2025-10-26,85.8,5597,,
JP_OPENGOV_kanokawa,鹿野川ダム,2025-10-26,23.5,6971,,
JP_OPENGOV_kasekawa,嘉瀬川ダム,2025-10-26,99.2,50121,,
JP_OPENGOV_kawaji,川治ダム,2025-10-26,47.3,35945,,
JP_OPENGOV_kawamata,川俣ダム,2025-10-26,68.4,50039,,
JP_OPENGOV_koshibu,小渋ダム,2025-10-26,45.8,10940,,
JP_OPENGOV_kouzandamu-kikou,高山ダム(機構),2025-10-26,34.6,17008,,
JP_OPENGOV_kuzuryuu,九頭竜ダム,2025-10-26,32.3,61342,,
JP_OPENGOV_kyuuragi,厳木ダム,2025-10-26,96.3,4285,,
JP_OPENGOV_makio,牧尾ダム,2025-10-26,89.6,60951,,
JP_OPENGOV_manakawa,真名川ダム,2025-10-26,24.2,11934,,
JP_OPENGOV_maruyama,丸山ダム,2025-10-26,78.5,12552,,
JP_OPENGOV_matsubara,松原ダム,2025-10-26,80.3,36896,,
JP_OPENGOV_midorikawa,緑川ダム,2025-10-26,20.5,5157,,
JP_OPENGOV_miharu,三春ダム,2025-10-26,51.6,10218,,
JP_OPENGOV_mikunikawa,三国川ダム,2025-10-26,23.9,4004,,
JP_OPENGOV_misokawa,味噌川ダム,2025-10-26,80.2,44128,,
JP_OPENGOV_miwa,美和ダム,2025-10-26,0.3,55,,
JP_OPENGOV_miyakese,宮ヶ瀬ダム,2025-10-26,68,124610,,
JP_OPENGOV_muroudamu-kikou,室生ダム(機構),2025-10-26,53.9,7172,,
JP_OPENGOV_nagashima,長島ダム,2025-10-26,43.9,20417,,
JP_OPENGOV_nakasujikawa,中筋川ダム,2025-10-26,75.2,2590,,
JP_OPENGOV_naramata,奈良俣ダム,2025-10-26,30.9,26253,,
JP_OPENGOV_naruko,鳴子ダム,2025-10-26,64,21114,,
JP_OPENGOV_nibutani,二風谷ダム,2025-10-26,12.2,988,,
JP_OPENGOV_nomura,野村ダム,2025-10-26,73,8900,,
JP_OPENGOV_nukui,温井ダム,2025-10-26,80,38377,,
JP_OPENGOV_nunomedamu-kikou,布目ダム(機構),2025-10-26,65.9,8374,,
JP_OPENGOV_ohara,尾原ダム,2025-10-26,93.7,16693,,
JP_OPENGOV_ooishi,大石ダム,2025-10-26,56,8365,,
JP_OPENGOV_ookawa,大川ダム,2025-10-26,32.4,8390,,
JP_OPENGOV_oomachi,大町ダム,2025-10-26,43.1,10393,,
JP_OPENGOV_ootaki,大滝ダム,2025-10-26,17.8,12650,,
JP_OPENGOV_oowatari,大渡ダム,2025-10-26,58.6,19932,,
JP_OPENGOV_ooyasu,大保ダム,2025-10-26,75.7,13137,,
JP_OPENGOV_ooyuki,大雪ダム,2025-10-26,46.1,21603,,
JP_OPENGOV_ozatokawa,小里川ダム,2025-10-26,17.9,558,,
JP_OPENGOV_pirika,美利河ダム,2025-10-26,24.5,2239,,
JP_OPENGOV_rumoi,留萌ダム,2025-10-26,63.1,6497,,
JP_OPENGOV_ryuumon,竜門ダム,2025-10-26,49.1,16458,,
JP_OPENGOV_sagae,寒河江ダム,2025-10-26,65.1,58506,,
JP_OPENGOV_sameura,早明浦ダム,2025-10-26,87.4,142910,,
JP_OPENGOV_sanru,サンルダム,2025-10-26,80.2,12122,,
JP_OPENGOV_saruya,猿谷ダム,2025-10-26,35.4,6132,,
JP_OPENGOV_satsunaikawa,札内川ダム,2025-10-26,78,12849,,
JP_OPENGOV_shichigashuku,七ヶ宿ダム,2025-10-26,67,43223,,
JP_OPENGOV_shijuushita,四十四田ダム,2025-10-26,1.7,518,,
JP_OPENGOV_shikanoko,鹿ノ子ダム,2025-10-26,46.7,9566,,
JP_OPENGOV_shimachikawa,島地川ダム,2025-10-26,100,12406,,
JP_OPENGOV_shimokubo,下久保ダム,2025-10-26,40,48008,,
JP_OPENGOV_shimouke-0060,下筌ダム,2025-10-26,67.9,34734,,
JP_OPENGOV_shinguu,新宮ダム,2025-10-26,58.5,4268,,
JP_OPENGOV_shinkatsurazawa,新桂沢ダム,2025-10-26,57.3,64649,,
JP_OPENGOV_shinkawa,新川ダム,2025-10-26,17.7,124,,
JP_OPENGOV_shintoyone,新豊根ダム,2025-10-26,22.1,8960,,
JP_OPENGOV_shirakawa,白川ダム,2025-10-26,19.1,6394,,
JP_OPENGOV_shizuken,志津見ダム,2025-10-26,96.8,6022,,
JP_OPENGOV_shourenteradamu-kikou,青蓮寺ダム(機構),2025-10-26,55.2,10551,,
JP_OPENGOV_sonohara-5130,薗原ダム,2025-10-26,21.4,2824,,
JP_OPENGOV_soumoku,草木ダム,2025-10-26,83.8,42342,,
JP_OPENGOV_sugasawa,菅沢ダム,2025-10-26,3.1,434,,
JP_OPENGOV_surikamikawa,摺上川ダム,2025-10-26,64.1,67864,,
