reservoir_id,reservoir_name,date,Storage Rate (%),Storage Volume (千m^3),Inflow (m^3/s),Outflow (m^3/s)
JP_OPENGOV_agikawa,阿木川ダム,2026-08-05,61.7,27142,9.07,7.04
JP_OPENGOV_aha,安波ダム,2026-08-05,94.3,13467,0.36,2.23
JP_OPENGOV_aimata-5090,相俣ダム,2026-08-05,90.6,9575,2.05,9.71
JP_OPENGOV_asaseishikawa,浅瀬石川ダム,2026-08-05,100,16312,13.06,13.03
JP_OPENGOV_chouankuchi,長安口ダム,2026-08-05,56.5,19152,9.27,0
JP_OPENGOV_chuubetsu-5190,忠別ダム,2026-08-05,72.1,43908,14.28,22.3
JP_OPENGOV_dono,殿ダム,2026-08-05,76.4,4110,0.5,1.6
JP_OPENGOV_egawa,江川ダム,2026-08-05,64.3,15428,3.91,7.92
JP_OPENGOV_fujiwara-5030,藤原ダム,2026-08-05,100,12673,11.34,17.1
JP_OPENGOV_fukuchi,福地ダム,2026-08-05,97.4,43463,2.59,3.27
JP_OPENGOV_funkawa,普久川ダム,2026-08-05,46.6,477,0.35,0.25
JP_OPENGOV_futase,二瀬ダム,2026-08-05,91.4,4765,1.69,5.96
JP_OPENGOV_gassan,月山ダム,2026-08-05,100,17970,6.95,7.4
JP_OPENGOV_gosho,御所ダム,2026-08-05,100,8151,56.3,56.36
JP_OPENGOV_hachitsuba,八ッ場ダム,2026-08-05,100,25052,2.47,2.47
JP_OPENGOV_haizuka,灰塚ダム,2026-08-05,86.4,8384,1.3,2.21
JP_OPENGOV_haji,土師ダム,2026-08-05,88.1,8684,18.63,2.93
JP_OPENGOV_haneji,羽地ダム,2026-08-05,94.3,15276,0.34,0.5
JP_OPENGOV_hasu,蓮ダム,2026-08-05,61.8,7665,1.1,4.1
JP_OPENGOV_hattahara,八田原ダム,2026-08-05,97.7,22342,1.33,1.33
JP_OPENGOV_hennoki,辺野喜ダム,2026-08-05,77.5,1671,0.24,0.31
JP_OPENGOV_hinachidamu-kikou,比奈知ダム(機構),2026-08-05,94.2,8858,0.84,1.46
JP_OPENGOV_hiyoshidamu-kikou,日吉ダム(機構),2026-08-05,100,16070,3.53,5.1
JP_OPENGOV_ichikodamu-kikou,一庫ダム(機構),2026-08-05,100,13546,1.68,1.68
JP_OPENGOV_ikari,五十里ダム,2026-08-05,64.7,10673,9.12,13.86
JP_OPENGOV_isawa,胆沢ダム,2026-08-05,100,89519,28.13,63.5
JP_OPENGOV_ishitekawa,石手川ダム,2026-08-05,100,6395,0.17,0.55
JP_OPENGOV_iwaonai,岩尾内ダム,2026-08-05,29.8,14134,3.57,16.11
JP_OPENGOV_iwaya,岩屋ダム,2026-08-05,72.8,72769,16.59,0
JP_OPENGOV_iyasaka,弥栄ダム,2026-08-05,95.3,45760,3.34,4.83
JP_OPENGOV_izarigawa,漁川ダム,2026-08-05,82.5,1814,3.45,3.99
JP_OPENGOV_jouzankei,定山渓ダム,2026-08-05,96.1,55158,0.96,7.51
JP_OPENGOV_kamafusa,釜房ダム,2026-08-05,100,22018,10.67,15.22
JP_OPENGOV_kanatake,金武ダム,2026-08-05,89.8,5264,1.63,0.47
JP_OPENGOV_kanayama,金山ダム,2026-08-05,68.3,52018,19.22,12.96
JP_OPENGOV_kanna,漢那ダム,2026-08-05,93,6064,0.88,0.25
JP_OPENGOV_kanokawa,鹿野川ダム,2026-08-05,74.4,13464,6.32,6.32
JP_OPENGOV_kasekawa,嘉瀬川ダム,2026-08-05,81.7,41247,4.06,10.57
JP_OPENGOV_kawaji,川治ダム,2026-08-05,74.4,29762,1.42,4.46
JP_OPENGOV_kawamata,川俣ダム,2026-08-05,68.5,36249,5.63,10.4
JP_OPENGOV_kouzandamu-kikou,高山ダム(機構),2026-08-05,90.9,12543,5.98,6.23
JP_OPENGOV_kuzuryuu,九頭竜ダム,2026-08-05,41.3,78560,16.8,0.01
JP_OPENGOV_kyuuragi,厳木ダム,2026-08-05,96.7,3240,0.36,0.1
JP_OPENGOV_makio,牧尾ダム,2026-08-05,62.2,42318,5.01,30.33
JP_OPENGOV_manakawa,真名川ダム,2026-08-05,75.2,4723,1.39,7.11
JP_OPENGOV_maruyama,丸山ダム,2026-08-05,83.2,13338,35,21.9
JP_OPENGOV_matsubara,松原ダム,2026-08-05,9.9,3823,24.73,16.79
JP_OPENGOV_midorikawa,緑川ダム,2026-08-05,96.6,6816,12.29,0
