reservoir_id,reservoir_name,date,Storage Rate (%),Storage Volume (千m^3),Inflow (m^3/s),Outflow (m^3/s)
JP_OPENGOV_agikawa,阿木川ダム,2025-02-17,62.6,27534,,
JP_OPENGOV_aha,安波ダム,2025-02-17,89.7,12810,,
JP_OPENGOV_aimata-5090,相俣ダム,2025-02-17,55.6,11133,,
JP_OPENGOV_asaseishikawa,浅瀬石川ダム,2025-02-17,13.2,4521,,
JP_OPENGOV_chouankuchi,長安口ダム,2025-02-17,43.7,14809,,
JP_OPENGOV_chuubetsu-5190,忠別ダム,2025-02-17,49.9,31032,,
JP_OPENGOV_dono,殿ダム,2025-02-17,100,5517,,
JP_OPENGOV_egawa,江川ダム,2025-02-17,70.4,16904,,
JP_OPENGOV_fujiwara-5030,藤原ダム,2025-02-17,27.5,8522,,
JP_OPENGOV_fukuchi,福地ダム,2025-02-17,95.2,42515,,
JP_OPENGOV_funkawa,普久川ダム,2025-02-17,19.4,199,,
JP_OPENGOV_futase,二瀬ダム,2025-02-17,1.3,236,,
JP_OPENGOV_gassan,月山ダム,2025-02-17,30.4,11367,,
JP_OPENGOV_gosho,御所ダム,2025-02-17,75.1,24645,,
JP_OPENGOV_hachitsuba,八ッ場ダム,2025-02-17,46.3,41654,,
JP_OPENGOV_haizuka,灰塚ダム,2025-02-17,100,11635,,
JP_OPENGOV_haji,土師ダム,2025-02-17,30.9,10477,,
JP_OPENGOV_haneji,羽地ダム,2025-02-17,91.6,14836,,
JP_OPENGOV_hasu,蓮ダム,2025-02-17,38.3,10871,,
JP_OPENGOV_hattahara,八田原ダム,2025-02-17,79.3,18122,,
JP_OPENGOV_hennoki,辺野喜ダム,2025-02-17,69.8,1505,,
JP_OPENGOV_hinachidamu-kikou,比奈知ダム(機構),2025-02-17,80.1,12254,,
JP_OPENGOV_hiyoshidamu-kikou,日吉ダム(機構),2025-02-17,61.6,22192,,
JP_OPENGOV_ichikodamu-kikou,一庫ダム(機構),2025-02-17,59.3,15892,,
JP_OPENGOV_ikari,五十里ダム,2025-02-17,56.2,16775,,
JP_OPENGOV_isawa,胆沢ダム,2025-02-17,83,70230,,
JP_OPENGOV_ishitekawa,石手川ダム,2025-02-17,100,6638,,
JP_OPENGOV_iwaonai,岩尾内ダム,2025-02-17,57.9,56215,,
JP_OPENGOV_iwaya,岩屋ダム,2025-02-17,44.3,66422,,
JP_OPENGOV_iyasaka,弥栄ダム,2025-02-17,73.4,35247,,
JP_OPENGOV_izarigawa,漁川ダム,2025-02-17,9.1,347,,
JP_OPENGOV_jouzankei,定山渓ダム,2025-02-17,55.1,31636,,
JP_OPENGOV_kamafusa,釜房ダム,2025-02-17,30.8,15988,,
JP_OPENGOV_kanatake,金武ダム,2025-02-17,63.8,3741,,
JP_OPENGOV_kanayama,金山ダム,2025-02-17,22.6,29407,,
JP_OPENGOV_kanna,漢那ダム,2025-02-17,85.8,5597,,
JP_OPENGOV_kanokawa,鹿野川ダム,2025-02-17,72.5,21539,,
JP_OPENGOV_kasekawa,嘉瀬川ダム,2025-02-17,87.9,44378,,
JP_OPENGOV_kawaji,川治ダム,2025-02-17,58.8,44695,,
JP_OPENGOV_kawamata,川俣ダム,2025-02-17,97.1,70968,,
JP_OPENGOV_koshibu,小渋ダム,2025-02-17,16,3830,,
JP_OPENGOV_kouzandamu-kikou,高山ダム(機構),2025-02-17,86.8,42710,,
JP_OPENGOV_kuzuryuu,九頭竜ダム,2025-02-17,28.4,53881,,
JP_OPENGOV_kyuuragi,厳木ダム,2025-02-17,96.8,3005,,
JP_OPENGOV_makio,牧尾ダム,2025-02-17,30.3,20616,,
JP_OPENGOV_manakawa,真名川ダム,2025-02-17,20.1,9890,,
JP_OPENGOV_maruyama,丸山ダム,2025-02-17,85.6,13355,,
JP_OPENGOV_matsubara,松原ダム,2025-02-17,61.1,27623,,
JP_OPENGOV_miharu,三春ダム,2025-02-17,84.1,16645,,
JP_OPENGOV_mikunikawa,三国川ダム,2025-02-17,31.7,5311,,
JP_OPENGOV_misokawa,味噌川ダム,2025-02-17,94.9,52180,,
JP_OPENGOV_miwa,美和ダム,2025-02-17,6.5,1179,,
JP_OPENGOV_miyakese,宮ヶ瀬ダム,2025-02-17,73,133031,,
JP_OPENGOV_muroudamu-kikou,室生ダム(機構),2025-02-17,83.5,11100,,
JP_OPENGOV_nagashima,長島ダム,2025-02-17,81,37681,,
JP_OPENGOV_nakasujikawa,中筋川ダム,2025-02-17,71.1,2811,,
JP_OPENGOV_naramata,奈良俣ダム,2025-02-17,69.6,59140,,
JP_OPENGOV_naruko,鳴子ダム,2025-02-17,28.6,9442,,
JP_OPENGOV_nibutani,二風谷ダム,2025-02-17,79.3,6493,,
JP_OPENGOV_nomura,野村ダム,2025-02-17,94.9,11573,,
JP_OPENGOV_nukui,温井ダム,2025-02-17,88.5,42490,,
JP_OPENGOV_nunomedamu-kikou,布目ダム(機構),2025-02-17,67.3,8551,,
JP_OPENGOV_ohara,尾原ダム,2025-02-17,96.3,30510,,
JP_OPENGOV_ooishi,大石ダム,2025-02-17,87.8,13149,,
JP_OPENGOV_ookawa,大川ダム,2025-02-17,65.5,16940,,
JP_OPENGOV_oomachi,大町ダム,2025-02-17,26.4,6359,,
JP_OPENGOV_ootaki,大滝ダム,2025-02-17,57.7,40971,,
JP_OPENGOV_ooyasu,大保ダム,2025-02-17,82.4,14301,,
JP_OPENGOV_ooyuki,大雪ダム,2025-02-17,9.1,5061,,
JP_OPENGOV_ozatokawa,小里川ダム,2025-02-17,97.9,3048,,
JP_OPENGOV_pirika,美利河ダム,2025-02-17,18.8,1723,,
JP_OPENGOV_rumoi,留萌ダム,2025-02-17,57.5,5925,,
JP_OPENGOV_ryuumon,竜門ダム,2025-02-17,74.9,25083,,
