reservoir_id,reservoir_name,date,Storage Rate (%),Storage Volume (千m^3),Inflow (m^3/s),Outflow (m^3/s)
JP_OPENGOV_agikawa,阿木川ダム,2025-02-08,63.9,28138,,
JP_OPENGOV_aha,安波ダム,2025-02-08,93.1,13289,,
JP_OPENGOV_aimata-5090,相俣ダム,2025-02-08,57.3,11478,,
JP_OPENGOV_asaseishikawa,浅瀬石川ダム,2025-02-08,20.7,7099,,
JP_OPENGOV_chouankuchi,長安口ダム,2025-02-08,47,15931,,
JP_OPENGOV_chuubetsu-5190,忠別ダム,2025-02-08,55,34178,,
JP_OPENGOV_dono,殿ダム,2025-02-08,100,5413,,
JP_OPENGOV_egawa,江川ダム,2025-02-08,71.5,17153,,
JP_OPENGOV_fujiwara-5030,藤原ダム,2025-02-08,53.3,16527,,
JP_OPENGOV_fukuchi,福地ダム,2025-02-08,96.8,43201,,
JP_OPENGOV_funkawa,普久川ダム,2025-02-08,46.7,478,,
JP_OPENGOV_futase,二瀬ダム,2025-02-08,1.1,212,,
JP_OPENGOV_gassan,月山ダム,2025-02-08,40.6,15199,,
JP_OPENGOV_gosho,御所ダム,2025-02-08,82.7,27124,,
JP_OPENGOV_hachitsuba,八ッ場ダム,2025-02-08,47.6,42820,,
JP_OPENGOV_haji,土師ダム,2025-02-08,28.6,9709,,
JP_OPENGOV_haneji,羽地ダム,2025-02-08,92.6,15001,,
JP_OPENGOV_hasu,蓮ダム,2025-02-08,40.2,11429,,
JP_OPENGOV_hattahara,八田原ダム,2025-02-08,81.7,18669,,
JP_OPENGOV_hennoki,辺野喜ダム,2025-02-08,77.3,1667,,
JP_OPENGOV_hinachidamu-kikou,比奈知ダム(機構),2025-02-08,81.2,12423,,
JP_OPENGOV_hiyoshidamu-kikou,日吉ダム(機構),2025-02-08,63.7,22920,,
JP_OPENGOV_ichikodamu-kikou,一庫ダム(機構),2025-02-08,60.3,16164,,
JP_OPENGOV_ikari,五十里ダム,2025-02-08,53.7,16035,,
JP_OPENGOV_isawa,胆沢ダム,2025-02-08,86.9,73524,,
JP_OPENGOV_ishitekawa,石手川ダム,2025-02-08,100,6645,,
