reservoir_id,reservoir_name,date,Storage Rate (%),Storage Volume (千m^3),Inflow (m^3/s),Outflow (m^3/s)
JP_OPENGOV_agikawa,阿木川ダム,2025-04-23,69.7,30648,,
JP_OPENGOV_aha,安波ダム,2025-04-23,75.9,10839,,
JP_OPENGOV_aimata-5090,相俣ダム,2025-04-23,96.9,19404,,
JP_OPENGOV_asaseishikawa,浅瀬石川ダム,2025-04-23,95,32560,,
JP_OPENGOV_chouankuchi,長安口ダム,2025-04-23,81.9,27730,,
JP_OPENGOV_chuubetsu-5190,忠別ダム,2025-04-23,27.5,16724,,
JP_OPENGOV_dono,殿ダム,2025-04-23,100,5575,,
JP_OPENGOV_egawa,江川ダム,2025-04-23,76,18246,,
JP_OPENGOV_fujiwara-5030,藤原ダム,2025-04-23,93.7,29050,,
JP_OPENGOV_fukuchi,福地ダム,2025-04-23,89,39742,,
JP_OPENGOV_funkawa,普久川ダム,2025-04-23,20.1,206,,
JP_OPENGOV_futase,二瀬ダム,2025-04-23,25.8,4951,,
JP_OPENGOV_gassan,月山ダム,2025-04-23,100,40773,,
JP_OPENGOV_gosho,御所ダム,2025-04-23,86.9,28553,,
JP_OPENGOV_hachitsuba,八ッ場ダム,2025-04-23,98.3,88437,,
JP_OPENGOV_haizuka,灰塚ダム,2025-04-23,100,10060,,
JP_OPENGOV_haji,土師ダム,2025-04-23,39.1,13255,,
JP_OPENGOV_haneji,羽地ダム,2025-04-23,87.5,14172,,
JP_OPENGOV_hasu,蓮ダム,2025-04-23,43.4,12319,,
JP_OPENGOV_hattahara,八田原ダム,2025-04-23,97.8,22369,,
JP_OPENGOV_hennoki,辺野喜ダム,2025-04-23,66,1424,,
JP_OPENGOV_hinachidamu-kikou,比奈知ダム(機構),2025-04-23,76,11632,,
JP_OPENGOV_hiyoshidamu-kikou,日吉ダム(機構),2025-04-23,89.7,32299,,
JP_OPENGOV_ichikodamu-kikou,一庫ダム(機構),2025-04-23,69.5,18622,,
JP_OPENGOV_ikari,五十里ダム,2025-04-23,80.5,24035,,
JP_OPENGOV_isawa,胆沢ダム,2025-04-23,100,101500,,
JP_OPENGOV_ishitekawa,石手川ダム,2025-04-23,100,6409,,
JP_OPENGOV_iwaonai,岩尾内ダム,2025-04-23,69.1,67132,,
JP_OPENGOV_iwaya,岩屋ダム,2025-04-23,33.7,50550,,
JP_OPENGOV_iyasaka,弥栄ダム,2025-04-23,97.6,46856,,
JP_OPENGOV_izarigawa,漁川ダム,2025-04-23,84.8,3224,,
JP_OPENGOV_jouzankei,定山渓ダム,2025-04-23,55.2,31700,,
JP_OPENGOV_kamafusa,釜房ダム,2025-04-23,94.3,36656,,
JP_OPENGOV_kanatake,金武ダム,2025-04-23,69.9,4098,,
JP_OPENGOV_kanayama,金山ダム,2025-04-23,59,76734,,
JP_OPENGOV_kanna,漢那ダム,2025-04-23,84.5,5507,,
JP_OPENGOV_kanokawa,鹿野川ダム,2025-04-23,53.5,15897,,
JP_OPENGOV_kasekawa,嘉瀬川ダム,2025-04-23,72,36361,,
JP_OPENGOV_kawaji,川治ダム,2025-04-23,88.1,66955,,
JP_OPENGOV_kawamata,川俣ダム,2025-04-23,93.9,68620,,
JP_OPENGOV_koshibu,小渋ダム,2025-04-23,47.9,11455,,
JP_OPENGOV_kouzandamu-kikou,高山ダム(機構),2025-04-23,84.8,41737,,
JP_OPENGOV_kuzuryuu,九頭竜ダム,2025-04-23,77.1,146512,,
JP_OPENGOV_kyuuragi,厳木ダム,2025-04-23,96.6,4155,,
JP_OPENGOV_makio,牧尾ダム,2025-04-23,52,35327,,
JP_OPENGOV_manakawa,真名川ダム,2025-04-23,93.6,46116,,
JP_OPENGOV_maruyama,丸山ダム,2025-04-23,82.5,13193,,
JP_OPENGOV_matsubara,松原ダム,2025-04-23,56,25333,,
JP_OPENGOV_midorikawa,緑川ダム,2025-04-23,28.5,7146,,
JP_OPENGOV_miharu,三春ダム,2025-04-23,90.6,17937,,
JP_OPENGOV_mikunikawa,三国川ダム,2025-04-23,100,18261,,
JP_OPENGOV_misokawa,味噌川ダム,2025-04-23,93,51164,,
JP_OPENGOV_miwa,美和ダム,2025-04-23,90.7,16366,,
JP_OPENGOV_miyakese,宮ヶ瀬ダム,2025-04-23,77,140569,,
JP_OPENGOV_muroudamu-kikou,室生ダム(機構),2025-04-23,89.2,11868,,
