流域,行政区划,河名,库名,时间,库水位(米),日变幅(米),screen_index,crawl_time_local,report_date,row_order_in_screen
珠江,广东,西枝江,白盆珠,06-09 08:00,67.2,0.01,0,2026-06-09 23:03:29,2026-06-09,0
珠江,广东,二渡河,上板桥,06-09 08:00,266.18,,0,2026-06-09 23:03:29,2026-06-09,1
珠江,广东,东江,七水库,06-09 08:00,79.81,0.03,0,2026-06-09 23:03:29,2026-06-09,2
珠江,广东,东江,红花湖,06-09 08:00,53.39,,0,2026-06-09 23:03:29,2026-06-09,3
珠江,广东,黄沙水,同沙,06-09 08:00,15.65,-0.07,0,2026-06-09 23:03:29,2026-06-09,4
珠江,广东,横岭水,鸡心石,06-09 08:00,47.9,0.1,0,2026-06-09 23:03:29,2026-06-09,5
珠江,广东,稿树下水,稿树下,06-09 08:00,56.84,0.01,0,2026-06-09 23:03:29,2026-06-09,6
珠江,广东,里波水,联和,06-09 08:00,49.5,0.13,0,2026-06-09 23:03:29,2026-06-09,7
珠江,广东,增江,天堂山,06-09 08:00,135.86,0.69,0,2026-06-09 23:03:29,2026-06-09,8
流溪河,广东,流溪河,流溪河,06-09 08:00,224.79,0.46,0,2026-06-09 23:03:29,2026-06-09,9
流溪河,广东,天湖水库水,天湖,06-09 08:00,229.85,0.05,0,2026-06-09 23:03:29,2026-06-09,10
流溪河,广东,沙坑,和龙,06-09 08:00,35.03,0.14,0,2026-06-09 23:03:29,2026-06-09,11
珠江,广东,沙河,显岗,06-09 08:00,20.71,0.04,0,2026-06-09 23:03:29,2026-06-09,12
流溪河,广东,流溪河,黄龙带,06-09 08:00,162.22,0.24,0,2026-06-09 23:03:29,2026-06-09,13
珠江,广东,茅洲河,罗田,05-21 08:00,30.95,0.1,0,2026-06-09 23:03:29,2026-06-09,14
珠江,广东,西乡水,铁岗,05-21 08:00,23.05,0.23,0,2026-06-09 23:03:29,2026-06-09,15
珠江,广东,南头河,西沥,01-21 08:00,27.34,,0,2026-06-09 23:03:29,2026-06-09,16
珠江,广东,深圳水,深圳,06-09 08:00,27.25,-0.12,0,2026-06-09 23:03:29,2026-06-09,17
珠江,广东,新洲河,梅林,06-09 08:00,49.8,0.02,0,2026-06-09 23:03:29,2026-06-09,18
珠江,广东,龙岗河,松子坑,06-09 08:00,58.8,0.05,0,2026-06-09 23:03:29,2026-06-09,19
