流域,行政区划,河名,库名,时间,库水位(米),日变幅(米),row_order_in_screen,report_date,crawl_time_local,screen_index
珠江,广东,西枝江,白盆珠,04-17 08:00,64.95,-0.02,0,2026-04-17,2026-04-17 01:16:35,0
珠江,广东,二渡河,上板桥,04-17 08:00,265.06,0.13,1,2026-04-17,2026-04-17 01:16:35,0
珠江,广东,东江,七水库,04-17 08:00,78.6,-0.03,2,2026-04-17,2026-04-17 01:16:35,0
珠江,广东,东江,红花湖,04-17 08:00,53.21,-0.01,3,2026-04-17,2026-04-17 01:16:35,0
珠江,广东,黄沙水,同沙,04-17 08:00,15.61,0.02,4,2026-04-17,2026-04-17 01:16:35,0
珠江,广东,横岭水,鸡心石,04-17 08:00,49.45,-0.05,5,2026-04-17,2026-04-17 01:16:35,0
珠江,广东,稿树下水,稿树下,04-17 08:00,57.18,-0.14,6,2026-04-17,2026-04-17 01:16:35,0
珠江,广东,里波水,联和,04-17 08:00,46.17,-0.02,7,2026-04-17,2026-04-17 01:16:35,0
珠江,广东,增江,天堂山,04-17 08:00,137.34,-0.09,8,2026-04-17,2026-04-17 01:16:35,0
流溪河,广东,流溪河,流溪河,04-17 08:00,225.18,0.03,9,2026-04-17,2026-04-17 01:16:35,0
流溪河,广东,天湖水库水,天湖,04-17 08:00,229.01,0.05,10,2026-04-17,2026-04-17 01:16:35,0
流溪河,广东,沙坑,和龙,04-17 08:00,34.41,,11,2026-04-17,2026-04-17 01:16:35,0
珠江,广东,沙河,显岗,04-17 08:00,20.14,-0.04,12,2026-04-17,2026-04-17 01:16:35,0
流溪河,广东,流溪河,黄龙带,04-17 08:00,160.84,,13,2026-04-17,2026-04-17 01:16:35,0
珠江,广东,茅洲河,罗田,04-17 08:00,29.65,-0.05,14,2026-04-17,2026-04-17 01:16:35,0
珠江,广东,西乡水,铁岗,04-17 08:00,22.22,-0.07,15,2026-04-17,2026-04-17 01:16:35,0
珠江,广东,南头河,西沥,01-21 08:00,27.34,,16,2026-04-17,2026-04-17 01:16:35,0
珠江,广东,深圳水,深圳,04-17 08:00,27.23,0.01,17,2026-04-17,2026-04-17 01:16:35,0
珠江,广东,新洲河,梅林,04-17 08:00,49.55,-0.01,18,2026-04-17,2026-04-17 01:16:35,0
珠江,广东,龙岗河,松子坑,04-17 08:00,58.97,-0.14,19,2026-04-17,2026-04-17 01:16:35,0
珠江,广东,莲塘水,宝鸭仔,04-17 08:00,30.43,-0.04,20,2026-04-17,2026-04-17 01:16:35,0
珠江,广东,沙坪水,四堡,04-17 08:00,64.31,-0.09,21,2026-04-17,2026-04-17 01:16:35,0
珠江,广东,小隐涌,长江,04-17 08:00,22.58,-0.04,22,2026-04-17,2026-04-17 01:16:35,0
珠江,广东,潭江,锦江,04-17 08:00,84.47,-0.08,23,2026-04-17,2026-04-17 01:16:35,0
珠江,广东,鹤洲水,大沙河,04-17 08:00,30.18,-0.08,24,2026-04-17,2026-04-17 01:16:35,0
珠江,广东,镇海水,镇海,04-17 08:00,22.85,,0,2026-04-17,2026-04-17 01:16:35,1
珠江,广东,大镜山溪,大镜山,04-17 08:00,16.55,-0.04,1,2026-04-17,2026-04-17 01:16:35,1
韩江,广东,五华河,益塘,04-17 08:00,145.28,-0.09,2,2026-04-17,2026-04-17 01:16:35,1
韩江,广东,和山河,和山岩,04-17 08:00,151.79,0.08,3,2026-04-17,2026-04-17 01:16:35,1
韩江,福建,汀江,棉花滩水库,04-17 08:00,159.27,-0.4,4,2026-04-17,2026-04-17 01:16:35,1
韩江,广东,汀江,青溪,04-17 08:00,72.03,-0.02,5,2026-04-17,2026-04-17 01:16:35,1
韩江,广东,程江,梅西,04-17 08:00,164.11,-0.18,6,2026-04-17,2026-04-17 01:16:35,1
韩江,广东,凤凰溪,凤溪,04-17 08:00,407.99,-0.05,7,2026-04-17,2026-04-17 01:16:35,1
粤东沿海诸河,广东,五经富水,龙颈（上）,04-17 08:00,88.72,0.05,8,2026-04-17,2026-04-17 01:16:35,1
粤东沿海诸河,广东,五经富水,龙颈(下),04-17 08:00,53.16,-0.17,9,2026-04-17,2026-04-17 01:16:35,1
粤东沿海诸河,广东,小龙溪,小龙溪,04-17 08:00,52.77,−0.08,10,2026-04-17,2026-04-17 01:16:35,1
粤东沿海诸河,广东,龙溪水,龙溪一级,04-17 08:00,171.6,-0.06,11,2026-04-17,2026-04-17 01:16:35,1
粤东沿海诸河,广东,龙溪水,龙溪二级,04-17 08:00,58.78,-0.17,12,2026-04-17,2026-04-17 01:16:35,1
粤东沿海诸河,广东,锣鼓水,红场,04-17 08:00,241.78,-0.18,13,2026-04-17,2026-04-17 01:16:35,1
粤东沿海诸河,广东,金溪河,上金溪,04-17 08:00,85.75,-0.07,14,2026-04-17,2026-04-17 01:16:35,1
粤东沿海诸河,广东,三坑溪,上三坑,04-17 08:00,152.95,一,15,2026-04-17,2026-04-17 01:16:35,1
粤东沿海诸河,广东,练江,白沙溪,04-17 08:00,365.2,-0.1,16,2026-04-17,2026-04-17 01:16:35,1
粤东沿海诸河,广东,雷岭河,镇北,04-17 08:00,44.16,-0.02,17,2026-04-17,2026-04-17 01:16:35,1
粤东沿海诸河,广东,雷岭河,蜈蚣岭,04-17 08:00,45.57,-0.04,18,2026-04-17,2026-04-17 01:16:35,1
