流域,行政区划,河名,库名,时间,库水位(米),日变幅(米),screen_index,crawl_time_local,report_date,row_order_in_screen
珠江,广东,西枝江,白盆珠,05-12 08:00,65.6,0.01,0,2026-05-12 00:38:04,2026-05-12,0
珠江,广东,二渡河,上板桥,05-12 08:00,265.01,-0.11,0,2026-05-12 00:38:04,2026-05-12,1
珠江,广东,东江,七水库,05-12 08:00,79.09,0.01,0,2026-05-12 00:38:04,2026-05-12,2
珠江,广东,东江,红花湖,05-12 08:00,53.23,,0,2026-05-12 00:38:04,2026-05-12,3
珠江,广东,黄沙水,同沙,05-12 08:00,15.48,,0,2026-05-12 00:38:04,2026-05-12,4
珠江,广东,横岭水,鸡心石,05-12 08:00,45.1,,0,2026-05-12 00:38:04,2026-05-12,5
珠江,广东,稿树下水,稿树下,05-12 08:00,56.65,-0.1,0,2026-05-12 00:38:04,2026-05-12,6
珠江,广东,里波水,联和,05-12 08:00,46.19,-0.02,0,2026-05-12 00:38:04,2026-05-12,7
珠江,广东,增江,天堂山,05-12 08:00,134.29,-0.18,0,2026-05-12 00:38:04,2026-05-12,8
流溪河,广东,流溪河,流溪河,05-12 08:00,222.3,,0,2026-05-12 00:38:04,2026-05-12,9
流溪河,广东,天湖水库水,天湖,05-12 08:00,228.93,-0.01,0,2026-05-12 00:38:04,2026-05-12,10
流溪河,广东,沙坑,和龙,05-12 08:00,34.32,-0.02,0,2026-05-12 00:38:04,2026-05-12,11
珠江,广东,沙河,显岗,05-12 08:00,20.42,-0.03,0,2026-05-12 00:38:04,2026-05-12,12
流溪河,广东,流溪河,黄龙带,05-12 08:00,159.93,0.02,0,2026-05-12 00:38:04,2026-05-12,13
珠江,广东,茅洲河,罗田,05-12 08:00,30.67,-0.06,0,2026-05-12 00:38:04,2026-05-12,14
珠江,广东,西乡水,铁岗,05-12 08:00,22.83,0.01,0,2026-05-12 00:38:04,2026-05-12,15
珠江,广东,南头河,西沥,01-21 08:00,27.34,,0,2026-05-12 00:38:04,2026-05-12,16
珠江,广东,深圳水,深圳,05-12 08:00,27.41,0.21,0,2026-05-12 00:38:04,2026-05-12,17
珠江,广东,新洲河,梅林,05-12 08:00,49.61,-0.04,0,2026-05-12 00:38:04,2026-05-12,18
珠江,广东,龙岗河,松子坑,05-12 08:00,58.54,-0.05,0,2026-05-12 00:38:04,2026-05-12,19
珠江,广东,莲塘水,宝鸭仔,05-12 08:00,30.31,,0,2026-05-12 00:38:04,2026-05-12,20
珠江,广东,沙坪水,四堡,05-12 08:00,63.74,-0.02,0,2026-05-12 00:38:04,2026-05-12,21
珠江,广东,小隐涌,长江,05-12 08:00,22.25,,0,2026-05-12 00:38:04,2026-05-12,22
珠江,广东,潭江,锦江,05-12 08:00,84.43,-0.01,0,2026-05-12 00:38:04,2026-05-12,23
珠江,广东,鹤洲水,大沙河,05-12 08:00,30.29,0.02,0,2026-05-12 00:38:04,2026-05-12,24
珠江,广东,镇海水,镇海,05-12 08:00,23.02,,1,2026-05-12 00:38:04,2026-05-12,0
珠江,广东,大镜山溪,大镜山,05-12 08:00,15.98,-0.04,1,2026-05-12 00:38:04,2026-05-12,1
韩江,广东,五华河,益塘,05-12 08:00,145.54,0.01,1,2026-05-12 00:38:04,2026-05-12,2
韩江,广东,和山河,和山岩,05-12 08:00,151.49,0.01,1,2026-05-12 00:38:04,2026-05-12,3
韩江,福建,汀江,棉花滩水库,05-12 08:00,156.63,0.03,1,2026-05-12 00:38:04,2026-05-12,4
韩江,广东,汀江,青溪,05-12 08:00,71.78,0.65,1,2026-05-12 00:38:04,2026-05-12,5
韩江,广东,程江,梅西,05-12 08:00,164.2,-0.05,1,2026-05-12 00:38:04,2026-05-12,6
韩江,广东,凤凰溪,凤溪,05-12 08:00,409.97,1.09,1,2026-05-12 00:38:04,2026-05-12,7
粤东沿海诸河,广东,五经富水,龙颈（上）,05-12 08:00,88.19,-0.05,1,2026-05-12 00:38:04,2026-05-12,8
粤东沿海诸河,广东,五经富水,龙颈(下),05-12 08:00,53.26,-0.01,1,2026-05-12 00:38:04,2026-05-12,9
粤东沿海诸河,广东,小龙溪,小龙溪,05-12 08:00,50.97,-0.1,1,2026-05-12 00:38:04,2026-05-12,10
粤东沿海诸河,广东,龙溪水,龙溪一级,05-12 08:00,171.01,-0.04,1,2026-05-12 00:38:04,2026-05-12,11
粤东沿海诸河,广东,龙溪水,龙溪二级,05-12 08:00,55.38,-0.16,1,2026-05-12 00:38:04,2026-05-12,12
粤东沿海诸河,广东,锣鼓水,红场,05-12 08:00,240.69,0.02,1,2026-05-12 00:38:04,2026-05-12,13
粤东沿海诸河,广东,金溪河,上金溪,05-12 08:00,83.84,0.02,1,2026-05-12 00:38:04,2026-05-12,14
粤东沿海诸河,广东,三坑溪,上三坑,05-12 08:00,153.45,一,1,2026-05-12 00:38:04,2026-05-12,15
粤东沿海诸河,广东,练江,白沙溪,05-12 08:00,363.11,-0.1,1,2026-05-12 00:38:04,2026-05-12,16
粤东沿海诸河,广东,雷岭河,镇北,05-12 08:00,43.63,-0.02,1,2026-05-12 00:38:04,2026-05-12,17
粤东沿海诸河,广东,雷岭河,蜈蚣岭,05-12 08:00,44.43,-0.07,1,2026-05-12 00:38:04,2026-05-12,18
粤东沿海诸河,广东,黄江,朝面山,05-12 08:00,193.25,0.03,1,2026-05-12 00:38:04,2026-05-12,19
粤东沿海诸河,广东,横江水,横江,05-12 08:00,64.73,-0.05,1,2026-05-12 00:38:04,2026-05-12,20
粤东沿海诸河,广东,练江,汤坑,05-12 08:00,44.55,-0.05,1,2026-05-12 00:38:04,2026-05-12,21
粤东沿海诸河,广东,练江,秋风岭,05-12 08:00,33.9,-0.08,1,2026-05-12 00:38:04,2026-05-12,22
粤东沿海诸河,广东,龙江,龙潭,05-12 08:00,63.22,-0.05,1,2026-05-12 00:38:04,2026-05-12,23
