流域,行政区划,河名,库名,时间,库水位(米),日变幅(米),screen_index,crawl_time_local,report_date,row_order_in_screen
珠江,广东,西枝江,白盆珠,04-06 08:00,65.09,0.01,0,2026-04-05 20:35:12,2026-04-06,0
珠江,广东,二渡河,上板桥,04-06 08:00,264.66,0.17,0,2026-04-05 20:35:12,2026-04-06,1
珠江,广东,东江,七水库,04-06 08:00,78.32,0.16,0,2026-04-05 20:35:12,2026-04-06,2
珠江,广东,东江,红花湖,04-06 08:00,53.24,0.04,0,2026-04-05 20:35:12,2026-04-06,3
珠江,广东,黄沙水,同沙,04-06 08:00,15.48,-0.12,0,2026-04-05 20:35:12,2026-04-06,4
珠江,广东,横岭水,鸡心石,04-06 08:00,50.0,-0.2,0,2026-04-05 20:35:12,2026-04-06,5
珠江,广东,稿树下水,稿树下,04-06 08:00,58.09,-0.11,0,2026-04-05 20:35:12,2026-04-06,6
珠江,广东,里波水,联和,04-06 08:00,46.51,,0,2026-04-05 20:35:12,2026-04-06,7
珠江,广东,增江,天堂山,04-06 08:00,138.51,-0.07,0,2026-04-05 20:35:12,2026-04-06,8
流溪河,广东,流溪河,流溪河,04-06 08:00,225.33,-0.12,0,2026-04-05 20:35:12,2026-04-06,9
流溪河,广东,天湖水库水,天湖,04-06 08:00,229.27,-0.06,0,2026-04-05 20:35:12,2026-04-06,10
流溪河,广东,沙坑,和龙,04-06 08:00,34.54,-0.01,0,2026-04-05 20:35:12,2026-04-06,11
珠江,广东,沙河,显岗,04-06 08:00,20.5,-0.08,0,2026-04-05 20:35:12,2026-04-06,12
流溪河,广东,流溪河,黄龙带,04-06 08:00,161.19,-0.06,0,2026-04-05 20:35:12,2026-04-06,13
珠江,广东,茅洲河,罗田,04-06 08:00,30.24,-0.02,0,2026-04-05 20:35:12,2026-04-06,14
珠江,广东,西乡水,铁岗,04-06 08:00,22.97,-0.04,0,2026-04-05 20:35:12,2026-04-06,15
珠江,广东,南头河,西沥,01-21 08:00,27.34,,0,2026-04-05 20:35:12,2026-04-06,16
珠江,广东,深圳水,深圳,04-06 08:00,27.35,0.01,0,2026-04-05 20:35:12,2026-04-06,17
珠江,广东,新洲河,梅林,04-06 08:00,49.58,,0,2026-04-05 20:35:12,2026-04-06,18
珠江,广东,龙岗河,松子坑,04-06 08:00,60.51,-0.09,0,2026-04-05 20:35:12,2026-04-06,19
珠江,广东,莲塘水,宝鸭仔,04-06 08:00,30.75,-0.02,0,2026-04-05 20:35:12,2026-04-06,20
珠江,广东,沙坪水,四堡,04-06 08:00,64.67,-0.08,0,2026-04-05 20:35:12,2026-04-06,21
珠江,广东,小隐涌,长江,04-06 08:00,22.85,-0.02,0,2026-04-05 20:35:12,2026-04-06,22
珠江,广东,潭江,锦江,04-06 08:00,85.4,-0.09,0,2026-04-05 20:35:12,2026-04-06,23
珠江,广东,鹤洲水,大沙河,04-06 08:00,31.02,-0.06,0,2026-04-05 20:35:12,2026-04-06,24
珠江,广东,镇海水,镇海,04-06 08:00,23.09,-0.04,1,2026-04-05 20:35:12,2026-04-06,0
珠江,广东,大镜山溪,大镜山,04-06 08:00,16.98,-0.02,1,2026-04-05 20:35:12,2026-04-06,1
韩江,广东,五华河,益塘,04-06 08:00,145.89,0.06,1,2026-04-05 20:35:12,2026-04-06,2
韩江,广东,和山河,和山岩,04-06 08:00,151.6,-0.05,1,2026-04-05 20:35:12,2026-04-06,3
韩江,福建,汀江,棉花滩水库,04-06 08:00,158.82,0.4,1,2026-04-05 20:35:12,2026-04-06,4
