流域,行政区划,河名,库名,时间,库水位(米),日变幅(米),row_order_in_screen,report_date,crawl_time_local,screen_index
珠江,广东,西枝江,白盆珠,06-01 08:00,67.12,,0,2026-06-01,2026-06-01 22:11:19,0
珠江,广东,二渡河,上板桥,06-01 08:00,266.09,0.04,1,2026-06-01,2026-06-01 22:11:19,0
珠江,广东,东江,七水库,06-01 08:00,80.11,0.06,2,2026-06-01,2026-06-01 22:11:19,0
珠江,广东,东江,红花湖,06-01 08:00,53.32,,3,2026-06-01,2026-06-01 22:11:19,0
珠江,广东,黄沙水,同沙,06-01 08:00,15.9,-0.06,4,2026-06-01,2026-06-01 22:11:19,0
珠江,广东,横岭水,鸡心石,06-01 08:00,46.8,-0.05,5,2026-06-01,2026-06-01 22:11:19,0
珠江,广东,稿树下水,稿树下,06-01 08:00,56.88,-0.03,6,2026-06-01,2026-06-01 22:11:19,0
珠江,广东,里波水,联和,06-01 08:00,48.8,0.03,7,2026-06-01,2026-06-01 22:11:19,0
珠江,广东,增江,天堂山,06-01 08:00,135,0.05,8,2026-06-01,2026-06-01 22:11:19,0
流溪河,广东,流溪河,流溪河,06-01 08:00,224.22,0.06,9,2026-06-01,2026-06-01 22:11:19,0
流溪河,广东,天湖水库水,天湖,06-01 08:00,229.7,0.04,10,2026-06-01,2026-06-01 22:11:19,0
流溪河,广东,沙坑,和龙,06-01 08:00,34.8,0.02,11,2026-06-01,2026-06-01 22:11:19,0
珠江,广东,沙河,显岗,06-01 08:00,20.84,-0.07,12,2026-06-01,2026-06-01 22:11:19,0
流溪河,广东,流溪河,黄龙带,06-01 08:00,161.48,0.04,13,2026-06-01,2026-06-01 22:11:19,0
珠江,广东,茅洲河,罗田,05-21 08:00,30.95,0.1,14,2026-06-01,2026-06-01 22:11:19,0
珠江,广东,西乡水,铁岗,05-21 08:00,23.05,0.23,15,2026-06-01,2026-06-01 22:11:19,0
珠江,广东,南头河,西沥,01-21 08:00,27.34,,16,2026-06-01,2026-06-01 22:11:19,0
珠江,广东,深圳水,深圳,06-01 08:00,27.71,0.25,17,2026-06-01,2026-06-01 22:11:19,0
珠江,广东,新洲河,梅林,06-01 08:00,49.69,,18,2026-06-01,2026-06-01 22:11:19,0
珠江,广东,龙岗河,松子坑,06-01 08:00,58.42,0.04,19,2026-06-01,2026-06-01 22:11:19,0
珠江,广东,莲塘水,宝鸭仔,06-01 08:00,32.25,-0.01,20,2026-06-01,2026-06-01 22:11:19,0
珠江,广东,沙坪水,四堡,06-01 08:00,64.72,,21,2026-06-01,2026-06-01 22:11:19,0
珠江,广东,小隐涌,长江,06-01 08:00,23.95,,22,2026-06-01,2026-06-01 22:11:19,0
珠江,广东,潭江,锦江,06-01 08:00,91.19,-0.06,23,2026-06-01,2026-06-01 22:11:19,0
珠江,广东,鹤洲水,大沙河,06-01 08:00,32.38,-0.05,24,2026-06-01,2026-06-01 22:11:19,0
珠江,广东,镇海水,镇海,06-01 08:00,24.29,-0.06,0,2026-06-01,2026-06-01 22:11:19,1
珠江,广东,大镜山溪,大镜山,06-01 08:00,16.54,,1,2026-06-01,2026-06-01 22:11:19,1
韩江,广东,五华河,益塘,06-01 08:00,145.92,-0.04,2,2026-06-01,2026-06-01 22:11:19,1
韩江,广东,和山河,和山岩,06-01 08:00,151.6,0.02,3,2026-06-01,2026-06-01 22:11:19,1
韩江,福建,汀江,棉花滩水库,06-01 08:00,163.56,0.19,4,2026-06-01,2026-06-01 22:11:19,1
韩江,广东,汀江,青溪,06-01 08:00,70.42,0.34,5,2026-06-01,2026-06-01 22:11:19,1
韩江,广东,程江,梅西,06-01 08:00,164.44,-0.12,6,2026-06-01,2026-06-01 22:11:19,1
韩江,广东,凤凰溪,凤溪,06-01 08:00,414.5,0.07,7,2026-06-01,2026-06-01 22:11:19,1
粤东沿海诸河,广东,五经富水,龙颈（上）,06-01 08:00,88.32,0.12,8,2026-06-01,2026-06-01 22:11:19,1
粤东沿海诸河,广东,五经富水,龙颈(下),06-01 08:00,53.29,0.04,9,2026-06-01,2026-06-01 22:11:19,1
粤东沿海诸河,广东,小龙溪,小龙溪,06-01 08:00,50.74,-0.07,10,2026-06-01,2026-06-01 22:11:19,1
粤东沿海诸河,广东,龙溪水,龙溪一级,06-01 08:00,172.38,-0.14,11,2026-06-01,2026-06-01 22:11:19,1
粤东沿海诸河,广东,龙溪水,龙溪二级,06-01 08:00,55.58,-0.04,12,2026-06-01,2026-06-01 22:11:19,1
粤东沿海诸河,广东,锣鼓水,红场,06-01 08:00,242.79,0.03,13,2026-06-01,2026-06-01 22:11:19,1
粤东沿海诸河,广东,金溪河,上金溪,06-01 08:00,84.32,-0.08,14,2026-06-01,2026-06-01 22:11:19,1
粤东沿海诸河,广东,三坑溪,上三坑,06-01 08:00,157.8,0.1,15,2026-06-01,2026-06-01 22:11:19,1
粤东沿海诸河,广东,练江,白沙溪,06-01 08:00,364.04,-0.06,16,2026-06-01,2026-06-01 22:11:19,1
粤东沿海诸河,广东,雷岭河,镇北,06-01 08:00,43.96,-0.01,17,2026-06-01,2026-06-01 22:11:19,1
粤东沿海诸河,广东,雷岭河,蜈蚣岭,06-01 08:00,44.65,-0.04,18,2026-06-01,2026-06-01 22:11:19,1
粤东沿海诸河,广东,黄江,朝面山,06-01 08:00,200.71,-0.11,19,2026-06-01,2026-06-01 22:11:19,1
粤东沿海诸河,广东,横江水,横江,06-01 08:00,64.52,-0.04,20,2026-06-01,2026-06-01 22:11:19,1
粤东沿海诸河,广东,练江,汤坑,06-01 08:00,44.45,-0.05,21,2026-06-01,2026-06-01 22:11:19,1
粤东沿海诸河,广东,练江,秋风岭,06-01 08:00,33.27,-0.08,22,2026-06-01,2026-06-01 22:11:19,1
粤东沿海诸河,广东,龙江,龙潭,06-01 08:00,64.99,-0.12,23,2026-06-01,2026-06-01 22:11:19,1
粤东沿海诸河,广东,罗溪,石榴潭,06-01 08:00,33.87,-0.01,24,2026-06-01,2026-06-01 22:11:19,1
粤东沿海诸河,广东,黄江,公平,06-01 08:00,13.93,-0.09,0,2026-06-01,2026-06-01 22:11:19,2
粤东沿海诸河,广东,大液河,黄山洞,06-01 08:00,48.94,-0.01,1,2026-06-01,2026-06-01 22:11:19,2
粤东沿海诸河,广东,新西河,新西河,06-01 08:00,34.45,-0.02,2,2026-06-01,2026-06-01 22:11:19,2
珠江,广东,大隆洞河,大隆洞,06-01 08:00,28.68,-0.03,3,2026-06-01,2026-06-01 22:11:19,2
鉴江,广东,小水河,高城,06-01 08:00,130.71,-0.01,4,2026-06-01,2026-06-01 22:11:19,2
鉴江,广东,六雅河,尚文,06-01 08:00,105,-0.02,5,2026-06-01,2026-06-01 22:11:19,2
鉴江,广东,大井河,良德水库（大坝）,06-01 08:00,82.4,0.01,6,2026-06-01,2026-06-01 22:11:19,2
鉴江,广东,庙背水,罗坑,06-01 08:00,109.7,-0.01,7,2026-06-01,2026-06-01 22:11:19,2
鉴江,广东,袂花江,黄沙,06-01 08:00,113.61,-0.03,8,2026-06-01,2026-06-01 22:11:19,2
粤西沿海诸河,广东,东运河,西湖,06-01 08:00,12.3,-0.13,9,2026-06-01,2026-06-01 22:11:19,2
粤西沿海诸河,广东,龙门河,龙门,06-01 08:00,53.69,-0.04,10,2026-06-01,2026-06-01 22:11:19,2
粤西沿海诸河,广东,大水桥河,大水桥,06-01 08:00,54.8,-0.03,11,2026-06-01,2026-06-01 22:11:19,2
粤西沿海诸河,广东,九洲江,鹤地水库(大坝）,06-01 08:00,35.74,-0.04,12,2026-06-01,2026-06-01 22:11:19,2
粤西沿海诸河,广东,武陵河,武陵,06-01 08:00,34.59,-0.01,13,2026-06-01,2026-06-01 22:11:19,2
粤西沿海诸河,广东,沙铲河,岭背下,06-01 08:00,39.59,,14,2026-06-01,2026-06-01 22:11:19,2
粤西沿海诸河,广东,沙铲河,仙人域,06-01 08:00,34.61,0.06,15,2026-06-01,2026-06-01 22:11:19,2
珠江,广东,漠阳江,北河,06-01 08:00,84.84,-0.06,16,2026-06-01,2026-06-01 22:11:19,2
珠江,广东,那龙河,东湖,06-01 08:00,28.03,0.05,17,2026-06-01,2026-06-01 22:11:19,2
珠江,广东,洋边河,茅垌,06-01 08:00,27.4,0.03,18,2026-06-01,2026-06-01 22:11:19,2
珠江,广东,儒洞河,陂底,06-01 08:00,37.21,0.08,19,2026-06-01,2026-06-01 22:11:19,2
南渡江,海南,南渡江,松涛水库 (南丰),06-01 08:00,183.11,-0.17,20,2026-06-01,2026-06-01 22:11:19,2
万泉河,海南,万泉河,牛路岭水库,06-01 08:00,94.54,-0.23,21,2026-06-01,2026-06-01 22:11:19,2
太阳河,海南,太阳河,万宁水库 （大坝）,06-01 08:00,20.68,-0.08,22,2026-06-01,2026-06-01 22:11:19,2
藤桥河,海南,藤桥西河,赤田水库,06-01 08:00,20.28,-0.01,23,2026-06-01,2026-06-01 22:11:19,2
三亚河,海南,三亚河,福万水库,06-01 08:00,124.48,-0.05,24,2026-06-01,2026-06-01 22:11:19,2
兰亚河,海南,三亚河,半岭水库,06-01 08:00,47.51,-0.03,0,2026-06-01,2026-06-01 22:11:19,3
三亚河,海南,三亚河,水源池水库,06-01 08:00,37.44,-0.24,1,2026-06-01,2026-06-01 22:11:19,3
宁远河,海南,宁远河,抱古水库,06-01 08:00,45.96,,2,2026-06-01,2026-06-01 22:11:19,3
宁远河,海南,宁远河,大隆水库,06-01 08:00,53.86,-0.08,3,2026-06-01,2026-06-01 22:11:19,3
望楼河,海南,望楼河,长茅水库,06-01 08:00,152.43,,4,2026-06-01,2026-06-01 22:11:19,3
望楼河,海南,望楼河,石门水库,06-01 08:00,41.19,-0.09,5,2026-06-01,2026-06-01 22:11:19,3
罗带河,海南,罗带河,高坡岭水库,06-01 08:00,27.62,0.17,6,2026-06-01,2026-06-01 22:11:19,3
昌化江,海南,昌化江,大广坝水库,06-01 08:00,124.36,0.01,7,2026-06-01,2026-06-01 22:11:19,3
昌化江,海南,石碌河,石碌水库,06-01 08:00,120.64,-0.05,8,2026-06-01,2026-06-01 22:11:19,3
浙闽台河流,浙江,剡江,亭下水库,06-01 08:00,66.45,-0.05,9,2026-06-01,2026-06-01 22:11:19,3
淮河,山东,北沙河,马河水库,06-01 08:00,106.88,,10,2026-06-01,2026-06-01 22:11:19,3
淮河,山东,西河,周村水库,06-01 08:00,122.47,,11,2026-06-01,2026-06-01 22:11:19,3
淮河,河南,汝河,宿鸭湖,06-01 08:00,52.83,0.02,12,2026-06-01,2026-06-01 22:11:19,3
内陆河,甘肃,大堵马河,瓦房城水库,06-01 08:00,2383.98,-0.2,13,2026-06-01,2026-06-01 22:11:19,3
海河,河北,滏阳河,东武仕水库（坝上）,06-01 08:00,106.46,0.01,14,2026-06-01,2026-06-01 22:11:19,3
海河,河南,石门河,石门水库,06-01 08:00,300.25,-0.17,15,2026-06-01,2026-06-01 22:11:19,3
海河,河南,沧河,塔岗,06-01 08:00,174.14,,16,2026-06-01,2026-06-01 22:11:19,3
海河,河南,安阳河,彰武,06-01 08:00,128.19,,17,2026-06-01,2026-06-01 22:11:19,3
黄河,青海,大南川河,大南川,06-01 08:00,2620.56,,18,2026-06-01,2026-06-01 22:11:19,3
松花江流域,吉林,松花江吉林段,白山,06-01 08:00,404.78,-0.01,19,2026-06-01,2026-06-01 22:11:19,3
黑龙江流域,黑龙江,嫩江,尼尔基坝上,06-01 08:00,211.34,-0.03,20,2026-06-01,2026-06-01 22:11:19,3
黑龙江流域,内蒙古,洮儿河,察尔森上,06-01 08:00,355.71,-0.09,21,2026-06-01,2026-06-01 22:11:19,3
嫩江,吉林,洮儿河,月亮湖,06-01 08:00,130.58,,22,2026-06-01,2026-06-01 22:11:19,3
辽河,吉林,东辽河,二龙山,06-01 08:00,219.49,,23,2026-06-01,2026-06-01 22:11:19,3
辽河,辽宁,柴河,柴河水库,06-01 08:00,103.5,-0.04,24,2026-06-01,2026-06-01 22:11:19,3
辽河,辽宁,清河,清河水库,06-01 08:00,124.76,-0.2,0,2026-06-01,2026-06-01 22:11:19,4
