流域,行政区划,河名,库名,时间,库水位(米),日变幅(米),screen_index,crawl_time_local,report_date,row_order_in_screen
珠江,广东,西枝江,白盆珠,04-25 08:00,65.28,0.17,0,2026-04-24 20:01:13,2026-04-25,0
珠江,广东,二渡河,上板桥,04-25 08:00,264.88,-0.08,0,2026-04-24 20:01:13,2026-04-25,1
珠江,广东,东江,七水库,04-25 08:00,78.63,0.09,0,2026-04-24 20:01:13,2026-04-25,2
珠江,广东,东江,红花湖,04-25 08:00,53.24,0.03,0,2026-04-24 20:01:13,2026-04-25,3
珠江,广东,黄沙水,同沙,04-25 08:00,15.91,0.17,0,2026-04-24 20:01:13,2026-04-25,4
珠江,广东,横岭水,鸡心石,04-25 08:00,49.4,0.05,0,2026-04-24 20:01:13,2026-04-25,5
珠江,广东,稿树下水,稿树下,04-25 08:00,57.1,0.18,0,2026-04-24 20:01:13,2026-04-25,6
珠江,广东,里波水,联和,04-25 08:00,46.21,0.08,0,2026-04-24 20:01:13,2026-04-25,7
珠江,广东,增江,天堂山,04-25 08:00,136.57,-0.1,0,2026-04-24 20:01:13,2026-04-25,8
流溪河,广东,流溪河,流溪河,04-25 08:00,224.61,-0.17,0,2026-04-24 20:01:13,2026-04-25,9
流溪河,广东,天湖水库水,天湖,04-25 08:00,228.95,-0.02,0,2026-04-24 20:01:13,2026-04-25,10
流溪河,广东,沙坑,和龙,04-25 08:00,34.38,,0,2026-04-24 20:01:13,2026-04-25,11
珠江,广东,沙河,显岗,04-25 08:00,20.79,0.1,0,2026-04-24 20:01:13,2026-04-25,12
流溪河,广东,流溪河,黄龙带,04-25 08:00,160.34,-0.04,0,2026-04-24 20:01:13,2026-04-25,13
珠江,广东,茅洲河,罗田,04-25 08:00,26.09,-3.03,0,2026-04-24 20:01:13,2026-04-25,14
珠江,广东,西乡水,铁岗,04-25 08:00,22.25,0.06,0,2026-04-24 20:01:13,2026-04-25,15
珠江,广东,南头河,西沥,01-21 08:00,27.34,,0,2026-04-24 20:01:13,2026-04-25,16
珠江,广东,深圳水,深圳,04-25 08:00,27.29,0.06,0,2026-04-24 20:01:13,2026-04-25,17
珠江,广东,新洲河,梅林,04-25 08:00,49.59,0.03,0,2026-04-24 20:01:13,2026-04-25,18
珠江,广东,龙岗河,松子坑,04-25 08:00,58.1,0.08,0,2026-04-24 20:01:13,2026-04-25,19
珠江,广东,莲塘水,宝鸭仔,04-25 08:00,30.31,0.01,0,2026-04-24 20:01:13,2026-04-25,20
珠江,广东,沙坪水,四堡,04-25 08:00,63.88,0.05,0,2026-04-24 20:01:13,2026-04-25,21
珠江,广东,小隐涌,长江,04-25 08:00,22.55,0.1,0,2026-04-24 20:01:13,2026-04-25,22
珠江,广东,潭江,锦江,04-25 08:00,84.18,0.07,0,2026-04-24 20:01:13,2026-04-25,23
珠江,广东,鹤洲水,大沙河,04-25 08:00,30.16,0.03,0,2026-04-24 20:01:13,2026-04-25,24
珠江,广东,镇海水,镇海,04-25 08:00,22.93,0.01,1,2026-04-24 20:01:13,2026-04-25,0
珠江,广东,大镜山溪,大镜山,04-25 08:00,16.29,,1,2026-04-24 20:01:13,2026-04-25,1
韩江,广东,五华河,益塘,04-25 08:00,145.13,0.06,1,2026-04-24 20:01:13,2026-04-25,2
