流域,行政区划,河名,库名,时间,库水位(米),日变幅(米),row_order_in_screen,report_date,crawl_time_local,screen_index
珠江,广东,西枝江,白盆珠,05-17 08:00,65.9,0.06,0,2026-05-17,2026-05-18 00:32:30,0
珠江,广东,二渡河,上板桥,05-17 08:00,265.12,-0.01,1,2026-05-17,2026-05-18 00:32:30,0
珠江,广东,东江,七水库,05-17 08:00,79.24,0.03,2,2026-05-17,2026-05-18 00:32:30,0
珠江,广东,东江,红花湖,05-17 08:00,53.25,,3,2026-05-17,2026-05-18 00:32:30,0
珠江,广东,黄沙水,同沙,05-17 08:00,15.55,-0.04,4,2026-05-17,2026-05-18 00:32:30,0
珠江,广东,横岭水,鸡心石,05-17 08:00,45.2,,5,2026-05-17,2026-05-18 00:32:30,0
珠江,广东,稿树下水,稿树下,05-17 08:00,56.4,-0.08,6,2026-05-17,2026-05-18 00:32:30,0
珠江,广东,里波水,联和,05-17 08:00,47.31,0.1,7,2026-05-17,2026-05-18 00:32:30,0
珠江,广东,增江,天堂山,05-17 08:00,133.38,-0.15,8,2026-05-17,2026-05-18 00:32:30,0
流溪河,广东,流溪河,流溪河,05-17 08:00,222.25,-0.02,9,2026-05-17,2026-05-18 00:32:30,0
流溪河,广东,天湖水库水,天湖,05-17 08:00,229.07,-0.01,10,2026-05-17,2026-05-18 00:32:30,0
流溪河,广东,沙坑,和龙,05-17 08:00,34.43,0.02,11,2026-05-17,2026-05-18 00:32:30,0
珠江,广东,沙河,显岗,05-17 08:00,20.98,0.03,12,2026-05-17,2026-05-18 00:32:30,0
流溪河,广东,流溪河,黄龙带,05-17 08:00,160.12,0.03,13,2026-05-17,2026-05-18 00:32:30,0
珠江,广东,茅洲河,罗田,05-17 08:00,30.64,-0.1,14,2026-05-17,2026-05-18 00:32:30,0
珠江,广东,西乡水,铁岗,05-17 08:00,22.81,-0.01,15,2026-05-17,2026-05-18 00:32:30,0
珠江,广东,南头河,西沥,01-21 08:00,27.34,,16,2026-05-17,2026-05-18 00:32:30,0
珠江,广东,深圳水,深圳,05-17 08:00,27.12,-0.09,17,2026-05-17,2026-05-18 00:32:30,0
珠江,广东,新洲河,梅林,05-17 08:00,49.59,,18,2026-05-17,2026-05-18 00:32:30,0
珠江,广东,龙岗河,松子坑,05-17 08:00,58.3,-0.05,19,2026-05-17,2026-05-18 00:32:30,0
珠江,广东,莲塘水,宝鸭仔,05-17 08:00,30.37,0.02,20,2026-05-17,2026-05-18 00:32:30,0
珠江,广东,沙坪水,四堡,05-17 08:00,63.73,,21,2026-05-17,2026-05-18 00:32:30,0
珠江,广东,小隐涌,长江,05-17 08:00,22.36,0.01,22,2026-05-17,2026-05-18 00:32:30,0
珠江,广东,潭江,锦江,05-17 08:00,84.85,0.07,23,2026-05-17,2026-05-18 00:32:30,0
珠江,广东,鹤洲水,大沙河,05-17 08:00,30.44,0.04,24,2026-05-17,2026-05-18 00:32:30,0
珠江,广东,镇海水,镇海,05-17 08:00,23.12,,0,2026-05-17,2026-05-18 00:32:30,1
珠江,广东,大镜山溪,大镜山,05-17 08:00,15.85,,1,2026-05-17,2026-05-18 00:32:30,1
韩江,广东,五华河,益塘,05-17 08:00,145.65,0.05,2,2026-05-17,2026-05-18 00:32:30,1
韩江,广东,和山河,和山岩,05-17 08:00,151.93,,3,2026-05-17,2026-05-18 00:32:30,1
韩江,福建,汀江,棉花滩水库,05-17 08:00,161.56,0.36,4,2026-05-17,2026-05-18 00:32:30,1
韩江,广东,汀江,青溪,05-17 08:00,71.59,0.72,5,2026-05-17,2026-05-18 00:32:30,1
韩江,广东,程江,梅西,05-17 08:00,165.2,0.05,6,2026-05-17,2026-05-18 00:32:30,1
韩江,广东,凤凰溪,凤溪,05-17 08:00,413.05,0.23,7,2026-05-17,2026-05-18 00:32:30,1
粤东沿海诸河,广东,五经富水,龙颈（上）,05-17 08:00,88.08,0.04,8,2026-05-17,2026-05-18 00:32:30,1
粤东沿海诸河,广东,五经富水,龙颈(下),05-17 08:00,53.22,0.12,9,2026-05-17,2026-05-18 00:32:30,1
粤东沿海诸河,广东,小龙溪,小龙溪,05-17 08:00,51.38,0.01,10,2026-05-17,2026-05-18 00:32:30,1
粤东沿海诸河,广东,龙溪水,龙溪一级,05-17 08:00,173.57,-0.01,11,2026-05-17,2026-05-18 00:32:30,1
粤东沿海诸河,广东,龙溪水,龙溪二级,05-17 08:00,55.23,-0.05,12,2026-05-17,2026-05-18 00:32:30,1
粤东沿海诸河,广东,锣鼓水,红场,05-17 08:00,241.67,0.07,13,2026-05-17,2026-05-18 00:32:30,1
粤东沿海诸河,广东,金溪河,上金溪,05-17 08:00,83.88,-0.04,14,2026-05-17,2026-05-18 00:32:30,1
粤东沿海诸河,广东,三坑溪,上三坑,05-17 08:00,154.6,0.2,15,2026-05-17,2026-05-18 00:32:30,1
粤东沿海诸河,广东,练江,白沙溪,05-17 08:00,363.4,-0.03,16,2026-05-17,2026-05-18 00:32:30,1
粤东沿海诸河,广东,雷岭河,镇北,05-17 08:00,43.93,-0.01,17,2026-05-17,2026-05-18 00:32:30,1
粤东沿海诸河,广东,雷岭河,蜈蚣岭,05-17 08:00,44.79,-0.03,18,2026-05-17,2026-05-18 00:32:30,1
粤东沿海诸河,广东,黄江,朝面山,05-17 08:00,194.19,0.18,19,2026-05-17,2026-05-18 00:32:30,1
粤东沿海诸河,广东,横江水,横江,05-17 08:00,64.64,0.02,20,2026-05-17,2026-05-18 00:32:30,1
粤东沿海诸河,广东,练江,汤坑,05-17 08:00,44.6,-0.25,21,2026-05-17,2026-05-18 00:32:30,1
粤东沿海诸河,广东,练江,秋风岭,05-17 08:00,33.94,-0.06,22,2026-05-17,2026-05-18 00:32:30,1
粤东沿海诸河,广东,龙江,龙潭,05-17 08:00,64.16,0.32,23,2026-05-17,2026-05-18 00:32:30,1
粤东沿海诸河,广东,罗溪,石榴潭,05-17 08:00,33.55,0.05,24,2026-05-17,2026-05-18 00:32:30,1
粤东沿海诸河,广东,黄江,公平,05-17 08:00,13.27,0.05,0,2026-05-17,2026-05-18 00:32:30,2
粤东沿海诸河,广东,大液河,黄山洞,05-17 08:00,47.73,0.17,1,2026-05-17,2026-05-18 00:32:30,2
粤东沿海诸河,广东,新西河,新西河,05-17 08:00,34.49,0.05,2,2026-05-17,2026-05-18 00:32:30,2
珠江,广东,大隆洞河,大隆洞,05-17 08:00,27.77,0.14,3,2026-05-17,2026-05-18 00:32:30,2
鉴江,广东,小水河,高城,05-17 08:00,130.02,-1.0,4,2026-05-17,2026-05-18 00:32:30,2
鉴江,广东,六雅河,尚文,05-17 08:00,103.93,0.02,5,2026-05-17,2026-05-18 00:32:30,2
鉴江,广东,大井河,良德水库（大坝）,05-17 08:00,80.71,0.01,6,2026-05-17,2026-05-18 00:32:30,2
鉴江,广东,庙背水,罗坑,05-17 08:00,107.93,0.02,7,2026-05-17,2026-05-18 00:32:30,2
鉴江,广东,袂花江,黄沙,05-17 08:00,112.25,-0.05,8,2026-05-17,2026-05-18 00:32:30,2
粤西沿海诸河,广东,东运河,西湖,05-17 08:00,13.05,-0.01,9,2026-05-17,2026-05-18 00:32:30,2
粤西沿海诸河,广东,龙门河,龙门,05-17 08:00,54,,10,2026-05-17,2026-05-18 00:32:30,2
粤西沿海诸河,广东,大水桥河,大水桥,05-17 08:00,55.05,-0.04,11,2026-05-17,2026-05-18 00:32:30,2
粤西沿海诸河,广东,九洲江,鹤地水库（大坝）,05-17 08:00,36.04,-0.05,12,2026-05-17,2026-05-18 00:32:30,2
粤西沿海诸河,广东,武陵河,武陵,05-17 08:00,34.65,-0.04,13,2026-05-17,2026-05-18 00:32:30,2
粤西沿海诸河,广东,沙铲河,岭背下,05-17 08:00,39.57,,14,2026-05-17,2026-05-18 00:32:30,2
粤西沿海诸河,广东,沙铲河,仙人域,05-17 08:00,35.22,0.07,15,2026-05-17,2026-05-18 00:32:30,2
珠江,广东,漠阳江,北河,05-17 08:00,84.15,0.04,16,2026-05-17,2026-05-18 00:32:30,2
珠江,广东,那龙河,东湖,05-17 08:00,27.55,0.04,17,2026-05-17,2026-05-18 00:32:30,2
珠江,广东,洋边河,茅,05-17 08:00,26,0.07,18,2026-05-17,2026-05-18 00:32:30,2
珠江,广东,儒洞河,陂底,05-17 08:00,35.38,0.04,19,2026-05-17,2026-05-18 00:32:30,2
