流域,行政区划,河名,库名,时间,库水位(米),日变幅(米),row_order_in_screen,report_date,crawl_time_local,screen_index
珠江,广东,西枝江,白盆珠,04-13 08:00,65.02,-0.02,0,2026-04-13,2026-04-12 21:45:39,0
珠江,广东,二渡河,上板桥,04-13 08:00,264.88,0.02,1,2026-04-13,2026-04-12 21:45:39,0
珠江,广东,东江,七水库,04-13 08:00,78.71,0.03,2,2026-04-13,2026-04-12 21:45:39,0
珠江,广东,东江,红花湖,04-13 08:00,53.23,0.01,3,2026-04-13,2026-04-12 21:45:39,0
珠江,广东,黄沙水,同沙,04-13 08:00,15.51,0.03,4,2026-04-13,2026-04-12 21:45:39,0
珠江,广东,横岭水,鸡心石,04-13 08:00,49.5,-0.05,5,2026-04-13,2026-04-12 21:45:39,0
珠江,广东,里波水,联和,04-13 08:00,46.31,-0.03,6,2026-04-13,2026-04-12 21:45:39,0
流溪河,广东,流溪河,流溪河,04-13 08:00,225.18,,7,2026-04-13,2026-04-12 21:45:39,0
流溪河,广东,天湖水库水,天湖,04-13 08:00,229.03,-0.02,8,2026-04-13,2026-04-12 21:45:39,0
流溪河,广东,沙坑,和龙,04-13 08:00,34.45,-0.01,9,2026-04-13,2026-04-12 21:45:39,0
珠江,广东,沙河,显岗,04-13 08:00,20.3,,10,2026-04-13,2026-04-12 21:45:39,0
流溪河,广东,流溪河,黄龙带,04-13 08:00,161.05,0.04,11,2026-04-13,2026-04-12 21:45:39,0
珠江,广东,西乡水,铁岗,04-13 08:00,22.52,-0.07,12,2026-04-13,2026-04-12 21:45:39,0
珠江,广东,南头河,西沥,01-21 08:00,27.34,,13,2026-04-13,2026-04-12 21:45:39,0
珠江,广东,深圳水,深圳,04-13 08:00,27.31,-0.19,14,2026-04-13,2026-04-12 21:45:39,0
珠江,广东,新洲河,梅林,04-13 08:00,49.57,,15,2026-04-13,2026-04-12 21:45:39,0
珠江,广东,龙岗河,松子坑,04-13 08:00,59.56,-0.14,16,2026-04-13,2026-04-12 21:45:39,0
珠江,广东,沙坪水,四堡,04-13 08:00,64.44,-0.01,17,2026-04-13,2026-04-12 21:45:39,0
珠江,广东,潭江,锦江,04-13 08:00,84.81,-0.09,18,2026-04-13,2026-04-12 21:45:39,0
珠江,广东,镇海水,镇海,04-13 08:00,22.87,,0,2026-04-13,2026-04-12 21:45:39,1
珠江,广东,大镜山溪,大镜山,04-13 08:00,16.72,-0.04,1,2026-04-13,2026-04-12 21:45:39,1
韩江,广东,五华河,益塘,04-13 08:00,145.7,-0.1,2,2026-04-13,2026-04-12 21:45:39,1
韩江,广东,和山河,和山岩,04-13 08:00,151.62,0.03,3,2026-04-13,2026-04-12 21:45:39,1
韩江,福建,汀江,棉花滩水库,04-13 08:00,160.94,-0.1,4,2026-04-13,2026-04-12 21:45:39,1
韩江,广东,汀江,青溪,04-13 08:00,71.95,-0.14,5,2026-04-13,2026-04-12 21:45:39,1
韩江,广东,程江,梅西,04-13 08:00,164.85,-0.16,6,2026-04-13,2026-04-12 21:45:39,1
韩江,广东,凤凰溪,凤溪,04-13 08:00,408.22,-0.04,7,2026-04-13,2026-04-12 21:45:39,1
粤东沿海诸河,广东,五经富水,龙颈（上）,04-13 08:00,88.7,0.1,8,2026-04-13,2026-04-12 21:45:39,1
粤东沿海诸河,广东,五经富水,龙颈(下),04-13 08:00,53.07,-0.19,9,2026-04-13,2026-04-12 21:45:39,1
粤东沿海诸河,广东,小龙溪,小龙溪,04-13 08:00,53.08,-0.07,10,2026-04-13,2026-04-12 21:45:39,1
粤东沿海诸河,广东,龙溪水,龙溪一级,04-13 08:00,171.79,-0.04,11,2026-04-13,2026-04-12 21:45:39,1
粤东沿海诸河,广东,龙溪水,龙溪二级,04-13 08:00,59.36,-0.16,12,2026-04-13,2026-04-12 21:45:39,1
粤东沿海诸河,广东,锣鼓水,红场,04-13 08:00,242.54,-0.2,13,2026-04-13,2026-04-12 21:45:39,1
粤东沿海诸河,广东,金溪河,上金溪,04-13 08:00,86.1,-0.1,14,2026-04-13,2026-04-12 21:45:39,1
粤东沿海诸河,广东,练江,白沙溪,04-13 08:00,365.57,-0.09,15,2026-04-13,2026-04-12 21:45:39,1
粤东沿海诸河,广东,雷岭河,镇北,04-13 08:00,44.25,-0.02,16,2026-04-13,2026-04-12 21:45:39,1
粤东沿海诸河,广东,雷岭河,蜈蚣岭,04-13 08:00,45.71,-0.16,17,2026-04-13,2026-04-12 21:45:39,1
粤东沿海诸河,广东,黄江,朝面山,04-13 08:00,195.7,-0.24,18,2026-04-13,2026-04-12 21:45:39,1
粤东沿海诸河,广东,横江水,横江,04-13 08:00,65.74,-0.07,19,2026-04-13,2026-04-12 21:45:39,1
粤东沿海诸河,广东,练江,汤坑,04-13 08:00,49.4,-0.25,20,2026-04-13,2026-04-12 21:45:39,1
粤东沿海诸河,广东,练江,秋风岭,04-13 08:00,34.66,0.04,21,2026-04-13,2026-04-12 21:45:39,1
粤东沿海诸河,广东,龙江,龙潭,04-13 08:00,63.68,-0.06,22,2026-04-13,2026-04-12 21:45:39,1
粤东沿海诸河,广东,罗溪,石榴潭,04-13 08:00,33.85,-0.02,23,2026-04-13,2026-04-12 21:45:39,1
粤东沿海诸河,广东,黄江,公平,04-13 08:00,12.85,-0.03,0,2026-04-13,2026-04-12 21:45:39,2
粤东沿海诸河,广东,大液河,黄山洞,04-13 08:00,45.31,-0.04,1,2026-04-13,2026-04-12 21:45:39,2
粤东沿海诸河,广东,新西河,新西河,04-13 08:00,34.18,-0.02,2,2026-04-13,2026-04-12 21:45:39,2
珠江,广东,大隆洞河,大隆洞,04-13 08:00,25.18,-0.04,3,2026-04-13,2026-04-12 21:45:39,2
鉴江,广东,小水河,高城,04-13 08:00,130.26,-0.01,4,2026-04-13,2026-04-12 21:45:39,2
鉴江,广东,六雅河,尚文,04-13 08:00,103.33,-0.09,5,2026-04-13,2026-04-12 21:45:39,2
鉴江,广东,大井河,良德水库（大坝）,04-13 08:00,80.83,-0.07,6,2026-04-13,2026-04-12 21:45:39,2
