reservoir_id,reservoir_name,date,source_type,storage_current (million m^3),storage_pct_current (%),storage_prev_year_same_day (million m^3),storage_pct_prev_year_same_day (%),storage_jan1_current_year (million m^3),storage_jan1_prev_year (million m^3),inflow_daily (million m^3/day),inflow_ytd (million m^3),outflow_daily (million m^3/day),outflow_ytd (million m^3),usable_water_current (million m^3)
200102,เขื่อนสิริกิติ์,2024-03-31,large,4440.75,47.0,5005.0,53.0,5689.0,6343.0,1.37,252.69,11.01,1435.84,
200101,เขื่อนภูมิพล,2024-03-31,large,7555.97,56.0,9175.0,68.0,9947.0,11879.0,,106.75,18.0,2297.99,
100104,เขื่อนแม่กวงอุดมธารา,2024-03-31,large,156.97,60.0,181.69,69.0,210.27,249.36,0.19,13.55,1.24,67.33,
100107,เขื่อนแควน้อยบำรุงแดน,2024-03-31,large,379.05,40.0,423.0,45.0,841.0,815.0,0.54,68.25,4.75,512.86,
200103,เขื่อนแม่งัดสมบูรณ์ชล,2024-03-31,large,212.49,80.0,205.73,78.0,285.73,274.34,,3.43,1.67,72.31,
100108,เขื่อนแม่มอก,2024-03-31,large,38.52,35.0,39.42,36.0,93.9,93.2,,1.42,0.05,57.55,
100105,เขื่อนกิ่วลม,2024-03-31,large,74.15,70.0,80.47,76.0,95.61,102.79,1.53,115.41,1.77,137.52,
100106,เขื่อนกิ่วคอหมา,2024-03-31,large,72.78,43.0,104.71,62.0,181.94,188.47,,1.47,1.07,94.58,
200205,เขื่อนอุบลรัตน์,2024-03-31,large,1272.44,52.0,995.64,41.0,2012.85,1968.72,1.62,60.98,8.02,614.78,
200204,เขื่อนจุฬาภรณ์,2024-03-31,large,60.16,37.0,67.31,41.0,130.95,143.56,0.03,7.13,,49.39,
200203,เขื่อนน้ำพุง,2024-03-31,large,78.78,48.0,75.98,46.0,129.62,87.41,,2.85,0.62,42.9,
200212,เขื่อนสิรินธร,2024-03-31,large,1221.53,62.0,1195.8,61.0,1590.28,1620.92,0.99,56.24,1.53,125.45,
100208,เขื่อนลำพระเพลิง,2024-03-31,large,90.87,59.0,107.26,69.0,106.18,145.24,0.08,2.3,0.12,10.88,
100207,เขื่อนลำตะคอง,2024-03-31,large,126.16,40.0,239.0,76.0,182.0,339.0,0.11,1.2,0.17,28.55,
100210,เขื่อนลำแชะ,2024-03-31,large,115.84,42.0,188.0,68.0,147.0,258.0,0.1,4.5,0.21,23.35,
100201,เขื่อนห้วยหลวง,2024-03-31,large,66.44,49.0,73.43,54.0,106.32,110.58,,0.49,0.54,30.06,
100206,เขื่อนลำปาว,2024-03-31,large,1061.22,54.0,1024.29,52.0,1771.84,1694.5,,64.19,7.13,633.76,
100211,เขื่อนลำนางรอง,2024-03-31,large,65.86,54.0,90.21,74.0,73.86,112.6,0.03,2.25,,0.26,
100209,เขื่อนมูลบน,2024-03-31,large,65.26,46.0,106.0,75.0,83.0,133.0,,5.84,0.16,17.88,
100202,เขื่อนน้ำอูน,2024-03-31,large,271.75,52.0,227.25,44.0,407.0,337.5,,25.92,1.29,121.18,
100301,เขื่อนป่าสักชลสิทธิ์,2024-03-31,large,282.38,29.0,368.03,38.0,802.5,846.25,1.18,22.8,3.03,451.38,
100302,เขื่อนทับเสลา,2024-03-31,large,68.0,43.0,94.44,59.0,71.67,131.5,,0.67,0.1,4.3,
100303,เขื่อนกระเสียว,2024-03-31,large,70.53,24.0,232.15,78.0,95.44,297.33,,0.73,0.05,16.19,
200402,เขื่อนวชิราลงกรณ,2024-03-31,large,5734.86,65.0,4787.07,54.0,7547.72,5868.19,,71.15,17.07,1710.15,
200401,เขื่อนศรีนครินทร์,2024-03-31,large,13570.75,76.0,14382.2,81.0,14603.7,15825.6,1.22,272.39,17.93,1089.42,
100514,เขื่อนนฤบดินทรจินดา,2024-03-31,large,147.27,50.0,107.14,36.0,255.57,251.0,,1.55,0.5,99.96,
100503,เขื่อนบางพระ,2024-03-31,large,53.55,46.0,77.14,66.0,83.0,107.46,0.11,8.17,0.34,27.7,
100501,เขื่อนขุนด่านปราการชล,2024-03-31,large,72.58,32.0,85.55,38.0,186.47,204.89,,0.18,1.46,113.71,
100502,เขื่อนคลองสียัด,2024-03-31,large,50.88,12.0,164.42,39.0,141.54,297.04,,0.63,0.41,85.51,
100504,เขื่อนหนองปลาไหล,2024-03-31,large,112.25,69.0,104.28,64.0,156.52,170.68,,8.9,0.87,35.88,
