reservoir_id,reservoir_name,date,source_type,storage_current (million m^3),storage_pct_current (%),storage_prev_year_same_day (million m^3),storage_pct_prev_year_same_day (%),storage_jan1_current_year (million m^3),storage_jan1_prev_year (million m^3),inflow_daily (million m^3/day),inflow_ytd (million m^3),outflow_daily (million m^3/day),outflow_ytd (million m^3),usable_water_current (million m^3)
200102,เขื่อนสิริกิติ์,2024-08-23,large,6152.72,65.0,4408.0,46.0,5689.0,6343.0,149.88,3728.91,5.0,3090.57,
200101,เขื่อนภูมิพล,2024-08-23,large,5810.0,43.0,5600.0,42.0,9947.0,11879.0,25.73,1513.25,5.0,5233.34,
100104,เขื่อนแม่กวงอุดมธารา,2024-08-23,large,123.0,47.0,141.5,54.0,210.27,249.36,1.22,69.15,0.15,154.65,
100107,เขื่อนแควน้อยบำรุงแดน,2024-08-23,large,349.08,37.0,160.0,17.0,841.0,815.0,8.26,612.64,7.78,1081.83,
200103,เขื่อนแม่งัดสมบูรณ์ชล,2024-08-23,large,209.69,79.0,192.07,72.0,285.73,274.34,7.04,90.06,1.59,160.28,
100108,เขื่อนแม่มอก,2024-08-23,large,35.04,32.0,30.8,28.0,93.9,93.2,0.18,22.78,0.18,82.78,
100105,เขื่อนกิ่วลม,2024-08-23,large,58.67,55.0,49.16,46.0,95.61,102.79,7.0,237.09,1.74,274.15,
100106,เขื่อนกิ่วคอหมา,2024-08-23,large,126.25,74.0,55.62,33.0,181.94,188.47,13.54,93.69,0.94,129.25,
200205,เขื่อนอุบลรัตน์,2024-08-23,large,606.34,25.0,868.89,36.0,2012.85,1968.72,6.58,979.43,4.07,1993.98,
200204,เขื่อนจุฬาภรณ์,2024-08-23,large,71.15,43.0,61.77,38.0,130.95,143.56,0.39,29.71,,57.33,
200203,เขื่อนน้ำพุง,2024-08-23,large,42.62,26.0,56.75,34.0,129.62,87.41,0.62,48.35,0.1,104.47,
200212,เขื่อนสิรินธร,2024-08-23,large,1128.88,57.0,1174.62,60.0,1590.28,1620.92,5.69,731.9,1.0,720.14,
100208,เขื่อนลำพระเพลิง,2024-08-23,large,64.47,42.0,51.03,33.0,106.18,145.24,0.34,31.8,0.51,58.98,
100207,เขื่อนลำตะคอง,2024-08-23,large,90.36,29.0,134.0,43.0,182.0,339.0,0.76,31.47,0.61,71.15,
100210,เขื่อนลำแชะ,2024-08-23,large,118.92,43.0,99.0,36.0,147.0,258.0,0.32,75.36,1.33,79.05,
100201,เขื่อนห้วยหลวง,2024-08-23,large,70.85,52.0,91.05,67.0,106.32,110.58,2.25,42.64,0.02,53.97,
100206,เขื่อนลำปาว,2024-08-23,large,1086.21,55.0,1319.41,67.0,1771.84,1694.5,23.53,1205.3,10.22,1576.8,
100211,เขื่อนลำนางรอง,2024-08-23,large,50.24,41.0,65.44,54.0,73.86,112.6,,51.69,0.32,9.51,
100209,เขื่อนมูลบน,2024-08-23,large,67.83,48.0,59.0,42.0,83.0,133.0,0.24,42.77,0.56,45.02,
100202,เขื่อนน้ำอูน,2024-08-23,large,353.75,68.0,340.63,66.0,407.0,337.5,2.39,199.7,1.51,164.06,
100301,เขื่อนป่าสักชลสิทธิ์,2024-08-23,large,271.6,28.0,71.52,7.0,802.5,846.25,7.4,473.91,8.65,855.24,
100302,เขื่อนทับเสลา,2024-08-23,large,34.73,22.0,44.33,28.0,71.67,131.5,,17.63,1.71,54.56,
100303,เขื่อนกระเสียว,2024-08-23,large,76.0,25.0,81.3,27.0,95.44,297.33,0.66,53.51,0.05,47.44,
200402,เขื่อนวชิราลงกรณ,2024-08-23,large,6897.96,78.0,5621.24,63.0,7547.72,5868.19,12.2,3782.64,24.91,4072.77,
200401,เขื่อนศรีนครินทร์,2024-08-23,large,13394.52,75.0,12823.48,72.0,14603.7,15825.6,20.62,1983.49,2.03,2620.65,
100514,เขื่อนนฤบดินทรจินดา,2024-08-23,large,170.89,58.0,95.45,32.0,255.57,251.0,2.5,128.83,0.75,191.68,
100503,เขื่อนบางพระ,2024-08-23,large,59.25,51.0,48.67,42.0,83.0,107.46,0.04,26.42,0.3,70.78,
100501,เขื่อนขุนด่านปราการชล,2024-08-23,large,153.34,68.0,111.45,50.0,186.47,204.89,1.68,176.53,2.98,205.89,
100502,เขื่อนคลองสียัด,2024-08-23,large,116.6,28.0,71.86,17.0,141.54,297.04,1.54,94.57,0.16,108.78,
100504,เขื่อนหนองปลาไหล,2024-08-23,large,102.59,63.0,96.97,59.0,156.52,170.68,0.66,73.28,0.41,121.12,
100505,เขื่อนประแสร์,2024-08-23,large,227.84,77.0,176.89,60.0,245.61,268.24,0.96,178.54,1.5,163.96,
200603,เขื่อนรัชชประภา,2024-08-23,large,3371.28,60.0,3743.73,66.0,4395.2,3750.77,2.73,802.38,5.03,1711.94,
200604,เขื่อนบางลาง,2024-08-23,large,704.69,48.0,820.39,56.0,1245.97,1231.93,3.11,746.03,3.0,1241.38,
200601,เขื่อนแก่งกระจาน,2024-08-23,large,412.85,58.0,288.62,41.0,422.43,493.34,2.65,398.43,1.73,371.98,
100602,เขื่อนปราณบุรี,2024-08-23,large,143.42,37.0,77.0,20.0,179.0,249.0,0.97,129.29,1.15,133.39,
rsv01,อ่างเก็บน้ำห้วยแม่ออน,2024-08-23,middle,3.352,74.0,1.779,39.27,10.596,,0.232,,0.021,,2.552
rsv02,อ่างเก็บน้ำแม่จอกหลวง,2024-08-23,middle,0.765,69.55,1.053,95.73,0.653,,0.004,,0.003,,0.665
rsv03,อ่างเก็บน้ำห้วยมะนาว,2024-08-23,middle,2.769,64.4,2.86,66.51,0.454,,0.012,,,,2.669
rsv04,อ่างเก็บน้ำห้วยโป่งจ้อ,2024-08-23,middle,1.317,47.51,1.576,56.85,0.218,,0.022,,,,1.267
rsv05,อ่างเก็บน้ำแม่ตูบ,2024-08-23,middle,26.0,66.67,28.76,73.74,12.037,,0.025,,,,25.5
rsv06,อ่างเก็บน้ำแม่โก๋น,2024-08-23,middle,4.138,74.83,3.705,67.0,8.155,,0.143,,0.113,,3.818
rsv07,อ่างเก็บน้ำห้วยเดื่อ,2024-08-23,middle,2.746,64.22,1.315,30.75,6.027,,0.168,,0.013,,2.463
