reservoir_id,reservoir_name,date,source_type,storage_current (million m^3),storage_pct_current (%),storage_prev_year_same_day (million m^3),storage_pct_prev_year_same_day (%),storage_jan1_current_year (million m^3),storage_jan1_prev_year (million m^3),inflow_daily (million m^3/day),inflow_ytd (million m^3),outflow_daily (million m^3/day),outflow_ytd (million m^3),usable_water_current (million m^3)
200102,เขื่อนสิริกิติ์,2022-01-30,large,4218.0,44.0,4901.0,52.0,4382.0,5320.0,2.57,57.06,7.02,206.26,
200101,เขื่อนภูมิพล,2022-01-30,large,7380.0,55.0,5244.0,39.0,7978.0,5469.0,,52.52,18.58,619.87,
100104,เขื่อนแม่กวงอุดมธารา,2022-01-30,large,88.81,34.0,94.02,36.0,85.71,110.44,0.11,184.34,0.04,1.3,
100107,เขื่อนแควน้อยบำรุงแดน,2022-01-30,large,747.0,80.0,377.7,40.0,859.0,407.04,0.41,10.38,4.32,121.8,
200103,เขื่อนแม่งัดสมบูรณ์ชล,2022-01-30,large,110.37,42.0,130.71,49.0,114.33,141.52,0.13,4.06,0.05,8.16,
100108,เขื่อนแม่มอก,2022-01-30,large,76.7,70.0,41.4,38.0,100.0,42.6,0.12,12.75,0.57,28.46,
100105,เขื่อนกิ่วลม,2022-01-30,large,77.79,73.0,65.81,62.0,96.84,68.43,0.13,12.33,1.02,32.51,
100106,เขื่อนกิ่วคอหมา,2022-01-30,large,135.56,80.0,71.07,42.0,140.54,75.88,0.11,3.34,0.13,6.0,
200205,เขื่อนอุบลรัตน์,2022-01-30,large,1762.23,72.0,1349.53,56.0,2071.33,1495.11,3.6,36.64,8.51,298.86,
200204,เขื่อนจุฬาภรณ์,2022-01-30,large,137.43,84.0,133.3,81.0,154.52,145.37,,3.46,,6.0,
200203,เขื่อนน้ำพุง,2022-01-30,large,90.18,55.0,84.42,51.0,93.59,87.27,0.07,1.77,,2.44,
200212,เขื่อนสิรินธร,2022-01-30,large,1580.15,80.0,1530.06,78.0,1693.75,1626.06,,34.08,1.5,38.28,
100208,เขื่อนลำพระเพลิง,2022-01-30,large,154.17,99.0,141.55,91.0,153.0,154.41,0.08,3.8,,20.87,
100207,เขื่อนลำตะคอง,,large,,,320.77,102.0,325.0,345.22,,5.52,,20.87,
100210,เขื่อนลำแชะ,,large,,,214.88,78.0,275.0,243.38,,6.45,,18.19,
100201,เขื่อนห้วยหลวง,2022-01-30,large,63.06,47.0,51.84,38.0,72.08,57.8,,2.82,0.37,6.21,
100206,เขื่อนลำปาว,2022-01-30,large,1107.25,56.0,843.78,43.0,1213.0,946.48,0.55,25.3,3.74,82.37,
100211,เขื่อนลำนางรอง,2022-01-30,large,112.05,92.0,93.96,77.0,116.0,99.13,0.0,4.74,0.1,10.83,
100209,เขื่อนมูลบน,,large,,,134.23,95.0,139.0,141.0,,3.37,,7.54,
100202,เขื่อนน้ำอูน,2022-01-30,large,274.57,53.0,216.25,42.0,306.0,232.75,,11.01,0.08,29.11,
100301,เขื่อนป่าสักชลสิทธิ์,2022-01-30,large,735.22,77.0,551.78,57.0,855.0,656.66,0.64,120.2,5.64,132.08,
100302,เขื่อนทับเสลา,2022-01-30,large,101.43,63.0,81.44,51.0,137.08,108.19,,2.11,,37.32,
100303,เขื่อนกระเสียว,2022-01-30,large,298.93,100.0,195.67,65.0,299.99,199.15,0.25,7.61,0.04,1.92,
200402,เขื่อนวชิราลงกรณ,2022-01-30,large,7249.68,82.0,4438.08,50.0,7491.08,4675.21,0.5,56.74,9.96,275.0,
200401,เขื่อนศรีนครินทร์,2022-01-30,large,16179.42,91.0,12884.99,73.0,16338.26,13191.95,2.46,163.99,13.27,297.95,
100514,เขื่อนนฤบดินทรจินดา,,large,,,188.46,64.0,248.0,222.9,,2.0,,45.08,
100503,เขื่อนบางพระ,,large,,,67.59,58.0,108.0,75.48,,1.2,,6.13,
100501,เขื่อนขุนด่านปราการชล,2022-01-30,large,157.04,70.0,140.46,63.0,196.0,192.53,0.03,1.12,1.25,41.0,
100502,เขื่อนคลองสียัด,2022-01-30,large,158.64,38.0,119.71,29.0,206.0,161.87,,1.89,1.64,45.6,
