reservoir_id,reservoir_name,date,source_type,storage_current (million m^3),storage_pct_current (%),storage_prev_year_same_day (million m^3),storage_pct_prev_year_same_day (%),storage_jan1_current_year (million m^3),storage_jan1_prev_year (million m^3),inflow_daily (million m^3/day),inflow_ytd (million m^3),outflow_daily (million m^3/day),outflow_ytd (million m^3),usable_water_current (million m^3)
200102,เขื่อนสิริกิติ์,2024-05-17,large,3935.06,41.0,4255.0,45.0,5689.0,6343.0,4.7,373.81,15.01,2017.91,
200101,เขื่อนภูมิพล,2024-05-17,large,6190.29,46.0,7840.0,58.0,9947.0,11879.0,1.97,126.5,30.0,3534.32,
100104,เขื่อนแม่กวงอุดมธารา,2024-05-17,large,119.08,45.0,161.74,61.0,210.27,249.36,0.2,16.83,0.33,107.62,
100107,เขื่อนแควน้อยบำรุงแดน,2024-05-17,large,247.0,26.0,240.0,26.0,841.0,815.0,0.87,92.33,2.59,658.94,
200103,เขื่อนแม่งัดสมบูรณ์ชล,2024-05-17,large,146.94,55.0,165.93,63.0,285.73,274.34,,3.43,0.15,136.01,
100108,เขื่อนแม่มอก,2024-05-17,large,34.36,31.0,36.27,33.0,93.9,93.2,,1.7,0.04,61.97,
100105,เขื่อนกิ่วลม,2024-05-17,large,53.51,50.0,59.72,56.0,95.61,102.79,0.41,139.04,0.14,181.67,
100106,เขื่อนกิ่วคอหมา,2024-05-17,large,51.78,30.0,84.01,49.0,181.94,188.47,0.1,2.74,0.1,112.41,
200205,เขื่อนอุบลรัตน์,2024-05-17,large,879.0,36.0,810.0,33.0,2012.85,1968.72,0.24,69.33,7.15,917.12,
200204,เขื่อนจุฬาภรณ์,2024-05-17,large,53.47,33.0,59.0,36.0,130.95,143.56,0.09,11.12,,57.19,
200203,เขื่อนน้ำพุง,2024-05-17,large,41.79,25.0,67.0,41.0,129.62,87.41,,3.83,0.2,70.14,
200212,เขื่อนสิรินธร,2024-05-17,large,1021.56,52.0,1102.0,56.0,1590.28,1620.92,,86.53,3.96,267.21,
100208,เขื่อนลำพระเพลิง,2024-05-17,large,78.07,50.0,76.35,49.0,106.18,145.24,0.01,3.44,0.17,19.17,
