reservoir_id,reservoir_name,date,source_type,storage_current (million m^3),storage_pct_current (%),storage_prev_year_same_day (million m^3),storage_pct_prev_year_same_day (%),storage_jan1_current_year (million m^3),storage_jan1_prev_year (million m^3),inflow_daily (million m^3/day),inflow_ytd (million m^3),outflow_daily (million m^3/day),outflow_ytd (million m^3),usable_water_current (million m^3)
200102,เขื่อนสิริกิติ์,2023-06-05,large,4006.0,42.0,3722.0,39.0,6343.0,4382.0,1.42,442.43,16.98,2638.74,
200101,เขื่อนภูมิพล,2023-06-05,large,7290.0,54.0,6097.0,45.0,11879.0,7978.0,,389.49,32.05,4648.08,
100104,เขื่อนแม่กวงอุดมธารา,2023-06-05,large,162.07,62.0,97.84,37.0,249.36,85.71,0.16,26.61,0.05,101.53,
100107,เขื่อนแควน้อยบำรุงแดน,2023-06-05,large,203.0,22.0,344.0,37.0,815.0,859.0,,78.79,1.73,632.29,
200103,เขื่อนแม่งัดสมบูรณ์ชล,2023-06-05,large,167.03,63.0,123.42,47.0,274.34,114.33,0.07,19.22,0.05,126.95,
100108,เขื่อนแม่มอก,2023-06-05,large,36.23,33.0,52.0,47.0,93.2,100.0,,1.84,0.05,58.92,
100105,เขื่อนกิ่วลม,2023-06-05,large,65.42,62.0,75.94,71.0,102.79,96.84,0.42,155.85,0.54,194.47,
100106,เขื่อนกิ่วคอหมา,2023-06-05,large,83.76,49.0,145.27,85.0,188.47,140.54,,12.92,0.05,105.0,
200205,เขื่อนอุบลรัตน์,2023-06-05,large,772.13,32.0,1038.26,43.0,1968.72,2071.33,0.11,142.68,0.82,1057.23,
200204,เขื่อนจุฬาภรณ์,2023-06-05,large,60.34,37.0,96.13,59.0,143.56,154.52,0.06,24.76,,42.85,
200203,เขื่อนน้ำพุง,2023-06-05,large,58.2,35.0,64.45,39.0,87.41,93.59,,7.39,0.45,18.98,
200212,เขื่อนสิรินธร,2023-06-05,large,1046.75,53.0,1118.64,57.0,1620.92,1693.75,,156.94,2.06,282.73,
100208,เขื่อนลำพระเพลิง,2023-06-05,large,68.51,44.0,98.0,63.0,145.24,153.0,0.05,11.43,,74.64,
100207,เขื่อนลำตะคอง,2023-06-05,large,181.0,58.0,192.0,61.0,339.0,325.0,,18.9,0.26,134.14,
100210,เขื่อนลำแชะ,2023-06-05,large,130.0,47.0,179.0,65.0,258.0,275.0,,26.89,0.12,116.51,
100201,เขื่อนห้วยหลวง,2023-06-05,large,51.74,38.0,42.0,31.0,110.58,72.08,0.41,3.05,0.11,40.32,
