reservoir_id,reservoir_name,date,source_type,storage_current (million m^3),storage_pct_current (%),storage_prev_year_same_day (million m^3),storage_pct_prev_year_same_day (%),storage_jan1_current_year (million m^3),storage_jan1_prev_year (million m^3),inflow_daily (million m^3/day),inflow_ytd (million m^3),outflow_daily (million m^3/day),outflow_ytd (million m^3),usable_water_current (million m^3)
200102,เขื่อนสิริกิติ์,2026-03-21,large,6674.04,70.0,6504.47,68.0,8814.75,8391.26,2.51,277.71,29.91,2307.67,
200101,เขื่อนภูมิพล,2026-03-21,large,10006.31,74.0,8039.53,60.0,12936.11,10285.31,1.44,649.65,45.0,3376.43,
100104,เขื่อนแม่กวงอุดมธารา,2026-03-21,large,198.68,76.0,155.31,59.0,257.55,212.05,0.23,17.09,1.16,76.89,
100107,เขื่อนแควน้อยบำรุงแดน,2026-03-21,large,481.1,51.0,583.65,62.0,833.05,781.4,0.08,5.4,4.32,336.96,
200103,เขื่อนแม่งัดสมบูรณ์ชล,2026-03-21,large,222.45,84.0,225.51,85.0,277.75,284.3,0.09,15.61,1.23,69.13,
100108,เขื่อนแม่มอก,2026-03-21,large,37.67,34.0,27.65,25.0,98.94,83.4,,3.1,0.68,64.05,
100105,เขื่อนกิ่วลม,2026-03-21,large,74.51,70.0,57.74,54.0,104.97,99.9,2.49,97.53,1.89,126.41,
100106,เขื่อนกิ่วคอหมา,2026-03-21,large,123.94,73.0,122.73,72.0,185.21,180.86,0.23,10.69,2.74,72.17,
200205,เขื่อนอุบลรัตน์,2026-03-21,large,1415.56,58.0,1110.45,46.0,2102.29,1810.27,1.24,61.63,8.14,571.63,
200204,เขื่อนจุฬาภรณ์,2026-03-21,large,100.26,61.0,56.78,35.0,154.41,108.62,0.25,11.78,1.75,43.44,
200203,เขื่อนน้ำพุง,2026-03-21,large,110.95,67.0,66.86,41.0,131.7,78.1,0.18,5.01,0.6,16.8,
200212,เขื่อนสิรินธร,2026-03-21,large,1176.73,60.0,1145.38,58.0,1649.3,1423.26,,53.96,2.06,226.14,
100208,เขื่อนลำพระเพลิง,2026-03-21,large,76.9,50.0,73.79,48.0,87.31,89.69,,1.84,0.24,6.7,
100207,เขื่อนลำตะคอง,2026-03-21,large,129.15,41.0,60.6,19.0,168.46,93.55,0.04,3.71,0.17,24.22,
100210,เขื่อนลำแชะ,2026-03-21,large,162.3,59.0,123.26,45.0,228.8,148.45,,2.11,1.24,50.36,
100201,เขื่อนห้วยหลวง,2026-03-21,large,68.77,51.0,61.04,45.0,115.13,98.39,,0.0,0.51,32.68,
100206,เขื่อนลำปาว,2026-03-21,large,1090.4,55.0,1111.48,56.0,1746.89,1642.47,,87.19,6.26,628.63,
100211,เขื่อนลำนางรอง,2026-03-21,large,53.71,44.0,38.59,32.0,60.67,43.66,,2.08,0.05,2.29,
100209,เขื่อนมูลบน,2026-03-21,large,60.68,43.0,59.72,42.0,73.21,80.46,,2.19,0.08,8.43,
100202,เขื่อนน้ำอูน,2026-03-21,large,283.61,55.0,268.36,52.0,417.63,394.0,,23.46,0.33,119.48,
100301,เขื่อนป่าสักชลสิทธิ์,2026-03-21,large,383.57,40.0,396.89,41.0,751.88,764.3,,27.75,3.46,318.79,
100302,เขื่อนทับเสลา,2026-03-21,large,111.59,70.0,60.03,38.0,160.0,64.04,,0.38,,48.96,
100303,เขื่อนกระเสียว,2026-03-21,large,193.6,65.0,151.68,51.0,243.01,204.94,3.55,4.76,1.12,37.4,
200402,เขื่อนวชิราลงกรณ,2026-03-21,large,4933.42,56.0,6059.25,68.0,7312.2,7312.2,0.24,32.6,32.07,2110.65,
200401,เขื่อนศรีนครินทร์,2026-03-21,large,15534.52,88.0,13538.92,76.0,16108.26,14666.85,3.21,342.98,20.01,703.16,
100514,เขื่อนนฤบดินทรจินดา,2026-03-21,large,152.58,52.0,132.17,45.0,266.8,224.51,,0.86,1.14,103.41,
100503,เขื่อนบางพระ,2026-03-21,large,69.88,60.0,74.72,64.0,101.8,96.64,0.1,5.77,0.43,35.1,
100501,เขื่อนขุนด่านปราการชล,2026-03-21,large,63.77,28.0,85.52,38.0,188.54,179.29,,0.0,1.33,123.55,
100502,เขื่อนคลองสียัด,2026-03-21,large,36.05,9.0,73.09,17.0,122.81,191.17,,0.95,0.26,82.18,
