reservoir_id,reservoir_name,date,source_type,storage_current (million m^3),storage_pct_current (%),storage_prev_year_same_day (million m^3),storage_pct_prev_year_same_day (%),storage_jan1_current_year (million m^3),storage_jan1_prev_year (million m^3),inflow_daily (million m^3/day),inflow_ytd (million m^3),outflow_daily (million m^3/day),outflow_ytd (million m^3),usable_water_current (million m^3)
200102,เขื่อนสิริกิติ์,2024-12-14,large,8842.17,93.0,5913.0,62.0,5689.0,6343.0,4.09,7694.9,28.22,4273.4,
200101,เขื่อนภูมิพล,2024-12-14,large,10731.53,80.0,10332.0,77.0,9947.0,11879.0,9.3,7350.01,31.0,6056.27,
100104,เขื่อนแม่กวงอุดมธารา,2024-12-14,large,221.1,84.0,208.01,79.0,210.27,249.36,0.64,199.22,0.07,187.13,
100107,เขื่อนแควน้อยบำรุงแดน,2024-12-14,large,819.88,87.0,907.0,97.0,841.0,815.0,0.19,1297.82,2.59,1308.21,
200103,เขื่อนแม่งัดสมบูรณ์ชล,2024-12-14,large,282.13,106.0,287.62,109.0,285.73,274.34,0.37,361.52,0.37,356.41,
100108,เขื่อนแม่มอก,2024-12-14,large,95.86,87.0,106.08,96.0,93.9,93.2,,128.8,0.84,129.29,
100105,เขื่อนกิ่วลม,2024-12-14,large,103.02,97.0,104.97,99.0,95.61,102.79,1.01,945.1,0.77,925.26,
100106,เขื่อนกิ่วคอหมา,2024-12-14,large,187.79,110.0,189.28,111.0,181.94,188.47,0.11,481.19,0.38,448.79,
200205,เขื่อนอุบลรัตน์,2024-12-14,large,1921.77,79.0,2182.17,90.0,2012.85,1968.72,,3379.65,4.07,2882.95,
200204,เขื่อนจุฬาภรณ์,2024-12-14,large,117.53,72.0,140.37,86.0,130.95,143.56,0.11,77.71,,57.41,
200203,เขื่อนน้ำพุง,2024-12-14,large,80.13,49.0,136.87,83.0,129.62,87.41,,99.03,,108.93,
200212,เขื่อนสิรินธร,2024-12-14,large,1493.12,76.0,1683.23,86.0,1590.28,1620.92,,1386.71,1.02,869.58,
100208,เขื่อนลำพระเพลิง,2024-12-14,large,92.27,60.0,107.8,70.0,106.18,145.24,0.05,87.27,,83.8,
100207,เขื่อนลำตะคอง,2024-12-14,large,98.82,31.0,186.0,59.0,182.0,339.0,,80.02,0.09,96.77,
100210,เขื่อนลำแชะ,2024-12-14,large,151.85,55.0,150.0,55.0,147.0,258.0,,165.98,0.03,136.98,
100201,เขื่อนห้วยหลวง,2024-12-14,large,109.7,81.0,117.33,87.0,106.32,110.58,,245.13,0.37,200.44,
100206,เขื่อนลำปาว,2024-12-14,large,1702.75,86.0,1875.23,95.0,1771.84,1694.5,,2550.46,1.26,2138.88,
100211,เขื่อนลำนางรอง,2024-12-14,large,45.52,37.0,74.82,62.0,73.86,112.6,,60.18,,16.71,
100209,เขื่อนมูลบน,2024-12-14,large,82.27,58.0,85.0,60.0,83.0,133.0,0.03,94.53,0.09,80.9,
100202,เขื่อนน้ำอูน,2024-12-14,large,422.31,81.0,431.8,83.0,407.0,337.5,,428.39,1.24,275.17,
100301,เขื่อนป่าสักชลสิทธิ์,2024-12-14,large,862.0,90.0,907.5,95.0,802.5,846.25,,1916.8,5.2,1657.83,
100302,เขื่อนทับเสลา,2024-12-14,large,90.53,57.0,72.66,45.0,71.67,131.5,,86.27,2.17,67.64,
100303,เขื่อนกระเสียว,2024-12-14,large,209.2,70.0,103.63,35.0,95.44,297.33,0.02,232.92,0.06,79.44,
200402,เขื่อนวชิราลงกรณ,2024-12-14,large,7512.29,85.0,7744.33,87.0,7547.72,5868.19,2.26,6239.22,12.02,5810.98,
200401,เขื่อนศรีนครินทร์,2024-12-14,large,14804.9,83.0,14659.41,83.0,14603.7,15825.6,7.73,4336.69,8.05,3355.33,
100514,เขื่อนนฤบดินทรจินดา,2024-12-14,large,242.99,82.0,269.89,91.0,255.57,251.0,0.11,346.29,2.03,328.27,
100503,เขื่อนบางพระ,2024-12-14,large,103.08,88.0,87.6,75.0,83.0,107.46,,98.21,0.38,108.76,
100501,เขื่อนขุนด่านปราการชล,2024-12-14,large,208.6,93.0,214.21,96.0,186.47,204.89,0.1,309.27,1.21,276.78,
100502,เขื่อนคลองสียัด,2024-12-14,large,214.09,51.0,154.78,37.0,141.54,297.04,,238.05,2.22,145.2,
100504,เขื่อนหนองปลาไหล,2024-12-14,large,160.91,98.0,160.91,98.0,156.52,170.68,0.25,152.2,0.62,180.68,
100505,เขื่อนประแสร์,2024-12-14,large,255.48,87.0,260.6,88.0,245.61,268.24,,299.17,0.7,238.25,
200603,เขื่อนรัชชประภา,2024-12-14,large,4030.19,71.0,4432.68,79.0,4395.2,3750.77,7.64,1897.08,2.89,2109.0,
200604,เขื่อนบางลาง,2024-12-14,large,1209.51,83.0,1014.76,70.0,1245.97,1231.93,15.64,2320.35,18.51,2292.51,
200601,เขื่อนแก่งกระจาน,2024-12-14,large,491.28,69.0,441.2,62.0,422.43,493.34,0.12,693.8,1.21,572.94,
100602,เขื่อนปราณบุรี,2024-12-14,large,198.28,51.0,183.0,47.0,179.0,249.0,0.19,275.41,0.19,223.11,
rsv01,อ่างเก็บน้ำห้วยแม่ออน,2024-12-14,middle,4.485,99.01,4.622,102.03,21.424,,0.062,,0.069,,3.685
rsv02,อ่างเก็บน้ำแม่จอกหลวง,2024-12-14,middle,1.25,113.64,1.233,112.09,1.74,,0.001,,,,1.15
rsv03,อ่างเก็บน้ำห้วยมะนาว,2024-12-14,middle,3.264,75.91,3.336,77.58,1.684,,0.012,,,,3.164
rsv04,อ่างเก็บน้ำห้วยโป่งจ้อ,2024-12-14,middle,2.661,96.0,2.754,99.35,5.793,,0.006,,,,2.611
rsv05,อ่างเก็บน้ำแม่ตูบ,2024-12-14,middle,30.576,78.4,39.45,101.15,22.498,,0.008,,0.089,,30.076
rsv06,อ่างเก็บน้ำแม่โก๋น,2024-12-14,middle,5.58,100.9,5.571,100.74,25.117,,0.097,,0.096,,5.26
rsv07,อ่างเก็บน้ำห้วยเดื่อ,2024-12-14,middle,4.298,100.51,4.294,100.42,10.575,,0.019,,,,4.015
rsv08,อ่างเก็บน้ำแม่แหลงหลวง,2024-12-14,middle,3.664,100.63,1.468,40.32,6.549,,0.014,,0.017,,3.537
rsv09,อ่างเก็บน้ำแม่ข้อน,2024-12-14,middle,4.134,101.32,3.743,91.74,10.626,,0.09,,0.084,,3.784
rsv10,อ่างเก็บน้ำสันหนอง,2024-12-14,middle,1.444,99.59,1.45,100.0,6.196,,0.039,,0.044,,1.094
rsv11,อ่างเก็บน้ำแม่ทะลบหลวง,2024-12-14,middle,15.422,100.8,15.437,100.9,15.438,,0.043,,0.039,,13.122
rsv531,อ่างเก็บน้ำ แม่สะลวม,,middle,,,,,,,,,,,
rsv13,อ่างเก็บน้ำแม่ตีบ,2024-12-14,middle,9.9,99.0,8.042,80.42,8.017,,,,,,9.4
rsv14,อ่างเก็บน้ำแม่สาน,2024-12-14,middle,10.21,63.81,8.918,55.74,5.578,,,,,,9.33
rsv15,อ่างเก็บน้ำแม่ธิ,2024-12-14,middle,5.41,98.36,5.45,99.09,13.424,,,,,,5.26
rsv16,อ่างเก็บน้ำแม่เมย,2024-12-14,middle,3.54,98.33,3.648,101.33,6.253,,,,,,3.52
rsv19,อ่างเก็บน้ำห้วยช้าง,2024-12-14,middle,1.761,27.95,2.815,44.68,1.279,,0.008,,,,1.461
rsv20,อ่างเก็บน้ำแม่ต๊าก,2024-12-14,middle,5.64,43.38,6.98,53.69,15.6,,0.1,,0.04,,4.19
rsv21,อ่างเก็บน้ำแม่สรวย,2024-12-14,middle,73.0,100.0,72.919,99.89,235.981,,0.486,,0.486,,70.0
rsv483,อ่างเก็บน้ำดอยงู,2024-12-14,middle,7.154,97.07,8.119,110.16,36.849,,0.063,,0.011,,5.814
rsv22,อ่างเก็บน้ำแม่ทะ,2024-12-14,middle,2.542,100.08,2.455,96.65,5.404,,,,,,2.302
rsv23,อ่างเก็บน้ำแม่อาบ,2024-12-14,middle,6.985,92.39,7.56,100.0,8.196,,,,0.007,,6.445
rsv24,อ่างเก็บน้ำแม่ทาน,2024-12-14,middle,13.094,96.28,13.6,100.0,27.812,,,,0.066,,11.734
rsv25,อ่างเก็บน้ำห้วยสมัย,2024-12-14,middle,1.188,99.0,1.202,100.17,3.478,,,,,,1.028
rsv26,อ่างเก็บน้ำแม่พริก,2024-12-14,middle,3.728,88.76,4.202,100.05,3.657,,,,0.008,,3.328
rsv27,อ่างเก็บน้ำแม่เลียงพัฒนา,2024-12-14,middle,5.935,86.01,6.837,99.09,19.611,,0.093,,0.098,,5.135
rsv29,อ่างเก็บน้ำแม่ทรายคำ,2024-12-14,middle,1.199,96.07,1.248,100.0,12.755,,,,,,1.061
rsv30,อ่างเก็บน้ำห้วยหลวงวังวัว,2024-12-14,middle,1.536,95.4,1.61,100.0,9.33,,,,,,1.386
rsv31,อ่างเก็บน้ำห้วยแม่ค่อม,2024-12-14,middle,1.351,99.63,1.356,100.0,13.478,,,,,,1.191
rsv32,อ่างเก็บน้ำแม่ต๋ำน้อย,2024-12-14,middle,1.071,107.1,1.0,100.0,5.417,,,,,,1.001
rsv33,อ่างเก็บน้ำแม่เฟือง,2024-12-14,middle,1.132,100.0,1.132,100.0,2.658,,,,,,0.954
rsv34,อ่างเก็บน้ำแม่ไฮ,2024-12-14,middle,1.187,96.9,1.213,99.02,3.586,,,,0.001,,1.072
rsv35,อ่างเก็บน้ำแม่ธิ,2024-12-14,middle,1.551,97.55,1.531,96.29,2.563,,,,0.001,,1.446
rsv36,อ่างเก็บน้ำห้วยแม่งอน,2024-12-14,middle,1.152,90.0,1.216,95.0,15.044,,,,,,1.036
rsv37,อ่างเก็บน้ำแม่ต๋ำตอนล่าง,2024-12-14,middle,2.54,100.0,2.54,100.0,11.468,,,,,,1.849
rsv38,อ่างเก็บน้ำแม่วะ,2024-12-14,middle,5.902,100.03,5.9,100.0,39.185,,,,,,4.952
rsv39,อ่างเก็บน้ำแม่ล้อหัก,2024-12-14,middle,1.084,81.14,1.336,100.0,1.273,,,,0.002,,1.036
rsv40,อ่างเก็บน้ำแม่ทก,2024-12-14,middle,1.114,100.09,1.113,100.0,3.817,,,,,,1.06
rsv41,อ่างเก็บน้ำแม่เรียง,2024-12-14,middle,1.12,100.0,1.12,100.0,2.828,,,,,,0.782
rsv42,อ่างเก็บน้ำห้วยหลวง,2024-12-14,middle,1.26,100.0,1.26,100.0,6.201,,,,,,1.09
rsv43,อ่างเก็บน้ำแม่กึ๊ด,2024-12-14,middle,1.3,100.0,1.3,100.0,3.972,,,,,,1.14
rsv44,อ่างเก็บน้ำห้วยเกี๋ยง,2024-12-14,middle,11.278,97.22,11.124,95.9,18.415,,,,0.003,,10.678
rsv45,อ่างเก็บน้ำแม่ปอน,2024-12-14,middle,1.751,96.74,1.73,95.58,5.683,,,,0.003,,1.6
rsv46,อ่างเก็บน้ำห้วยแม่ยาว,2024-12-14,middle,3.377,97.04,3.381,97.16,11.239,,,,0.002,,3.097
rsv47,อ่างเก็บน้ำแม่ไพร,2024-12-14,middle,2.87,89.69,2.91,90.94,8.34,,,,,,2.74
rsv48,อ่างเก็บน้ำห้วยแม่สัน,2024-12-14,middle,3.495,99.15,3.476,98.61,10.654,,,,0.003,,3.455
rsv478,อ่างเก็บน้ำแม่พริก (ผาวิ่งชู้),2024-12-14,middle,31.519,86.4,36.487,100.02,34.532,,,,,,25.679
rsv479,อ่างเก็บน้ำแม่ฟ้า,2024-12-14,middle,19.61,98.44,15.922,79.93,20.253,,0.003,,0.003,,18.51
rsv523,อ่างเก็บน้ำแม่อ้อน 2,2024-12-14,middle,11.716,61.34,9.746,51.03,9.738,,0.008,,,,11.216
rsv532,อ่างเก็บน้ำ แม่อาง,,middle,,,,,,,,,,,
rsv49,อ่างเก็บน้ำห้วยแฮต,2024-12-14,middle,5.218,104.36,5.224,104.48,48.533,,0.006,,,,4.678
rsv50,อ่างเก็บน้ำน้ำแหง,2024-12-14,middle,13.053,100.41,12.792,98.4,49.525,,0.256,,0.256,,10.183
rsv51,อ่างเก็บน้ำน้ำพงษ์,2024-12-14,middle,1.335,89.6,1.45,97.32,19.687,,,,0.015,,0.965
rsv52,อ่างเก็บน้ำห้วยน้ำฮิ,2024-12-14,middle,5.843,97.38,5.771,96.18,21.632,,,,,,5.443
rsv533,อ่างเก็บน้ำ น้ำริม,,middle,,,,,,,,,,,
rsv534,อ่างเก็บน้ำ ห้วยชื่น,,middle,,,,,,,,,,,
rsv53,อ่างเก็บน้ำแม่ต๋ำ,2024-12-14,middle,34.386,82.86,37.0,89.16,43.912,,,,,,31.886
rsv54,อ่างเก็บน้ำแม่ปืม,2024-12-14,middle,43.366,86.18,24.208,48.11,38.415,,,,,,41.716
rsv480,อ่างเก็บน้ำแม่ใจ,2024-12-14,middle,3.082,102.73,2.34,78.0,1.068,,,,,,1.982
rsv522,อ่างเก็บน้ำแม่จุน,2024-12-14,middle,9.497,98.89,9.355,97.41,10.711,,,,,,9.497
