reservoir_id,reservoir_name,date,source_type,storage_current (million m^3),storage_pct_current (%),storage_prev_year_same_day (million m^3),storage_pct_prev_year_same_day (%),storage_jan1_current_year (million m^3),storage_jan1_prev_year (million m^3),inflow_daily (million m^3/day),inflow_ytd (million m^3),outflow_daily (million m^3/day),outflow_ytd (million m^3),usable_water_current (million m^3)
200102,เขื่อนสิริกิติ์,2022-10-03,large,6299.0,66.0,4204.0,44.0,4382.0,5320.0,81.25,4387.71,,2278.47,
200101,เขื่อนภูมิพล,2022-10-03,large,10063.0,75.0,6746.0,50.0,7978.0,5469.0,194.41,5833.7,1.08,3455.49,
100104,เขื่อนแม่กวงอุดมธารา,2022-10-03,large,220.55,84.0,62129.0,23623.0,85.71,110.44,1.7,390.29,0.06,60.24,
100107,เขื่อนแควน้อยบำรุงแดน,2022-10-03,large,850.0,91.0,880.0,94.0,859.0,407.04,26.07,1684.97,6.84,1670.73,
200103,เขื่อนแม่งัดสมบูรณ์ชล,2022-10-03,large,232.13,88.0,99.86,38.0,114.33,141.52,2.97,314.38,0.43,196.45,
100108,เขื่อนแม่มอก,2022-10-03,large,121.0,110.0,114.0,104.0,100.0,42.6,11.74,259.32,16.77,164.98,
100105,เขื่อนกิ่วลม,2022-10-03,large,84.03,79.0,80.01,75.0,96.84,68.43,13.41,981.45,1.37,992.58,
100106,เขื่อนกิ่วคอหมา,2022-10-03,large,165.67,97.0,99.24,58.0,140.54,75.88,9.59,470.11,0.2,440.79,
200205,เขื่อนอุบลรัตน์,2022-10-03,large,2471.43,102.0,1965.35,81.0,2071.33,1495.11,142.98,3738.8,15.1,2559.42,
200204,เขื่อนจุฬาภรณ์,2022-10-03,large,159.36,97.0,159.57,97.0,154.52,145.37,7.89,194.84,1.06,89.0,
200203,เขื่อนน้ำพุง,2022-10-03,large,86.12,52.0,83.16,50.0,93.59,87.27,1.14,98.82,0.64,86.76,
200212,เขื่อนสิรินธร,2022-10-03,large,1937.85,99.0,1565.02,80.0,1693.75,1626.06,31.84,2098.96,10.55,1323.33,
100208,เขื่อนลำพระเพลิง,2022-10-03,large,147.0,95.0,141.0,91.0,153.0,154.41,4.09,216.52,2.71,236.59,
100207,เขื่อนลำตะคอง,2022-10-03,large,311.0,99.0,266.0,85.0,325.0,345.22,6.16,338.52,0.34,292.28,
100210,เขื่อนลำแชะ,2022-10-03,large,234.0,85.0,239.0,87.0,275.0,243.38,4.02,185.58,0.98,194.36,
100201,เขื่อนห้วยหลวง,2022-10-03,large,125.0,92.0,72.0,53.0,72.08,57.8,7.28,169.43,5.83,54.14,
100206,เขื่อนลำปาว,2022-10-03,large,1686.0,85.0,970.0,49.0,1213.0,946.48,47.4,1971.12,2.61,1056.85,
100211,เขื่อนลำนางรอง,2022-10-03,large,104.52,86.0,103.0,85.0,116.0,99.13,5.55,101.55,0.45,63.86,
100209,เขื่อนมูลบน,2022-10-03,large,128.0,91.0,136.0,96.0,139.0,141.0,2.7,98.03,0.74,98.26,
100202,เขื่อนน้ำอูน,2022-10-03,large,407.0,78.0,287.0,55.0,306.0,232.75,5.05,341.85,0.11,162.88,
100301,เขื่อนป่าสักชลสิทธิ์,2022-10-03,large,846.0,88.0,1003.0,104.0,855.0,656.66,118.38,2533.14,51.89,2250.88,
100302,เขื่อนทับเสลา,2022-10-03,large,151.19,94.0,160.0,100.0,137.08,108.19,7.81,127.39,1.49,180.86,
100303,เขื่อนกระเสียว,2022-10-03,large,259.25,87.0,258.2,86.0,299.99,199.15,3.2,305.43,1.27,284.26,
200402,เขื่อนวชิราลงกรณ,2022-10-03,large,6025.08,68.0,7063.99,80.0,7491.08,4675.21,26.71,3601.2,10.37,4688.61,
200401,เขื่อนศรีนครินทร์,2022-10-03,large,14831.11,84.0,14407.93,81.0,16338.26,13191.95,75.85,4110.95,11.35,5286.46,
