流域,行政区划,河名,库名,时间,库水位(米),日变幅(米),row_order_in_screen,report_date,crawl_time_local,screen_index
珠江,广东,西枝江,白盆珠,06-20 08:00,70.56,0.47,0,2026-06-20,2026-06-20 23:43:30,0
珠江,广东,二渡河,上板桥,06-20 08:00,265.67,-1.8,1,2026-06-20,2026-06-20 23:43:30,0
珠江,广东,东江,七水库,06-20 08:00,79.67,0.06,2,2026-06-20,2026-06-20 23:43:30,0
珠江,广东,东江,红花湖,06-20 08:00,53.8,0.01,3,2026-06-20,2026-06-20 23:43:30,0
珠江,广东,黄沙水,同沙,06-13 08:00,15.47,0.01,4,2026-06-20,2026-06-20 23:43:30,0
珠江,广东,横岭水,鸡心石,06-20 08:00,50.7,0.3,5,2026-06-20,2026-06-20 23:43:30,0
珠江,广东,稿树下水,稿树下,06-20 08:00,59.12,0.09,6,2026-06-20,2026-06-20 23:43:30,0
珠江,广东,里波水,联和,06-20 08:00,52.21,0.5,7,2026-06-20,2026-06-20 23:43:30,0
珠江,广东,增江,天堂山,06-20 08:00,139.52,0.62,8,2026-06-20,2026-06-20 23:43:30,0
流溪河,广东,流溪河,流溪河,06-20 08:00,227.69,0.42,9,2026-06-20,2026-06-20 23:43:30,0
流溪河,广东,天湖水库水,天湖,06-20 08:00,231.76,0.1,10,2026-06-20,2026-06-20 23:43:30,0
流溪河,广东,沙坑,和龙,06-20 08:00,35.3,0.01,11,2026-06-20,2026-06-20 23:43:30,0
珠江,广东,沙河,显岗,06-20 08:00,22.28,0.1,12,2026-06-20,2026-06-20 23:43:30,0
流溪河,广东,流溪河,黄龙带,06-20 08:00,163.82,0.02,13,2026-06-20,2026-06-20 23:43:30,0
珠江,广东,茅洲河,罗田,05-21 08:00,30.95,0.1,14,2026-06-20,2026-06-20 23:43:30,0
珠江,广东,西乡水,铁岗,05-21 08:00,23.05,0.23,15,2026-06-20,2026-06-20 23:43:30,0
珠江,广东,南头河,西沥,01-21 08:00,27.34,,16,2026-06-20,2026-06-20 23:43:30,0
珠江,广东,深圳水,深圳,06-20 08:00,27.16,-0.43,17,2026-06-20,2026-06-20 23:43:30,0
珠江,广东,新洲河,梅林,06-20 08:00,50.06,,18,2026-06-20,2026-06-20 23:43:30,0
珠江,广东,龙岗河,松子坑,06-20 08:00,60.08,0.18,19,2026-06-20,2026-06-20 23:43:30,0
珠江,广东,莲塘水,宝鸭仔,06-20 08:00,34.55,0.45,20,2026-06-20,2026-06-20 23:43:30,0
珠江,广东,沙坪水,四堡,06-20 08:00,67.03,0.41,21,2026-06-20,2026-06-20 23:43:30,0
珠江,广东,小隐涌,长江,06-20 08:00,25.13,0.26,22,2026-06-20,2026-06-20 23:43:30,0
珠江,广东,潭江,锦江,06-20 08:00,93.56,0.71,23,2026-06-20,2026-06-20 23:43:30,0
珠江,广东,鹤洲水,大沙河,06-20 08:00,33.68,0.47,24,2026-06-20,2026-06-20 23:43:30,0
珠江,广东,镇海水,镇海,06-20 08:00,25.13,0.61,0,2026-06-20,2026-06-20 23:43:30,1
珠江,广东,大镜山溪,大镜山,06-20 08:00,17.44,0.12,1,2026-06-20,2026-06-20 23:43:30,1
韩江,广东,五华河,益塘,06-20 08:00,148.96,0.05,2,2026-06-20,2026-06-20 23:43:30,1
韩江,广东,和山河,和山岩,06-20 08:00,151.97,-0.19,3,2026-06-20,2026-06-20 23:43:30,1
韩江,福建,汀江,棉花滩水库,06-20 08:00,166.54,0.55,4,2026-06-20,2026-06-20 23:43:30,1
韩江,广东,汀江,青溪,06-20 08:00,71.06,0.05,5,2026-06-20,2026-06-20 23:43:30,1
韩江,广东,程江,梅西,06-20 08:00,167.4,-0.04,6,2026-06-20,2026-06-20 23:43:30,1
韩江,广东,凤凰溪,凤溪,06-20 08:00,420.69,0.22,7,2026-06-20,2026-06-20 23:43:30,1
粤东沿海诸河,广东,五经富水,龙颈（上）,06-20 08:00,92.27,0.6,8,2026-06-20,2026-06-20 23:43:30,1
粤东沿海诸河,广东,五经富水,龙颈(下),06-20 08:00,53.53,0.46,9,2026-06-20,2026-06-20 23:43:30,1
粤东沿海诸河,广东,小龙溪,小龙溪,06-20 08:00,57.02,0.14,10,2026-06-20,2026-06-20 23:43:30,1
粤东沿海诸河,广东,龙溪水,龙溪一级,06-20 08:00,180.29,-0.11,11,2026-06-20,2026-06-20 23:43:30,1
粤东沿海诸河,广东,龙溪水,龙溪二级,06-20 08:00,65.85,0.54,12,2026-06-20,2026-06-20 23:43:30,1
粤东沿海诸河,广东,锣鼓水,红场,06-20 08:00,249.02,0.05,13,2026-06-20,2026-06-20 23:43:30,1
粤东沿海诸河,广东,金溪河,上金溪,06-20 08:00,88.2,0.31,14,2026-06-20,2026-06-20 23:43:30,1
粤东沿海诸河,广东,三坑溪,上三坑,06-20 08:00,167.3,0.9,15,2026-06-20,2026-06-20 23:43:30,1
粤东沿海诸河,广东,练江,白沙溪,06-20 08:00,370.55,0.55,16,2026-06-20,2026-06-20 23:43:30,1
粤东沿海诸河,广东,雷岭河,镇北,06-20 08:00,45.19,-0.09,17,2026-06-20,2026-06-20 23:43:30,1
粤东沿海诸河,广东,雷岭河,蜈蚣岭,06-20 08:00,50.85,0.23,18,2026-06-20,2026-06-20 23:43:30,1
粤东沿海诸河,广东,黄江,朝面山,06-20 08:00,204.73,0.96,19,2026-06-20,2026-06-20 23:43:30,1
粤东沿海诸河,广东,横江水,横江,06-20 08:00,69.06,0.12,20,2026-06-20,2026-06-20 23:43:30,1
