流域,行政区划,河名,库名,时间,库水位(米),日变幅(米),screen_index,crawl_time_local,report_date,row_order_in_screen
珠江,广东,西枝江,白盆珠,06-26 08:00,70.91,-0.03,0,2026-06-27 02:26:52,2026-06-26,0
珠江,广东,二渡河,上板桥,06-26 08:00,267.61,0.15,0,2026-06-27 02:26:52,2026-06-26,1
珠江,广东,东江,七水库,06-26 08:00,79.94,-0.08,0,2026-06-27 02:26:52,2026-06-26,2
珠江,广东,东江,红花湖,06-26 08:00,53.82,0.01,0,2026-06-27 02:26:52,2026-06-26,3
珠江,广东,黄沙水,同沙,06-13 08:00,15.47,0.01,0,2026-06-27 02:26:52,2026-06-26,4
珠江,广东,横岭水,鸡心石,06-26 08:00,51.55,0.25,0,2026-06-27 02:26:52,2026-06-26,5
珠江,广东,稿树下水,稿树下,06-26 08:00,58.9,0.01,0,2026-06-27 02:26:52,2026-06-26,6
珠江,广东,里波水,联和,06-26 08:00,52.89,0.24,0,2026-06-27 02:26:52,2026-06-26,7
珠江,广东,增江,天堂山,06-26 08:00,140.65,0.13,0,2026-06-27 02:26:52,2026-06-26,8
流溪河,广东,流溪河,流溪河,06-26 08:00,228.54,0.17,0,2026-06-27 02:26:52,2026-06-26,9
流溪河,广东,天湖水库水,天湖,06-26 08:00,232.14,0.22,0,2026-06-27 02:26:52,2026-06-26,10
流溪河,广东,沙坑,和龙,06-26 08:00,35.47,0.01,0,2026-06-27 02:26:52,2026-06-26,11
珠江,广东,沙河,显岗,06-26 08:00,22.05,0.05,0,2026-06-27 02:26:52,2026-06-26,12
流溪河,广东,流溪河,黄龙带,06-26 08:00,164.24,0.32,0,2026-06-27 02:26:52,2026-06-26,13
珠江,广东,茅洲河,罗田,05-21 08:00,30.95,0.1,0,2026-06-27 02:26:52,2026-06-26,14
珠江,广东,西乡水,铁岗,05-21 08:00,23.05,0.23,0,2026-06-27 02:26:52,2026-06-26,15
珠江,广东,南头河,西沥,01-21 08:00,27.34,,0,2026-06-27 02:26:52,2026-06-26,16
珠江,广东,深圳水,深圳,06-26 08:00,27.29,-0.16,0,2026-06-27 02:26:52,2026-06-26,17
珠江,广东,新洲河,梅林,06-26 08:00,49.86,-0.04,0,2026-06-27 02:26:52,2026-06-26,18
珠江,广东,龙岗河,松子坑,06-26 08:00,61.04,0.12,0,2026-06-27 02:26:52,2026-06-26,19
珠江,广东,莲塘水,宝鸭仔,06-26 08:00,33.2,-0.02,0,2026-06-27 02:26:52,2026-06-26,20
珠江,广东,沙坪水,四堡,06-26 08:00,67.47,0.05,0,2026-06-27 02:26:52,2026-06-26,21
珠江,广东,小隐涌,长江,06-26 08:00,24.57,-0.07,0,2026-06-27 02:26:52,2026-06-26,22
珠江,广东,潭江,锦江,06-26 08:00,93.81,-0.03,0,2026-06-27 02:26:52,2026-06-26,23
珠江,广东,鹤洲水,大沙河,06-26 08:00,33.68,-0.02,0,2026-06-27 02:26:52,2026-06-26,24
珠江,广东,镇海水,镇海,06-26 08:00,25.11,-0.01,1,2026-06-27 02:26:52,2026-06-26,0
珠江,广东,大镜山溪,大镜山,06-26 08:00,17.53,-0.01,1,2026-06-27 02:26:52,2026-06-26,1
韩江,广东,五华河,益塘,06-26 08:00,148.62,-0.09,1,2026-06-27 02:26:52,2026-06-26,2
韩江,广东,和山河,和山岩,06-26 08:00,151.86,-0.05,1,2026-06-27 02:26:52,2026-06-26,3
韩江,福建,汀江,棉花滩水库,06-26 08:00,167.53,0.25,1,2026-06-27 02:26:52,2026-06-26,4
韩江,广东,汀江,青溪,06-26 08:00,70.39,-1.2,1,2026-06-27 02:26:52,2026-06-26,5
韩江,广东,程江,梅西,06-26 08:00,166.53,0.13,1,2026-06-27 02:26:52,2026-06-26,6
韩江,广东,凤凰溪,凤溪,06-26 08:00,420.02,-0.16,1,2026-06-27 02:26:52,2026-06-26,7
