流域,行政区划,河名,库名,时间,库水位(米),日变幅(米),row_order_in_screen,report_date,crawl_time_local,screen_index
珠江,广东,西枝江,白盆珠,04-23 08:00,64.99,0.01,0,2026-04-23,2026-04-22 20:01:02,0
珠江,广东,二渡河,上板桥,04-23 08:00,264.93,-0.09,1,2026-04-23,2026-04-22 20:01:02,0
珠江,广东,东江,七水库,04-23 08:00,78.5,0.02,2,2026-04-23,2026-04-22 20:01:02,0
珠江,广东,东江,红花湖,04-23 08:00,53.19,0.01,3,2026-04-23,2026-04-22 20:01:02,0
珠江,广东,黄沙水,同沙,04-23 08:00,15.58,-0.01,4,2026-04-23,2026-04-22 20:01:02,0
珠江,广东,横岭水,鸡心石,04-23 08:00,49.35,-0.05,5,2026-04-23,2026-04-22 20:01:02,0
珠江,广东,稿树下水,稿树下,04-23 08:00,56.81,-0.01,6,2026-04-23,2026-04-22 20:01:02,0
珠江,广东,里波水,联和,04-23 08:00,46.04,-0.03,7,2026-04-23,2026-04-22 20:01:02,0
珠江,广东,增江,天堂山,04-23 08:00,136.66,-0.13,8,2026-04-23,2026-04-22 20:01:02,0
流溪河,广东,流溪河,流溪河,04-23 08:00,224.81,-0.21,9,2026-04-23,2026-04-22 20:01:02,0
流溪河,广东,天湖水库水,天湖,04-23 08:00,228.86,-0.08,10,2026-04-23,2026-04-22 20:01:02,0
流溪河,广东,沙坑,和龙,04-23 08:00,34.34,-0.03,11,2026-04-23,2026-04-22 20:01:02,0
珠江,广东,沙河,显岗,04-23 08:00,20.22,,12,2026-04-23,2026-04-22 20:01:02,0
流溪河,广东,流溪河,黄龙带,04-23 08:00,160.35,-0.06,13,2026-04-23,2026-04-22 20:01:02,0
珠江,广东,茅洲河,罗田,04-23 08:00,29.22,-0.09,14,2026-04-23,2026-04-22 20:01:02,0
珠江,广东,西乡水,铁岗,04-23 08:00,22.17,-0.01,15,2026-04-23,2026-04-22 20:01:02,0
珠江,广东,南头河,西沥,01-21 08:00,27.34,,16,2026-04-23,2026-04-22 20:01:02,0
珠江,广东,深圳水,深圳,04-23 08:00,27.19,-0.31,17,2026-04-23,2026-04-22 20:01:02,0
珠江,广东,新洲河,梅林,04-23 08:00,49.53,-0.01,18,2026-04-23,2026-04-22 20:01:02,0
珠江,广东,龙岗河,松子坑,04-23 08:00,58.03,-0.16,19,2026-04-23,2026-04-22 20:01:02,0
珠江,广东,莲塘水,宝鸭仔,04-23 08:00,30.28,-0.01,20,2026-04-23,2026-04-22 20:01:02,0
珠江,广东,沙坪水,四堡,04-23 08:00,63.81,-0.09,21,2026-04-23,2026-04-22 20:01:02,0
珠江,广东,小隐涌,长江,04-23 08:00,22.46,-0.02,22,2026-04-23,2026-04-22 20:01:02,0
珠江,广东,潭江,锦江,04-23 08:00,84.07,-0.04,23,2026-04-23,2026-04-22 20:01:02,0
珠江,广东,鹤洲水,大沙河,04-23 08:00,30.06,-0.01,24,2026-04-23,2026-04-22 20:01:02,0
珠江,广东,大镜山溪,大镜山,04-23 08:00,16.33,-0.05,0,2026-04-23,2026-04-22 20:01:02,1
韩江,广东,五华河,益塘,04-23 08:00,145.02,0.02,1,2026-04-23,2026-04-22 20:01:02,1
韩江,广东,和山河,和山岩,04-23 08:00,151.75,-0.05,2,2026-04-23,2026-04-22 20:01:02,1
韩江,福建,汀江,棉花滩水库,04-22 08:00,157.01,-0.35,3,2026-04-23,2026-04-22 20:01:02,1
韩江,广东,汀江,青溪,04-23 08:00,72.35,0.17,4,2026-04-23,2026-04-22 20:01:02,1
韩江,广东,程江,梅西,04-23 08:00,164.72,0.16,5,2026-04-23,2026-04-22 20:01:02,1
韩江,广东,凤凰溪,凤溪,04-23 08:00,407.85,-0.04,6,2026-04-23,2026-04-22 20:01:02,1
粤东沿海诸河,广东,五经富水,龙颈（上）,04-23 08:00,88.83,-0.01,7,2026-04-23,2026-04-22 20:01:02,1
粤东沿海诸河,广东,五经富水,龙颈(下),04-23 08:00,53.53,0.02,8,2026-04-23,2026-04-22 20:01:02,1
粤东沿海诸河,广东,小龙溪,小龙溪,04-23 08:00,52.37,−0.08,9,2026-04-23,2026-04-22 20:01:02,1
粤东沿海诸河,广东,龙溪水,龙溪一级,04-23 08:00,171.44,-0.02,10,2026-04-23,2026-04-22 20:01:02,1
粤东沿海诸河,广东,龙溪水,龙溪二级,04-23 08:00,57.86,-0.16,11,2026-04-23,2026-04-22 20:01:02,1
粤东沿海诸河,广东,锣鼓水,红场,04-23 08:00,240.74,-0.17,12,2026-04-23,2026-04-22 20:01:02,1
粤东沿海诸河,广东,金溪河,上金溪,04-23 08:00,85.28,-0.09,13,2026-04-23,2026-04-22 20:01:02,1
粤东沿海诸河,广东,三坑溪,上三坑,04-23 08:00,153.1,0.05,14,2026-04-23,2026-04-22 20:01:02,1
粤东沿海诸河,广东,练江,白沙溪,04-23 08:00,364.73,-0.07,15,2026-04-23,2026-04-22 20:01:02,1
粤东沿海诸河,广东,雷岭河,镇北,04-23 08:00,44.04,-0.02,16,2026-04-23,2026-04-22 20:01:02,1
