station_id,station_name,station_type,country,admin_unit,division,river_basin,lat,lon,normal_level (m),alert_level (m),warning_level (m),danger_level (m),wl_datum (based on),source_agency,source_url,last_updated
MY_DIDSRWK_101425,Rumah Keseng,Rainfall,Malaysia,Sarawak,Bintulu,Batang Tatau,2.730030805350670,113.0844000,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101426,Rumah Luang,Rainfall,Malaysia,Sarawak,Bintulu,Batang Kemena,3.206917,113.365778,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101427,Rumah Maja,Rainfall,Malaysia,Sarawak,Bintulu,Batang Tatau,2.543722,113.031333,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101432,Samarahan Estate,Rainfall,Malaysia,Sarawak,Serian,Batang Samarahan,1.303027778,110.5464444,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101433,Sampadi Laut,Rainfall,Malaysia,Sarawak,Kuching,Sungai Sampadi,1.690167,110.012583,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101441,Sekuau,Rainfall,Malaysia,Sarawak,Sibu,Batang Oya,2.356027778,112.1265833,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101444,Semera,Rainfall,Malaysia,Sarawak,Samarahan,Batang Samarahan,1.555361111,110.6740833,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101445,Semongok,Rainfall,Malaysia,Sarawak,Kuching,Sungai Sarawak,1.388944444,110.3297222,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101446,Semuja Nonok,Rainfall,Malaysia,Sarawak,Serian,Batang Sadong,1.110722222,110.6035,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101447,Sessang II ,Rainfall,Malaysia,Sarawak,Betong,Sungai Krian,1.925944444,111.157,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101448,Setuan,Rainfall,Malaysia,Sarawak,Limbang,Sungai Limbang,4.263031,115.067638,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101452,Similajau Estate,Rainfall,Malaysia,Sarawak,Bintulu,Sungai Similajau,3.375470912301650,113.4127770,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101454,Sri Aman Telemetry,Combine,Malaysia,Sarawak,Sri Aman,Batang Lupar,1.240458,111.461542,,4.90,5.20,5.50,Mean Sea Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101455,Stumbin,Rainfall,Malaysia,Sarawak,Sri Aman,Batang Lupar,1.3005,111.3919167,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101456,Subis 1,Rainfall,Malaysia,Sarawak,Miri,Sungai Niah,3.809833333,113.8515,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101459,Sungai Arau,Rainfall,Malaysia,Sarawak,Sibu,Batang Mukah,2.307361111,112.5703056,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101461,Sungai Bawan,Combine,Malaysia,Sarawak,Mukah,Batang Balingian,2.818972222,112.5622778,1.90,3.50,4.40,4.70,Assumed Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101465,Sungai China,Rainfall,Malaysia,Sarawak,Kuching,Sungai Sibu Laut,1.612528,110.196611,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101473,Sungai Pinang,Rainfall,Malaysia,Sarawak,Serian,Batang Sadong,1.079222222,110.882,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101480,Sungai Talau,Rainfall,Malaysia,Sarawak,Mukah,Batang Oya,2.820027778,111.9140556,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101483,Tamin,Combine,Malaysia,Sarawak,Sibu,Batang Oya,2.50919444444444,112.073861111111,5.00,7.00,7.50,8.50,Mean Sea Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101485,Tanjung Jaye,Rainfall,Malaysia,Sarawak,Miri,Batang Baram,4.564699725146140,114.0408810,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101489,Tebakang,Rainfall,Malaysia,Sarawak,Serian,Batang Sadong,1.097056,110.502528,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101493,Temudok,Rainfall,Malaysia,Sarawak,Sri Aman,Batang Lupar,1.159583333,111.4645,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101495,Tusut,Rainfall,Malaysia,Sarawak,Sibu,Batang Oya,2.342611111,112.1690278,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101497,Ulu Maong,Rainfall,Malaysia,Sarawak,Kuching,Sungai Sarawak,1.5185,110.341722,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101500,Ulu Sungai Pelugau,Rainfall,Malaysia,Sarawak,Sibu,Batang Balingian,2.576333333,112.6487778,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101504,Long Terawan,Rainfall,Malaysia,Sarawak,Miri,Batang Baram,3.985722222,114.6310556,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101515,RTB Bau,Water,Malaysia,Sarawak,Kuching,Sungai Sarawak,1.420892276817370,110.1534220,10.00,12.46,12.58,12.86,Assumed Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101516,Buso,Water,Malaysia,Sarawak,Kuching,Sungai Sarawak,1.452002788865960,110.1835360,1.80,8.00,10.20,10.70,Assumed Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101526,Sungai Sebatang,Combine,Malaysia,Sarawak,Bintulu,Batang Kemena,3.251858341736080,113.0823230,2.00,3.26,4.00,4.26,Assumed Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101531,Telok Ngelengkung,Combine,Malaysia,Sarawak,Kapit,Batang Rajang,1.821017,113.711767,4.60,11.30,12.30,13.50,Assumed Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101065,Long Sambop,Rainfall,Malaysia,Sarawak,Kapit,Batang Rajang,2.917861111,113.9175278,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101281,Long Sambop B,Combine,Malaysia,Sarawak,Kapit,Batang Rajang,2.941916667,113.9327222,6.00,15.86,16.85,19.12,Assumed Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
