station_id,station_name,station_type,country,admin_unit,division,river_basin,lat,lon,normal_level (m),alert_level (m),warning_level (m),danger_level (m),wl_datum (based on),source_agency,source_url,last_updated
MY_DIDSRWK_101160,Long Lama,Combine,Malaysia,Sarawak,Miri,Batang Baram,3.761686,114.404146,7.65,14.15,15.15,15.45,Mean Sea Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101161,Marudi,Combine,Malaysia,Sarawak,Miri,Batang Baram,4.177386,114.314431,2.00,2.79,3.09,3.25,Mean Sea Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 04:43:00
MY_DIDSRWK_101162,Limbang DID,Combine,Malaysia,Sarawak,Limbang,Sungai Limbang,4.74486111111111,115.001444444444,,1.10,1.20,1.30,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101163,Lawas Airfield,Rainfall,Malaysia,Sarawak,Limbang,Batang Lawas,4.84630555555555,115.40675,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101164,Kuala Lawas,Combine,Malaysia,Sarawak,Limbang,Batang Lawas,4.955324,115.430762,,1.00,1.20,1.38,Mean Sea Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101166,Sungai Sibuti,Rainfall,Malaysia,Sarawak,Miri,Sungai Sibuti,3.97805555555555,113.946333333333,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101167,Kuala Similajau,Rainfall,Malaysia,Sarawak,Bintulu,Sungai Similajau,3.524527778,113.3257778,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101168,Sungai Similajau,Water,Malaysia,Sarawak,Bintulu,Sungai Similajau,3.44075,113.37708,4.00,8.00,9.00,12.00,Mean Sea Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101169,Kuala Binyo,Combine,Malaysia,Sarawak,Bintulu,Batang Kemena,3.024833333,113.4585556,4.00,5.20,5.80,6.00,Assumed Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101170,Panai Binion,Rainfall,Malaysia,Sarawak,Bintulu,Batang Kemena,2.9540861,113.4726472,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101171,Sungai Sibiu,Combine,Malaysia,Sarawak,Bintulu,Batang Kemena,3.190888889,113.0921944,,3.30,4.30,5.30,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101172,Rumah Bansa,Rainfall,Malaysia,Sarawak,Bintulu,Batang Kemena,3.055083333,113.48175,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101173,Tubau,Combine,Malaysia,Sarawak,Bintulu,Batang Kemena,3.160777778,113.7095556,3.00,6.20,6.80,7.50,Assumed Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101174,Bintulu / Belaga Road,Combine,Malaysia,Sarawak,Bintulu,Batang Kemena,3.00911,113.5546898,3.00,9.65,10.15,10.65,Assumed Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101175,Sangan,Rainfall,Malaysia,Sarawak,Bintulu,Batang Tatau,2.7656833,112.975925,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101176,Rumah Gerina,Rainfall,Malaysia,Sarawak,Bintulu,Batang Tatau,2.527694444,112.9123889,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101180,Kabong,Rainfall,Malaysia,Sarawak,Betong,Sungai Krian,1.810956,111.116425,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101181,Roban,Combine,Malaysia,Sarawak,Betong,Sungai Krian,1.8790277777777777,111.29366666666667,,4.60,5.00,5.20,Assumed Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101182,Saratok DID,Rainfall,Malaysia,Sarawak,Betong,Sungai Krian,1.758194444,111.3442778,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101183,Kaki Wong,Combine,Malaysia,Sarawak,Betong,Sungai Krian,1.736861,111.456639,,5.13,5.73,6.33,Assumed Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101190,Betong,Combine,Malaysia,Sarawak,Betong,Batang Saribas,1.42219444444444,111.543777777777,,4.86,5.16,5.76,Assumed Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101191,Batu Danau,Rainfall,Malaysia,Sarawak,Betong,Batang Saribas,1.601,111.5595556,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101192,Debak,Rainfall,Malaysia,Sarawak,Betong,Batang Saribas,1.562333333,111.4184722,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101193,Maludam,Rainfall,Malaysia,Sarawak,Betong,Sungai Maludam,1.660958,111.038028,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101194,Nanga Lubau,Combine,Malaysia,Sarawak,Betong,Batang Saribas,1.495861111,111.5916389,1.25,9.32,10.32,10.92,Assumed Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101195,Nanga Tiga,Rainfall,Malaysia,Sarawak,Betong,Batang Saribas,1.607027778,111.6999167,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101196,Pusa,Combine,Malaysia,Sarawak,Betong,Batang Saribas,1.615806,111.287889,,2.62,3.22,3.82,Mean Sea Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101197,Nanga Samu,Water,Malaysia,Sarawak,Betong,Batang Saribas,1.553472222,111.5290278,1.45,7.49,8.09,9.79,Assumed Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101200,Enteban 2,Combine,Malaysia,Sarawak,Sri Aman,Batang Lupar,1.327138889,111.6367778,3.52,8.00,9.00,10.00,Mean Sea Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101202,Nanga Delok,Combine,Malaysia,Sarawak,Sri Aman,Batang Lupar,1.23251,112.02142,15.00,23.25,23.75,24.05,Assumed Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101203,Nanga Entalau,Rainfall,Malaysia,Sarawak,Sri Aman,Batang Lupar,1.4565,111.7901944,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101205,Nanga Tutong II,Rainfall,Malaysia,Sarawak,Sri Aman,Batang Lupar,1.235833333,111.9309167,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101206,Pantu,Combine,Malaysia,Sarawak,Sri Aman,Batang Lupar,1.149139,111.118074,1.80,4.90,5.58,6.30,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101207,Bau Sungai,Combine,Malaysia,Sarawak,Sri Aman,Batang Lupar,1.55375,111.8269444,13.00,16.00,17.00,20.00,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101210,Lundu,Rainfall,Malaysia,Sarawak,Kuching,Batang Kayan,1.670608,109.857909,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101211,Samunsam,Rainfall,Malaysia,Sarawak,Kuching,Sungai Samunsam,1.952,109.6454722,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101212,Sematan,Rainfall,Malaysia,Sarawak,Kuching,Sungai Sematan,1.809305556,109.7763611,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101213,Ulu Batang Kayan,Combine,Malaysia,Sarawak,Kuching,Batang Kayan,1.502602,109.923775,6.00,13.00,14.00,15.00,Mean Sea Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101220,Asa Jaya ,Rainfall,Malaysia,Sarawak,Samarahan,Batang Samarahan,1.544527778,110.60925,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101221,Balai Ringin,Rainfall,Malaysia,Sarawak,Serian,Batang Sadong,1.048555556,110.7488611,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101222,Batu Gong,Water,Malaysia,Sarawak,Serian,Batang Samarahan,1.34501,110.44348,2.41,4.56,5.90,6.50,Mean Sea Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101223,Kampung Similang,Rainfall,Malaysia,Sarawak,Kuching,Sungai Sarawak,1.608166667,110.5011111,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101224,Sadong Jaya,Rainfall,Malaysia,Sarawak,Samarahan,Batang Sadong,1.509083333,110.7410556,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101225,Simunjan,Rainfall,Malaysia,Sarawak,Samarahan,Batang Sadong,1.395527778,110.7506111,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101250,Malihah,Combine,Malaysia,Sarawak,Kuching,Sungai Sarawak,1.551388889,110.2426389,3.42,6.80,7.10,7.40,Assumed Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101251,Batu Kawa Bridge,Combine,Malaysia,Sarawak,Kuching,Sungai Sarawak,1.508666667,110.2703056,0.00,2.50,3.00,4.20,Mean Sea Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101252,Sungai Tengah,Combine,Malaysia,Sarawak,Kuching,Sungai Sarawak,1.559222222,110.2205833,5.00,7.10,7.40,7.70,Assumed Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101253,Maong Tengah Kiri,Combine,Malaysia,Sarawak,Kuching,Sungai Sarawak,1.532861111,110.3244722,0.20,3.00,4.00,4.40,Mean Sea Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101254,Padungan,Combine,Malaysia,Sarawak,Kuching,Sungai Sarawak,1.55448,110.369453,0.50,2.60,2.81,3.30,Assumed Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101255,Barrage,Combine,Malaysia,Sarawak,Kuching,Sungai Sarawak,1.57601,110.40928,0.80,2.80,2.92,3.20,Assumed Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101256,Satok B,Combine,Malaysia,Sarawak,Kuching,Sungai Sarawak,1.55914,110.32812,0.27,2.40,2.52,2.80,Assumed Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101257,Sungai Pedid,Combine,Malaysia,Sarawak,Kuching,Sungai Sarawak,1.296376,110.0889,14.25,20.53,20.71,21.13,Assumed Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101258,Sungai Opar,Combine,Malaysia,Sarawak,Kuching,Sungai Sarawak,1.441741,110.075529,11.80,15.83,16.01,16.43,Assumed Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101259,Bau Bridge,Combine,Malaysia,Sarawak,Kuching,Sungai Sarawak,1.423944,110.150028,5.30,12.46,12.58,12.86,Assumed Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101260,Aman 5 Bridge,Combine,Malaysia,Sarawak,Kuching,Sungai Sarawak,1.181909,110.259851,31.20,37.40,37.58,38.00,Assumed Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101261,Sarawak Maritime,Combine,Malaysia,Sarawak,Sibu,Batang Rajang,2.270944,111.8424,,2.80,2.95,3.30,Mean Sea Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101262,Express Terminal,Combine,Malaysia,Sarawak,Sibu,Batang Rajang,2.285573,111.829498,,2.50,2.62,2.90,Mean Sea Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101263,Kapit Town,Combine,Malaysia,Sarawak,Kapit,Batang Rajang,2.017194,112.937028,6.25,11.90,14.55,15.30,Assumed Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101264,Jabatan Laut,Combine,Malaysia,Sarawak,Sibu,Batang Rajang,2.336197,111.818406,,2.30,2.48,2.90,Mean Sea Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101265,Sungai Bidut,Combine,Malaysia,Sarawak,Sibu,Batang Rajang,2.275444,111.80725,,2.80,2.98,3.40,Mean Sea Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101266,Lebaan,Combine,Malaysia,Sarawak,Sibu,Batang Rajang,2.292417,111.676444,,3.40,4.15,4.90,Mean Sea Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101267,Stabau,Combine,Malaysia,Sarawak,Sibu,Batang Rajang,2.213427,111.911867,,3.50,3.74,4.30,Mean Sea Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101268,Kanowit Town,Combine,Malaysia,Sarawak,Sibu,Batang Rajang,2.100611,112.158028,1.80,4.59,4.89,5.59,Mean Sea Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101269,Durin Bazaar,Combine,Malaysia,Sarawak,Sibu,Batang Rajang,2.13931,111.97293,,3.50,3.80,4.50,Mean Sea Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101270,Sungai Seduan,Combine,Malaysia,Sarawak,Sibu,Batang Rajang,2.286222222,111.880750000,0.00,3.40,3.70,4.00,Mean Sea Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101271,Ulu Sungai Merah,Combine,Malaysia,Sarawak,Sibu,Batang Rajang,2.32660,111.85323,,2.20,2.29,2.50,Mean Sea Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101272,Sungai Teku,Combine,Malaysia,Sarawak,Sibu,Batang Rajang,2.348417,111.870139,,2.60,2.78,3.20,Mean Sea Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101273,Rantau Panjang B,Combine,Malaysia,Sarawak,Sibu,Batang Rajang,2.4185,111.828389,,2.00,2.18,2.60,Mean Sea Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101274,Permai Jaya,Combine,Malaysia,Sarawak,Sibu,Batang Rajang,2.312111111,111.878388889,0.00,3.10,3.40,3.70,Mean Sea Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101275,Selangau B,Combine,Malaysia,Sarawak,Sibu,Batang Mukah,2.522944,112.323944,14.00,16.90,17.20,17.90,Mean Sea Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101276,Stapang B,Combine,Malaysia,Sarawak,Sibu,Batang Oya,2.398389,112.139389,10.00,12.20,13.20,14.20,Assumed Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101277,Nanga Lemai B,Combine,Malaysia,Sarawak,Sibu,Batang Balingian,2.686972,112.504778,,2.80,3.10,3.80,Assumed Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101278,Nanga Sebatu,Combine,Malaysia,Sarawak,Kapit,Batang Rajang,2.00686,112.67832,5.00,11.00,14.00,15.00,Assumed Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101279,Nanga Kabah,Combine,Malaysia,Sarawak,Sibu,Batang Rajang,2.055500,112.339306,,6.29,7.04,7.79,Assumed Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101280,Giam Pasang B,Combine,Malaysia,Sarawak,Kapit,Batang Rajang,2.739416667,113.7904167,3.00,5.00,5.50,6.00,Assumed Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101282,Punan Bah B,Combine,Malaysia,Sarawak,Kapit,Batang Rajang,2.382833333,113.3515833,5.37,9.00,10.00,11.00,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101283,Gaat B,Combine,Malaysia,Sarawak,Kapit,Batang Rajang,1.896,113.4249444,32.00,42.50,44.50,46.50,Assumed Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101286,8th Mile,Water,Malaysia,Sarawak,Samarahan,Sungai Sarawak,1.445222,110.328139,6.04,7.04,8.64,9.45,Mean Sea Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101287,Asajaya Water Intake,Water,Malaysia,Sarawak,Samarahan,Batang Samarahan,1.515833333,110.6086389,1.95,3.62,4.12,4.72,Mean Sea Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101289,Ba Kelalan,Rainfall,Malaysia,Sarawak,Limbang,Batang Trusan,3.974547471003870,115.6185520,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101296,Batu Lintang,Rainfall,Malaysia,Sarawak,Sri Aman,Batang Lupar,1.018138889,111.5558333,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101301,Bekenu,Combine,Malaysia,Sarawak,Miri,Sungai Sibuti,4.05875,113.8479167,0.50,1.00,1.20,1.50,Mean Sea Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101305,Benawa,Combine,Malaysia,Sarawak,Miri,Batang Baram,4.019694000000000,114.3493610,3.50,6.00,7.00,8.00,Assumed Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101308,Bintulu New Airport,Rainfall,Malaysia,Sarawak,Bintulu,Batang Kemena,3.119833,113.024583,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101317,Dana,Rainfall,Malaysia,Sarawak,Mukah,Batang Balingian,2.820861111,112.3374444,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 04:43:00
MY_DIDSRWK_101318,Dragon School,Rainfall,Malaysia,Sarawak,Serian,Batang Samarahan,1.274919,110.419953,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101319,Engkilili JKR Wharf,Combine,Malaysia,Sarawak,Sri Aman,Batang Lupar,1.138306,111.668389,7.11,8.80,9.43,9.79,Assumed Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101327,JPS Beladin,Rainfall,Malaysia,Sarawak,Betong,Batang Saribas,1.6361688,111.2017927,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101328,JPS Bintulu,Rainfall,Malaysia,Sarawak,Bintulu,Batang Kemena,3.189091675647950,113.0521190,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101330,JPS Samarahan,Rainfall,Malaysia,Sarawak,Samarahan,Batang Samarahan,1.461944444,110.4883611,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101335,Kampung Baru,Rainfall,Malaysia,Sarawak,Samarahan,Batang Samarahan,1.491527778,110.5046944,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101337,Kampung Gayu,Rainfall,Malaysia,Sarawak,Serian,Batang Samarahan,1.217361111,110.3458611,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101341,Kampung Sangkalan Pasir,Rainfall,Malaysia,Sarawak,Samarahan,Batang Sadong,1.261055556,110.8948333,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101344,Karabungan,Rainfall,Malaysia,Sarawak,Miri,Sungai Niah,3.862777778,113.8255556,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101345,Kebuloh,Rainfall,Malaysia,Sarawak,Miri,Sungai Sibuti,4.117996030684950,113.9606770,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101346,Ketup,Rainfall,Malaysia,Sarawak,Samarahan,Batang Samarahan,1.547972222,110.5302778,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101347,Klauh,Rainfall,Malaysia,Sarawak,Sri Aman,Batang Lupar,1.035527778,111.4298611,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101349,Kerangan Trusan,Rainfall,Malaysia,Sarawak,Serian,Batang Sadong,1.002722222,110.7305556,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101361,Lingga,Rainfall,Malaysia,Sarawak,Sri Aman,Batang Lupar,1.351833333,111.1714444,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101369,Long Merarap,Rainfall,Malaysia,Sarawak,Limbang,Batang Trusan,4.359341139655420,115.4618770,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101371,Long Napir,Rainfall,Malaysia,Sarawak,Limbang,Sungai Limbang,4.17861111111111,115.140833333333,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101376,Long Semado,Rainfall,Malaysia,Sarawak,Limbang,Batang Trusan,4.218972222,115.5875278,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101380,Lubok Antu,Combine,Malaysia,Sarawak,Sri Aman,Batang Lupar,1.043333333,111.831638888888,22.69,25.32,25.72,26.32,Mean Sea Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101387,Matang,Rainfall,Malaysia,Sarawak,Kuching,Sungai Sibu Laut,1.578489183950390,110.2140190,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101388,Melugu,Rainfall,Malaysia,Sarawak,Sri Aman,Batang Lupar,1.117583333,111.4243056,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101389,Merapok,Rainfall,Malaysia,Sarawak,Limbang,Batang Lawas,4.955972222,115.5064167,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101392,Miri Airport,Rainfall,Malaysia,Sarawak,Miri,Sungai Miri,4.315350,113.979112,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101393,Miri Municipal Car Park,Rainfall,Malaysia,Sarawak,Miri,Sungai Miri,4.393305556,113.9888056,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101397,Mukah-Balingian OPS4,Rainfall,Malaysia,Sarawak,Mukah,Batang Balingian,2.701694444,112.4229444,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101400,Muput,Combine,Malaysia,Sarawak,Bintulu,Batang Tatau,2.622138889,112.9698611,3.00,6.50,7.50,8.50,Assumed Level,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101411,Pandaruan,Rainfall,Malaysia,Sarawak,Limbang,Sungai Pandaruan,4.687370043638150,115.0217460,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101414,Paya Paloh,Rainfall,Malaysia,Sarawak,Samarahan,Batang Samarahan,1.441555556,110.4951667,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101422,Riddan,Rainfall,Malaysia,Sarawak,Sri Aman,Batang Lupar,1.219527778,111.7220278,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
MY_DIDSRWK_101424,Rumah Jugah,Rainfall,Malaysia,Sarawak,Sibu,Batang Mukah,2.387,112.3850556,,,,,,DID Sarawak (iHydro),https://ihydro.sarawak.gov.my/,2026-04-25 14:56:16
