reservoir_id,reservoir_name,reservoir_name_en,country,admin_unit,river,basin,lat,lon,capacity_total (mcm),dead_storage (mcm),frl (m),dam_height (m),year_built,main_use,source_agency,source_url,data_type,last_updated,station_id,station_name,download_url,license,reuse_status,attribution_text,license_checked_at,license_evidence_url,license_notes,scope_evidence_url
LUX_AGE_40,Lac de la Haute-Sure,Upper Sure Lake,Luxembourg,Esch-sur-Sure,Sure,Sure,49.9117673453,5.9227900927,60,,,,1961,water_supply;hydropower;flood_control;flow_regulation,Administration de la gestion de l'eau (AGE),https://inondations.lu/basins/sauer?lang=en&show-details=&station=40,in_situ,2026-07-21 00:00:00+02:00,40,Barrage Esch-Sauer,https://inondations.lu/api/station/graph-data/40,Creative Commons Zero (CC0 1.0 Universal),open_no_attribution,Administration de la gestion de l'eau (Luxembourg) Niveau d'eau dataset. Downloaded and standardized by the Global Reservoir Dataset project.,2026-07-19,https://data.public.lu/en/datasets/niveau-deau/,The official data.public.lu water-level dataset assigns CC0 to the station files and listed measured-water-level APIs. The graph endpoint is a rolling recent window.,http://geoportail.eau.etat.lu/pdf/hydrometrie/FichesStations/40-Esch-Sure.pdf
