reservoir_id,reservoir_name,date,Report timestamp (source local time),Capacité totale (Mm3),Volume Actuel (Mm3),T. de remplissage (%),Apports dernieres 24h (Mm3)
MA_ABHSM_YOUSSEF_BEN_TACHFINE,Youssef Ben Tachfine,2026-05-06,06/05/2026 à 8h00,298.200,150.216,50.4,0.067
MA_ABHSM_ABDELMOUMEN,Abdelmoumen,2026-05-06,06/05/2026 à 8h00,198.400,70.738,35.7,0.061
MA_ABHSM_AOULOUZ,Aoulouz,2026-05-06,06/05/2026 à 8h00,89.000,83.044,93.3,0.000
MA_ABHSM_IMI_EL_KHENG,Imi El Kheng,2026-05-06,06/05/2026 à 8h00,9.755,6.153,63.1,0.000
MA_ABHSM_MOKHTAR_SOUSSI,Mokhtar Soussi,2026-05-06,06/05/2026 à 8h00,39.790,4.220,10.6,0.000
MA_ABHSM_PRINCE_MOULAY_ABDELLAH,Prince Moulay Abdellah,2026-05-06,06/05/2026 à 8h00,90.600,87.752,96.9,0.000
MA_ABHSM_AHL_SOUSS,Ahl Souss,2026-05-06,06/05/2026 à 8h00,4.659,4.488,96.3,0.001
MA_ABHSM_SIDI_ABDELLAH,Sidi Abdellah,2026-05-06,06/05/2026 à 8h00,10.370,8.139,78.5,0.029
MA_ABHSM_DKHILA,Dkhila,2026-05-06,06/05/2026 à 8h00,0.200,0.130,65.0,0.000
