流域,行政区划,河名,库名,时间,库水位(米),日变幅(米),row_order_in_screen,report_date,crawl_time_local,screen_index
韩江,广东,和山河,和山岩,05-25 08:00,151.7,0.02,3,2026-05-25,2026-05-25 20:23:10,1
韩江,福建,汀江,棉花滩水库,05-20 08:00,161.91,0.32,4,2026-05-25,2026-05-25 20:23:10,1
韩江,广东,汀江,青溪,05-25 08:00,70.27,-0.34,5,2026-05-25,2026-05-25 20:23:10,1
韩江,广东,程江,梅西,05-25 08:00,165.53,-0.26,6,2026-05-25,2026-05-25 20:23:10,1
韩江,广东,凤凰溪,凤溪,05-25 08:00,414.06,0.07,7,2026-05-25,2026-05-25 20:23:10,1
粤东沿海诸河,广东,五经富水,龙颈（上）,05-25 08:00,88.38,-0.02,8,2026-05-25,2026-05-25 20:23:10,1
粤东沿海诸河,广东,五经富水,龙颈（下),05-25 08:00,53.38,0.02,9,2026-05-25,2026-05-25 20:23:10,1
粤东沿海诸河,广东,小龙溪,小龙溪,05-25 08:00,51.21,-0.05,10,2026-05-25,2026-05-25 20:23:10,1
粤东沿海诸河,广东,龙溪水,龙溪一级,05-25 08:00,173.4,-0.14,11,2026-05-25,2026-05-25 20:23:10,1
粤东沿海诸河,广东,龙溪水,龙溪二级,05-25 08:00,55.56,-0.02,12,2026-05-25,2026-05-25 20:23:10,1
粤东沿海诸河,广东,锣鼓水,红场,05-25 08:00,242.53,0.06,13,2026-05-25,2026-05-25 20:23:10,1
粤东沿海诸河,广东,金溪河,上金溪,05-25 08:00,84.6,0.04,14,2026-05-25,2026-05-25 20:23:10,1
粤东沿海诸河,广东,三坑溪,上三坑,05-25 08:00,156.9,0.1,15,2026-05-25,2026-05-25 20:23:10,1
粤东沿海诸河,广东,练江,白沙溪,05-25 08:00,364.29,-0.02,16,2026-05-25,2026-05-25 20:23:10,1
粤东沿海诸河,广东,雷岭河,镇北,05-25 08:00,43.95,0.01,17,2026-05-25,2026-05-25 20:23:10,1
粤东沿海诸河,广东,雷岭河,蜈蚣岭,05-25 08:00,44.94,-0.03,18,2026-05-25,2026-05-25 20:23:10,1
粤东沿海诸河,广东,黄江,朝面山,05-25 08:00,200.75,0.02,19,2026-05-25,2026-05-25 20:23:10,1
粤东沿海诸河,广东,横江水,横江,05-25 08:00,64.87,-0.02,20,2026-05-25,2026-05-25 20:23:10,1
粤东沿海诸河,广东,练江,汤坑,05-25 08:00,45,-0.15,21,2026-05-25,2026-05-25 20:23:10,1
粤东沿海诸河,广东,练江,秋风岭,05-25 08:00,33.77,-0.07,22,2026-05-25,2026-05-25 20:23:10,1
粤东沿海诸河,广东,龙江,龙潭,05-25 08:00,65.67,-0.04,23,2026-05-25,2026-05-25 20:23:10,1
粤东沿海诸河,广东,罗溪,石榴潭,05-25 08:00,33.96,0.02,24,2026-05-25,2026-05-25 20:23:10,1
粤东沿海诸河,广东,黄江,公平,05-25 08:00,14.52,-0.03,0,2026-05-25,2026-05-25 20:23:10,2
粤东沿海诸河,广东,大液河,黄山洞,05-25 08:00,48.86,0.06,1,2026-05-25,2026-05-25 20:23:10,2
粤东沿海诸河,广东,新西河,新西河,05-25 08:00,34.52,0.02,2,2026-05-25,2026-05-25 20:23:10,2
珠江,广东,大隆洞河,大隆洞,05-25 08:00,28.87,-0.01,3,2026-05-25,2026-05-25 20:23:10,2
鉴江,广东,小水河,高城,05-25 08:00,131.16,-0.08,4,2026-05-25,2026-05-25 20:23:10,2
鉴江,广东,六雅河,尚文,05-25 08:00,105.13,0.03,5,2026-05-25,2026-05-25 20:23:10,2
鉴江,广东,大井河,良德水库(大坝),05-25 08:00,82.47,0.02,6,2026-05-25,2026-05-25 20:23:10,2
鉴江,广东,庙背水,罗坑,05-25 08:00,109.86,-0.02,7,2026-05-25,2026-05-25 20:23:10,2
鉴江,广东,袂花江,黄沙,05-25 08:00,113.97,-0.02,8,2026-05-25,2026-05-25 20:23:10,2
粤西沿海诸河,广东,东运河,西湖,05-25 08:00,13.11,-0.03,9,2026-05-25,2026-05-25 20:23:10,2
粤西沿海诸河,广东,龙门河,龙门,05-25 08:00,53.94,-0.02,10,2026-05-25,2026-05-25 20:23:10,2
粤西沿海诸河,广东,大水桥河,大水桥,05-25 08:00,54.94,-0.02,11,2026-05-25,2026-05-25 20:23:10,2
粤西沿海诸河,广东,九洲江,鹤地水库(大坝),05-25 08:00,36,-0.03,12,2026-05-25,2026-05-25 20:23:10,2
粤西沿海诸河,广东,武陵河,武陵,05-25 08:00,34.73,-0.03,13,2026-05-25,2026-05-25 20:23:10,2
粤西沿海诸河,广东,沙铲河,岭背下,05-25 08:00,39.6,,14,2026-05-25,2026-05-25 20:23:10,2
粤西沿海诸河,广东,沙铲河,仙人域,05-25 08:00,35.69,,15,2026-05-25,2026-05-25 20:23:10,2
珠江,广东,漠阳江,北河,05-25 08:00,85.01,0.02,16,2026-05-25,2026-05-25 20:23:10,2
珠江,广东,那龙河,东湖,05-25 08:00,27.97,0.02,17,2026-05-25,2026-05-25 20:23:10,2
珠江,广东,洋边河,茅垌,05-25 08:00,27.31,0.02,18,2026-05-25,2026-05-25 20:23:10,2
珠江,广东,儒洞河,陂底,05-25 08:00,36.89,0.08,19,2026-05-25,2026-05-25 20:23:10,2
南渡江,海南,南渡江,松涛水库 (南丰),05-25 08:00,183.89,-0.05,20,2026-05-25,2026-05-25 20:23:10,2
万泉河,海南,万泉河,牛路岭水库,05-25 08:00,95.59,-0.09,21,2026-05-25,2026-05-25 20:23:10,2
太阳河,海南,太阳河,万宁水库 (大坝）,05-25 08:00,20.92,0.02,22,2026-05-25,2026-05-25 20:23:10,2
藤桥河,海南,藤桥西河,赤田水库,05-25 08:00,20.26,0.04,23,2026-05-25,2026-05-25 20:23:10,2
三亚河,海南,三亚河,福万水库,05-25 08:00,124.43,0.12,24,2026-05-25,2026-05-25 20:23:10,2
兰亚河,海南,三亚河,半岭水库,05-25 08:00,47.68,-0.02,0,2026-05-25,2026-05-25 20:23:10,3
三亚河,海南,三亚河,水源池水库,05-25 08:00,39,-0.19,1,2026-05-25,2026-05-25 20:23:10,3
宁远河,海南,宁远河,抱古水库,05-25 08:00,46.01,0.01,2,2026-05-25,2026-05-25 20:23:10,3
宁远河,海南,宁远河,大隆水库,05-25 08:00,54.48,-0.06,3,2026-05-25,2026-05-25 20:23:10,3
望楼河,海南,望楼河,长茅水库,05-25 08:00,152.58,-0.02,4,2026-05-25,2026-05-25 20:23:10,3
望楼河,海南,望楼河,石门水库,05-25 08:00,41.78,0.05,5,2026-05-25,2026-05-25 20:23:10,3
罗带河,海南,罗带河,高坡岭水库,05-25 08:00,27.4,,6,2026-05-25,2026-05-25 20:23:10,3
昌化江,海南,昌化江,大广坝水库,05-25 08:00,124.98,0.01,7,2026-05-25,2026-05-25 20:23:10,3
昌化江,海南,石碌河,石碌水库,05-25 08:00,120.85,,8,2026-05-25,2026-05-25 20:23:10,3
浙闽台河流,浙江,剡江,亭下水库,05-25 08:00,66.79,-0.02,9,2026-05-25,2026-05-25 20:23:10,3
淮河,山东,北沙河,马河水库,05-21 08:00,106.79,,10,2026-05-25,2026-05-25 20:23:10,3
淮河,山东,西加河,周村水库,05-21 08:00,122.73,,11,2026-05-25,2026-05-25 20:23:10,3
淮河,河南,汝河,宿鸭湖,05-25 08:00,52.65,0.03,12,2026-05-25,2026-05-25 20:23:10,3
内陆河,甘肃,大堵马河,瓦房城水库,05-25 08:00,2383.76,0.34,13,2026-05-25,2026-05-25 20:23:10,3
海河,河北,滏阳河,东武仕水库（坝上）,05-25 08:00,106.44,-0.01,14,2026-05-25,2026-05-25 20:23:10,3
海河,河南,石门河,石门水库,05-25 08:00,300.07,-0.36,15,2026-05-25,2026-05-25 20:23:10,3
海河,河南,沧河,塔岗,05-23 08:00,174.35,,16,2026-05-25,2026-05-25 20:23:10,3
海河,河南,安阳河,彰武,05-22 08:00,128.07,0.02,17,2026-05-25,2026-05-25 20:23:10,3
黄河,青海,大南川河,大南川,05-21 08:00,2621.15,,18,2026-05-25,2026-05-25 20:23:10,3
松花江流域,吉林,松花江吉林段,白山,05-25 08:00,405.14,0.08,19,2026-05-25,2026-05-25 20:23:10,3
黑龙江流域,黑龙江,嫩江,尼尔基坝上,05-25 08:00,211.57,-0.06,20,2026-05-25,2026-05-25 20:23:10,3
黑龙江流域,内蒙古,洮儿河,察尔森上,05-25 08:00,356.34,-0.09,21,2026-05-25,2026-05-25 20:23:10,3
嫩江,吉林,洮儿河,月亮湖,05-21 08:00,130.66,,22,2026-05-25,2026-05-25 20:23:10,3
辽河,吉林,东辽河,二龙山,05-21 08:00,219.93,,23,2026-05-25,2026-05-25 20:23:10,3
辽河,辽宁,柴河,柴河水库,05-25 08:00,103.71,,24,2026-05-25,2026-05-25 20:23:10,3
辽河,辽宁,清河,清河水库,05-25 08:00,126.05,-0.19,0,2026-05-25,2026-05-25 20:23:10,4
辽河,辽宁,柳河,闹德海,05-25 08:00,172.77,-0.4,1,2026-05-25,2026-05-25 20:23:10,4
辽河,辽宁,浑河,大伙房水库,05-25 08:00,121.66,-0.05,2,2026-05-25,2026-05-25 20:23:10,4
辽河,辽宁,太子河,观音阁水库,05-25 08:00,247.27,-0.24,3,2026-05-25,2026-05-25 20:23:10,4
辽河,辽宁,太子河,窝水库,05-25 08:00,82.29,0.01,4,2026-05-25,2026-05-25 20:23:10,4
海河流域,海委,滦河,潘家口,05-25 08:00,219.05,,5,2026-05-25,2026-05-25 20:23:10,4
海河流域,海委,滦河,大黑汀,05-25 08:00,132.2,-0.06,6,2026-05-25,2026-05-25 20:23:10,4
海河,河北,青龙河,桃林口水库,05-25 08:00,134.91,0.03,7,2026-05-25,2026-05-25 20:23:10,4
海河,河北,白洋淀,新安,07-10 08:00,8.41,0.01,8,2026-05-25,2026-05-25 20:23:10,4
海河,河北,白洋淀,端村,07-10 08:00,8.23,-0.01,9,2026-05-25,2026-05-25 20:23:10,4
海河,河北,白洋淀,王家寨,07-10 08:00,7.25,-0.01,10,2026-05-25,2026-05-25 20:23:10,4
海河,北京,白河,密云白河坝上,05-25 08:00,151.44,-0.04,11,2026-05-25,2026-05-25 20:23:10,4
海河,北京,永定河,官厅水库,05-25 08:00,475.67,-0.02,12,2026-05-25,2026-05-25 20:23:10,4
海河,河北,白洋淀,十方院（白）（堰上）,05-25 08:00,8.45,-0.03,13,2026-05-25,2026-05-25 20:23:10,4
海河,河北,滹沱河,岗南水库（坝上）,05-25 08:00,194.88,0.03,14,2026-05-25,2026-05-25 20:23:10,4
海河,河北,滹沱河,黄壁庄水库（坝上）,05-25 08:00,111.33,-0.01,15,2026-05-25,2026-05-25 20:23:10,4
海河流域,海委,漳河,岳城水库 (坝上),05-25 08:00,140.35,0.1,16,2026-05-25,2026-05-25 20:23:10,4
黄河,河南,黄河,小浪底水库,05-25 08:00,259.28,0.09,17,2026-05-25,2026-05-25 20:23:10,4
淮河,安徽,淠东干渠,安丰塘,05-25 08:00,29.37,0.01,18,2026-05-25,2026-05-25 20:23:10,4
淮河,河南,浉河,南湾,05-25 08:00,98.6,0.02,19,2026-05-25,2026-05-25 20:23:10,4
淮河,河南,汝河,板桥,05-25 08:00,111.16,-0.03,20,2026-05-25,2026-05-25 20:23:10,4
淮河,河南,灌河,鲇鱼山,05-25 08:00,99.77,1.11,21,2026-05-25,2026-05-25 20:23:10,4
淮河,河南,沙河,昭平台,05-25 08:00,168.21,0.02,22,2026-05-25,2026-05-25 20:23:10,4
淮河,河南,沙河,白山,05-25 08:00,100.86,0.09,23,2026-05-25,2026-05-25 20:23:10,4
淮河,江苏,洪泽湖,洪泽湖,05-25 08:00,13.13,0.05,24,2026-05-25,2026-05-25 20:23:10,4
淮河,江苏,骆马湖,骆马湖水库,05-25 08:00,22.8,0.02,0,2026-05-25,2026-05-25 20:23:10,5
淮河,江苏,新术河,石梁河水库,05-25 08:00,23.93,0.01,1,2026-05-25,2026-05-25 20:23:10,5
长江,湖北,长江,三峡,05-25 08:00,158.58,-0.5,2,2026-05-25,2026-05-25 20:23:10,5
长江,湖北,南河,寺坪,05-25 08:00,307.8,-0.14,3,2026-05-25,2026-05-25 20:23:10,5
长江,湖北,粉青河,马桥,05-25 08:00,483.97,0.13,4,2026-05-25,2026-05-25 20:23:10,5
长江,湖北,黑清河,黑清河,05-25 08:00,81.09,0.02,5,2026-05-25,2026-05-25 20:23:10,5
长江,湖南,资水,柘溪,05-25 08:00,156.44,-0.13,6,2026-05-25,2026-05-25 20:23:10,5
长江,湖南,沅水,五强溪,05-25 08:00,98.39,-0.27,7,2026-05-25,2026-05-25 20:23:10,5
长江,湖南,酉水,凤滩,05-25 08:00,198.06,0.64,8,2026-05-25,2026-05-25 20:23:10,5
长江,湖南,溇水,江坪,05-25 08:00,214.4,0.23,9,2026-05-25,2026-05-25 20:23:10,5
长江,湖北,富水,富水,05-25 08:00,51.35,-0.08,10,2026-05-25,2026-05-25 20:23:10,5
长江,湖北,浠水,白莲河,05-25 08:00,98.88,-0.06,11,2026-05-25,2026-05-25 20:23:10,5
长江,湖北,陆水,陆水水库,05-25 08:00,49.88,-0.05,12,2026-05-25,2026-05-25 20:23:10,5
长江,陕西,汉江,石泉,05-25 08:00,406.55,0.47,13,2026-05-25,2026-05-25 20:23:10,5
长江,陕西,汉江,安康库,05-25 08:00,320.16,-0.17,14,2026-05-25,2026-05-25 20:23:10,5
长江,湖北,汉江,丹江口水库,05-25 08:00,161.51,0.06,15,2026-05-25,2026-05-25 20:23:10,5
长江流域,江西,赣江,万安水库,05-25 08:00,87.89,0.2,16,2026-05-25,2026-05-25 20:23:10,5
长江流域,江西,抚河,廖坊,05-25 08:00,60.83,-0.03,17,2026-05-25,2026-05-25 20:23:10,5
长江,江西,修河,柘林,05-25 08:00,60.47,,18,2026-05-25,2026-05-25 20:23:10,5
内陆,青海,巴音河,黑石山,05-21 08:00,3019.84,,19,2026-05-25,2026-05-25 20:23:10,5
内陆河,青海,雪水河,温泉,05-25 08:00,3953.45,,20,2026-05-25,2026-05-25 20:23:10,5
甘肃,疏勒河,双塔堡水库,(坝上),05-25 08:00,1330.26,-0.01,21,2026-05-25,2026-05-25 20:23:10,5
内陆河,甘肃,党河,党河水库（坝上）,05-25 08:00,1430.43,,22,2026-05-25,2026-05-25 20:23:10,5
内陆河,甘肃,马营河,李桥水库 (坝上）,05-25 08:00,2174.37,-0.17,23,2026-05-25,2026-05-25 20:23:10,5
内陆河,甘肃,洪水河,双树寺水库,05-25 08:00,2474.4,-0.27,24,2026-05-25,2026-05-25 20:23:10,5
甘萧,讨赖河,鸳鸯池水库,（坝上）,05-25 08:00,1320.13,-0.2,0,2026-05-25,2026-05-25 20:23:10,6
内陆河,甘肃,石羊河,红崖山水库（坝上）,05-25 08:00,1482.38,0.05,1,2026-05-25,2026-05-25 20:23:10,6
闽江,福建,闽江,水口水库,05-20 08:00,59.47,-0.18,2,2026-05-25,2026-05-25 20:23:10,6
海河,河北,伊逊河,庙宫水库,05-21 08:00,759,,3,2026-05-25,2026-05-25 20:23:10,6
海河,河北,洋河,洋河水库,05-25 08:00,54.37,-0.07,4,2026-05-25,2026-05-25 20:23:10,6
海河,河北,陡河,陡河水库（坝上）,05-25 08:00,30.91,0.13,5,2026-05-25,2026-05-25 20:23:10,6
海河,天津,潮白新河,黄白桥上,05-25 08:00,4.97,-0.15,6,2026-05-25,2026-05-25 20:23:10,6
海河,天津,潮白新河,宁车沽上,05-25 08:00,2.27,-0.4,7,2026-05-25,2026-05-25 20:23:10,6
海河,河北,白河,云州水库 (坝上),05-25 08:00,1027.71,-0.07,8,2026-05-25,2026-05-25 20:23:10,6
海河,北京,白河,白河堡,05-25 08:00,591.64,0.04,9,2026-05-25,2026-05-25 20:23:10,6
海河,北京,忙牛河,半城子水库,05-25 08:00,249.7,-0.18,10,2026-05-25,2026-05-25 20:23:10,6
海河,北京,安达木河,遥桥峪水库,05-25 08:00,455.8,0.07,11,2026-05-25,2026-05-25 20:23:10,6
海河,北京,红门川,沙厂水库,05-25 08:00,155.57,0.03,12,2026-05-25,2026-05-25 20:23:10,6
海河,北京,怀河,怀柔水库,05-25 08:00,57.38,-0.03,13,2026-05-25,2026-05-25 20:23:10,6
海河,北京,雁栖河,北台上水库,05-25 08:00,84.09,0.01,14,2026-05-25,2026-05-25 20:23:10,6
海河,北京,沙河,大水峪水库,05-25 08:00,166.1,-0.1,15,2026-05-25,2026-05-25 20:23:10,6
海河,北京,泡河,海子水库,05-25 08:00,109.28,0.01,16,2026-05-25,2026-05-25 20:23:10,6
海河,北京,泡河,黄松峪水库,05-25 08:00,199.02,0.02,17,2026-05-25,2026-05-25 20:23:10,6
海河,北京,泃河,西峪水库,05-25 08:00,211.84,,18,2026-05-25,2026-05-25 20:23:10,6
海河,天津,州河,于桥坝上,05-25 08:00,20,0.02,19,2026-05-25,2026-05-25 20:23:10,6
海河,河北,还乡河,邱庄水库（坝上）,05-25 08:00,64.99,0.08,20,2026-05-25,2026-05-25 20:23:10,6
海河,北京,温榆河,十三陵水库,05-25 08:00,90.61,-0.43,21,2026-05-25,2026-05-25 20:23:10,6
海河,北京,东沙河,十三陵水库上池,05-25 08:00,551.91,11.06,22,2026-05-25,2026-05-25 20:23:10,6
海河,北京,温榆河,桃峪口水库,05-25 08:00,64.52,-0.04,23,2026-05-25,2026-05-25 20:23:10,6
海河,北京,小清河,大宁水库,05-25 08:00,48.27,0.02,24,2026-05-25,2026-05-25 20:23:10,6
海河,山西,桑干河,册由,05-25 08:00,953.09,,0,2026-05-25,2026-05-25 20:23:10,7
海河,北京,清水河,斋堂水库,05-25 08:00,449.95,-0.14,1,2026-05-25,2026-05-25 20:23:10,7
海河,河北,中易水,安格庄水库,05-25 08:00,155.27,-0.01,2,2026-05-25,2026-05-25 20:23:10,7
海河,河北,北易水,旺隆,05-25 08:00,131.04,0.4,3,2026-05-25,2026-05-25 20:23:10,7
海河,河北,马头沟,马头,05-25 08:00,138.69,0.03,4,2026-05-25,2026-05-25 20:23:10,7
海河,河北,垒子河,西累子,05-25 08:00,61.04,-0.2,5,2026-05-25,2026-05-25 20:23:10,7
海河,北京,刺猬河,崇青水库,05-25 08:00,63.5,,6,2026-05-25,2026-05-25 20:23:10,7
海河,河北,磁河,横山岭水库 (坝上）,05-25 08:00,228.01,-0.1,7,2026-05-25,2026-05-25 20:23:10,7
海河,河北,沙河,王快水库,05-25 08:00,193.04,0.06,8,2026-05-25,2026-05-25 20:23:10,7
海河,河北,郜河,口头水库,05-25 08:00,199.15,,9,2026-05-25,2026-05-25 20:23:10,7
海河,河北,唐河,西大洋水库,05-25 08:00,133.62,0.05,10,2026-05-25,2026-05-25 20:23:10,7
海河,河北,界河,龙潭,05-25 08:00,438.77,0.05,11,2026-05-25,2026-05-25 20:23:10,7
海河,河北,漕河,龙门水库,05-25 08:00,119.88,-0.02,12,2026-05-25,2026-05-25 20:23:10,7
海河,河北,沙河,野沟门水库,01-01 08:00,374.16,,13,2026-05-25,2026-05-25 20:23:10,7
海河,河北,沙河,朱庄水库,05-25 08:00,237.58,,14,2026-05-25,2026-05-25 20:23:10,7
海河,河北,泜河,临城水库,05-25 08:00,118.24,0.03,15,2026-05-25,2026-05-25 20:23:10,7
海河,山西,松溪河,郭庄,05-21 08:00,928.89,,16,2026-05-25,2026-05-25 20:23:10,7
海河,天津,团泊洼,团泊洼水库,05-21 08:00,1.61,,17,2026-05-25,2026-05-25 20:23:10,7
海河,河南,卫河,宝泉,05-25 08:00,257.49,-0.04,18,2026-05-25,2026-05-25 20:23:10,7
海河,河南,沧河,狮豹头,05-23 08:00,295.16,,19,2026-05-25,2026-05-25 20:23:10,7
海河,河南,浙河,弓上,06-10 08:00,482.12,-0.73,20,2026-05-25,2026-05-25 20:23:10,7
海河,河南,汤河,汤河,05-21 08:00,112.28,,21,2026-05-25,2026-05-25 20:23:10,7
海河,河南,通河,琵琶寺,05-21 08:00,113.37,,22,2026-05-25,2026-05-25 20:23:10,7
海河,河南,安阳河,小南海,05-25 08:00,164.05,-0.1,23,2026-05-25,2026-05-25 20:23:10,7
海河,河南,粉红江,双泉,05-21 08:00,140.89,,24,2026-05-25,2026-05-25 20:23:10,7
海河,河南,露水河,南谷洞,05-21 08:00,524.69,,0,2026-05-25,2026-05-25 20:23:10,8
海河,山西,浊漳河南源,漳泽水库,05-21 08:00,901.76,,1,2026-05-25,2026-05-25 20:23:10,8
海河,山西,浊漳河北源,关河水库,05-21 08:00,988.47,,2,2026-05-25,2026-05-25 20:23:10,8
海河,山西,清漳西源,石匣,05-21 08:00,1140.97,,3,2026-05-25,2026-05-25 20:23:10,8
黄河,青海,黄河,龙羊峡,05-25 08:00,2581.67,0.07,4,2026-05-25,2026-05-25 20:23:10,8
黄河,甘肃,黄河,刘家峡水库,05-25 08:00,1725.73,0.14,5,2026-05-25,2026-05-25 20:23:10,8
黄河,宁夏,黄河,青铜峡水库,05-25 08:00,1156,0.01,6,2026-05-25,2026-05-25 20:23:10,8
黄河,山西,黄河,万家寨上,05-25 08:00,974.61,-0.03,7,2026-05-25,2026-05-25 20:23:10,8
黄河,山西,黄河,天桥上,04-01 08:00,833,,8,2026-05-25,2026-05-25 20:23:10,8
黄河,河南,黄河,史家滩,05-25 08:00,317.97,0.44,9,2026-05-25,2026-05-25 20:23:10,8
黄河,青海,巴燕河,东大滩,05-25 08:00,2980.56,0.12,10,2026-05-25,2026-05-25 20:23:10,8
黄河,陕西,杏子河,王瑶,05-25 08:00,1179.13,0.04,11,2026-05-25,2026-05-25 20:23:10,8
黄河,陕西,西芦河,猪头山,05-25 08:00,1425.25,,12,2026-05-25,2026-05-25 20:23:10,8
黄河,陕西,芦河,河口庙,05-25 08:00,1146.9,,13,2026-05-25,2026-05-25 20:23:10,8
黄河,陕西,榆溪河,尤家,05-25 08:00,1094,0.11,14,2026-05-25,2026-05-25 20:23:10,8
黄河,陕西,居水,薛峰,05-25 08:00,607.08,2,15,2026-05-25,2026-05-25 20:23:10,8
黄河,河南,宏农涧河,窄口,05-25 08:00,637.04,-0.04,16,2026-05-25,2026-05-25 20:23:10,8
黄河,山西,汾河,汾河水库,05-25 08:00,1121.8,,17,2026-05-25,2026-05-25 20:23:10,8
黄河,山西,文峪河,文峪河水库,05-21 08:00,832.82,,18,2026-05-25,2026-05-25 20:23:10,8
黃河,陕西,千河,冯家山,05-25 08:00,708.02,0.05,19,2026-05-25,2026-05-25 20:23:10,8
黄河,陕西,漆水河,羊毛湾,05-25 08:00,638.05,-0.1,20,2026-05-25,2026-05-25 20:23:10,8
黄河,陕西,黑河,金盆,05-25 08:00,590.01,2.29,21,2026-05-25,2026-05-25 20:23:10,8
黄河,陕西,石砭峪,石砭峪,05-25 08:00,725.59,0.46,22,2026-05-25,2026-05-25 20:23:10,8
黄河,陕西,沮河,桃曲坡,05-25 08:00,788.19,0.17,23,2026-05-25,2026-05-25 20:23:10,8
黄河,陕西,沈河,沈河,05-25 08:00,401,0.03,24,2026-05-25,2026-05-25 20:23:10,8
黄河,河南,枯河,唐岗,05-25 08:00,116.75,0.00,0,2026-05-25,2026-05-25 20:23:10,9
黄河,河南,漭河,白墙,05-21 08:00,125.07,,1,2026-05-25,2026-05-25 20:23:10,9
黄河,山东,东平湖,东平湖老湖,05-25 08:00,41.23,,2,2026-05-25,2026-05-25 20:23:10,9
黄河,山东,瀛汶河,雪野水库,05-21 08:00,231.95,,3,2026-05-25,2026-05-25 20:23:10,9
黄河,山东,石汶河,黄前水库,05-25 08:00,136.66,-0.01,4,2026-05-25,2026-05-25 20:23:10,9
黄河,山东,大汶河南支,东周水库,05-25 08:00,227.25,-0.05,5,2026-05-25,2026-05-25 20:23:10,9
黄河,山东,光明河,光明水库,05-25 08:00,87.42,,6,2026-05-25,2026-05-25 20:23:10,9
黄河,河南,伊河,陆浑坝上,05-25 08:00,316.47,-0.02,7,2026-05-25,2026-05-25 20:23:10,9
黄河,河南,焦家川,青沟,05-21 08:00,608.77,,8,2026-05-25,2026-05-25 20:23:10,9
黄河,河南,刘涧河,陶花店,05-21 08:00,131.22,,9,2026-05-25,2026-05-25 20:23:10,9
黄河,河南,洛河,故县水库,05-25 08:00,521.61,–0.22,10,2026-05-25,2026-05-25 20:23:10,9
黄河,河南,甘水河,范店,05-21 08:00,326.01,,11,2026-05-25,2026-05-25 20:23:10,9
黄河,陕西,南洛河,李村,05-25 08:00,1034.19,0.03,12,2026-05-25,2026-05-25 20:23:10,9
