流域,行政区划,河名,库名,时间,库水位(米),日变幅(米),row_order_in_screen,report_date,crawl_time_local,screen_index
珠江,广东,西枝江,白盆珠,05-07 08:00,65.45,–0.03,0,2026-05-07,2026-05-06 22:30:07,0
珠江,广东,二渡河,上板桥,05-07 08:00,265.01,0.02,1,2026-05-07,2026-05-06 22:30:07,0
珠江,广东,东江,七水库,05-07 08:00,78.99,0.02,2,2026-05-07,2026-05-06 22:30:07,0
珠江,广东,东江,红花湖,05-07 08:00,53.23,-0.01,3,2026-05-07,2026-05-06 22:30:07,0
珠江,广东,黄沙水,同沙,05-07 08:00,15.55,-0.07,4,2026-05-07,2026-05-06 22:30:07,0
珠江,广东,横岭水,鸡心石,05-07 08:00,45.95,-0.35,5,2026-05-07,2026-05-06 22:30:07,0
珠江,广东,稿树下水,稿树下,05-07 08:00,57.23,,6,2026-05-07,2026-05-06 22:30:07,0
珠江,广东,里波水,联和,05-07 08:00,46.27,-0.02,7,2026-05-07,2026-05-06 22:30:07,0
珠江,广东,增江,天堂山,05-07 08:00,135.08,-0.15,8,2026-05-07,2026-05-06 22:30:07,0
流溪河,广东,流溪河,流溪河,05-07 08:00,222.36,-0.21,9,2026-05-07,2026-05-06 22:30:07,0
流溪河,广东,天湖水库水,天湖,05-07 08:00,228.71,-0.04,10,2026-05-07,2026-05-06 22:30:07,0
流溪河,广东,沙坑,和龙,05-07 08:00,34.38,,11,2026-05-07,2026-05-06 22:30:07,0
珠江,广东,沙河,显岗,05-07 08:00,20.59,-0.03,12,2026-05-07,2026-05-06 22:30:07,0
流溪河,广东,流溪河,黄龙带,05-07 08:00,159.78,0.03,13,2026-05-07,2026-05-06 22:30:07,0
珠江,广东,茅洲河,罗田,05-07 08:00,30.62,0.25,14,2026-05-07,2026-05-06 22:30:07,0
珠江,广东,西乡水,铁岗,05-07 08:00,22.72,0.04,15,2026-05-07,2026-05-06 22:30:07,0
珠江,广东,南头河,西沥,01-21 08:00,27.34,,16,2026-05-07,2026-05-06 22:30:07,0
珠江,广东,深圳水,深圳,05-07 08:00,27.35,0.12,17,2026-05-07,2026-05-06 22:30:07,0
珠江,广东,新洲河,梅林,05-07 08:00,49.64,,18,2026-05-07,2026-05-06 22:30:07,0
