流域,行政区划,河名,库名,时间,库水位(米),日变幅(米),screen_index,crawl_time_local,report_date,row_order_in_screen
珠江,广东,西枝江,白盆珠,05-02 08:00,65.57,0.01,0,2026-05-01 21:14:35,2026-05-02,0
珠江,广东,二渡河,上板桥,05-02 08:00,264.72,0.04,0,2026-05-01 21:14:35,2026-05-02,1
珠江,广东,东江,七水库,05-02 08:00,78.84,0.01,0,2026-05-01 21:14:35,2026-05-02,2
珠江,广东,东江,红花湖,05-02 08:00,53.22,,0,2026-05-01 21:14:35,2026-05-02,3
珠江,广东,黄沙水,同沙,05-02 08:00,15.84,-0.08,0,2026-05-01 21:14:35,2026-05-02,4
珠江,广东,横岭水,鸡心石,05-02 08:00,47.8,-0.35,0,2026-05-01 21:14:35,2026-05-02,5
珠江,广东,稿树下水,稿树下,05-02 08:00,57.1,-0.01,0,2026-05-01 21:14:35,2026-05-02,6
珠江,广东,里波水,联和,05-02 08:00,46.16,-0.02,0,2026-05-01 21:14:35,2026-05-02,7
珠江,广东,增江,天堂山,05-02 08:00,135.73,-0.14,0,2026-05-01 21:14:35,2026-05-02,8
流溪河,广东,流溪河,流溪河,05-02 08:00,223.34,-0.21,0,2026-05-01 21:14:35,2026-05-02,9
流溪河,广东,天湖水库水,天湖,05-02 08:00,228.85,-0.04,0,2026-05-01 21:14:35,2026-05-02,10
流溪河,广东,沙坑,和龙,05-02 08:00,34.34,-0.01,0,2026-05-01 21:14:35,2026-05-02,11
珠江,广东,沙河,显岗,05-02 08:00,20.62,-0.04,0,2026-05-01 21:14:35,2026-05-02,12
流溪河,广东,流溪河,黄龙带,05-02 08:00,159.83,,0,2026-05-01 21:14:35,2026-05-02,13
珠江,广东,茅洲河,罗田,05-02 08:00,29.5,0.06,0,2026-05-01 21:14:35,2026-05-02,14
珠江,广东,西乡水,铁岗,05-01 08:00,22.37,0.04,0,2026-05-01 21:14:35,2026-05-02,15
珠江,广东,南头河,西沥,01-21 08:00,27.34,,0,2026-05-01 21:14:35,2026-05-02,16
珠江,广东,深圳水,深圳,05-02 08:00,27.56,0.19,0,2026-05-01 21:14:35,2026-05-02,17
珠江,广东,新洲河,梅林,05-02 08:00,49.57,,0,2026-05-01 21:14:35,2026-05-02,18
珠江,广东,龙岗河,松子坑,05-02 08:00,58.4,0.05,0,2026-05-01 21:14:35,2026-05-02,19
珠江,广东,莲塘水,宝鸭仔,05-02 08:00,30.3,,0,2026-05-01 21:14:35,2026-05-02,20
珠江,广东,沙坪水,四堡,05-02 08:00,63.79,-0.01,0,2026-05-01 21:14:35,2026-05-02,21
珠江,广东,小隐涌,长江,05-02 08:00,22.44,-0.01,0,2026-05-01 21:14:35,2026-05-02,22
珠江,广东,潭江,锦江,05-02 08:00,84.42,-0.03,0,2026-05-01 21:14:35,2026-05-02,23
珠江,广东,鹤洲水,大沙河,05-02 08:00,30.21,-0.01,0,2026-05-01 21:14:35,2026-05-02,24
珠江,广东,镇海水,镇海,05-02 08:00,22.99,,1,2026-05-01 21:14:35,2026-05-02,0
珠江,广东,大镜山溪,大镜山,05-02 08:00,16.1,-0.03,1,2026-05-01 21:14:35,2026-05-02,1
韩江,广东,五华河,益塘,05-02 08:00,145.34,0.03,1,2026-05-01 21:14:35,2026-05-02,2
韩江,广东,和山河,和山岩,05-02 08:00,151.38,-0.03,1,2026-05-01 21:14:35,2026-05-02,3
韩江,福建,汀江,棉花滩水库,05-02 08:00,155.69,,1,2026-05-01 21:14:35,2026-05-02,4
韩江,广东,汀江,青溪,05-02 08:00,71.62,0.09,1,2026-05-01 21:14:35,2026-05-02,5
韩江,广东,程江,梅西,05-02 08:00,164.72,0.05,1,2026-05-01 21:14:35,2026-05-02,6
韩江,广东,凤凰溪,凤溪,05-02 08:00,408.22,0.01,1,2026-05-01 21:14:35,2026-05-02,7
粤东沿海诸河,广东,五经富水,龙颈（上）,05-02 08:00,88.68,,1,2026-05-01 21:14:35,2026-05-02,8
粤东沿海诸河,广东,五经富水,龙颈（下),05-02 08:00,53.48,0.01,1,2026-05-01 21:14:35,2026-05-02,9
粤东沿海诸河,广东,小龙溪,小龙溪,05-02 08:00,51.76,-0.08,1,2026-05-01 21:14:35,2026-05-02,10
粤东沿海诸河,广东,龙溪水,龙溪一级,05-02 08:00,171.33,-0.06,1,2026-05-01 21:14:35,2026-05-02,11
粤东沿海诸河,广东,龙溪水,龙溪二级,05-02 08:00,56.48,-0.16,1,2026-05-01 21:14:35,2026-05-02,12
粤东沿海诸河,广东,锣鼓水,红场,05-02 08:00,240.47,0.04,1,2026-05-01 21:14:35,2026-05-02,13
粤东沿海诸河,广东,金溪河,上金溪,05-02 08:00,84.54,-0.1,1,2026-05-01 21:14:35,2026-05-02,14
粤东沿海诸河,广东,三坑溪,上三坑,05-02 08:00,153.35,一,1,2026-05-01 21:14:35,2026-05-02,15
粤东沿海诸河,广东,练江,白沙溪,05-02 08:00,364.0,-0.1,1,2026-05-01 21:14:35,2026-05-02,16
粤东沿海诸河,广东,雷岭河,镇北,05-02 08:00,43.86,-0.03,1,2026-05-01 21:14:35,2026-05-02,17
粤东沿海诸河,广东,雷岭河,蜈蚣岭,05-02 08:00,45.06,-0.05,1,2026-05-01 21:14:35,2026-05-02,18
粤东沿海诸河,广东,黄江,朝面山,05-02 08:00,192.69,0.05,1,2026-05-01 21:14:35,2026-05-02,19
粤东沿海诸河,广东,横江水,横江,05-02 08:00,65.18,-0.06,1,2026-05-01 21:14:35,2026-05-02,20
粤东沿海诸河,广东,练江,汤坑,05-02 08:00,45.35,-0.05,1,2026-05-01 21:14:35,2026-05-02,21
粤东沿海诸河,广东,练江,秋风岭,05-02 08:00,34.61,-0.07,1,2026-05-01 21:14:35,2026-05-02,22
粤东沿海诸河,广东,龙江,龙潭,05-02 08:00,63.63,-0.03,1,2026-05-01 21:14:35,2026-05-02,23
粤东沿海诸河,广东,罗溪,石榴潭,05-02 08:00,33.51,-0.03,1,2026-05-01 21:14:35,2026-05-02,24
粤东沿海诸河,广东,黄江,公平,05-02 08:00,12.97,−0.02,2,2026-05-01 21:14:35,2026-05-02,0
粤东沿海诸河,广东,大液河,黄山洞,05-02 08:00,46.68,0.02,2,2026-05-01 21:14:35,2026-05-02,1
粤东沿海诸河,广东,新西河,新西河,05-02 08:00,33.97,-0.01,2,2026-05-01 21:14:35,2026-05-02,2
珠江,广东,大隆洞河,大隆洞,05-02 08:00,25.58,0.02,2,2026-05-01 21:14:35,2026-05-02,3
鉴江,广东,小水河,高城,05-02 08:00,130.66,,2,2026-05-01 21:14:35,2026-05-02,4
鉴江,广东,六雅河,尚文,05-02 08:00,103.59,0.02,2,2026-05-01 21:14:35,2026-05-02,5
鉴江,广东,大井河,良德水库(大坝）,05-02 08:00,80.39,,2,2026-05-01 21:14:35,2026-05-02,6
鉴江,广东,庙背水,罗坑,05-02 08:00,107.67,,2,2026-05-01 21:14:35,2026-05-02,7
鉴江,广东,袂花江,黄沙,05-02 08:00,112.53,-0.08,2,2026-05-01 21:14:35,2026-05-02,8
粤西沿海诸河,广东,东运河,西湖,05-02 08:00,12.99,0.01,2,2026-05-01 21:14:35,2026-05-02,9
粤西沿海诸河,广东,龙门河,龙门,05-02 08:00,54.04,-0.02,2,2026-05-01 21:14:35,2026-05-02,10
粤西沿海诸河,广东,大水桥河,大水桥,05-02 08:00,55.33,-0.01,2,2026-05-01 21:14:35,2026-05-02,11
粤西沿海诸河,广东,九洲江,鹤地水库（大坝）,05-02 08:00,36.21,-0.01,2,2026-05-01 21:14:35,2026-05-02,12
粤西沿海诸河,广东,武陵河,武陵,05-02 08:00,35.01,-0.04,2,2026-05-01 21:14:35,2026-05-02,13
