date,station_id,reservoir,river,wma,prov,wss,fsc_mcm,water_mcm,pct_last_year,pct_last_week,pct_full,district_mun
20260608,A1R001,Ngotwane,Ngotwane,1,NW,,19.03,17.71,90,,93.1,DC38
20260608,A2R001,Hartbeespoort,Krokodil,1,NW,CW,185.79,184.15,99.1,,99.1,DC37
20260608,A2R002,BonAccord,Apies,1,G,,4.38,4.58,107.6,,104.5,TSH
20260608,A2R003,Olifantsnek,Hex,1,NW,,13.68,13.65,101.2,,99.8,DC37
20260608,A2R004,Rietvlei,Hennops,1,G,CW,12.25,12.27,100.6,,100.2,TSH
20260608,A2R005,Buffelspoort,Sterkstroom,1,NW,,10.18,10.26,100.7,,100.8,DC37
20260608,A2R006,Bospoort,Hex,1,NW,CW,15.8,16.14,102.4,,102.2,DC37
20260608,A2R007,Lindleyspoort,Elands,1,NW,,14.21,14.26,100.1,,100.4,DC37
20260608,A2R008,~Warmbad,Buffelspruit,1,LP,,0.55,0.56,102.8,,102.8,DC36
20260608,A2R009,Roodeplaat,Pienaars,1,G,CW,41.16,41.36,100.6,,100.5,TSH
20260608,A2R011,Kosterrivier,Koster,1,NW,,12.42,12.52,100.4,,100.8,DC37
20260608,A2R012,Klipvoor,Pienaars,1,NW,CW,40.73,41.34,99.1,,101.5,DC37
20260608,A2R013,Swartruggens,Elands,1,NW,,0.47,0.49,102.8,,103.5,DC37
20260608,A2R014,Vaalkop,Elands,1,NW,CW,51.32,52.26,99.1,,101.8,DC37
20260608,A2R015,Roodekopjes,Krokodil,1,NW,CW,96.35,100.4,104,,104.2,DC37
20260608,A2R018,Middelkraal,Maretlwane,1,NW,,0.74,0.74,100,,100,DC37
20260608,A3R001,Marico-Bosveld,Groot-Marico,1,NW,,26.93,27.33,101.3,,101.5,DC38
20260608,A3R002,Klein-Maricopoort,Klein Marico,1,NW,,7.23,7.35,101,,101.7,DC38
20260608,A3R003,Kromellenboog,Klein Marico,1,NW,,8.65,8.74,100.9,,101,DC38
20260608,A3R004,Molatedi,Groot-Marico,1,NW,,200.78,220.77,108.5,,110,DC38
