date,station_id,reservoir,river,wma,prov,wss,fsc_mcm,water_mcm,pct_last_year,pct_last_week,pct_full,district_mun
20260511,A1R001,Ngotwane,Ngotwane,1,NW,,19.03,17.75,92.8,,93.3,DC38
20260511,A2R001,Hartbeespoort,Krokodil,1,NW,CW,185.79,180.89,97.2,,97.4,DC37
20260511,A2R002,BonAccord,Apies,1,G,,4.38,4.64,108.1,,106,TSH
20260511,A2R003,Olifantsnek,Hex,1,NW,,13.68,14.12,102.1,,103.2,DC37
20260511,A2R004,Rietvlei,Hennops,1,G,CW,12.25,12.36,101,,100.9,TSH
20260511,A2R005,Buffelspoort,Sterkstroom,1,NW,,10.18,10.29,100.8,,101.1,DC37
20260511,A2R006,Bospoort,Hex,1,NW,CW,15.8,16.18,102.6,,102.4,DC37
20260511,A2R007,Lindleyspoort,Elands,1,NW,,14.21,14.39,100.1,,101.3,DC37
20260511,A2R008,~Warmbad,Buffelspruit,1,LP,,0.55,0.56,102.8,,102.8,DC36
20260511,A2R009,Roodeplaat,Pienaars,1,G,CW,41.16,41.47,100.8,,100.8,TSH
20260511,A2R011,Kosterrivier,Koster,1,NW,,12.42,12.78,100.6,,102.9,DC37
20260511,A2R012,Klipvoor,Pienaars,1,NW,CW,40.73,42.49,102.4,,104.3,DC37
20260511,A2R013,Swartruggens,Elands,1,NW,,0.47,0.51,103.8,,106.7,DC37
20260511,A2R014,Vaalkop,Elands,1,NW,CW,51.32,53.11,102.4,,103.5,DC37
20260511,A2R015,Roodekopjes,Krokodil,1,NW,CW,96.35,94.26,98.1,,97.8,DC37
20260511,A2R018,Middelkraal,Maretlwane,1,NW,,0.74,0.74,100,,100,DC37
20260511,A3R001,Marico-Bosveld,Groot-Marico,1,NW,,26.93,27.6,101.5,,102.5,DC38
20260511,A3R002,Klein-Maricopoort,Klein Marico,1,NW,,7.23,7.35,100.9,,101.7,DC38
20260511,A3R003,Kromellenboog,Klein Marico,1,NW,,8.65,8.85,101.4,,102.3,DC38
20260511,A3R004,Molatedi,Groot-Marico,1,NW,,200.78,227.73,108.5,,113.4,DC38
20260511,A3R005,Sehujwane,Sehujane,1,NW,,3.61,3.64,98.9,,100.8,DC38
20260511,A3R006,Madikwe,Tholwane,1,NW,,15.94,18.04,94.7,,113.2,DC37
20260511,A3R007,Pella,Lethlakane,1,NW,,2.11,1.79,70.3,,84.9,DC37
20260511,A4R001,Mokolo,Mokolo,1,LP,,145.77,149.08,102.3,,102.3,DC36
20260511,A6R001,Doorndraai,Sterk,1,LP,,44.93,44.42,100.6,,98.9,DC36
20260511,A6R002,GlenAlpine,Mogalakwena,1,LP,,18.89,19.78,105,,104.7,DC35
20260511,A7R002,Houtrivier,Hout,1,LP,,6.62,6.54,97.8,,98.8,DC35
20260511,A8R001,Nzhelele,Nzhelele,1,LP,,51.23,52.16,100.3,,101.8,DC34
20260511,A8R002,Luphephe,Luphephe,1,LP,,13.98,14.19,72.6,,101.4,DC34
20260511,A8R003,Nwanedzi,Nwanedzi,1,LP,,5.14,5.19,45,,100.9,DC34
20260511,A8R004,&Mutshedzi,Mutshedzi,1,LP,,2.34,2.51,100.3,,107.6,DC34
20260511,A9R001,Albasini,Luvuvhu,1,LP,LV,28.2,26.94,98.6,,95.5,DC34
20260511,A9R002,Vondo,Mutshindudi,1,LP,LV,30.45,30.84,100.7,,101.3,DC34
20260511,A9R004,Nandoni,Levhuvhu,1,LP,LV,166.11,170.46,100.7,,102.6,DC34
20260511,B1R001,Witbank,Olifants,1,M,,104.02,103.06,100,,99.1,DC31
20260511,B1R002,Middelburg,LittleOlifants,1,M,,48.06,48.06,97.5,,100,DC31
20260511,B2R001,Bronkhorstspruit,Bronkhorstspruit,1,G,,56.99,58.12,102.8,,102,TSH
20260511,B3R001,Rust DeWinter,Elands,1,LP,,28.19,28.68,102,,101.8,DC36
20260511,B3R002,Loskop,Olifants,1,M,,361.51,370.3,100.6,,102.4,DC31
20260511,B3R005,Rhenosterkop,Elands,1,M,,204.58,209.36,102.4,,102.3,DC31
20260511,B4R001,Tonteldoos,Tonteldoos,1,LP,,0.19,0.19,100.8,,100.8,DC47
20260511,B4R002,Vlugkraal,Vlugkraal,1,LP,,0.44,0.45,100.6,,100.6,DC47
20260511,B4R004,Buffelskloof,Waterval,1,M,,5.24,5.27,100.7,,100.6,DC32
20260511,B4R007,De Hoop,Steelpoort,1,LP,,348.7,352.41,100.7,,101.1,DC47
20260511,B5R002,FlagBoshielo,Olifants,1,LP,PK,185.13,198.96,105.2,,107.5,DC47
20260511,B6R001,Ohrigstad,Ohrigstad,1,M,,13.45,13.47,78.2,,100.1,DC32
20260511,B6R003,Blyderivierpoort,Blyde,1,M,,54.37,55.07,100.4,,101.3,DC32
20260511,B7R001,Klaserie,Klaserie,1,LP,,5.6,5.75,100.2,,102.5,DC33
20260511,B7R003,Tours,Ngwabitsi,1,LP,,6.08,6.11,99.6,,100.4,DC33
20260511,B8R001,Ebenezer,Groot-Letaba,1,LP,PK,69.14,69.64,100.4,,100.7,DC33
20260511,B8R002,HansMerensky,Ramadiepa,1,LP,,1.22,1.22,102.3,,100,DC33
20260511,B8R003,Magoebaskloof,Politsi,1,LP,,4.84,4.89,100.6,,101.1,DC33
20260511,B8R004,Vergelegen,Tributary ofPolitsi,1,LP,,0.25,0.26,100,,102.3,DC33
20260511,B8R005,Tzaneen,Groot-Letaba,1,LP,,114.28,115.93,94.5,,101.4,DC33
20260511,B8R006,DapNaude,Broederstroom,1,LP,,1.94,1.9,93.6,,98.3,DC33
20260511,B8R007,Middel-Letaba,Middel-Letaba,1,LP,,171.93,172.5,8,,100.3,DC33
20260511,B8R009,Nsami,Nsama,1,LP,,21.87,21.97,89.7,,100.5,DC33
20260511,B8R011,Modjadji,Molototsi,1,LP,,7.2,7.26,41.3,,101,DC33
20260511,B8R012,Thabina,Thabina,1,LP,,3.42,3.42,100,,100,DC33
20260511,C1R001,Vaal,Vaal,4,FS,IV,2560.97,2842.03,109.8,,111,DC42
20260511,C1R002,Grootdraai,Vaal,4,M,IV,349.72,358.77,102.7,,102.6,DC30
20260511,C2R001,Boskop,Mooi,4,NW,,19.96,21.3,103.2,,106.7,DC40
20260511,C2R002,JohanNeser,Skoonspruit,4,NW,,5.67,5.89,101.7,,103.9,DC40
20260511,C2R003,Klerkskraal,Mooi,4,NW,,7.92,10.29,109.2,,129.9,DC40
20260511,C2R004,Potchefstroom,Mooi,4,NW,,2.03,2.18,105,,107.8,DC40
20260511,C2R005,Klipdrift,Loopspruit,4,G,,13.3,13.73,102.3,,103.3,DC48
20260511,C2R006,Elandskuil,Swartleegte,4,NW,,1.18,1.29,106.4,,109,DC40
20260511,C2R007,Rietspruit,Rietspruit,4,NW,,7.28,7.49,103.1,,102.9,DC40
20260511,C2R008,VaalrivierBarrage,Vaal,4,FS,,53.62,51.89,94.2,,96.8,DC42
20260511,C3R002,Spitskop,Harts,4,NC,,57.83,76.2,115.8,,131.8,DC9
20260511,C3R006,Taung,Harts,4,NW,,61.37,61.71,95.4,,100.6,DC39
20260511,C4R001,Allemanskraal,Sand,4,FS,,172.48,177.58,100.2,,103,DC18
20260511,C4R002,Erfenis,Groot-Vet,4,FS,,213.76,222.74,100.4,,104.2,DC18
20260511,C5R001,Tierpoort,Tierpoort,4,FS,,34,36.91,101.7,,108.6,MAN
20260511,C5R002,Kalkfontein,Riet,4,FS,,325.13,353.92,102.8,,108.9,DC16
20260511,C5R003,Rustfontein,Modder,4,FS,BF,72.11,73.89,70.5,,102.5,MAN
20260511,C5R004,Krugersdrift,Modder,4,FS,,71.48,76.02,100.9,,106.4,MAN
20260511,C5R005,Groothoek,Kgabanyane,4,FS,BF,11.9,11.78,59.4,,98.9,MAN
20260511,C7R001,Koppies,Renoster,4,FS,,42.31,47.45,102.2,,112.1,DC20
20260511,C8R002,Metsi-Matsho,Metsi-Matsho,4,FS,,4.38,4.38,99.9,,99.9,DC19
20260511,C8R003,~Sterkfontein,Nuwejaarspruit,4,FS,IV,2616.9,2606.8,99.9,,99.6,DC19
20260511,C8R004,~Saulspoort,Liebenbergsvlei,4,FS,,15.01,15.59,100.7,,103.9,DC19
20260511,C8R008,Fika-Patso,Namahadi,4,FS,,29.41,29.41,99.8,,100,DC19
20260511,C9R001,~VaalhartsWeir,Vaal,4,NC,,50.68,42.43,69,,83.7,DC9
20260511,C9R002,Bloemhof,Vaal,4,FS,IV,1242.91,1374,101.4,,110.5,DC18
20260511,C9R003,~DouglasWeir,Vaal,4,NC,,16.24,21.73,133.8,,133.8,DC7
20260511,D1R001,Jozanashoek,Sterkspruit,4,EC,,9.47,9.73,100.4,,102.7,DC14
20260511,D1R002,* Katse,Malibamatso,8,L,IV,1519.1,1497.45,99.6,,98.6,
20260511,D1R003,* Mohale,Senqunyane,8,L,IV,843.53,875.86,102,,103.8,
20260511,D2R001,Egmont,Witspruit,4,FS,,9.06,9.93,100.9,,109.7,MAN
20260511,D2R002,Armenia,Leeu,4,FS,,13.22,15.18,100,,114.9,DC19
20260511,D2R004,~Welbedacht,Caledon,4,FS,BF,5.42,4.9,110.5,,90.5,MAN
20260511,D2R006,Knellpoort,Rietspruit,4,FS,BF,130.16,132.49,100.3,,101.8,MAN
20260511,D3R002,Gariep,Orange,4,FS,OR,4903.45,5902.08,100.7,,120.4,DC16
20260511,D3R003,Vanderkloof,Orange,4,FS,OR,3136.93,3521.68,104.7,,112.3,DC16
20260511,D4R003,Disaneng,Molopo,4,NW,,14.12,14.28,101.3,,101.1,DC38
20260511,D4R004,Setumo,Molopo,4,NW,,20.72,20.67,100.4,,99.8,DC38
20260511,D7R001,~Boegoeberg,Orange,4,NC,,23.57,27.79,147.2,,117.9,DC7
20260511,E1R001,Bulshoek,Olifants,6,WCw,,4.81,4.15,87.8,,86.2,DC1
20260511,E1R002,Clanwilliam,Olifants,6,WCw,,122.48,28.49,28.4,,23.3,DC1
20260511,E4R001,Karee,Karee,6,NC,,0.96,0.64,45.2,,67,DC6
20260511,G1R001,Voelvlei,Voelvlei,6,WCw,CT,158.59,82.18,58.1,,51.8,DC2
20260511,G1R002,Wemmershoek,Wemmers,6,WCw,CT,58.71,32.08,50.8,,54.6,DC2
20260511,G1R003,~Misverstand,Berg,6,WCw,,5.68,6.64,103.9,,116.9,DC1
20260511,G1R004,Berg River,Berg,6,WCw,CT,127.05,66.9,60.4,,52.7,DC2
20260511,G4R001,~Steenbras-Lower,Steenbras,6,WCw,CT,33.88,14.66,39.9,,43.3,CPT
20260511,G4R002,Eikenhof,Palmiet,6,WCw,,28.86,15.32,40.3,,53.1,DC3
20260511,G4R007,~Steenbras-Upper,Steenbras,6,WCw,CT,31.81,17.46,90.1,,54.9,CPT
20260511,G4R010,De Bos,Onrus,6,WCw,,5.74,3.86,72.3,,67.3,DC3
20260511,H1R001,Brandvlei,LowerBrandvlei,6,WCw,,286.04,105.32,43,,36.8,DC2
20260511,H1R002,Stettynskloof,Holsloot,6,WCw,,14.75,12.93,36,,87.7,DC2
20260511,H1R003,Ceres,Koekedou,6,WCw,,17.25,11.53,57.7,,66.8,DC2
20260511,H2R001,Roode ElsBerg,Sanddrifskloof,6,WCw,,7.73,2.46,29.2,,31.8,DC2
20260511,H2R002,Lakenvallei,Sanddrifskloof,6,WCw,,10.44,9.15,91.7,,87.6,DC2
20260511,H3R001,Poortjieskloof,Groot,6,WCw,,9.72,8.66,81.5,,89.1,DC2
20260511,H3R002,Pietersfontein,Pietersfontein,6,WCw,,1.92,1.93,79.8,,100.7,DC2
20260511,H4R002,Keerom,Nuy,6,WCw,,9.75,8.62,83.7,,88.4,DC2
20260511,H4R003,Klipberg,Konings,6,WCw,,1.94,0.55,53.5,,28.4,DC2
20260511,H4R004,Kwaggaskloof,Doorn,6,WCw,,169.41,66.17,42.5,,39.1,DC2
20260511,H6R001,Theewaterskloof,Riviersonderend,6,WCw,CT,479.26,237.09,59.1,,49.5,DC3
20260511,H6R002,Elandskloof,Elands,6,WCw,,10.99,3.87,28.6,,35.2,DC3
20260511,H7R001,Buffeljags,Buffeljags,6,WCo,,4.54,4.63,101,,102,DC3
20260511,H8R001,Duiwenhoks,Duiwenhoks,6,WCo,,6.18,6.22,100.1,,100.7,DC4
20260511,H9R001,Korentepoort,Korinte,6,WCo,,8.09,4.51,95,,55.7,DC4
20260511,J1R001,Prinsrivier,Prins,6,WCo,,2.26,2.22,45.7,,98.3,DC4
20260511,J1R002,Bellair,Brak,6,WCo,,4.24,3.92,85.6,,92.5,DC3
20260511,J1R003,Floriskraal,Buffels,6,WCo,,46.64,23.76,56.5,,50.9,DC5
20260511,J1R004,Miertjieskraal,Brand,6,WCo,,1.43,1.44,63.7,,100.3,DC4
20260511,J2R001,Calitzdorp,Nels,6,WCo,,4.82,4.78,60.2,,99.2,DC4
