date,station_id,reservoir,river,wma,prov,wss,fsc_mcm,water_mcm,pct_last_year,pct_last_week,pct_full,district_mun
20260420,A1R001,Ngotwane,Ngotwane,1,NW,,19.03,13.37,91,,70.2,DC38
20260420,A2R001,Hartbeespoort,Krokodil,1,NW,CW,185.79,183.13,96.6,,98.6,DC37
20260420,A2R002,BonAccord,Apies,1,G,,4.38,4.86,106.6,,110.9,TSH
20260420,A2R003,Olifantsnek,Hex,1,NW,,13.68,13.75,101,,100.6,DC37
20260420,A2R004,Rietvlei,Hennops,1,G,CW,12.25,12.42,101.2,,101.4,TSH
20260420,A2R005,Buffelspoort,Sterkstroom,1,NW,,10.18,10.28,101.2,,100.9,DC37
20260420,A2R006,Bospoort,Hex,1,NW,CW,15.8,16.76,102.8,,106.1,DC37
20260420,A2R007,Lindleyspoort,Elands,1,NW,,14.21,14.55,101.9,,102.4,DC37
20260420,A2R008,~Warmbad,Buffelspruit,1,LP,,0.55,0.56,102.8,,102.8,DC36
20260420,A2R009,Roodeplaat,Pienaars,1,G,CW,41.16,41.55,101,,101,TSH
20260420,A2R011,Kosterrivier,Koster,1,NW,,12.42,12.7,100.8,,102.3,DC37
20260420,A2R012,Klipvoor,Pienaars,1,NW,CW,40.73,41.49,102.9,,101.9,DC37
20260420,A2R013,Swartruggens,Elands,1,NW,,0.47,0.56,104.8,,117.4,DC37
20260420,A2R014,Vaalkop,Elands,1,NW,CW,51.32,54.62,102.8,,106.4,DC37
20260420,A2R015,Roodekopjes,Krokodil,1,NW,CW,96.35,88.35,79.4,,91.7,DC37
20260420,A2R018,Middelkraal,Maretlwane,1,NW,,0.74,0.74,100,,100,DC37
20260420,A3R001,Marico-Bosveld,Groot-Marico,1,NW,,26.93,28.47,101.4,,105.7,DC38
20260420,A3R002,Klein-Maricopoort,Klein Marico,1,NW,,7.23,7.35,100.8,,101.7,DC38
20260420,A3R003,Kromellenboog,Klein Marico,1,NW,,8.65,9.16,101.4,,105.9,DC38
20260420,A3R004,Molatedi,Groot-Marico,1,NW,,200.78,223.84,108.5,,111.5,DC38
20260420,A3R005,Sehujwane,Sehujane,1,NW,,3.61,3.63,101.5,,100.6,DC38
20260420,A3R006,Madikwe,Tholwane,1,NW,,15.94,14.9,90.8,,93.5,DC37
20260420,A3R007,Pella,Lethlakane,1,NW,,2.11,1.2,72.8,,57.1,DC37
20260420,A4R001,Mokolo,Mokolo,1,LP,,145.77,149.08,102.3,,102.3,DC36
20260420,A6R001,Doorndraai,Sterk,1,LP,,44.93,44.65,100.5,,99.4,DC36
20260420,A6R002,GlenAlpine,Mogalakwena,1,LP,,18.89,20.07,103.9,,106.2,DC35
20260420,A7R002,Houtrivier,Hout,1,LP,,6.62,6.62,99,,100,DC35
20260420,A8R001,Nzhelele,Nzhelele,1,LP,,51.23,52.6,100.7,,102.7,DC34
20260420,A8R002,Luphephe,Luphephe,1,LP,,13.98,14.19,72.3,,101.4,DC34
20260420,A8R003,Nwanedzi,Nwanedzi,1,LP,,5.14,5.19,67.6,,101,DC34
20260420,A8R004,&Mutshedzi,Mutshedzi,1,LP,,2.34,2.52,101.1,,107.8,DC34
20260420,A9R001,Albasini,Luvuvhu,1,LP,LV,28.2,27.25,98.2,,96.6,DC34
20260420,A9R002,Vondo,Mutshindudi,1,LP,LV,30.45,30.89,100.8,,101.4,DC34
20260420,A9R004,Nandoni,Levhuvhu,1,LP,LV,166.11,170.78,101.3,,102.8,DC34
20260420,B1R001,Witbank,Olifants,1,M,,104.02,102.23,98.7,,98.3,DC31
20260420,B1R002,Middelburg,LittleOlifants,1,M,,48.06,47.59,96.5,,99,DC31
20260420,B2R001,Bronkhorstspruit,Bronkhorstspruit,1,G,,56.99,57.43,103.6,,100.8,TSH
20260420,B3R001,Rust DeWinter,Elands,1,LP,,28.19,28.48,102.9,,101.1,DC36
20260420,B3R002,Loskop,Olifants,1,M,,361.51,364.67,100.9,,100.9,DC31
20260420,B3R005,Rhenosterkop,Elands,1,M,,204.58,206.04,102,,100.7,DC31
20260420,B4R001,Tonteldoos,Tonteldoos,1,LP,,0.19,0.19,100.9,,100.8,DC47
20260420,B4R002,Vlugkraal,Vlugkraal,1,LP,,0.44,0.45,100.6,,100.6,DC47
20260420,B4R004,Buffelskloof,Waterval,1,M,,5.24,5.28,100.7,,100.7,DC32
20260420,B4R007,De Hoop,Steelpoort,1,LP,,348.7,351.23,101,,100.7,DC47
20260420,B5R002,FlagBoshielo,Olifants,1,LP,PK,185.13,190.31,108.6,,102.8,DC47
20260420,B6R001,Ohrigstad,Ohrigstad,1,M,,13.45,13.47,75.3,,100.2,DC32
20260420,B6R003,Blyderivierpoort,Blyde,1,M,,54.37,55.1,100.6,,101.3,DC32
20260420,B7R001,Klaserie,Klaserie,1,LP,,5.6,6.05,100.6,,108,DC33
20260420,B7R003,Tours,Ngwabitsi,1,LP,,6.08,6.09,99.7,,100.1,DC33
20260420,B8R001,Ebenezer,Groot-Letaba,1,LP,PK,69.14,69.76,100.5,,100.9,DC33
20260420,B8R002,HansMerensky,Ramadiepa,1,LP,,1.22,1.27,103.2,,103.5,DC33
20260420,B8R003,Magoebaskloof,Politsi,1,LP,,4.84,4.9,100.5,,101.3,DC33
20260420,B8R004,Vergelegen,Tributary ofPolitsi,1,LP,,0.25,0.26,100.9,,103.3,DC33
20260420,B8R005,Tzaneen,Groot-Letaba,1,LP,,114.28,116.53,96.6,,102,DC33
20260420,B8R006,DapNaude,Broederstroom,1,LP,,1.94,1.96,97.9,,101,DC33
20260420,B8R007,Middel-Letaba,Middel-Letaba,1,LP,,171.93,172.69,8.3,,100.4,DC33
20260420,B8R009,Nsami,Nsama,1,LP,,21.87,21.87,93.8,,100,DC33
