date,station_id,reservoir,river,wma,prov,wss,fsc_mcm,water_mcm,pct_last_year,pct_last_week,pct_full,district_mun
20260504,A1R001,Ngotwane,Ngotwane,1,NW,,19.03,16.71,93.4,,87.8,DC38
20260504,A2R001,Hartbeespoort,Krokodil,1,NW,CW,185.79,184.56,97.6,,99.3,DC37
20260504,A2R002,BonAccord,Apies,1,G,,4.38,4.6,106.6,,105.1,TSH
20260504,A2R003,Olifantsnek,Hex,1,NW,,13.68,13.65,102.3,,99.8,DC37
20260504,A2R004,Rietvlei,Hennops,1,G,CW,12.25,12.4,101.1,,101.2,TSH
20260504,A2R005,Buffelspoort,Sterkstroom,1,NW,,10.18,10.29,101.1,,101.1,DC37
20260504,A2R006,Bospoort,Hex,1,NW,CW,15.8,16.33,102.7,,103.4,DC37
20260504,A2R007,Lindleyspoort,Elands,1,NW,,14.21,14.39,101.3,,101.3,DC37
20260504,A2R008,~Warmbad,Buffelspruit,1,LP,,0.55,0.56,102.8,,102.8,DC36
20260504,A2R009,Roodeplaat,Pienaars,1,G,CW,41.16,41.4,100.9,,100.6,TSH
20260504,A2R011,Kosterrivier,Koster,1,NW,,12.42,12.84,100.7,,103.4,DC37
20260504,A2R012,Klipvoor,Pienaars,1,NW,CW,40.73,42.03,104.7,,103.2,DC37
20260504,A2R013,Swartruggens,Elands,1,NW,,0.47,0.51,105.1,,106.7,DC37
20260504,A2R014,Vaalkop,Elands,1,NW,CW,51.32,52.58,103.3,,102.5,DC37
20260504,A2R015,Roodekopjes,Krokodil,1,NW,CW,96.35,89.06,93.4,,92.4,DC37
20260504,A2R018,Middelkraal,Maretlwane,1,NW,,0.74,0.74,100,,100,DC37
20260504,A3R001,Marico-Bosveld,Groot-Marico,1,NW,,26.93,27.65,101.7,,102.7,DC38
20260504,A3R002,Klein-Maricopoort,Klein Marico,1,NW,,7.23,7.35,100.9,,101.7,DC38
20260504,A3R003,Kromellenboog,Klein Marico,1,NW,,8.65,8.88,101.6,,102.6,DC38
20260504,A3R004,Molatedi,Groot-Marico,1,NW,,200.78,228.51,108.5,,113.8,DC38
20260504,A3R005,Sehujwane,Sehujane,1,NW,,3.61,3.64,99.8,,100.8,DC38
20260504,A3R006,Madikwe,Tholwane,1,NW,,15.94,18.31,95,,114.9,DC37
20260504,A3R007,Pella,Lethlakane,1,NW,,2.11,1.65,71.2,,78.1,DC37
20260504,A4R001,Mokolo,Mokolo,1,LP,,145.77,149.08,102.3,,102.3,DC36
20260504,A6R001,Doorndraai,Sterk,1,LP,,44.93,44.65,99.5,,99.4,DC36
20260504,A6R002,GlenAlpine,Mogalakwena,1,LP,,18.89,19.78,106.6,,104.7,DC35
20260504,A7R002,Houtrivier,Hout,1,LP,,6.62,6.56,98.5,,99,DC35
20260504,A8R001,Nzhelele,Nzhelele,1,LP,,51.23,52.35,100.5,,102.2,DC34
20260504,A8R002,Luphephe,Luphephe,1,LP,,13.98,14.19,72.5,,101.4,DC34
20260504,A8R003,Nwanedzi,Nwanedzi,1,LP,,5.14,5.2,51,,101.1,DC34
20260504,A8R004,&Mutshedzi,Mutshedzi,1,LP,,2.34,2.51,95.9,,107.6,DC34
20260504,A9R001,Albasini,Luvuvhu,1,LP,LV,28.2,26.04,98.6,,92.3,DC34
20260504,A9R002,Vondo,Mutshindudi,1,LP,LV,30.45,30.91,100.8,,101.5,DC34
20260504,A9R004,Nandoni,Levhuvhu,1,LP,LV,166.11,171.73,100.9,,103.4,DC34
20260504,B1R001,Witbank,Olifants,1,M,,104.02,102.59,98.9,,98.6,DC31
20260504,B1R002,Middelburg,LittleOlifants,1,M,,48.06,45.53,98.9,,94.7,DC31
20260504,B2R001,Bronkhorstspruit,Bronkhorstspruit,1,G,,56.99,58.12,103.2,,102,TSH
20260504,B3R001,Rust DeWinter,Elands,1,LP,,28.19,28.63,102.7,,101.6,DC36
20260504,B3R002,Loskop,Olifants,1,M,,361.51,367.6,101.6,,101.7,DC31
20260504,B3R005,Rhenosterkop,Elands,1,M,,204.58,208.62,104.3,,102,DC31
20260504,B4R001,Tonteldoos,Tonteldoos,1,LP,,0.19,0.19,100.9,,100.8,DC47
20260504,B4R002,Vlugkraal,Vlugkraal,1,LP,,0.44,0.45,100.6,,100.6,DC47
20260504,B4R004,Buffelskloof,Waterval,1,M,,5.24,5.28,100.8,,100.7,DC32
20260504,B4R007,De Hoop,Steelpoort,1,LP,,348.7,351.23,100.9,,100.7,DC47
20260504,B5R002,FlagBoshielo,Olifants,1,LP,PK,185.13,193.92,107.9,,104.7,DC47
20260504,B6R001,Ohrigstad,Ohrigstad,1,M,,13.45,13.47,77.7,,100.1,DC32
20260504,B6R003,Blyderivierpoort,Blyde,1,M,,54.37,55.15,100.4,,101.4,DC32
20260504,B7R001,Klaserie,Klaserie,1,LP,,5.6,5.77,100.4,,103,DC33
20260504,B7R003,Tours,Ngwabitsi,1,LP,,6.08,6.14,99.6,,100.9,DC33
20260504,B8R001,Ebenezer,Groot-Letaba,1,LP,PK,69.14,69.72,100.4,,100.8,DC33
20260504,B8R002,HansMerensky,Ramadiepa,1,LP,,1.22,1.28,102.7,,104.7,DC33
20260504,B8R003,Magoebaskloof,Politsi,1,LP,,4.84,4.9,100.8,,101.3,DC33
20260504,B8R004,Vergelegen,Tributary ofPolitsi,1,LP,,0.25,0.26,100.7,,102.6,DC33
20260504,B8R005,Tzaneen,Groot-Letaba,1,LP,,114.28,116.65,98.1,,102.1,DC33
20260504,B8R006,DapNaude,Broederstroom,1,LP,,1.94,1.94,94.7,,100.3,DC33
20260504,B8R007,Middel-Letaba,Middel-Letaba,1,LP,,171.93,172.88,8.1,,100.6,DC33
20260504,B8R009,Nsami,Nsama,1,LP,,21.87,22.27,91.1,,101.8,DC33
20260504,B8R011,Modjadji,Molototsi,1,LP,,7.2,7.27,41.9,,101.1,DC33
20260504,B8R012,Thabina,Thabina,1,LP,,3.42,3.42,100,,100,DC33
20260504,C1R001,Vaal,Vaal,4,FS,IV,2560.97,2691.67,112.4,,105.1,DC42
20260504,C1R002,Grootdraai,Vaal,4,M,IV,349.72,355.21,101.3,,101.6,DC30
20260504,C2R001,Boskop,Mooi,4,NW,,19.96,21.03,104.4,,105.4,DC40
20260504,C2R002,JohanNeser,Skoonspruit,4,NW,,5.67,5.89,101.7,,103.9,DC40
20260504,C2R003,Klerkskraal,Mooi,4,NW,,7.92,9.43,114.8,,119,DC40
20260504,C2R004,Potchefstroom,Mooi,4,NW,,2.03,2.18,106.8,,107.8,DC40
20260504,C2R005,Klipdrift,Loopspruit,4,G,,13.3,13.73,102.9,,103.3,DC48
20260504,C2R006,Elandskuil,Swartleegte,4,NW,,1.18,1.29,106.8,,109.4,DC40
20260504,C2R007,Rietspruit,Rietspruit,4,NW,,7.28,7.54,103.3,,103.6,DC40
20260504,C2R008,VaalrivierBarrage,Vaal,4,FS,,53.62,52.81,94.3,,98.5,DC42
20260504,C3R002,Spitskop,Harts,4,NC,,57.83,93.91,126.5,,162.4,DC9
20260504,C3R006,Taung,Harts,4,NW,,61.37,61.67,95.4,,100.5,DC39
20260504,C4R001,Allemanskraal,Sand,4,FS,,172.48,181.96,100.9,,105.5,DC18
20260504,C4R002,Erfenis,Groot-Vet,4,FS,,213.76,230.56,101.1,,107.9,DC18
20260504,C5R001,Tierpoort,Tierpoort,4,FS,,34,35.63,102.3,,104.8,MAN
20260504,C5R002,Kalkfontein,Riet,4,FS,,325.13,335.42,103.3,,103.2,DC16
20260504,C5R003,Rustfontein,Modder,4,FS,BF,72.11,57.7,70.7,,80,MAN
20260504,C5R004,Krugersdrift,Modder,4,FS,,71.48,78.37,102.7,,109.6,MAN
20260504,C5R005,Groothoek,Kgabanyane,4,FS,BF,11.9,11.85,60,,99.6,MAN
20260504,C7R001,Koppies,Renoster,4,FS,,42.31,45.28,103.2,,107,DC20
20260504,C8R002,Metsi-Matsho,Metsi-Matsho,4,FS,,4.38,4.36,101,,99.6,DC19
20260504,C8R003,~Sterkfontein,Nuwejaarspruit,4,FS,IV,2616.9,2608.14,100,,99.7,DC19
20260504,C8R004,~Saulspoort,Liebenbergsvlei,4,FS,,15.01,15.42,101.2,,102.7,DC19
20260504,C8R008,Fika-Patso,Namahadi,4,FS,,29.41,29.09,100,,98.9,DC19
20260504,C9R001,~VaalhartsWeir,Vaal,4,NC,,50.68,41.71,105.9,,82.3,DC9
20260504,C9R002,Bloemhof,Vaal,4,FS,IV,1242.91,1391.38,109.1,,111.9,DC18
20260504,C9R003,~DouglasWeir,Vaal,4,NC,,16.24,21.73,133.8,,133.8,DC7
20260504,D1R001,Jozanashoek,Sterkspruit,4,EC,,9.47,9.63,100.7,,101.7,DC14
20260504,D1R002,* Katse,Malibamatso,8,L,IV,1519.1,1512.3,99.2,,99.6,
20260504,D1R003,* Mohale,Senqunyane,8,L,IV,843.53,866.34,102.4,,102.7,
20260504,D2R001,Egmont,Witspruit,4,FS,,9.06,9.44,102,,104.2,MAN
20260504,D2R002,Armenia,Leeu,4,FS,,13.22,14.26,101.2,,107.9,DC19
20260504,D2R004,~Welbedacht,Caledon,4,FS,BF,5.42,4.36,113,,80.4,MAN
20260504,D2R006,Knellpoort,Rietspruit,4,FS,BF,130.16,132.49,101,,101.8,MAN
20260504,D3R002,Gariep,Orange,4,FS,OR,4903.45,4987.88,107.6,,101.7,DC16
20260504,D3R003,Vanderkloof,Orange,4,FS,OR,3136.93,3223.39,107.6,,102.8,DC16
20260504,D4R003,Disaneng,Molopo,4,NW,,14.12,14.78,101.7,,104.6,DC38
20260504,D4R004,Setumo,Molopo,4,NW,,20.72,20.81,100.6,,100.4,DC38
20260504,D7R001,~Boegoeberg,Orange,4,NC,,23.57,27.79,172.5,,117.9,DC7
20260504,E1R001,Bulshoek,Olifants,6,WCw,,4.81,4.51,89.4,,93.7,DC1
20260504,E1R002,Clanwilliam,Olifants,6,WCw,,122.48,25.21,28.4,,20.6,DC1
20260504,E4R001,Karee,Karee,6,NC,,0.96,0.33,46.5,,34.7,DC6
20260504,G1R001,Voelvlei,Voelvlei,6,WCw,CT,158.59,79.74,58.5,,50.3,DC2
20260504,G1R002,Wemmershoek,Wemmers,6,WCw,CT,58.71,29.04,51.3,,49.5,DC2
20260504,G1R003,~Misverstand,Berg,6,WCw,,5.68,6.17,102.2,,108.7,DC1
20260504,G1R004,Berg River,Berg,6,WCw,CT,127.05,60.41,60.1,,47.5,DC2
20260504,G4R001,~Steenbras-Lower,Steenbras,6,WCw,CT,33.88,12.88,41.2,,38,CPT
20260504,G4R002,Eikenhof,Palmiet,6,WCw,,28.86,13.94,40.7,,48.3,DC3
20260504,G4R007,~Steenbras-Upper,Steenbras,6,WCw,CT,31.81,17.54,91.4,,55.1,CPT
20260504,G4R010,De Bos,Onrus,6,WCw,,5.74,3.7,72.7,,64.4,DC3
20260504,H1R001,Brandvlei,LowerBrandvlei,6,WCw,,286.04,101.99,43.7,,35.7,DC2
20260504,H1R002,Stettynskloof,Holsloot,6,WCw,,14.75,10.96,37.1,,74.3,DC2
20260504,H1R003,Ceres,Koekedou,6,WCw,,17.25,10.86,58.3,,63,DC2
20260504,H2R001,Roode ElsBerg,Sanddrifskloof,6,WCw,,7.73,2.02,31,,26.1,DC2
20260504,H2R002,Lakenvallei,Sanddrifskloof,6,WCw,,10.44,9.06,91.8,,86.7,DC2
20260504,H3R001,Poortjieskloof,Groot,6,WCw,,9.72,6.27,81.6,,64.5,DC2
20260504,H3R002,Pietersfontein,Pietersfontein,6,WCw,,1.92,1.72,80.5,,89.9,DC2
20260504,H4R002,Keerom,Nuy,6,WCw,,9.75,8.62,83.6,,88.4,DC2
20260504,H4R003,Klipberg,Konings,6,WCw,,1.94,0.55,53.9,,28.4,DC2
20260504,H4R004,Kwaggaskloof,Doorn,6,WCw,,169.41,61.89,43.1,,36.5,DC2
20260504,H6R001,Theewaterskloof,Riviersonderend,6,WCw,CT,479.26,226.74,59.4,,47.3,DC3
20260504,H6R002,Elandskloof,Elands,6,WCw,,10.99,3.23,28.9,,29.4,DC3
20260504,H7R001,Buffeljags,Buffeljags,6,WCo,,4.54,4.57,102.3,,100.6,DC3
20260504,H8R001,Duiwenhoks,Duiwenhoks,6,WCo,,6.18,4.15,100.8,,67.2,DC4
20260504,H9R001,Korentepoort,Korinte,6,WCo,,8.09,3.47,93.6,,42.9,DC4
20260504,J1R001,Prinsrivier,Prins,6,WCo,,2.26,2.22,46.1,,98.3,DC4
20260504,J1R002,Bellair,Brak,6,WCo,,4.24,3.92,85.8,,92.5,DC3
20260504,J1R003,Floriskraal,Buffels,6,WCo,,46.64,23.6,56.8,,50.6,DC5
20260504,J1R004,Miertjieskraal,Brand,6,WCo,,1.43,0.11,61.8,,7.8,DC4
20260504,J2R001,Calitzdorp,Nels,6,WCo,,4.82,1.47,60.8,,30.5,DC4
20260504,J2R002,Leeugamka,Leeu,6,WCo,,13.41,12.83,55.1,,95.7,DC5
20260504,J2R003,Oukloof,Cordiers,6,WCo,,4.26,3.27,92,,76.9,DC5
20260504,J2R004,Gamka,Gamka,6,WCo,,1.73,0.29,53.8,,16.5,DC5
20260504,J2R006,Gamkapoort,Gamka,6,WCo,,35.72,34.52,57.5,,96.6,DC5
20260504,J2R008,Tierkloof,Tributary ofSeweweekspoort,6,WCo,,0.03,0.03,100,,100,DC4
20260504,J3R001,Kammanassie,Kammanassie,6,WCo,,34.35,11.43,77.6,,33.3,DC4
20260504,J3R002,Stompdrift,Olifants,6,WCo,,46.27,13.69,77.9,,29.6,DC4
20260504,K1R001,Hartebeestkuil,Hartenbos,6,WCo,,7.13,2.45,72.3,,34.3,DC4
20260504,K1R002,Klipheuwel,Tributary ofHartenbos,6,WCo,,4.45,0.25,29.6,,5.6,DC4
20260504,K2R001,ErnestRobertson,Groot Brak,6,WCo,,0.41,0.34,100.9,,81,DC4
20260504,K2R002,Wolwedans,Groot Brak,6,WCo,,24.63,13.41,100.2,,54.5,DC4
20260504,K3R002,GardenRoute,Swart,6,WCo,,12.42,5.72,95.3,,46.1,DC4
