obs_date,reservoir_id,variable,value,source_kind,bulletin_file,fetched_at
2023-03-10,MUDA,storage_pct,100,prose,BH076_10.03.2023.pdf,2026-09-01 09:37:44Z
2023-03-11,CAHORA BASSA,outflow_m3s,2951.87,prose,BH077_11.03.2023.pdf,2026-09-01 09:37:44Z
2023-03-11,MUDA,outflow_m3s,26.26,prose,BH077_11.03.2023.pdf,2026-09-01 09:37:44Z
2023-03-13,CAHORA BASSA,outflow_m3s,1891.51,prose,BH078_13.03.2023.pdf,2026-09-01 09:37:44Z
2023-03-13,CHICAMBA,outflow_m3s,26.8,prose,BH078_13.03.2023.pdf,2026-09-01 09:37:44Z
2023-03-14,CAHORA BASSA,outflow_m3s,2059.96,prose,BH079_14.03.2023.pdf,2026-09-01 09:37:44Z
2023-03-14,CHICAMBA,outflow_m3s,27.17,prose,BH079_14.03.2023.pdf,2026-09-01 09:37:44Z
2023-03-14,MUDA,outflow_m3s,261.69,prose,BH079_14.03.2023.pdf,2026-09-01 09:37:44Z
2023-03-15,CAHORA BASSA,outflow_m3s,1850.85,prose,BH080_15.03.2023.pdf,2026-09-01 09:37:44Z
2023-03-15,CHICAMBA,outflow_m3s,28.5,prose,BH080_15.03.2023.pdf,2026-09-01 09:37:44Z
2023-03-15,MUDA,outflow_m3s,109.6,prose,BH080_15.03.2023.pdf,2026-09-01 09:37:44Z
2023-03-16,CAHORA BASSA,outflow_m3s,1850.15,prose,BH081_16.03.2023.pdf,2026-09-01 09:37:44Z
2023-03-16,CHICAMBA,outflow_m3s,30.7,prose,BH081_16.03.2023.pdf,2026-09-01 09:37:44Z
2023-03-16,MUDA,outflow_m3s,67.15,prose,BH081_16.03.2023.pdf,2026-09-01 09:37:44Z
