流域,行政区划,河名,库名,时间,库水位(米),日变幅(米),screen_index,crawl_time_local,report_date,row_order_in_screen
珠江,广东,西枝江,白盆珠,04-28 08:00,65.4,0.02,0,2026-04-27 20:03:50,2026-04-28,0
珠江,广东,二渡河,上板桥,04-28 08:00,264.54,-0.13,0,2026-04-27 20:03:50,2026-04-28,1
珠江,广东,东江,七水库,04-28 08:00,78.75,0.04,0,2026-04-27 20:03:50,2026-04-28,2
珠江,广东,东江,红花湖,04-28 08:00,53.22,-0.01,0,2026-04-27 20:03:50,2026-04-28,3
珠江,广东,黄沙水,同沙,04-28 08:00,15.98,0.05,0,2026-04-27 20:03:50,2026-04-28,4
珠江,广东,横岭水,鸡心石,04-28 08:00,48.9,-0.25,0,2026-04-27 20:03:50,2026-04-28,5
珠江,广东,稿树下水,稿树下,04-28 08:00,57.1,-0.01,0,2026-04-27 20:03:50,2026-04-28,6
珠江,广东,里波水,联和,04-28 08:00,46.18,-0.03,0,2026-04-27 20:03:50,2026-04-28,7
珠江,广东,增江,天堂山,04-28 08:00,136.19,-0.13,0,2026-04-27 20:03:50,2026-04-28,8
流溪河,广东,流溪河,流溪河,04-28 08:00,224.03,-0.21,0,2026-04-27 20:03:50,2026-04-28,9
流溪河,广东,天湖水库水,天湖,04-28 08:00,228.87,-0.01,0,2026-04-27 20:03:50,2026-04-28,10
流溪河,广东,沙坑,和龙,04-28 08:00,34.33,-0.03,0,2026-04-27 20:03:50,2026-04-28,11
珠江,广东,沙河,显岗,04-28 08:00,20.72,-0.03,0,2026-04-27 20:03:50,2026-04-28,12
流溪河,广东,流溪河,黄龙带,04-28 08:00,160.06,-0.09,0,2026-04-27 20:03:50,2026-04-28,13
珠江,广东,茅洲河,罗田,04-28 08:00,29.08,0.22,0,2026-04-27 20:03:50,2026-04-28,14
珠江,广东,西乡水,铁岗,04-28 08:00,22.25,,0,2026-04-27 20:03:50,2026-04-28,15
珠江,广东,南头河,西沥,01-21 08:00,27.34,,0,2026-04-27 20:03:50,2026-04-28,16
珠江,广东,深圳水,深圳,04-28 08:00,27.37,-0.09,0,2026-04-27 20:03:50,2026-04-28,17
珠江,广东,新洲河,梅林,04-28 08:00,49.58,-0.01,0,2026-04-27 20:03:50,2026-04-28,18
珠江,广东,龙岗河,松子坑,04-28 08:00,58.2,0.05,0,2026-04-27 20:03:50,2026-04-28,19
珠江,广东,莲塘水,宝鸭仔,04-28 08:00,30.3,0.01,0,2026-04-27 20:03:50,2026-04-28,20
珠江,广东,沙坪水,四堡,04-28 08:00,63.82,-0.03,0,2026-04-27 20:03:50,2026-04-28,21
珠江,广东,小隐涌,长江,04-28 08:00,22.48,-0.04,0,2026-04-27 20:03:50,2026-04-28,22
珠江,广东,潭江,锦江,04-28 08:00,84.14,-0.01,0,2026-04-27 20:03:50,2026-04-28,23
珠江,广东,鹤洲水,大沙河,04-28 08:00,30.18,0.02,0,2026-04-27 20:03:50,2026-04-28,24
珠江,广东,镇海水,镇海,04-28 08:00,22.94,0.01,1,2026-04-27 20:03:50,2026-04-28,0
珠江,广东,大镜山溪,大镜山,04-28 08:00,16.21,-0.04,1,2026-04-27 20:03:50,2026-04-28,1
韩江,广东,五华河,益塘,04-28 08:00,145.21,0.01,1,2026-04-27 20:03:50,2026-04-28,2
韩江,广东,和山河,和山岩,04-28 08:00,151.53,-0.09,1,2026-04-27 20:03:50,2026-04-28,3
韩江,福建,汀江,棉花滩水库,04-28 08:00,155.59,0.07,1,2026-04-27 20:03:50,2026-04-28,4
韩江,广东,汀江,青溪,04-28 08:00,71.8,-0.17,1,2026-04-27 20:03:50,2026-04-28,5
韩江,广东,程江,梅西,04-28 08:00,164.39,0.07,1,2026-04-27 20:03:50,2026-04-28,6
韩江,广东,凤凰溪,凤溪,04-28 08:00,407.77,-0.03,1,2026-04-27 20:03:50,2026-04-28,7
粤东沿海诸河,广东,五经富水,龙颈（上）,04-28 08:00,88.7,-0.1,1,2026-04-27 20:03:50,2026-04-28,8
粤东沿海诸河,广东,五经富水,龙颈（下),04-28 08:00,53.51,-0.01,1,2026-04-27 20:03:50,2026-04-28,9
粤东沿海诸河,广东,小龙溪,小龙溪,04-28 08:00,52.03,-0.07,1,2026-04-27 20:03:50,2026-04-28,10
粤东沿海诸河,广东,龙溪水,龙溪一级,04-28 08:00,171.35,-0.04,1,2026-04-27 20:03:50,2026-04-28,11
粤东沿海诸河,广东,龙溪水,龙溪二级,04-28 08:00,57.15,-0.13,1,2026-04-27 20:03:50,2026-04-28,12
粤东沿海诸河,广东,锣鼓水,红场,04-28 08:00,240.32,0.04,1,2026-04-27 20:03:50,2026-04-28,13
粤东沿海诸河,广东,金溪河,上金溪,04-28 08:00,84.9,-0.07,1,2026-04-27 20:03:50,2026-04-28,14
粤东沿海诸河,广东,三坑溪,上三坑,04-28 08:00,153.3,0.1,1,2026-04-27 20:03:50,2026-04-28,15
粤东沿海诸河,广东,练江,白沙溪,04-28 08:00,364.32,-0.09,1,2026-04-27 20:03:50,2026-04-28,16
粤东沿海诸河,广东,雷岭河,镇北,04-28 08:00,43.95,-0.02,1,2026-04-27 20:03:50,2026-04-28,17
粤东沿海诸河,广东,雷岭河,蜈蚣岭,04-28 08:00,45.22,-0.04,1,2026-04-27 20:03:50,2026-04-28,18
粤东沿海诸河,广东,黄江,朝面山,04-28 08:00,192.72,-0.24,1,2026-04-27 20:03:50,2026-04-28,19
粤东沿海诸河,广东,横江水,横江,04-28 08:00,65.3,-0.05,1,2026-04-27 20:03:50,2026-04-28,20
粤东沿海诸河,广东,练江,汤坑,04-28 08:00,45.65,-0.2,1,2026-04-27 20:03:50,2026-04-28,21
粤东沿海诸河,广东,练江,秋风岭,04-28 08:00,34.89,-0.06,1,2026-04-27 20:03:50,2026-04-28,22
