reservoir_id,reservoir_name,reservoir_name_en,country,admin_unit,river,basin,lat,lon,capacity_total (million m^3),storage_capacity (million m^3),usable_capacity (million m^3),dead_storage (million m^3),avg_year_inflow (million m^3/year),source_type,province,rid_office,project_name,source_agency,source_url,last_updated
200102,เขื่อนสิริกิติ์,,Thailand,เหนือ,,,17.7656,100.5646,10508.0,9510.0,6660.0,2850.0,5696.45,large,,,,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
200101,เขื่อนภูมิพล,,Thailand,เหนือ,,,17.247,98.971,13462.0,13462.0,9662.0,3800.0,5696.42,large,,,,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
100104,เขื่อนแม่กวงอุดมธารา,,Thailand,เหนือ,,,18.92348,99.121978,295.0,263.0,249.0,14.0,194.33,large,,,,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
100107,เขื่อนแควน้อยบำรุงแดน,,Thailand,เหนือ,,,17.023,100.327,1080.0,939.0,896.0,43.0,1511.64,large,,,,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
200103,เขื่อนแม่งัดสมบูรณ์ชล,,Thailand,เหนือ,,,19.16138,99.04011,323.0,265.0,253.0,12.0,23739.24,large,,,,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
100108,เขื่อนแม่มอก,,Thailand,เหนือ,,,17.20818657,99.42361467,110.0,110.0,94.1,15.9,201.67,large,,,,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
100105,เขื่อนกิ่วลม,,Thailand,เหนือ,,,18.5239,99.6239,106.22,106.22,102.67,3.55,577.52,large,,,,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
100106,เขื่อนกิ่วคอหมา,,Thailand,เหนือ,,,18.8,99.64,208.6,170.0,163.8,6.2,263.33,large,,,,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
200205,เขื่อนอุบลรัตน์,,Thailand,ตะวันออกเฉียงเหนือ,,,16.774,102.619,2431.0,2431.0,1850.0,581.0,2653.76,large,,,,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
200204,เขื่อนจุฬาภรณ์,,Thailand,ตะวันออกเฉียงเหนือ,,,16.5356,101.6493,181.0,164.0,127.0,37.0,171.81,large,,,,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
200203,เขื่อนน้ำพุง,,Thailand,ตะวันออกเฉียงเหนือ,,,16.977,103.9707,200.0,165.0,157.0,8.0,136.36,large,,,,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
200212,เขื่อนสิรินธร,,Thailand,ตะวันออกเฉียงเหนือ,,,15.207,105.428,1966.0,1966.0,1134.62,831.38,1654.65,large,,,,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
100208,เขื่อนลำพระเพลิง,,Thailand,ตะวันออกเฉียงเหนือ,,,14.5944,101.8401,242.0,155.0,153.6,1.4,173.91,large,,,,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
100207,เขื่อนลำตะคอง,,Thailand,ตะวันออกเฉียงเหนือ,,,14.8652,101.5604,445.0,314.49,291.79,22.7,282.46,large,,,,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
100210,เขื่อนลำแชะ,,Thailand,ตะวันออกเฉียงเหนือ,,,14.4084,102.2836,325.0,275.0,268.0,7.0,203.31,large,,,,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
100201,เขื่อนห้วยหลวง,,Thailand,ตะวันออกเฉียงเหนือ,,,17.364,102.583,135.57,135.57,128.98,6.59,170.0,large,,,,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
100206,เขื่อนลำปาว,,Thailand,ตะวันออกเฉียงเหนือ,,,16.602595,103.441,2450.0,1980.0,1880.0,100.0,2255.04,large,,,,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
100211,เขื่อนลำนางรอง,,Thailand,ตะวันออกเฉียงเหนือ,,,14.3012,102.764,196.67,121.41,118.41,3.0,135.45,large,,,,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
100209,เขื่อนมูลบน,,Thailand,ตะวันออกเฉียงเหนือ,,,14.484,102.1474,350.0,141.0,134.0,7.0,99.21,large,,,,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
100202,เขื่อนน้ำอูน,,Thailand,ตะวันออกเฉียงเหนือ,,,17.3095,103.7428,780.0,520.0,475.0,45.0,447.59,large,,,,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
100301,เขื่อนป่าสักชลสิทธิ์,,Thailand,กลาง,,,14.8613,101.06615,960.0,960.0,957.0,3.0,2347.62,large,,,,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
100302,เขื่อนทับเสลา,,Thailand,กลาง,,,15.54369,99.4482,190.0,160.0,143.0,17.0,148.87,large,,,,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
100303,เขื่อนกระเสียว,,Thailand,กลาง,,,14.835957,99.6645,390.0,299.0,259.0,40.0,328.18,large,,,,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
200402,เขื่อนวชิราลงกรณ,,Thailand,ตะวันตก,,,14.7982,98.5929,11000.0,8860.0,5848.0,3012.0,5464.48,large,,,,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
200401,เขื่อนศรีนครินทร์,,Thailand,ตะวันตก,,,14.4091,99.1284,18770.0,17745.0,7480.0,10265.0,4729.03,large,,,,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
100514,เขื่อนนฤบดินทรจินดา,,Thailand,ตะวันออก,,,14.0446,102.0149,338.0,295.0,280.75,14.25,548.97,large,,,,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
100503,เขื่อนบางพระ,,Thailand,ตะวันออก,,,13.2148,100.9632,127.0,117.0,104.94,12.06,54.21,large,,,,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
100501,เขื่อนขุนด่านปราการชล,,Thailand,ตะวันออก,,,14.312,101.319,224.9,224.0,219.48,4.52,817.76,large,,,,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
100502,เขื่อนคลองสียัด,,Thailand,ตะวันออก,,,13.45,101.65,450.0,420.0,390.0,30.0,277.98,large,,,,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
100504,เขื่อนหนองปลาไหล,,Thailand,ตะวันออก,,,12.969,101.251,205.85,163.75,150.25,13.5,259.99,large,,,,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
100505,เขื่อนประแสร์,,Thailand,ตะวันออก,,,13.028,101.57,322.0,295.0,275.0,20.0,266.55,large,,,,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
200603,เขื่อนรัชชประภา,,Thailand,ใต้,,,8.9726,98.806,6144.0,5638.84,4287.3,1351.54,2631.32,large,,,,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
200604,เขื่อนบางลาง,,Thailand,ใต้,,,6.155,101.268,1590.0,1454.36,1178.08,276.28,1714.15,large,,,,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
200601,เขื่อนแก่งกระจาน,,Thailand,ใต้,,,12.93162,99.62814,900.0,710.0,645.0,65.0,937.44,large,,,,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
100602,เขื่อนปราณบุรี,,Thailand,ใต้,,,12.462558,99.79311,490.0,391.0,373.41,17.59,431.95,large,,,,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv01,อ่างเก็บน้ำห้วยแม่ออน,,Thailand,north,,,18.808626407,99.264615387,4.53,,,0.8,,middle,เชียงใหม่,สำนักงานชลประทานที่ 1,โครงการชลประทานเชียงใหม่,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv02,อ่างเก็บน้ำแม่จอกหลวง,,Thailand,north,,,18.839381,98.954616,1.1,,,0.1,,middle,เชียงใหม่,สำนักงานชลประทานที่ 1,โครงการชลประทานเชียงใหม่,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv03,อ่างเก็บน้ำห้วยมะนาว,,Thailand,north,,,18.63773077,98.780188953,4.3,,,0.1,,middle,เชียงใหม่,สำนักงานชลประทานที่ 1,โครงการชลประทานเชียงใหม่,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv04,อ่างเก็บน้ำห้วยโป่งจ้อ,,Thailand,north,,,18.528970873,98.75531857,2.772,,,0.05,,middle,เชียงใหม่,สำนักงานชลประทานที่ 1,โครงการชลประทานเชียงใหม่,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv05,อ่างเก็บน้ำแม่ตูบ,,Thailand,north,,,17.874245826,98.767761451,39.0,,,0.5,,middle,เชียงใหม่,สำนักงานชลประทานที่ 1,โครงการชลประทานเชียงใหม่,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv06,อ่างเก็บน้ำแม่โก๋น,,Thailand,north,,,19.433155174,99.229267277,5.53,,,0.32,,middle,เชียงใหม่,สำนักงานชลประทานที่ 1,โครงการชลประทานเชียงใหม่,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv07,อ่างเก็บน้ำห้วยเดื่อ,,Thailand,north,,,19.760401185,99.238730569,4.276,,,0.283,,middle,เชียงใหม่,สำนักงานชลประทานที่ 1,โครงการชลประทานเชียงใหม่,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv08,อ่างเก็บน้ำแม่แหลงหลวง,,Thailand,north,,,20.043662261,99.263467384,3.641,,,0.127,,middle,เชียงใหม่,สำนักงานชลประทานที่ 1,โครงการชลประทานเชียงใหม่,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv09,อ่างเก็บน้ำแม่ข้อน,,Thailand,north,,,19.46115612,98.934100494,4.08,,,0.35,,middle,เชียงใหม่,สำนักงานชลประทานที่ 1,โครงการชลประทานเชียงใหม่,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv10,อ่างเก็บน้ำสันหนอง,,Thailand,north,,,18.497546694,98.348224625,1.45,,,0.35,,middle,เชียงใหม่,สำนักงานชลประทานที่ 1,โครงการชลประทานเชียงใหม่,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv11,อ่างเก็บน้ำแม่ทะลบหลวง,,Thailand,north,,,19.712462023,99.213358519,15.3,,,2.3,,middle,เชียงใหม่,สำนักงานชลประทานที่ 1,โครงการชลประทานเชียงใหม่,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv531,อ่างเก็บน้ำ แม่สะลวม,,Thailand,north,,,19.373515,99.248612,16.24,,,0.55,,middle,เชียงใหม่,สำนักงานชลประทานที่ 1,โครงการชลประทานเชียงใหม่,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv13,อ่างเก็บน้ำแม่ตีบ,,Thailand,north,,,18.584366854,99.155063325,10.0,,,0.5,,middle,ลำพูน,สำนักงานชลประทานที่ 1,โครงการชลประทานลำพูน,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv14,อ่างเก็บน้ำแม่สาน,,Thailand,north,,,18.512844675,99.132700857,16.0,,,0.88,,middle,ลำพูน,สำนักงานชลประทานที่ 1,โครงการชลประทานลำพูน,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv15,อ่างเก็บน้ำแม่ธิ,,Thailand,north,,,18.614486772,99.182690939,5.5,,,0.15,,middle,ลำพูน,สำนักงานชลประทานที่ 1,โครงการชลประทานลำพูน,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv16,อ่างเก็บน้ำแม่เมย,,Thailand,north,,,18.357157675,98.960364761,3.6,,,0.02,,middle,ลำพูน,สำนักงานชลประทานที่ 1,โครงการชลประทานลำพูน,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv19,อ่างเก็บน้ำห้วยช้าง,,Thailand,north,,,20.226754231,100.368568692,6.3,,,0.3,,middle,เชียงราย,สำนักงานชลประทานที่ 2,โครงการชลประทานเชียงราย,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv20,อ่างเก็บน้ำแม่ต๊าก,,Thailand,north,,,19.796507893,100.014467204,13.0,,,1.45,,middle,เชียงราย,สำนักงานชลประทานที่ 2,โครงการชลประทานเชียงราย,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv21,อ่างเก็บน้ำแม่สรวย,,Thailand,north,,,19.681042949,99.536651461,73.0,,,3.0,,middle,เชียงราย,สำนักงานชลประทานที่ 2,โครงการส่งน้ำและบำรุงรักษาแม่ลาว,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv483,อ่างเก็บน้ำดอยงู,,Thailand,north,,,19.190984494,99.490613206,7.37,,,1.34,,middle,เชียงราย,สำนักงานชลประทานที่ 2,โครงการชลประทานเชียงราย,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv22,อ่างเก็บน้ำแม่ทะ,,Thailand,north,,,18.222775854,99.580865137,2.54,,,0.24,,middle,ลำปาง,สำนักงานชลประทานที่ 2,โครงการชลประทานลำปาง,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv23,อ่างเก็บน้ำแม่อาบ,,Thailand,north,,,17.657868411,99.128863598,7.56,,,0.54,,middle,ลำปาง,สำนักงานชลประทานที่ 2,โครงการชลประทานลำปาง,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv24,อ่างเก็บน้ำแม่ทาน,,Thailand,north,,,17.969346,99.3755,13.6,,,1.36,,middle,ลำปาง,สำนักงานชลประทานที่ 2,โครงการชลประทานลำปาง,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv25,อ่างเก็บน้ำห้วยสมัย,,Thailand,north,,,17.903735,99.430205,1.2,,,0.16,,middle,ลำปาง,สำนักงานชลประทานที่ 2,โครงการชลประทานลำปาง,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv26,อ่างเก็บน้ำแม่พริก,,Thailand,north,,,17.592993081,98.964775836,4.2,,,0.4,,middle,ลำปาง,สำนักงานชลประทานที่ 2,โครงการชลประทานลำปาง,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv27,อ่างเก็บน้ำแม่เลียงพัฒนา,,Thailand,north,,,18.187105936,99.145531481,6.9,,,0.8,,middle,ลำปาง,สำนักงานชลประทานที่ 2,โครงการชลประทานลำปาง,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv29,อ่างเก็บน้ำแม่ทรายคำ,,Thailand,north,,,18.432739588,99.524040872,1.248,,,0.138,,middle,ลำปาง,สำนักงานชลประทานที่ 2,โครงการชลประทานลำปาง,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv30,อ่างเก็บน้ำห้วยหลวงวังวัว,,Thailand,north,,,18.443170478,99.556985565,1.61,,,0.15,,middle,ลำปาง,สำนักงานชลประทานที่ 2,โครงการชลประทานลำปาง,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv31,อ่างเก็บน้ำห้วยแม่ค่อม,,Thailand,north,,,18.51310303,99.405035953,1.356,,,0.16,,middle,ลำปาง,สำนักงานชลประทานที่ 2,โครงการชลประทานลำปาง,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv32,อ่างเก็บน้ำแม่ต๋ำน้อย,,Thailand,north,,,18.46918315,99.370268467,1.0,,,0.07,,middle,ลำปาง,สำนักงานชลประทานที่ 2,โครงการชลประทานลำปาง,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv33,อ่างเก็บน้ำแม่เฟือง,,Thailand,north,,,18.49405792,99.395657184,1.132,,,0.178,,middle,ลำปาง,สำนักงานชลประทานที่ 2,โครงการชลประทานลำปาง,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv34,อ่างเก็บน้ำแม่ไฮ,,Thailand,north,,,18.076992604,99.370764588,1.225,,,0.115,,middle,ลำปาง,สำนักงานชลประทานที่ 2,โครงการชลประทานลำปาง,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv35,อ่างเก็บน้ำแม่ธิ,,Thailand,north,,,18.129355,99.400933,1.59,,,0.105,,middle,ลำปาง,สำนักงานชลประทานที่ 2,โครงการชลประทานลำปาง,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv36,อ่างเก็บน้ำห้วยแม่งอน,,Thailand,north,,,18.74176,100.067684,1.28,,,0.116,,middle,ลำปาง,สำนักงานชลประทานที่ 2,โครงการชลประทานลำปาง,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv37,อ่างเก็บน้ำแม่ต๋ำตอนล่าง,,Thailand,north,,,17.986912046,99.183599527,2.54,,,0.691,,middle,ลำปาง,สำนักงานชลประทานที่ 2,โครงการชลประทานลำปาง,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv38,อ่างเก็บน้ำแม่วะ,,Thailand,north,,,18.052686,99.490247,5.9,,,0.95,,middle,ลำปาง,สำนักงานชลประทานที่ 2,โครงการชลประทานลำปาง,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv39,อ่างเก็บน้ำแม่ล้อหัก,,Thailand,north,,,17.45176352,99.081193174,1.336,,,0.048,,middle,ลำปาง,สำนักงานชลประทานที่ 2,โครงการชลประทานลำปาง,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv40,อ่างเก็บน้ำแม่ทก,,Thailand,north,,,17.826873886,99.355513416,1.113,,,0.054,,middle,ลำปาง,สำนักงานชลประทานที่ 2,โครงการชลประทานลำปาง,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv41,อ่างเก็บน้ำแม่เรียง,,Thailand,north,,,17.822028194,99.338759255,1.12,,,0.338,,middle,ลำปาง,สำนักงานชลประทานที่ 2,โครงการชลประทานลำปาง,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv42,อ่างเก็บน้ำห้วยหลวง,,Thailand,north,,,17.917213122,99.393097853,1.26,,,0.17,,middle,ลำปาง,สำนักงานชลประทานที่ 2,โครงการชลประทานลำปาง,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv43,อ่างเก็บน้ำแม่กึ๊ด,,Thailand,north,,,18.115368378,99.273696227,1.3,,,0.16,,middle,ลำปาง,สำนักงานชลประทานที่ 2,โครงการชลประทานลำปาง,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv44,อ่างเก็บน้ำห้วยเกี๋ยง,,Thailand,north,,,18.261682163,99.209353794,11.6,,,0.6,,middle,ลำปาง,สำนักงานชลประทานที่ 2,โครงการชลประทานลำปาง,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv45,อ่างเก็บน้ำแม่ปอน,,Thailand,north,,,18.32111388,99.243257354,1.81,,,0.151,,middle,ลำปาง,สำนักงานชลประทานที่ 2,โครงการชลประทานลำปาง,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv46,อ่างเก็บน้ำห้วยแม่ยาว,,Thailand,north,,,18.300075,99.229447,3.48,,,0.28,,middle,ลำปาง,สำนักงานชลประทานที่ 2,โครงการชลประทานลำปาง,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv47,อ่างเก็บน้ำแม่ไพร,,Thailand,north,,,18.426055393,99.354642286,3.2,,,0.13,,middle,ลำปาง,สำนักงานชลประทานที่ 2,โครงการชลประทานลำปาง,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv48,อ่างเก็บน้ำห้วยแม่สัน,,Thailand,north,,,18.329785,99.277122,3.525,,,0.04,,middle,ลำปาง,สำนักงานชลประทานที่ 2,โครงการชลประทานลำปาง,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv478,อ่างเก็บน้ำแม่พริก (ผาวิ่งชู้),,Thailand,north,,,17.500485335,99.06898877,36.48,,,5.84,,middle,ลำปาง,สำนักงานชลประทานที่ 2,โครงการชลประทานลำปาง,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv479,อ่างเก็บน้ำแม่ฟ้า,,Thailand,north,,,18.696045589,99.592435866,19.92,,,1.1,,middle,ลำปาง,สำนักงานชลประทานที่ 2,โครงการชลประทานลำปาง,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv523,อ่างเก็บน้ำแม่อ้อน 2,,Thailand,north,,,18.779921,99.892218,19.1,,,0.5,,middle,ลำปาง,สำนักงานชลประทานที่ 2,โครงการชลประทานลำปาง,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv532,อ่างเก็บน้ำ แม่อาง,,Thailand,north,,,18.521677,99.71064,3.122,,,0.099,,middle,ลำปาง,สำนักงานชลประทานที่ 2,โครงการชลประทานลำปาง,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv49,อ่างเก็บน้ำห้วยแฮต,,Thailand,north,,,18.783135,100.841189,5.0,,,0.54,,middle,น่าน,สำนักงานชลประทานที่ 2,โครงการชลประทานน่าน,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv50,อ่างเก็บน้ำน้ำแหง,,Thailand,north,,,18.326427,100.681104,13.0,,,2.87,,middle,น่าน,สำนักงานชลประทานที่ 2,โครงการชลประทานน่าน,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv51,อ่างเก็บน้ำน้ำพงษ์,,Thailand,north,,,18.911141,100.964343,1.49,,,0.37,,middle,น่าน,สำนักงานชลประทานที่ 2,โครงการชลประทานน่าน,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv52,อ่างเก็บน้ำห้วยน้ำฮิ,,Thailand,north,,,18.588637782,100.684529177,6.0,,,0.4,,middle,น่าน,สำนักงานชลประทานที่ 2,โครงการชลประทานน่าน,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv533,อ่างเก็บน้ำ น้ำริม,,Thailand,north,,,19.142999,100.745633,3.99,,,0.67,,middle,น่าน,สำนักงานชลประทานที่ 2,โครงการชลประทานน่าน,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv534,อ่างเก็บน้ำ ห้วยชื่น,,Thailand,north,,,18.687321,100.629406,1.166,,,0.047,,middle,น่าน,สำนักงานชลประทานที่ 2,โครงการชลประทานน่าน,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv53,อ่างเก็บน้ำแม่ต๋ำ,,Thailand,north,,,19.005164869,99.952735525,41.5,,,2.5,,middle,พะเยา,สำนักงานชลประทานที่ 2,โครงการชลประทานพะเยา,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv54,อ่างเก็บน้ำแม่ปืม,,Thailand,north,,,19.356278821,99.868070786,50.32,,,1.65,,middle,พะเยา,สำนักงานชลประทานที่ 2,โครงการชลประทานพะเยา,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv480,อ่างเก็บน้ำแม่ใจ,,Thailand,north,,,19.38518614,99.738912545,3.0,,,1.1,,middle,พะเยา,สำนักงานชลประทานที่ 2,โครงการชลประทานพะเยา,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv522,อ่างเก็บน้ำแม่จุน,,Thailand,north,,,19.280627658,100.148615886,9.604,,,,,middle,พะเยา,สำนักงานชลประทานที่ 2,โครงการชลประทานพะเยา,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv55,อ่างเก็บน้ำคลองตรอน,,Thailand,north,,,17.593922539,100.547226629,59.0,,,6.0,,middle,อุตรดิตถ์,สำนักงานชลประทานที่ 3,โครงการชลประทานอุตรดิตถ์,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv450,อ่างเก็บน้ำห้วยแม่เฉย,,Thailand,north,,,17.772298031,100.165544739,4.0,,,0.27,,middle,อุตรดิตถ์,สำนักงานชลประทานที่ 3,โครงการชลประทานอุตรดิตถ์,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv518,อ่างเก็บน้ำห้วยน้ำรี,,Thailand,north,,,17.888626,100.352428,73.7,,,5.03,,middle,อุตรดิตถ์,สำนักงานชลประทานที่ 3,โครงการชลประทานอุตรดิตถ์,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv387,อ่างเก็บน้ำห้วยน้ำลาด,,Thailand,north,,,15.603861,100.683812,1.22,,,0.122,,middle,นครสวรรค์,สำนักงานชลประทานที่ 3,โครงการชลประทานนครสวรรค์,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv388,อ่างเก็บน้ำห้วยใหญ่(ไพศาลี),,Thailand,north,,,15.487287702,100.792641532,11.87,,,1.03,,middle,นครสวรรค์,สำนักงานชลประทานที่ 3,โครงการชลประทานนครสวรรค์,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv485,อ่างเก็บน้ำคลองโพธิ์,,Thailand,north,,,15.674370463,99.487057096,86.0,,,6.0,,middle,นครสวรรค์,สำนักงานชลประทานที่ 3,โครงการชลประทานนครสวรรค์,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv519,อ่างเก็บน้ำห้วยน้ำคับ,,Thailand,north,,,17.398081,100.70654,1.315,,,0.246,,middle,พิษณุโลก,สำนักงานชลประทานที่ 3,โครงการชลประทานพิษณุโลก,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv520,อ่างเก็บน้ำห้วยน้ำจวง,,Thailand,north,,,17.449292,100.686833,1.6,,,0.11,,middle,พิษณุโลก,สำนักงานชลประทานที่ 3,โครงการชลประทานพิษณุโลก,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv56,อ่างเก็บน้ำห้วยป่าบง,,Thailand,north,,,16.791856,99.555111,1.4,,,0.02,,middle,กำแพงเพชร,สำนักงานชลประทานที่ 4,โครงการชลประทานกำแพงเพชร,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv57,อ่างเก็บน้ำคลองน้ำไหล,,Thailand,north,,,16.215924163,99.277729404,38.5,,,0.75,,middle,กำแพงเพชร,สำนักงานชลประทานที่ 4,โครงการชลประทานกำแพงเพชร,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv511,อ่างเก็บน้ำคลองไพร,,Thailand,north,,,16.486749957,99.23696162,14.358,,,0.031,,middle,กำแพงเพชร,สำนักงานชลประทานที่ 4,โครงการชลประทานกำแพงเพชร,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv58,อ่างเก็บน้ำแม่มาน,,Thailand,north,,,18.016474294,100.136241703,18.75,,,1.1,,middle,แพร่,สำนักงานชลประทานที่ 4,โครงการชลประทานแพร่,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv59,อ่างเก็บน้ำแม่สอง,,Thailand,north,,,18.496581919,100.230918568,65.8,,,12.6,,middle,แพร่,สำนักงานชลประทานที่ 4,โครงการชลประทานแพร่,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv60,อ่างเก็บน้ำแม่ถาง,,Thailand,north,,,18.221104017,100.319328122,30.62,,,2.5,,middle,แพร่,สำนักงานชลประทานที่ 4,โครงการชลประทานแพร่,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
