reservoir_id,reservoir_name,reservoir_name_en,country,admin_unit,river,basin,lat,lon,capacity_total (million m^3),storage_capacity (million m^3),usable_capacity (million m^3),dead_storage (million m^3),avg_year_inflow (million m^3/year),source_type,province,rid_office,project_name,source_agency,source_url,last_updated
rsv421,อ่างเก็บน้ำแม่ประจันต์,,Thailand,south,,,13.19182072,99.668771243,42.2,,,2.04,,middle,เพชรบุรี,สำนักงานชลประทานที่ 14,โครงการส่งน้ำและบำรุงรักษาแก่งกระจาน,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv467,อ่างเก็บน้ำห้วยผาก,,Thailand,south,,,12.773913384,99.67202787,27.5,,,3.0,,middle,เพชรบุรี,สำนักงานชลประทานที่ 14,โครงการส่งน้ำและบำรุงรักษาแก่งกระจาน,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv423,อ่างเก็บน้ำคลองช่องลม,,Thailand,south,,,11.566610342,99.531652142,5.5,,,0.3,,middle,ประจวบคีรีขันธ์,สำนักงานชลประทานที่ 14,โครงการชลประทานประจวบคีรีขันธ์,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv424,อ่างเก็บน้ำคลองจะกระ,,Thailand,south,,,11.541704248,99.493913632,10.4,,,0.5,,middle,ประจวบคีรีขันธ์,สำนักงานชลประทานที่ 14,โครงการชลประทานประจวบคีรีขันธ์,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv425,อ่างเก็บน้ำยางชุม,,Thailand,south,,,12.081688141,99.685954444,41.1,,,4.0,,middle,ประจวบคีรีขันธ์,สำนักงานชลประทานที่ 14,โครงการชลประทานประจวบคีรีขันธ์,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv426,อ่างเก็บน้ำคลองบึง,,Thailand,south,,,11.9337064,99.706351214,22.2,,,0.8,,middle,ประจวบคีรีขันธ์,สำนักงานชลประทานที่ 14,โครงการชลประทานประจวบคีรีขันธ์,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv427,อ่างเก็บน้ำห้วยอ่างหิน,,Thailand,south,,,11.964933402,99.699110998,2.8,,,0.15,,middle,ประจวบคีรีขันธ์,สำนักงานชลประทานที่ 14,โครงการชลประทานประจวบคีรีขันธ์,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv428,อ่างเก็บน้ำห้วยไทรงาม,,Thailand,south,,,12.563799515,99.688473275,9.5,,,0.9,,middle,ประจวบคีรีขันธ์,สำนักงานชลประทานที่ 14,โครงการชลประทานประจวบคีรีขันธ์,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv429,อ่างเก็บน้ำห้วยวังเต็น,,Thailand,south,,,12.146909679,99.734447154,11.4,,,0.67,,middle,ประจวบคีรีขันธ์,สำนักงานชลประทานที่ 14,โครงการชลประทานประจวบคีรีขันธ์,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv488,อ่างเก็บน้ำห้วยมงคล,,Thailand,south,,,12.569955355,99.802204705,5.85,,,0.24,,middle,ประจวบคีรีขันธ์,สำนักงานชลประทานที่ 14,โครงการชลประทานประจวบคีรีขันธ์,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv500,อ่างเก็บน้ำหาดส้มแป้น,,Thailand,south,,,9.948284,98.700634507,10.0,,,1.8,,middle,ระนอง,สำนักงานชลประทานที่ 14,โครงการชลประทานระนอง,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv430,อ่างเก็บน้ำบางกำปรัด,,Thailand,south,,,8.22127992,99.200813512,16.0,,,1.5,,middle,กระบี่,สำนักงานชลประทานที่ 15,โครงการชลประทานกระบี่,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv431,อ่างเก็บน้ำห้วยลึก,,Thailand,south,,,8.596315217,98.813884344,2.45,,,0.06,,middle,กระบี่,สำนักงานชลประทานที่ 15,โครงการชลประทานกระบี่,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv432,อ่างเก็บน้ำห้วยน้ำเขียว,,Thailand,south,,,7.962062668,99.177578695,7.3,,,0.156,,middle,กระบี่,สำนักงานชลประทานที่ 15,โครงการชลประทานกระบี่,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv433,อ่างเก็บน้ำคลองหยา,,Thailand,south,,,8.514249125,98.831200984,3.2,,,0.04,,middle,กระบี่,สำนักงานชลประทานที่ 15,โครงการชลประทานกระบี่,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv471,อ่างเก็บน้ำคลองแห้ง,,Thailand,south,,,8.236321,98.981389,12.5,,,1.0,,middle,กระบี่,สำนักงานชลประทานที่ 15,โครงการชลประทานกระบี่,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv542,อ่างเก็บน้ำ ห้วยทรายขาว,,Thailand,south,,,7.78393,99.281823,5.0,,,0.1,,middle,กระบี่,สำนักงานชลประทานที่ 15,โครงการชลประทานกระบี่,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv434,อ่างเก็บน้ำห้วยน้ำใส,,Thailand,south,,,7.88956865,99.809043211,80.0,,,2.0,,middle,นครศรีธรรมราช,สำนักงานชลประทานที่ 15,โครงการส่งน้ำและบำรุงรักษาปากพนังบน,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv435,อ่างเก็บน้ำคลองกะทูน,,Thailand,south,,,8.565497786,99.528874518,70.5,,,14.3,,middle,นครศรีธรรมราช,สำนักงานชลประทานที่ 15,โครงการชลประทานนครศรีธรรมราช,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv436,อ่างเก็บน้ำบ้านเสม็ดจวน,,Thailand,south,,,8.178928616,99.328413134,1.7,,,0.05,,middle,นครศรีธรรมราช,สำนักงานชลประทานที่ 15,โครงการชลประทานนครศรีธรรมราช,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv437,อ่างเก็บน้ำคลองดินแดง,,Thailand,south,,,8.601472253,99.590919977,60.0,,,13.0,,middle,นครศรีธรรมราช,สำนักงานชลประทานที่ 15,โครงการชลประทานนครศรีธรรมราช,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv543,อ่างเก็บน้ำ คลองสังข์,,Thailand,south,,,8.201226,99.401204,36.575,,,1.18,,middle,นครศรีธรรมราช,สำนักงานชลประทานที่ 15,โครงการชลประทานนครศรีธรรมราช,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv438,อ่างเก็บน้ำบางวาด,,Thailand,south,,,7.890246602,98.336408492,10.2,,,0.27,,middle,ภูเก็ต,สำนักงานชลประทานที่ 15,โครงการชลประทานภูเก็ต,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv439,อ่างเก็บน้ำบางเหนียวดำ,,Thailand,south,,,7.968815257,98.332257905,7.79,,,0.028,,middle,ภูเก็ต,สำนักงานชลประทานที่ 15,โครงการชลประทานภูเก็ต,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv510,อ่างเก็บน้ำคลองกะทะ,,Thailand,south,,,7.858204227,98.327219921,4.14,,,0.163,,middle,ภูเก็ต,สำนักงานชลประทานที่ 15,โครงการชลประทานภูเก็ต,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv446,อ่างเก็บน้ำบางทรายนวล,,Thailand,south,,,8.734087626,98.791138509,2.2,,,0.1,,middle,สุราษฎร์ธานี,สำนักงานชลประทานที่ 15,โครงการชลประทานสุราษฎร์ธานี,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv447,อ่างเก็บน้ำคลองสวนหนัง,,Thailand,south,,,8.549075,98.993052,1.29,,,0.02,,middle,สุราษฎร์ธานี,สำนักงานชลประทานที่ 15,โครงการชลประทานสุราษฎร์ธานี,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv440,อ่างเก็บน้ำคลองท่างิ้ว,,Thailand,south,,,7.838256438,99.692904522,18.5,,,0.4,,middle,ตรัง,สำนักงานชลประทานที่ 16,โครงการชลประทานตรัง,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv492,อ่างเก็บน้ำบ้านพรุเตย,,Thailand,south,,,7.808973513,99.30743608,1.122,,,0.48,,middle,ตรัง,สำนักงานชลประทานที่ 16,โครงการชลประทานตรัง,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv528,อ่างเก็บน้ำคลองทรายขาว,,Thailand,south,,,7.8646952,99.4221362,5.5,,,,,middle,ตรัง,สำนักงานชลประทานที่ 16,โครงการชลประทานตรัง,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv441,อ่างเก็บน้ำคลองป่าบอน,,Thailand,south,,,7.166965205,100.08233024,20.0,,,0.9,,middle,พัทลุง,สำนักงานชลประทานที่ 16,โครงการชลประทานพัทลุง,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv442,อ่างเก็บน้ำป่าพะยอม,,Thailand,south,,,7.759662455,99.823111473,20.5,,,0.8,,middle,พัทลุง,สำนักงานชลประทานที่ 16,โครงการชลประทานพัทลุง,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv482,อ่างเก็บน้ำคลองหัวช้าง,,Thailand,south,,,7.31417742,100.013398705,30.0,,,0.55,,middle,พัทลุง,สำนักงานชลประทานที่ 16,โครงการส่งน้ำและบำรุงรักษาท่าเชียด,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv443,อ่างเก็บน้ำคลองจำไหร,,Thailand,south,,,6.829715778,100.334121768,6.0,,,0.1,,middle,สงขลา,สำนักงานชลประทานที่ 16,โครงการชลประทานสงขลา,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv444,อ่างเก็บน้ำคลองหลา,,Thailand,south,,,6.879715044,100.326959527,21.42,,,0.305,,middle,สงขลา,สำนักงานชลประทานที่ 16,โครงการชลประทานสงขลา,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv445,อ่างเก็บน้ำคลองสะเดา,,Thailand,south,,,6.583821589,100.496315813,56.741,,,1.556,,middle,สงขลา,สำนักงานชลประทานที่ 16,โครงการชลประทานสงขลา,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv448,อ่างเก็บน้ำใกล้บ้าน,,Thailand,south,,,6.384195361,101.86478835,3.73,,,0.05,,middle,นราธิวาส,สำนักงานชลประทานที่ 17,โครงการส่งน้ำและบำรุงรักษาบางนรา,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
rsv509,อ่างเก็บน้ำบ้านไบก์ (บ้านไบ้),,Thailand,south,,,6.4626405,101.312051,1.2,,,0.03,,middle,ยะลา,สำนักงานชลประทานที่ 17,โครงการชลประทานยะลา,RID,https://app.rid.go.th/reservoir/,2026-04-22 07:36:15
