流域,行政区划,河名,库名,时间,库水位(米),日变幅(米),screen_index,crawl_time_local,report_date,row_order_in_screen
珠江,广东,西枝江,白盆珠,06-08 08:00,67.19,0.02,0,2026-06-08 15:47:50,2026-06-08,0
珠江,广东,二渡河,上板桥,06-08 08:00,266.18,-0.05,0,2026-06-08 15:47:50,2026-06-08,1
珠江,广东,东江,七水库,06-08 08:00,79.78,-0.07,0,2026-06-08 15:47:50,2026-06-08,2
珠江,广东,东江,红花湖,06-08 08:00,53.39,,0,2026-06-08 15:47:50,2026-06-08,3
珠江,广东,黄沙水,同沙,06-08 08:00,15.72,-0.05,0,2026-06-08 15:47:50,2026-06-08,4
珠江,广东,横岭水,鸡心石,06-08 08:00,47.8,1,0,2026-06-08 15:47:50,2026-06-08,5
珠江,广东,稿树下水,稿树下,06-08 08:00,56.83,-0.02,0,2026-06-08 15:47:50,2026-06-08,6
珠江,广东,里波水,联和,06-08 08:00,49.37,0.17,0,2026-06-08 15:47:50,2026-06-08,7
珠江,广东,增江,天堂山,06-08 08:00,135.17,0.06,0,2026-06-08 15:47:50,2026-06-08,8
流溪河,广东,流溪河,流溪河,06-08 08:00,224.33,0.14,0,2026-06-08 15:47:50,2026-06-08,9
流溪河,广东,天湖水库水,天湖,06-08 08:00,229.8,0.03,0,2026-06-08 15:47:50,2026-06-08,10
流溪河,广东,沙坑,和龙,06-08 08:00,34.89,0.03,0,2026-06-08 15:47:50,2026-06-08,11
珠江,广东,沙河,显岗,06-08 08:00,20.67,0.14,0,2026-06-08 15:47:50,2026-06-08,12
流溪河,广东,流溪河,黄龙带,06-08 08:00,161.98,0.06,0,2026-06-08 15:47:50,2026-06-08,13
珠江,广东,茅洲河,罗田,05-21 08:00,30.95,0.1,0,2026-06-08 15:47:50,2026-06-08,14
珠江,广东,西乡水,铁岗,05-21 08:00,23.05,0.23,0,2026-06-08 15:47:50,2026-06-08,15
珠江,广东,南头河,西沥,01-21 08:00,27.34,,0,2026-06-08 15:47:50,2026-06-08,16
珠江,广东,深圳水,深圳,06-08 08:00,27.37,-0.03,0,2026-06-08 15:47:50,2026-06-08,17
珠江,广东,新洲河,梅林,06-08 08:00,49.78,0.06,0,2026-06-08 15:47:50,2026-06-08,18
珠江,广东,龙岗河,松子坑,06-08 08:00,58.75,0.05,0,2026-06-08 15:47:50,2026-06-08,19
珠江,广东,莲塘水,宝鸭仔,06-08 08:00,32.06,-0.01,0,2026-06-08 15:47:50,2026-06-08,20
珠江,广东,沙坪水,四堡,06-08 08:00,64.77,,0,2026-06-08 15:47:50,2026-06-08,21
珠江,广东,小隐涌,长江,06-08 08:00,23.89,,0,2026-06-08 15:47:50,2026-06-08,22
珠江,广东,潭江,锦江,06-08 08:00,90.15,-0.15,0,2026-06-08 15:47:50,2026-06-08,23
珠江,广东,鹤洲水,大沙河,06-08 08:00,32.05,-0.04,0,2026-06-08 15:47:50,2026-06-08,24
