流域,行政区划,河名,库名,时间,库水位(米),日变幅(米),screen_index,crawl_time_local,report_date,row_order_in_screen
珠江,广东,西枝江,白盆珠,05-29 08:00,67.09,0.02,0,2026-05-29 23:37:21,2026-05-29,0
珠江,广东,二渡河,上板桥,05-29 08:00,265.87,0.11,0,2026-05-29 23:37:21,2026-05-29,1
珠江,广东,东江,七水库,05-29 08:00,79.75,-0.01,0,2026-05-29 23:37:21,2026-05-29,2
珠江,广东,东江,红花湖,05-29 08:00,53.32,-0.01,0,2026-05-29 23:37:21,2026-05-29,3
珠江,广东,黄沙水,同沙,05-29 08:00,16.0,-0.14,0,2026-05-29 23:37:21,2026-05-29,4
珠江,广东,横岭水,鸡心石,05-29 08:00,46.9,,0,2026-05-29 23:37:21,2026-05-29,5
珠江,广东,稿树下水,稿树下,05-29 08:00,56.77,0.11,0,2026-05-29 23:37:21,2026-05-29,6
珠江,广东,里波水,联和,05-29 08:00,48.75,,0,2026-05-29 23:37:21,2026-05-29,7
珠江,广东,增江,天堂山,05-29 08:00,134.15,-0.11,0,2026-05-29 23:37:21,2026-05-29,8
流溪河,广东,流溪河,流溪河,05-29 08:00,223.97,-0.07,0,2026-05-29 23:37:21,2026-05-29,9
流溪河,广东,天湖水库水,天湖,05-29 08:00,229.76,-0.04,0,2026-05-29 23:37:21,2026-05-29,10
流溪河,广东,沙坑,和龙,05-29 08:00,34.75,-0.01,0,2026-05-29 23:37:21,2026-05-29,11
珠江,广东,沙河,显岗,05-29 08:00,21.07,-0.08,0,2026-05-29 23:37:21,2026-05-29,12
流溪河,广东,流溪河,黄龙带,05-29 08:00,161.39,0.05,0,2026-05-29 23:37:21,2026-05-29,13
珠江,广东,茅洲河,罗田,05-21 08:00,30.95,0.1,0,2026-05-29 23:37:21,2026-05-29,14
珠江,广东,西乡水,铁岗,05-21 08:00,23.05,0.23,0,2026-05-29 23:37:21,2026-05-29,15
珠江,广东,南头河,西沥,01-21 08:00,27.34,,0,2026-05-29 23:37:21,2026-05-29,16
珠江,广东,深圳水,深圳,05-29 08:00,27.31,-0.32,0,2026-05-29 23:37:21,2026-05-29,17
珠江,广东,新洲河,梅林,05-29 08:00,49.68,-0.01,0,2026-05-29 23:37:21,2026-05-29,18
