流域,行政区划,河名,库名,时间,库水位(米),日变幅(米),screen_index,crawl_time_local,report_date,row_order_in_screen
珠江,广东,西枝江,白盆珠,06-16 08:00,68.59,0.89,0,2026-06-16 23:09:04,2026-06-16,0
珠江,广东,二渡河,上板桥,06-16 08:00,266.73,0.37,0,2026-06-16 23:09:04,2026-06-16,1
珠江,广东,东江,七水库,06-16 08:00,80.37,-0.19,0,2026-06-16 23:09:04,2026-06-16,2
珠江,广东,东江,红花湖,06-16 08:00,53.61,0.13,0,2026-06-16 23:09:04,2026-06-16,3
珠江,广东,黄沙水,同沙,06-13 08:00,15.47,0.01,0,2026-06-16 23:09:04,2026-06-16,4
珠江,广东,横岭水,鸡心石,06-16 08:00,49.1,0.75,0,2026-06-16 23:09:04,2026-06-16,5
珠江,广东,稿树下水,稿树下,06-16 08:00,58.54,0.58,0,2026-06-16 23:09:04,2026-06-16,6
珠江,广东,里波水,联和,06-16 08:00,50.77,0.7,0,2026-06-16 23:09:04,2026-06-16,7
珠江,广东,增江,天堂山,06-16 08:00,137.37,0.49,0,2026-06-16 23:09:04,2026-06-16,8
流溪河,广东,流溪河,流溪河,06-16 08:00,226.88,0.64,0,2026-06-16 23:09:04,2026-06-16,9
流溪河,广东,天湖水库水,天湖,06-16 08:00,231.12,0.44,0,2026-06-16 23:09:04,2026-06-16,10
流溪河,广东,沙坑,和龙,06-16 08:00,35.28,0.23,0,2026-06-16 23:09:04,2026-06-16,11
珠江,广东,沙河,显岗,06-16 08:00,21.65,0.45,0,2026-06-16 23:09:04,2026-06-16,12
流溪河,广东,流溪河,黄龙带,06-16 08:00,163.44,0.43,0,2026-06-16 23:09:04,2026-06-16,13
珠江,广东,茅洲河,罗田,05-21 08:00,30.95,0.1,0,2026-06-16 23:09:04,2026-06-16,14
珠江,广东,西乡水,铁岗,05-21 08:00,23.05,0.23,0,2026-06-16 23:09:04,2026-06-16,15
珠江,广东,南头河,西沥,01-21 08:00,27.34,,0,2026-06-16 23:09:04,2026-06-16,16
珠江,广东,深圳水,深圳,06-15 08:00,26.84,0.05,0,2026-06-16 23:09:04,2026-06-16,17
珠江,广东,新洲河,梅林,06-16 08:00,49.82,0.04,0,2026-06-16 23:09:04,2026-06-16,18
珠江,广东,龙岗河,松子坑,06-16 08:00,59.3,0.14,0,2026-06-16 23:09:04,2026-06-16,19
珠江,广东,莲塘水,宝鸭仔,06-16 08:00,31.94,0.01,0,2026-06-16 23:09:04,2026-06-16,20
珠江,广东,沙坪水,四堡,06-16 08:00,64.93,0.1,0,2026-06-16 23:09:04,2026-06-16,21
珠江,广东,小隐涌,长江,06-16 08:00,23.95,0.08,0,2026-06-16 23:09:04,2026-06-16,22
珠江,广东,潭江,锦江,06-16 08:00,89.18,-0.09,0,2026-06-16 23:09:04,2026-06-16,23
珠江,广东,鹤洲水,大沙河,06-16 08:00,31.88,0.01,0,2026-06-16 23:09:04,2026-06-16,24
珠江,广东,镇海水,镇海,06-16 08:00,23.84,0.02,1,2026-06-16 23:09:04,2026-06-16,0
珠江,广东,大镜山溪,大镜山,06-16 08:00,16.5,0.06,1,2026-06-16 23:09:04,2026-06-16,1
韩江,广东,五华河,益塘,06-16 08:00,147.98,0.84,1,2026-06-16 23:09:04,2026-06-16,2
韩江,广东,和山河,和山岩,06-16 08:00,152.35,0.11,1,2026-06-16 23:09:04,2026-06-16,3
韩江,福建,汀江,棉花滩水库,06-16 08:00,164.99,0.91,1,2026-06-16 23:09:04,2026-06-16,4
韩江,广东,汀江,青溪,06-16 08:00,72.44,0.23,1,2026-06-16 23:09:04,2026-06-16,5
韩江,广东,程江,梅西,06-16 08:00,167.15,0.1,1,2026-06-16 23:09:04,2026-06-16,6
韩江,广东,凤凰溪,凤溪,06-16 08:00,418.95,1.47,1,2026-06-16 23:09:04,2026-06-16,7
粤东沿海诸河,广东,五经富水,龙颈（上）,06-16 08:00,89.79,0.48,1,2026-06-16 23:09:04,2026-06-16,8
粤东沿海诸河,广东,五经富水,龙颈(下),06-16 08:00,53.06,0.42,1,2026-06-16 23:09:04,2026-06-16,9
粤东沿海诸河,广东,小龙溪,小龙溪,06-16 08:00,55.82,0.29,1,2026-06-16 23:09:04,2026-06-16,10
粤东沿海诸河,广东,龙溪水,龙溪一级,06-16 08:00,180.39,-0.32,1,2026-06-16 23:09:04,2026-06-16,11
粤东沿海诸河,广东,龙溪水,龙溪二级,06-16 08:00,62.39,1.05,1,2026-06-16 23:09:04,2026-06-16,12
粤东沿海诸河,广东,锣鼓水,红场,06-16 08:00,248.03,0.39,1,2026-06-16 23:09:04,2026-06-16,13
粤东沿海诸河,广东,金溪河,上金溪,06-16 08:00,86.12,0.34,1,2026-06-16 23:09:04,2026-06-16,14
粤东沿海诸河,广东,三坑溪,上三坑,06-16 08:00,160.85,0.95,1,2026-06-16 23:09:04,2026-06-16,15
粤东沿海诸河,广东,练江,白沙溪,06-16 08:00,368.2,0.55,1,2026-06-16 23:09:04,2026-06-16,16
粤东沿海诸河,广东,雷岭河,镇北,06-16 08:00,45.45,-0.68,1,2026-06-16 23:09:04,2026-06-16,17
粤东沿海诸河,广东,雷岭河,蜈蚣岭,06-16 08:00,49.21,0.36,1,2026-06-16 23:09:04,2026-06-16,18
粤东沿海诸河,广东,黄江,朝面山,06-16 08:00,201.49,0.75,1,2026-06-16 23:09:04,2026-06-16,19
粤东沿海诸河,广东,横江水,横江,06-16 08:00,66.92,0.57,1,2026-06-16 23:09:04,2026-06-16,20
粤东沿海诸河,广东,练江,汤坑,06-16 08:00,46.5,0.35,1,2026-06-16 23:09:04,2026-06-16,21
粤东沿海诸河,广东,练江,秋风岭,06-16 08:00,35.79,0.29,1,2026-06-16 23:09:04,2026-06-16,22
粤东沿海诸河,广东,龙江,龙潭,06-16 08:00,66.9,0.45,1,2026-06-16 23:09:04,2026-06-16,23
粤东沿海诸河,广东,罗溪,石榴潭,06-16 08:00,37.42,0.41,1,2026-06-16 23:09:04,2026-06-16,24
粤东沿海诸河,广东,黄江,公平,06-16 08:00,14.34,0.28,2,2026-06-16 23:09:04,2026-06-16,0
粤东沿海诸河,广东,大液河,黄山洞,06-16 08:00,50.0,0.41,2,2026-06-16 23:09:04,2026-06-16,1
粤东沿海诸河,广东,新西河,新西河,06-16 08:00,36.72,0.26,2,2026-06-16 23:09:04,2026-06-16,2
珠江,广东,大隆洞河,大隆洞,06-16 08:00,28.32,-0.02,2,2026-06-16 23:09:04,2026-06-16,3
鉴江,广东,小水河,高城,06-16 08:00,130.55,0.03,2,2026-06-16 23:09:04,2026-06-16,4
