流域,行政区划,河名,库名,时间,库水位(米),日变幅(米),screen_index,crawl_time_local,report_date,row_order_in_screen
珠江,广东,西枝江,白盆珠,06-27 08:00,70.9,−0.01,0,2026-06-27 23:23:48,2026-06-27,0
珠江,广东,二渡河,上板桥,06-27 08:00,267.64,0.03,0,2026-06-27 23:23:48,2026-06-27,1
珠江,广东,东江,七水库,06-27 08:00,79.89,-0.05,0,2026-06-27 23:23:48,2026-06-27,2
珠江,广东,东江,红花湖,06-27 08:00,53.82,,0,2026-06-27 23:23:48,2026-06-27,3
珠江,广东,黄沙水,同沙,06-13 08:00,15.47,0.01,0,2026-06-27 23:23:48,2026-06-27,4
珠江,广东,横岭水,鸡心石,06-27 08:00,52.5,0.95,0,2026-06-27 23:23:48,2026-06-27,5
珠江,广东,稿树下水,稿树下,06-27 08:00,58.88,-0.02,0,2026-06-27 23:23:48,2026-06-27,6
珠江,广东,里波水,联和,06-27 08:00,53.02,0.13,0,2026-06-27 23:23:48,2026-06-27,7
珠江,广东,增江,天堂山,06-27 08:00,140.93,0.28,0,2026-06-27 23:23:48,2026-06-27,8
流溪河,广东,流溪河,流溪河,06-27 08:00,228.53,-0.01,0,2026-06-27 23:23:48,2026-06-27,9
流溪河,广东,天湖水库水,天湖,06-27 08:00,232.38,0.24,0,2026-06-27 23:23:48,2026-06-27,10
流溪河,广东,沙坑,和龙,06-27 08:00,35.51,0.04,0,2026-06-27 23:23:48,2026-06-27,11
珠江,广东,沙河,显岗,06-27 08:00,22.05,,0,2026-06-27 23:23:48,2026-06-27,12
流溪河,广东,流溪河,黄龙带,06-27 08:00,164.42,0.18,0,2026-06-27 23:23:48,2026-06-27,13
珠江,广东,茅洲河,罗田,05-21 08:00,30.95,0.1,0,2026-06-27 23:23:48,2026-06-27,14
珠江,广东,西乡水,铁岗,05-21 08:00,23.05,0.23,0,2026-06-27 23:23:48,2026-06-27,15
珠江,广东,南头河,西沥,01-21 08:00,27.34,,0,2026-06-27 23:23:48,2026-06-27,16
珠江,广东,深圳水,深圳,06-27 08:00,27.42,0.13,0,2026-06-27 23:23:48,2026-06-27,17
珠江,广东,新洲河,梅林,06-27 08:00,49.85,-0.01,0,2026-06-27 23:23:48,2026-06-27,18
珠江,广东,龙岗河,松子坑,06-27 08:00,61.15,0.11,0,2026-06-27 23:23:48,2026-06-27,19
珠江,广东,莲塘水,宝鸭仔,06-27 08:00,33.21,0.01,0,2026-06-27 23:23:48,2026-06-27,20
珠江,广东,沙坪水,四堡,06-27 08:00,67.5,0.03,0,2026-06-27 23:23:48,2026-06-27,21
珠江,广东,小隐涌,长江,06-27 08:00,24.65,0.08,0,2026-06-27 23:23:48,2026-06-27,22
珠江,广东,潭江,锦江,06-27 08:00,93.91,0.1,0,2026-06-27 23:23:48,2026-06-27,23
珠江,广东,鹤洲水,大沙河,06-27 08:00,33.77,0.09,0,2026-06-27 23:23:48,2026-06-27,24
珠江,广东,镇海水,镇海,06-27 08:00,25.23,0.12,1,2026-06-27 23:23:48,2026-06-27,0
珠江,广东,大镜山溪,大镜山,06-27 08:00,17.53,,1,2026-06-27 23:23:48,2026-06-27,1
韩江,广东,五华河,益塘,06-27 08:00,148.69,0.07,1,2026-06-27 23:23:48,2026-06-27,2
韩江,广东,和山河,和山岩,06-27 08:00,151.77,-0.09,1,2026-06-27 23:23:48,2026-06-27,3
韩江,福建,汀江,棉花滩水库,06-27 08:00,167.74,0.21,1,2026-06-27 23:23:48,2026-06-27,4
韩江,广东,汀江,青溪,06-27 08:00,70.39,,1,2026-06-27 23:23:48,2026-06-27,5
韩江,广东,程江,梅西,06-27 08:00,166.48,-0.05,1,2026-06-27 23:23:48,2026-06-27,6
韩江,广东,凤凰溪,凤溪,06-27 08:00,420.25,0.23,1,2026-06-27 23:23:48,2026-06-27,7
粤东沿海诸河,广东,五经富水,龙颈（上）,06-27 08:00,92.2,0.04,1,2026-06-27 23:23:48,2026-06-27,8
粤东沿海诸河,广东,五经富水,龙颈(下),06-27 08:00,53.74,-0.13,1,2026-06-27 23:23:48,2026-06-27,9
粤东沿海诸河,广东,小龙溪,小龙溪,06-27 08:00,57.33,0.02,1,2026-06-27 23:23:48,2026-06-27,10
粤东沿海诸河,广东,龙溪水,龙溪一级,06-27 08:00,180.18,-0.03,1,2026-06-27 23:23:48,2026-06-27,11
粤东沿海诸河,广东,龙溪水,龙溪二级,06-27 08:00,67.25,0.15,1,2026-06-27 23:23:48,2026-06-27,12
粤东沿海诸河,广东,锣鼓水,红场,06-27 08:00,249.02,0.07,1,2026-06-27 23:23:48,2026-06-27,13
粤东沿海诸河,广东,金溪河,上金溪,06-27 08:00,88.78,0.1,1,2026-06-27 23:23:48,2026-06-27,14
粤东沿海诸河,广东,三坑溪,上三坑,06-27 08:00,169.9,0.4,1,2026-06-27 23:23:48,2026-06-27,15
粤东沿海诸河,广东,练江,白沙溪,06-27 08:00,371.69,0.16,1,2026-06-27 23:23:48,2026-06-27,16
粤东沿海诸河,广东,雷岭河,镇北,06-27 08:00,45.44,0.05,1,2026-06-27 23:23:48,2026-06-27,17
粤东沿海诸河,广东,雷岭河,蜈蚣岭,06-27 08:00,51.53,0.15,1,2026-06-27 23:23:48,2026-06-27,18
粤东沿海诸河,广东,黄江,朝面山,06-27 08:00,205.97,0.07,1,2026-06-27 23:23:48,2026-06-27,19
粤东沿海诸河,广东,横江水,横江,06-27 08:00,67.97,-0.05,1,2026-06-27 23:23:48,2026-06-27,20
粤东沿海诸河,广东,练江,汤坑,06-27 08:00,49.45,0.15,1,2026-06-27 23:23:48,2026-06-27,21
粤东沿海诸河,广东,练江,秋风岭,06-27 08:00,38.95,0.17,1,2026-06-27 23:23:48,2026-06-27,22
粤东沿海诸河,广东,龙江,龙潭,06-27 08:00,70.79,0.05,1,2026-06-27 23:23:48,2026-06-27,23
粤东沿海诸河,广东,罗溪,石榴潭,06-27 08:00,39.29,0.03,1,2026-06-27 23:23:48,2026-06-27,24
粤东沿海诸河,广东,黄江,公平,06-27 08:00,15.35,,2,2026-06-27 23:23:48,2026-06-27,0
粤东沿海诸河,广东,大液河,黄山洞,06-27 08:00,52.9,0.3,2,2026-06-27 23:23:48,2026-06-27,1
粤东沿海诸河,广东,新西河,新西河,06-27 08:00,37.92,0.06,2,2026-06-27 23:23:48,2026-06-27,2
珠江,广东,大隆洞河,大隆洞,06-27 08:00,29.15,0.04,2,2026-06-27 23:23:48,2026-06-27,3
鉴江,广东,小水河,高城,06-27 08:00,131.01,-0.05,2,2026-06-27 23:23:48,2026-06-27,4
鉴江,广东,六雅河,尚文,06-27 08:00,105.83,0.04,2,2026-06-27 23:23:48,2026-06-27,5
