流域,行政区划,河名,库名,时间,库水位(米),日变幅(米),screen_index,crawl_time_local,report_date,row_order_in_screen
珠江,广东,西枝江,白盆珠,06-18 08:00,69.3,0.32,0,2026-06-19 04:03:38,2026-06-18,0
珠江,广东,二渡河,上板桥,06-18 08:00,267.37,0.17,0,2026-06-19 04:03:38,2026-06-18,1
珠江,广东,东江,七水库,06-18 08:00,79.9,-0.29,0,2026-06-19 04:03:38,2026-06-18,2
珠江,广东,东江,红花湖,06-18 08:00,53.67,0.01,0,2026-06-19 04:03:38,2026-06-18,3
珠江,广东,黄沙水,同沙,06-13 08:00,15.47,0.01,0,2026-06-19 04:03:38,2026-06-18,4
珠江,广东,横岭水,鸡心石,06-18 08:00,49.85,0.25,0,2026-06-19 04:03:38,2026-06-18,5
珠江,广东,稿树下水,稿树下,06-18 08:00,58.8,0.04,0,2026-06-19 04:03:38,2026-06-18,6
珠江,广东,里波水,联和,06-18 08:00,51.29,0.19,0,2026-06-19 04:03:38,2026-06-18,7
珠江,广东,增江,天堂山,06-18 08:00,137.99,0.24,0,2026-06-19 04:03:38,2026-06-18,8
流溪河,广东,流溪河,流溪河,06-18 08:00,227.09,-0.03,0,2026-06-19 04:03:38,2026-06-18,9
流溪河,广东,天湖水库水,天湖,06-18 08:00,231.53,0.2,0,2026-06-19 04:03:38,2026-06-18,10
流溪河,广东,沙坑,和龙,06-18 08:00,35.29,,0,2026-06-19 04:03:38,2026-06-18,11
珠江,广东,沙河,显岗,06-18 08:00,21.96,0.14,0,2026-06-19 04:03:38,2026-06-18,12
流溪河,广东,流溪河,黄龙带,06-18 08:00,163.74,0.06,0,2026-06-19 04:03:38,2026-06-18,13
珠江,广东,茅洲河,罗田,05-21 08:00,30.95,0.1,0,2026-06-19 04:03:38,2026-06-18,14
珠江,广东,西乡水,铁岗,05-21 08:00,23.05,0.23,0,2026-06-19 04:03:38,2026-06-18,15
珠江,广东,南头河,西沥,01-21 08:00,27.34,一,0,2026-06-19 04:03:38,2026-06-18,16
珠江,广东,深圳水,深圳,06-18 08:00,27.05,0.1,0,2026-06-19 04:03:38,2026-06-18,17
