file,source_url,size_bytes,sha256,retrieved_at
BF.MEEA_-_Note_dinformation_hydrologique_au_20_juin_2025.pdf,https://dgre.gov.bf/documents/23/BF.MEEA_-_Note_dinformation_hydrologique_au_20_juin_2025.pdf,502328,8c97263ce011fc5d5ef406bc2f8b86cf817db0aed0280c65531553de2c887d22,2026-08-07T090000Z
DGRE_-_NOTE_DINFO_HYDRO_N10_20251.pdf,https://dgre.gov.bf/documents/82/DGRE_-_NOTE_DINFO_HYDRO_N10_20251.pdf,790225,cda7371a106d8e9e978a9d36e50a30f2b8e78a9b39fc8a47e17ffc50e1ea75fe,2026-08-07T090000Z
DGRE_-_NOTE_DINFO_HYDRO_N15_2025_20_Oct.pdf,https://dgre.gov.bf/documents/83/DGRE_-_NOTE_DINFO_HYDRO_N15_2025_20_Oct.pdf,737469,c7ed8b74824e315b7792733f92d789a852a5bdd51fbbdfd00343c8134feddf38,2026-08-07T090000Z
DGRE_-_NOTE_DINFO_HYDRO_N2024-03_VF.pdf,https://dgre.gov.bf/documents/14/DGRE_-_NOTE_DINFO_HYDRO_N2024-03_VF.pdf,1841418,c922a6d934cad7d5c285d67b5910a9c41aa65151831764f45bb90c99fd2dd1f6,2026-08-07T090000Z
DGRE_-_NOTE_DINFO_HYDRO_N2024-07_VF_vuSH.pdf,https://dgre.gov.bf/documents/1/DGRE_-_NOTE_DINFO_HYDRO_N2024-07_VF_vuSH.pdf,1205473,0512d92af19318d892eddbf11e7ed01ce7fa300f76f4039adf6d7d03dbad1227,2026-08-07T090000Z
DGRE_-_NOTE_DINFO_HYDRO_N2025-04_VF1.pdf,https://dgre.gov.bf/documents/29/DGRE_-_NOTE_DINFO_HYDRO_N2025-04_VF1.pdf,888823,64d638e0e809debf27c53485cfc3c21351f8dc97e29b8cd9043ffc93f43520e3,2026-08-07T090000Z
Note_dinformation_hydrologique_au_01_juin_2025.pdf,https://dgre.gov.bf/documents/24/Note_dinformation_hydrologique_au_01_juin_2025.pdf,518441,05a58eb3905c38b9fdeeee4d9544dedf681b25438a78fd09898bab35ed43b69c,2026-08-07T090000Z
