流域,行政区划,河名,库名,时间,库水位(米),日变幅(米),row_order_in_screen,report_date,crawl_time_local,screen_index
万泉河,海南,万泉河,牛路岭水库,04-22 08:00,93.11,-0.53,21,2026-04-22,2026-04-21 22:42:52,2
太阳河,海南,太阳河,万宁水库 (大坝）,04-22 08:00,19.14,-0.01,22,2026-04-22,2026-04-21 22:42:52,2
藤桥河,海南,藤桥西河,赤田水库,04-21 08:00,20.85,-0.05,23,2026-04-22,2026-04-21 22:42:52,2
三亚河,海南,三亚河,福万水库,04-21 08:00,118.85,-0.08,24,2026-04-22,2026-04-21 22:42:52,2
兰亚河,海南,三亚河,半岭水库,04-22 08:00,47.55,-0.05,0,2026-04-22,2026-04-21 22:42:52,3
三亚河,海南,三亚河,水源池水库,04-21 08:00,40.07,0.14,1,2026-04-22,2026-04-21 22:42:52,3
宁远河,海南,宁远河,抱古水库,04-22 08:00,45.62,-0.02,2,2026-04-22,2026-04-21 22:42:52,3
宁远河,海南,宁远河,大隆水库,04-22 08:00,52.5,-0.11,3,2026-04-22,2026-04-21 22:42:52,3
望楼河,海南,望楼河,长茅水库,04-22 08:00,153.4,-0.05,4,2026-04-22,2026-04-21 22:42:52,3
望楼河,海南,望楼河,石门水库,04-22 08:00,39.03,-0.19,5,2026-04-22,2026-04-21 22:42:52,3
罗带河,海南,罗带河,高坡岭水库,04-22 08:00,27.44,-0.03,6,2026-04-22,2026-04-21 22:42:52,3
昌化江,海南,昌化江,大广坝水库,04-22 08:00,123.5,-0.05,7,2026-04-22,2026-04-21 22:42:52,3
昌化江,海南,石碌河,石碌水库,04-22 08:00,121.08,-0.06,8,2026-04-22,2026-04-21 22:42:52,3
浙闽台河流,浙江,剡江,亭下水库,04-22 08:00,65.44,,9,2026-04-22,2026-04-21 22:42:52,3
淮河,山东,北沙河,马河水库,04-21 08:00,107.07,,10,2026-04-22,2026-04-21 22:42:52,3
淮河,山东,西加河,周村水库,04-21 08:00,123.41,,11,2026-04-22,2026-04-21 22:42:52,3
淮河,河南,汝河,宿鸭湖,04-22 08:00,52.19,0.03,12,2026-04-22,2026-04-21 22:42:52,3
内陆河,甘肃,大堵马河,瓦房城水库,04-21 08:00,2384.59,-0.22,13,2026-04-22,2026-04-21 22:42:52,3
海河,河北,滏阳河,东武仕水库（坝上）,04-22 08:00,106.9,-0.02,14,2026-04-22,2026-04-21 22:42:52,3
海河,河南,石门河,石门水库,04-21 08:00,301.49,,15,2026-04-22,2026-04-21 22:42:52,3
海河,河南,沧河,塔岗,04-21 08:00,175.13,,16,2026-04-22,2026-04-21 22:42:52,3
海河,河南,安阳河,彰武,04-21 08:00,127.97,,17,2026-04-22,2026-04-21 22:42:52,3
黄河,青海,大南川河,大南川,04-21 08:00,2621.9,,18,2026-04-22,2026-04-21 22:42:52,3
松花江流域,吉林,松花江吉林段,白山,04-22 08:00,404.04,0.04,19,2026-04-22,2026-04-21 22:42:52,3
黑龙江流域,黑龙江,嫩江,尼尔基坝上,04-22 08:00,213.23,0.01,20,2026-04-22,2026-04-21 22:42:52,3
黑龙江流域,内蒙古,洮儿河,察尔森上,04-22 08:00,358.73,-0.02,21,2026-04-22,2026-04-21 22:42:52,3
嫩江,吉林,洮儿河,月亮湖,04-21 08:00,130.89,,22,2026-04-22,2026-04-21 22:42:52,3
辽河,吉林,东辽河,二龙山,04-21 08:00,220.7,,23,2026-04-22,2026-04-21 22:42:52,3
辽河,辽宁,柴河,柴河水库,04-22 08:00,103.76,-0.02,24,2026-04-22,2026-04-21 22:42:52,3
辽河,辽宁,清河,清河水库,04-22 08:00,130.98,-0.01,0,2026-04-22,2026-04-21 22:42:52,4
辽河,辽宁,柳河,闹德海,04-22 08:00,181.06,-0.2,1,2026-04-22,2026-04-21 22:42:52,4
辽河,辽宁,浑河,大伙房水库,04-22 08:00,123.69,-0.05,2,2026-04-22,2026-04-21 22:42:52,4
辽河,辽宁,太子河,观音阁水库,04-22 08:00,251.4,-0.06,3,2026-04-22,2026-04-21 22:42:52,4
辽河,辽宁,太子河,窝水库,04-22 08:00,91.75,0.14,4,2026-04-22,2026-04-21 22:42:52,4
海河流域,海委,滦河,潘家口,04-22 08:00,221.82,-0.23,5,2026-04-22,2026-04-21 22:42:52,4
海河流域,海委,滦河,大黑汀,04-21 08:00,130.61,-0.08,6,2026-04-22,2026-04-21 22:42:52,4
海河,河北,青龙河,桃林口水库,04-22 08:00,135.66,-0.12,7,2026-04-22,2026-04-21 22:42:52,4
海河,河北,白洋淀,新安,07-10 08:00,8.41,0.01,8,2026-04-22,2026-04-21 22:42:52,4
海河,河北,白洋淀,端村,07-10 08:00,8.23,-0.01,9,2026-04-22,2026-04-21 22:42:52,4
海河,河北,白洋淀,王家寨,07-10 08:00,7.25,-0.01,10,2026-04-22,2026-04-21 22:42:52,4
海河,北京,白河,密云白河坝上,04-22 08:00,152.6,-0.03,11,2026-04-22,2026-04-21 22:42:52,4
海河,北京,永定河,官厅水库,04-22 08:00,476.77,-0.01,12,2026-04-22,2026-04-21 22:42:52,4
海河,河北,白洋淀,十方院（白）（堰上）,04-22 08:00,8.41,-0.02,13,2026-04-22,2026-04-21 22:42:52,4
海河,河北,滹沱河,岗南水库（坝上）,04-22 08:00,195.95,-0.09,14,2026-04-22,2026-04-21 22:42:52,4
海河,河北,滹沱河,黄壁庄水库（坝上）,04-22 08:00,111.5,-0.15,15,2026-04-22,2026-04-21 22:42:52,4
海河流域,海委,漳河,岳城水库 (坝上),04-22 08:00,142.96,-0.03,16,2026-04-22,2026-04-21 22:42:52,4
黄河,河南,黄河,小浪底水库,04-22 08:00,260.66,-0.09,17,2026-04-22,2026-04-21 22:42:52,4
淮河,安徽,淠东干渠,安丰塘,04-22 08:00,29.17,0.04,18,2026-04-22,2026-04-21 22:42:52,4
淮河,河南,浉河,南湾,04-22 08:00,98.55,0.01,19,2026-04-22,2026-04-21 22:42:52,4
淮河,河南,汝河,板桥,04-22 08:00,110.9,0.01,20,2026-04-22,2026-04-21 22:42:52,4
淮河,河南,灌河,鲇鱼山,04-22 08:00,102.25,0.02,21,2026-04-22,2026-04-21 22:42:52,4
淮河,河南,沙河,昭平台,04-22 08:00,165.04,0.03,22,2026-04-22,2026-04-21 22:42:52,4
淮河,河南,沙河,白山,04-22 08:00,100,,23,2026-04-22,2026-04-21 22:42:52,4
淮河,江苏,洪泽湖,洪泽湖,04-22 08:00,13.38,0.01,24,2026-04-22,2026-04-21 22:42:52,4
淮河,江苏,骆马湖,骆马湖水库,04-22 08:00,22.99,-0.01,0,2026-04-22,2026-04-21 22:42:52,5
淮河,江苏,新沭河,石梁河水库,04-22 08:00,23.92,-0.01,1,2026-04-22,2026-04-21 22:42:52,5
长江,湖北,长江,三峡,04-22 08:00,165.15,0.07,2,2026-04-22,2026-04-21 22:42:52,5
长江,湖北,南河,寺坪,04-22 08:00,308.83,-0.04,3,2026-04-22,2026-04-21 22:42:52,5
长江,湖北,粉青河,马桥,04-22 08:00,477.81,0.64,4,2026-04-22,2026-04-21 22:42:52,5
长江,湖北,黑清河,黑清河,04-22 08:00,81.06,0.01,5,2026-04-22,2026-04-21 22:42:52,5
长江,湖南,资水,柘溪,04-22 08:00,163.47,1.72,6,2026-04-22,2026-04-21 22:42:52,5
长江,湖南,沅水,五强溪,04-22 08:00,105.42,3.39,7,2026-04-22,2026-04-21 22:42:52,5
长江,湖南,酉水,凤滩,04-22 08:00,204.44,0.73,8,2026-04-22,2026-04-21 22:42:52,5
长江,湖南,溇水,江坪,04-22 08:00,219.28,-0.18,9,2026-04-22,2026-04-21 22:42:52,5
长江,湖北,富水,富水,04-22 08:00,51.17,0.24,10,2026-04-22,2026-04-21 22:42:52,5
长江,湖北,浠水,白莲河,04-22 08:00,98.73,0.11,11,2026-04-22,2026-04-21 22:42:52,5
长江,湖北,陆水,陆水水库,04-22 08:00,50.42,-0.02,12,2026-04-22,2026-04-21 22:42:52,5
长江,陕西,汉江,石泉,04-22 08:00,405.15,0.45,13,2026-04-22,2026-04-21 22:42:52,5
长江,陕西,汉江,安康库,04-22 08:00,314.47,-0.31,14,2026-04-22,2026-04-21 22:42:52,5
长江,湖北,汉江,丹江口水库,04-22 08:00,161.43,,15,2026-04-22,2026-04-21 22:42:52,5
长江流域,江西,赣江,万安水库,04-22 08:00,87.62,-0.22,16,2026-04-22,2026-04-21 22:42:52,5
长江流域,江西,抚河,廖坊,04-22 08:00,60.09,1.05,17,2026-04-22,2026-04-21 22:42:52,5
长江,江西,修河,柘林,04-22 08:00,61.11,0.03,18,2026-04-22,2026-04-21 22:42:52,5
内陆,青海,巴音河,黑石山,04-21 08:00,3018.31,,19,2026-04-22,2026-04-21 22:42:52,5
内陆河,青海,雪水河,温泉,04-22 08:00,3953.76,0.03,20,2026-04-22,2026-04-21 22:42:52,5
甘肃,疏勒河,双塔堡水库,(坝上),04-21 08:00,1329.93,-0.02,21,2026-04-22,2026-04-21 22:42:52,5
内陆河,甘肃,党河,党河水库 （坝上）,04-21 08:00,1427.23,-0.07,22,2026-04-22,2026-04-21 22:42:52,5
内陆河,甘肃,马营河,李桥水库 (坝上),04-21 08:00,2175.53,-0.06,23,2026-04-22,2026-04-21 22:42:52,5
内陆河,甘肃,洪水河,双树寺水库,04-21 08:00,2477.57,-0.13,24,2026-04-22,2026-04-21 22:42:52,5
海河,山西,桑干河,册由,04-22 08:00,953.33,0.06,0,2026-04-22,2026-04-21 22:42:52,7
海河,北京,清水河,斋堂水库,04-22 08:00,452.79,,1,2026-04-22,2026-04-21 22:42:52,7
海河,河北,中易水,安格庄水库,04-22 08:00,154.12,0.05,2,2026-04-22,2026-04-21 22:42:52,7
海河,河北,北易水,旺隆,04-22 08:00,129.77,,3,2026-04-22,2026-04-21 22:42:52,7
海河,河北,马头沟,马头,04-22 08:00,138.18,0.01,4,2026-04-22,2026-04-21 22:42:52,7
海河,河北,垒子河,西累子,04-22 08:00,62.37,,5,2026-04-22,2026-04-21 22:42:52,7
海河,北京,刺猬河,崇青水库,04-22 08:00,67.86,0.01,6,2026-04-22,2026-04-21 22:42:52,7
海河,河北,磁河,横山岭水库 （坝上）,04-22 08:00,231.67,-0.1,7,2026-04-22,2026-04-21 22:42:52,7
海河,河北,沙河,王快水库,04-22 08:00,192.75,0.02,8,2026-04-22,2026-04-21 22:42:52,7
海河,河北,郜河,口头水库,04-22 08:00,199.48,-0.03,9,2026-04-22,2026-04-21 22:42:52,7
海河,河北,唐河,西大洋水库,04-22 08:00,133.46,,10,2026-04-22,2026-04-21 22:42:52,7
海河,河北,界河,龙潭,04-22 08:00,438.26,-0.02,11,2026-04-22,2026-04-21 22:42:52,7
海河,河北,漕河,龙门水库,04-22 08:00,121.4,−0.08,12,2026-04-22,2026-04-21 22:42:52,7
海河,河北,沙河,野沟门水库,01-01 08:00,374.16,,13,2026-04-22,2026-04-21 22:42:52,7
海河,河北,沙河,朱庄水库,04-22 08:00,240.39,-0.05,14,2026-04-22,2026-04-21 22:42:52,7
海河,河北,泜河,临城水库,04-22 08:00,119.25,-0.05,15,2026-04-22,2026-04-21 22:42:52,7
海河,山西,松溪河,郭庄,04-21 08:00,929.09,,16,2026-04-22,2026-04-21 22:42:52,7
海河,天津,团泊洼,团泊洼水库,04-21 08:00,1.78,,17,2026-04-22,2026-04-21 22:42:52,7
海河,河南,卫河,宝泉,04-21 08:00,255.45,一-,18,2026-04-22,2026-04-21 22:42:52,7
海河,河南,沧河,狮豹头,04-21 08:00,298.25,,19,2026-04-22,2026-04-21 22:42:52,7
海河,河南,浙河,弓上,06-10 08:00,482.12,-0.73,20,2026-04-22,2026-04-21 22:42:52,7
海河,河南,汤河,汤河,04-21 08:00,111.69,,21,2026-04-22,2026-04-21 22:42:52,7
海河,河南,通河,琵琶寺,04-21 08:00,114.32,,22,2026-04-22,2026-04-21 22:42:52,7
海河,河南,安阳河,小南海,04-22 08:00,163.04,-0.08,23,2026-04-22,2026-04-21 22:42:52,7
海河,河南,粉红江,双泉,04-21 08:00,140.92,,24,2026-04-22,2026-04-21 22:42:52,7
海河,河南,露水河,南谷洞,04-21 08:00,527.98,,0,2026-04-22,2026-04-21 22:42:52,8
海河,山西,浊漳河南源,漳泽水库,04-21 08:00,901.52,,1,2026-04-22,2026-04-21 22:42:52,8
海河,山西,浊漳河北源,关河水库,04-21 08:00,991.24,,2,2026-04-22,2026-04-21 22:42:52,8
海河,山西,清漳西源,石匣,04-21 08:00,1141.77,,3,2026-04-22,2026-04-21 22:42:52,8
黄河,青海,黄河,龙羊峡,04-22 08:00,2582.7,-0.07,4,2026-04-22,2026-04-21 22:42:52,8
黄河,甘肃,黄河,刘家峡水库,04-22 08:00,1732.69,-0.17,5,2026-04-22,2026-04-21 22:42:52,8
黄河,宁夏,黄河,青铜峡水库,04-19 08:00,1156,,6,2026-04-22,2026-04-21 22:42:52,8
黄河,山西,黄河,万家寨上,04-22 08:00,975.79,-0.1,7,2026-04-22,2026-04-21 22:42:52,8
黄河,山西,黄河,天桥上,04-01 08:00,833,,8,2026-04-22,2026-04-21 22:42:52,8
黄河,河南,黄河,史家滩,04-22 08:00,317.14,0.36,9,2026-04-22,2026-04-21 22:42:52,8
黄河,青海,巴燕河,东大滩,04-22 08:00,2982.48,-0.03,10,2026-04-22,2026-04-21 22:42:52,8
黄河,陕西,杏子河,王瑶,04-21 08:00,1179.16,,11,2026-04-22,2026-04-21 22:42:52,8
黄河,陕西,芦河,河口庙,04-21 08:00,1147,,12,2026-04-22,2026-04-21 22:42:52,8
黄河,陕西,榆溪河,尤家,04-22 08:00,1093.56,0.01,13,2026-04-22,2026-04-21 22:42:52,8
黄河,陕西,居水,薛峰,04-22 08:00,605.32,0.08,14,2026-04-22,2026-04-21 22:42:52,8
黄河,河南,宏农涧河,窄口,04-22 08:00,637.28,-0.04,15,2026-04-22,2026-04-21 22:42:52,8
,黄河,汾河,汾河水库,04-22 08:00,1123.36,-0.04,16,2026-04-22,2026-04-21 22:42:52,8
黄河,山西,文峪河,文峪河水库,04-21 08:00,832.07,,17,2026-04-22,2026-04-21 22:42:52,8
黄河,陕西,千河,冯家山,04-22 08:00,708.28,-0.02,18,2026-04-22,2026-04-21 22:42:52,8
黄河,陕西,漆水河,羊毛湾,04-22 08:00,637.13,0.12,19,2026-04-22,2026-04-21 22:42:52,8
黄河,陕西,黑河,金盆,04-22 08:00,584.89,0.19,20,2026-04-22,2026-04-21 22:42:52,8
黄河,陕西,石砭峪,石砭峪,04-22 08:00,723.36,0.96,21,2026-04-22,2026-04-21 22:42:52,8
黄河,陕西,沮河,桃曲坡,04-22 08:00,784.48,0.2,22,2026-04-22,2026-04-21 22:42:52,8
黄河,陕西,沈河,沈河,04-22 08:00,400.25,-0.03,23,2026-04-22,2026-04-21 22:42:52,8
黄河,河南,枯河,唐岗,04-21 08:00,117.48,,0,2026-04-22,2026-04-21 22:42:52,9
黄河,河南,漭河,白墙,04-21 08:00,125.24,,1,2026-04-22,2026-04-21 22:42:52,9
黄河,山东,东平湖,东平湖老湖,04-22 08:00,41.13,0.01,2,2026-04-22,2026-04-21 22:42:52,9
黄河,山东,瀛汶河,雪野水库,04-21 08:00,231.91,,3,2026-04-22,2026-04-21 22:42:52,9
黄河,山东,石汶河,黄前水库,04-21 08:00,137.43,,4,2026-04-22,2026-04-21 22:42:52,9
黄河,山东,大汶河南支,东周水库,04-21 08:00,227.76,,5,2026-04-22,2026-04-21 22:42:52,9
黄河,山东,光明河,光明水库,04-21 08:00,87.81,,6,2026-04-22,2026-04-21 22:42:52,9
黄河,河南,伊河,陆浑坝上,04-22 08:00,317.08,-0.03,7,2026-04-22,2026-04-21 22:42:52,9
黄河,河南,焦家川,青沟,04-21 08:00,609.54,,8,2026-04-22,2026-04-21 22:42:52,9
黄河,河南,刘涧河,陶花店,04-21 08:00,131.71,,9,2026-04-22,2026-04-21 22:42:52,9
黄河,河南,洛河,故县水库,04-22 08:00,520.98,0.17,10,2026-04-22,2026-04-21 22:42:52,9
黄河,河南,甘水河,范店,04-21 08:00,325.85,,11,2026-04-22,2026-04-21 22:42:52,9
黄河,陕西,南洛河,李村,10-24 08:00,1035.36,,12,2026-04-22,2026-04-21 22:42:52,9
黄河,河南,陈宅河,寺河,04-21 08:00,401.37,,13,2026-04-22,2026-04-21 22:42:52,9
黄河,河南,丹河,青天河,04-21 08:00,353.31,,14,2026-04-22,2026-04-21 22:42:52,9
淮河,山东,淄河,太河水库,04-22 08:00,232.18,-0.02,15,2026-04-22,2026-04-21 22:42:52,9
淮河,山东,弥河,冶源水库,04-21 08:00,135.91,,16,2026-04-22,2026-04-21 22:42:52,9
淮河,山东,白浪河,白浪河水库,04-21 08:00,57.16,,17,2026-04-22,2026-04-21 22:42:52,9
淮河,山东,潍河,墙齐水库（西库）,04-21 08:00,98.11,,18,2026-04-22,2026-04-21 22:42:52,9
淮河,山东,汶河,高崖水库,04-21 08:00,152.24,,19,2026-04-22,2026-04-21 22:42:52,9
淮河,山东,大沽河,产芝水库,04-21 08:00,71.93,,20,2026-04-22,2026-04-21 22:42:52,9
淮河,山东,猪洞河,尹府水库,04-21 08:00,78.4,,21,2026-04-22,2026-04-21 22:42:52,9
淮河,山东,白沙河,崂山水库,04-21 08:00,48.73,,22,2026-04-22,2026-04-21 22:42:52,9
淮河,山东,清洋河,门楼水库,04-21 08:00,28.3,,23,2026-04-22,2026-04-21 22:42:52,9
淮河,山东,东母猪河,郭格庄水库,04-21 08:00,80.87,,24,2026-04-22,2026-04-21 22:42:52,9
淮河,山东,浚河,唐村水库,04-21 08:00,184.22,,0,2026-04-22,2026-04-21 22:42:52,11
淮河,山东,温凉河,许家崖水库,04-21 08:00,145.14,,1,2026-04-22,2026-04-21 22:42:52,11
淮河,江苏,淋头河,阿湖水库站,04-22 08:00,26.29,0.01,2,2026-04-22,2026-04-21 22:42:52,11
淮河,山东,沭河,沙沟水库,04-21 08:00,66.15,,3,2026-04-22,2026-04-21 22:42:52,11
淮河,山东,沭河,青峰岭水库,04-21 08:00,158.91,,4,2026-04-22,2026-04-21 22:42:52,11
淮河,江苏,厚镇河,安峰山水库,04-22 08:00,16.88,0.01,5,2026-04-22,2026-04-21 22:42:52,11
淮河,山东,浔河,陡山水库,04-21 08:00,124.98,,6,2026-04-22,2026-04-21 22:42:52,11
淮河,山东,资邱河,杨庄水库,04-21 08:00,163.22,,7,2026-04-22,2026-04-21 22:42:52,11
淮河,山东,泗河,贺庄水库,04-21 08:00,142.57,,8,2026-04-22,2026-04-21 22:42:52,11
淮河,山东,黄沟河,华村水库,04-21 08:00,146.15,,9,2026-04-22,2026-04-21 22:42:52,11
淮河,山东,济河,龙湾套水库,04-22 08:00,148.29,-0.07,10,2026-04-22,2026-04-21 22:42:52,11
淮河,山东,小沂河,尼山水库,04-21 08:00,119.72,,11,2026-04-22,2026-04-21 22:42:52,11
淮河,山东,城河,岩马水库,04-21 08:00,124.34,,12,2026-04-22,2026-04-21 22:42:52,11
淮河,山东,西加河,会宝岭水库(南）,04-21 08:00,74.82,,13,2026-04-22,2026-04-21 22:42:52,11
淮河,山东,城河,户主水库,04-21 08:00,122.6,,14,2026-04-22,2026-04-21 22:42:52,11
