流域,行政区划,河名,库名,时间,库水位(米),日变幅(米),row_order_in_screen,report_date,crawl_time_local,screen_index
珠江,广东,西枝江,白盆珠,05-24 08:00,66.97,0.09,0,2026-05-24,2026-05-24 19:39:51,0
珠江,广东,二渡河,上板桥,05-24 08:00,265.67,0.05,1,2026-05-24,2026-05-24 19:39:51,0
珠江,广东,东江,七水库,05-24 08:00,79.89,0.01,2,2026-05-24,2026-05-24 19:39:51,0
珠江,广东,东江,红花湖,05-24 08:00,53.34,0.01,3,2026-05-24,2026-05-24 19:39:51,0
珠江,广东,黄沙水,同沙,05-24 08:00,16.41,0.02,4,2026-05-24,2026-05-24 19:39:51,0
珠江,广东,横岭水,鸡心石,05-24 08:00,46.2,0.2,5,2026-05-24,2026-05-24 19:39:51,0
珠江,广东,稿树下水,稿树下,05-24 08:00,56.35,0.04,6,2026-05-24,2026-05-24 19:39:51,0
珠江,广东,里波水,联和,05-24 08:00,48.63,0.18,7,2026-05-24,2026-05-24 19:39:51,0
珠江,广东,增江,天堂山,05-24 08:00,134.45,0.29,8,2026-05-24,2026-05-24 19:39:51,0
流溪河,广东,流溪河,流溪河,05-24 08:00,223.74,0.25,9,2026-05-24,2026-05-24 19:39:51,0
流溪河,广东,天湖水库水,天湖,05-24 08:00,229.95,0.16,10,2026-05-24,2026-05-24 19:39:51,0
流溪河,广东,沙坑,和龙,05-24 08:00,34.76,0.01,11,2026-05-24,2026-05-24 19:39:51,0
珠江,广东,沙河,显岗,05-24 08:00,21.41,-0.03,12,2026-05-24,2026-05-24 19:39:51,0
流溪河,广东,流溪河,黄龙带,05-24 08:00,161.19,0.12,13,2026-05-24,2026-05-24 19:39:51,0
珠江,广东,茅洲河,罗田,05-21 08:00,30.95,0.1,14,2026-05-24,2026-05-24 19:39:51,0
珠江,广东,西乡水,铁岗,05-21 08:00,23.05,0.23,15,2026-05-24,2026-05-24 19:39:51,0
珠江,广东,南头河,西沥,01-21 08:00,27.34,,16,2026-05-24,2026-05-24 19:39:51,0
珠江,广东,深圳水,深圳,05-24 08:00,27.27,-0.09,17,2026-05-24,2026-05-24 19:39:51,0
珠江,广东,新洲河,梅林,05-24 08:00,49.7,,18,2026-05-24,2026-05-24 19:39:51,0
珠江,广东,龙岗河,松子坑,05-24 08:00,58.36,-0.01,19,2026-05-24,2026-05-24 19:39:51,0
珠江,广东,莲塘水,宝鸭仔,05-24 08:00,32.37,0.05,20,2026-05-24,2026-05-24 19:39:51,0
珠江,广东,沙坪水,四堡,05-24 08:00,64.67,0.06,21,2026-05-24,2026-05-24 19:39:51,0
珠江,广东,小隐涌,长江,05-24 08:00,23.89,0.81,22,2026-05-24,2026-05-24 19:39:51,0
珠江,广东,潭江,锦江,05-24 08:00,91.77,0.13,23,2026-05-24,2026-05-24 19:39:51,0
珠江,广东,鹤洲水,大沙河,05-24 08:00,32.64,0.06,24,2026-05-24,2026-05-24 19:39:51,0
珠江,广东,镇海水,镇海,05-24 08:00,24.63,0.04,0,2026-05-24,2026-05-24 19:39:51,1
珠江,广东,大镜山溪,大镜山,05-24 08:00,16.66,-0.01,1,2026-05-24,2026-05-24 19:39:51,1
韩江,广东,五华河,益塘,05-24 08:00,145.96,0.02,2,2026-05-24,2026-05-24 19:39:51,1
韩江,广东,和山河,和山岩,05-24 08:00,151.68,0.07,3,2026-05-24,2026-05-24 19:39:51,1
韩江,福建,汀江,棉花滩水库,05-20 08:00,161.91,0.32,4,2026-05-24,2026-05-24 19:39:51,1
韩江,广东,汀江,青溪,05-24 08:00,70.61,0.09,5,2026-05-24,2026-05-24 19:39:51,1
韩江,广东,程江,梅西,05-24 08:00,165.79,-0.14,6,2026-05-24,2026-05-24 19:39:51,1
韩江,广东,凤凰溪,凤溪,05-24 08:00,413.99,0.09,7,2026-05-24,2026-05-24 19:39:51,1
粤东沿海诸河,广东,五经富水,龙颈（上）,05-24 08:00,88.4,0.02,8,2026-05-24,2026-05-24 19:39:51,1
粤东沿海诸河,广东,五经富水,龙颈(下),05-24 08:00,53.36,0.08,9,2026-05-24,2026-05-24 19:39:51,1
粤东沿海诸河,广东,小龙溪,小龙溪,05-24 08:00,51.26,-0.04,10,2026-05-24,2026-05-24 19:39:51,1
粤东沿海诸河,广东,龙溪水,龙溪一级,05-24 08:00,173.54,-0.11,11,2026-05-24,2026-05-24 19:39:51,1
粤东沿海诸河,广东,龙溪水,龙溪二级,05-24 08:00,55.58,-0.02,12,2026-05-24,2026-05-24 19:39:51,1
粤东沿海诸河,广东,锣鼓水,红场,05-24 08:00,242.47,0.08,13,2026-05-24,2026-05-24 19:39:51,1
粤东沿海诸河,广东,金溪河,上金溪,05-24 08:00,84.56,0.05,14,2026-05-24,2026-05-24 19:39:51,1
粤东沿海诸河,广东,三坑溪,上三坑,05-24 08:00,156.8,0.25,15,2026-05-24,2026-05-24 19:39:51,1
粤东沿海诸河,广东,练江,白沙溪,05-24 08:00,364.31,,16,2026-05-24,2026-05-24 19:39:51,1
粤东沿海诸河,广东,雷岭河,镇北,05-24 08:00,43.94,-0.01,17,2026-05-24,2026-05-24 19:39:51,1
粤东沿海诸河,广东,雷岭河,蜈蚣岭,05-24 08:00,44.97,-0.03,18,2026-05-24,2026-05-24 19:39:51,1
粤东沿海诸河,广东,黄江,朝面山,05-24 08:00,200.73,0.13,19,2026-05-24,2026-05-24 19:39:51,1
