流域,行政区划,河名,库名,时间,库水位(米),日变幅(米),row_order_in_screen,report_date,crawl_time_local,screen_index
珠江,广东,西枝江,白盆珠,06-25 08:00,70.94,-0.04,0,2026-06-25,2026-06-26 01:06:16,0
珠江,广东,二渡河,上板桥,06-25 08:00,267.46,-0.02,1,2026-06-25,2026-06-26 01:06:16,0
珠江,广东,东江,七水库,06-25 08:00,80.02,-0.09,2,2026-06-25,2026-06-26 01:06:16,0
珠江,广东,东江,红花湖,06-25 08:00,53.81,,3,2026-06-25,2026-06-26 01:06:16,0
珠江,广东,黄沙水,同沙,06-13 08:00,15.47,0.01,4,2026-06-25,2026-06-26 01:06:16,0
珠江,广东,横岭水,鸡心石,06-25 08:00,51.3,0.05,5,2026-06-25,2026-06-26 01:06:16,0
珠江,广东,稿树下水,稿树下,06-25 08:00,58.89,-0.08,6,2026-06-25,2026-06-26 01:06:16,0
珠江,广东,里波水,联和,06-25 08:00,52.65,0.03,7,2026-06-25,2026-06-26 01:06:16,0
珠江,广东,增江,天堂山,06-25 08:00,140.52,0.24,8,2026-06-25,2026-06-26 01:06:16,0
流溪河,广东,流溪河,流溪河,06-25 08:00,228.37,0.12,9,2026-06-25,2026-06-26 01:06:16,0
流溪河,广东,天湖水库水,天湖,06-25 08:00,231.92,0.09,10,2026-06-25,2026-06-26 01:06:16,0
流溪河,广东,沙坑,和龙,06-25 08:00,35.46,0.06,11,2026-06-25,2026-06-26 01:06:16,0
珠江,广东,沙河,显岗,06-25 08:00,22,-0.1,12,2026-06-25,2026-06-26 01:06:16,0
流溪河,广东,流溪河,黄龙带,06-25 08:00,163.92,0.16,13,2026-06-25,2026-06-26 01:06:16,0
珠江,广东,茅洲河,罗田,05-21 08:00,30.95,0.1,14,2026-06-25,2026-06-26 01:06:16,0
珠江,广东,西乡水,铁岗,05-21 08:00,23.05,0.23,15,2026-06-25,2026-06-26 01:06:16,0
珠江,广东,南头河,西沥,01-21 08:00,27.34,,16,2026-06-25,2026-06-26 01:06:16,0
珠江,广东,深圳水,深圳,06-25 08:00,27.45,-0.26,17,2026-06-25,2026-06-26 01:06:16,0
珠江,广东,新洲河,梅林,06-25 08:00,49.9,-0.03,18,2026-06-25,2026-06-26 01:06:16,0
珠江,广东,龙岗河,松子坑,06-25 08:00,60.92,0.16,19,2026-06-25,2026-06-26 01:06:16,0
珠江,广东,莲塘水,宝鸭仔,06-25 08:00,33.22,-0.02,20,2026-06-25,2026-06-26 01:06:16,0
珠江,广东,沙坪水,四堡,06-25 08:00,67.42,0.03,21,2026-06-25,2026-06-26 01:06:16,0
珠江,广东,小隐涌,长江,06-25 08:00,24.64,-0.23,22,2026-06-25,2026-06-26 01:06:16,0
珠江,广东,潭江,锦江,06-25 08:00,93.84,-0.03,23,2026-06-25,2026-06-26 01:06:16,0
珠江,广东,鹤洲水,大沙河,06-25 08:00,33.7,-0.01,24,2026-06-25,2026-06-26 01:06:16,0
珠江,广东,镇海水,镇海,06-25 08:00,25.12,-0.03,0,2026-06-25,2026-06-26 01:06:16,1
珠江,广东,大镜山溪,大镜山,06-25 08:00,17.54,,1,2026-06-25,2026-06-26 01:06:16,1
韩江,广东,五华河,益塘,06-25 08:00,148.71,-0.09,2,2026-06-25,2026-06-26 01:06:16,1
韩江,广东,和山河,和山岩,06-25 08:00,151.91,-0.07,3,2026-06-25,2026-06-26 01:06:16,1
韩江,福建,汀江,棉花滩水库,06-25 08:00,167.28,0.22,4,2026-06-25,2026-06-26 01:06:16,1
韩江,广东,汀江,青溪,06-25 08:00,71.59,-0.1,5,2026-06-25,2026-06-26 01:06:16,1
韩江,广东,程江,梅西,06-25 08:00,166.4,-0.26,6,2026-06-25,2026-06-26 01:06:16,1
韩江,广东,凤凰溪,凤溪,06-25 08:00,420.18,-0.19,7,2026-06-25,2026-06-26 01:06:16,1
粤东沿海诸河,广东,五经富水,龙颈（上）,06-25 08:00,92.26,-0.1,8,2026-06-25,2026-06-26 01:06:16,1
粤东沿海诸河,广东,五经富水,龙颈(下),06-25 08:00,53.76,0.08,9,2026-06-25,2026-06-26 01:06:16,1
粤东沿海诸河,广东,小龙溪,小龙溪,06-25 08:00,57.3,0.01,10,2026-06-25,2026-06-26 01:06:16,1
粤东沿海诸河,广东,龙溪水,龙溪一级,06-25 08:00,180.16,-0.01,11,2026-06-25,2026-06-26 01:06:16,1
粤东沿海诸河,广东,龙溪水,龙溪二级,06-25 08:00,67,0.17,12,2026-06-25,2026-06-26 01:06:16,1
粤东沿海诸河,广东,锣鼓水,红场,06-25 08:00,248.88,-0.06,13,2026-06-25,2026-06-26 01:06:16,1
粤东沿海诸河,广东,金溪河,上金溪,06-25 08:00,88.64,,14,2026-06-25,2026-06-26 01:06:16,1
粤东沿海诸河,广东,三坑溪,上三坑,06-25 08:00,169.2,0.25,15,2026-06-25,2026-06-26 01:06:16,1
粤东沿海诸河,广东,练江,白沙溪,06-25 08:00,371.39,0.1,16,2026-06-25,2026-06-26 01:06:16,1
粤东沿海诸河,广东,雷岭河,镇北,06-25 08:00,45.12,-0.01,17,2026-06-25,2026-06-26 01:06:16,1
粤东沿海诸河,广东,雷岭河,蜈蚣岭,06-25 08:00,51.24,0.03,18,2026-06-25,2026-06-26 01:06:16,1
粤东沿海诸河,广东,黄江,朝面山,06-25 08:00,205.81,0.09,19,2026-06-25,2026-06-26 01:06:16,1
粤东沿海诸河,广东,横江水,横江,06-25 08:00,68.22,-0.21,20,2026-06-25,2026-06-26 01:06:16,1
粤东沿海诸河,广东,练江,汤坑,06-25 08:00,49.3,0.05,21,2026-06-25,2026-06-26 01:06:16,1
粤东沿海诸河,广东,练江,秋风岭,06-25 08:00,38.62,0.12,22,2026-06-25,2026-06-26 01:06:16,1
粤东沿海诸河,广东,龙江,龙潭,06-25 08:00,70.8,-0.08,23,2026-06-25,2026-06-26 01:06:16,1
粤东沿海诸河,广东,罗溪,石榴潭,06-25 08:00,39.23,-0.01,24,2026-06-25,2026-06-26 01:06:16,1
