流域,行政区划,河名,库名,时间,库水位(米),日变幅(米),row_order_in_screen,report_date,crawl_time_local,screen_index
珠江,广东,西枝江,白盆珠,03-27 08:00,65.32,-0.06,0,2026-03-27,2026-03-27 17:45:51,0
珠江,广东,二渡河,上板桥,03-27 08:00,265.04,0.06,1,2026-03-27,2026-03-27 17:45:51,0
珠江,广东,东江,七水库,03-27 08:00,77.03,-0.01,2,2026-03-27,2026-03-27 17:45:51,0
珠江,广东,东江,红花湖,03-27 08:00,53.17,,3,2026-03-27,2026-03-27 17:45:51,0
珠江,广东,黄沙水,同沙,03-27 08:00,15.51,-0.04,4,2026-03-27,2026-03-27 17:45:51,0
珠江,广东,横岭水,鸡心石,03-27 08:00,51.65,-0.02,5,2026-03-27,2026-03-27 17:45:51,0
珠江,广东,稿树下水,稿树下,03-27 08:00,58.48,-0.03,6,2026-03-27,2026-03-27 17:45:51,0
珠江,广东,里波水,联和,03-27 08:00,46.54,-0.01,7,2026-03-27,2026-03-27 17:45:51,0
珠江,广东,增江,天堂山,03-27 08:00,139.01,-0.12,8,2026-03-27,2026-03-27 17:45:51,0
流溪河,广东,流溪河,流溪河,03-27 08:00,225.26,0.02,9,2026-03-27,2026-03-27 17:45:51,0
流溪河,广东,天湖水库水,天湖,03-27 08:00,229.37,-0.19,10,2026-03-27,2026-03-27 17:45:51,0
流溪河,广东,沙坑,和龙,03-27 08:00,34.93,-0.01,11,2026-03-27,2026-03-27 17:45:51,0
珠江,广东,沙河,显岗,03-27 08:00,20.68,-0.06,12,2026-03-27,2026-03-27 17:45:51,0
流溪河,广东,流溪河,黄龙带,03-27 08:00,162.57,-0.08,13,2026-03-27,2026-03-27 17:45:51,0
珠江,广东,茅洲河,罗田,03-27 08:00,31.12,0.31,14,2026-03-27,2026-03-27 17:45:51,0
珠江,广东,西乡水,铁岗,03-27 08:00,23.49,-0.06,15,2026-03-27,2026-03-27 17:45:51,0
珠江,广东,南头河,西沥,01-21 08:00,27.34,,16,2026-03-27,2026-03-27 17:45:51,0
珠江,广东,深圳水,深圳,03-27 08:00,27.8,-0.08,17,2026-03-27,2026-03-27 17:45:51,0
珠江,广东,新洲河,梅林,03-22 08:00,49.56,-0.01,18,2026-03-27,2026-03-27 17:45:51,0
珠江,广东,龙岗河,松子坑,03-21 08:00,62.5,,19,2026-03-27,2026-03-27 17:45:51,0
珠江,广东,莲塘水,宝鸭仔,03-27 08:00,31.01,-0.05,20,2026-03-27,2026-03-27 17:45:51,0
珠江,广东,沙坪水,四堡,03-27 08:00,65.51,-0.09,21,2026-03-27,2026-03-27 17:45:51,0
珠江,广东,小隐涌,长江,03-27 08:00,22.91,-0.03,22,2026-03-27,2026-03-27 17:45:51,0
珠江,广东,潭江,锦江,03-27 08:00,86.06,-0.05,23,2026-03-27,2026-03-27 17:45:51,0
珠江,广东,鹤洲水,大沙河,03-27 08:00,31.62,-0.06,24,2026-03-27,2026-03-27 17:45:51,0
珠江,广东,镇海水,镇海,03-27 08:00,23.55,-0.02,0,2026-03-27,2026-03-27 17:45:51,1
珠江,广东,大镜山溪,大镜山,03-27 08:00,17.28,-0.05,1,2026-03-27,2026-03-27 17:45:51,1
韩江,广东,五华河,益塘,03-27 08:00,146.17,-0.1,2,2026-03-27,2026-03-27 17:45:51,1
韩江,广东,和山河,和山岩,03-27 08:00,151.33,0.02,3,2026-03-27,2026-03-27 17:45:51,1
