流域,行政区划,河名,库名,时间,库水位(米),日变幅(米),row_order_in_screen,report_date,crawl_time_local,screen_index
珠江,广东,西枝江,白盆珠,05-13 08:00,65.61,0.01,0,2026-05-13,2026-05-13 00:52:41,0
珠江,广东,二渡河,上板桥,05-13 08:00,264.89,-0.12,1,2026-05-13,2026-05-13 00:52:41,0
珠江,广东,东江,七水库,05-13 08:00,79.11,0.02,2,2026-05-13,2026-05-13 00:52:41,0
珠江,广东,东江,红花湖,05-13 08:00,53.23,,3,2026-05-13,2026-05-13 00:52:41,0
珠江,广东,黄沙水,同沙,05-13 08:00,15.47,-0.01,4,2026-05-13,2026-05-13 00:52:41,0
珠江,广东,横岭水,鸡心石,05-13 08:00,45.1,,5,2026-05-13,2026-05-13 00:52:41,0
珠江,广东,稿树下水,稿树下,05-13 08:00,56.52,-0.13,6,2026-05-13,2026-05-13 00:52:41,0
珠江,广东,里波水,联和,05-13 08:00,46.16,-0.03,7,2026-05-13,2026-05-13 00:52:41,0
珠江,广东,增江,天堂山,05-13 08:00,134.1,-0.19,8,2026-05-13,2026-05-13 00:52:41,0
流溪河,广东,流溪河,流溪河,05-13 08:00,222.29,-0.01,9,2026-05-13,2026-05-13 00:52:41,0
流溪河,广东,天湖水库水,天湖,05-13 08:00,228.94,0.01,10,2026-05-13,2026-05-13 00:52:41,0
流溪河,广东,沙坑,和龙,05-13 08:00,34.32,,11,2026-05-13,2026-05-13 00:52:41,0
珠江,广东,沙河,显岗,05-13 08:00,20.38,-0.04,12,2026-05-13,2026-05-13 00:52:41,0
流溪河,广东,流溪河,黄龙带,05-13 08:00,159.96,0.03,13,2026-05-13,2026-05-13 00:52:41,0
珠江,广东,茅洲河,罗田,05-13 08:00,30.73,0.06,14,2026-05-13,2026-05-13 00:52:41,0
珠江,广东,西乡水,铁岗,05-13 08:00,22.82,-0.01,15,2026-05-13,2026-05-13 00:52:41,0
珠江,广东,南头河,西沥,01-21 08:00,27.34,,16,2026-05-13,2026-05-13 00:52:41,0
珠江,广东,深圳水,深圳,05-13 08:00,27.58,0.17,17,2026-05-13,2026-05-13 00:52:41,0
珠江,广东,新洲河,梅林,05-13 08:00,49.61,,18,2026-05-13,2026-05-13 00:52:41,0
珠江,广东,龙岗河,松子坑,05-13 08:00,58.49,-0.05,19,2026-05-13,2026-05-13 00:52:41,0
珠江,广东,莲塘水,宝鸭仔,05-13 08:00,30.29,-0.02,20,2026-05-13,2026-05-13 00:52:41,0
珠江,广东,沙坪水,四堡,05-13 08:00,63.73,-0.01,21,2026-05-13,2026-05-13 00:52:41,0
珠江,广东,小隐涌,长江,05-13 08:00,22.24,-0.01,22,2026-05-13,2026-05-13 00:52:41,0
珠江,广东,潭江,锦江,05-13 08:00,84.43,,23,2026-05-13,2026-05-13 00:52:41,0
珠江,广东,鹤洲水,大沙河,05-13 08:00,30.29,,24,2026-05-13,2026-05-13 00:52:41,0
珠江,广东,镇海水,镇海,05-13 08:00,23.02,,0,2026-05-13,2026-05-13 00:52:41,1
珠江,广东,大镜山溪,大镜山,05-13 08:00,15.93,-0.05,1,2026-05-13,2026-05-13 00:52:41,1
韩江,广东,五华河,益塘,05-13 08:00,145.55,0.01,2,2026-05-13,2026-05-13 00:52:41,1
韩江,广东,和山河,和山岩,05-13 08:00,151.5,0.01,3,2026-05-13,2026-05-13 00:52:41,1
韩江,福建,汀江,棉花滩水库,05-13 08:00,156.65,0.02,4,2026-05-13,2026-05-13 00:52:41,1
韩江,广东,汀江,青溪,05-13 08:00,70.7,-1.08,5,2026-05-13,2026-05-13 00:52:41,1
韩江,广东,程江,梅西,05-13 08:00,164.15,-0.05,6,2026-05-13,2026-05-13 00:52:41,1
韩江,广东,凤凰溪,凤溪,05-13 08:00,410.15,0.18,7,2026-05-13,2026-05-13 00:52:41,1
粤东沿海诸河,广东,五经富水,龙颈（上）,05-13 08:00,88.07,-0.12,8,2026-05-13,2026-05-13 00:52:41,1
粤东沿海诸河,广东,五经富水,龙颈(下),05-13 08:00,53.3,0.04,9,2026-05-13,2026-05-13 00:52:41,1
粤东沿海诸河,广东,小龙溪,小龙溪,05-13 08:00,50.89,-0.08,10,2026-05-13,2026-05-13 00:52:41,1
粤东沿海诸河,广东,龙溪水,龙溪一级,05-13 08:00,170.97,-0.04,11,2026-05-13,2026-05-13 00:52:41,1
